timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
66471801,0.99808663,0.010731679,-0.013384163,-0.05940463,0.039110616,0.019754801,-0.18653615,0.037620015,0.021846998,-11.969433,5.9448e-06,3.4068933e-05,-3.6969968e-06,0.0,0.0,0.00039252892,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.0893678e-10,8.142079e-06,0.0002700053,1.3877201e-07,4.3953623e-06,4.393767e-06,4.096097e-05,0.014627055,0.014626996,0.021823721,0.043341488,0.043341454,0.2918278,2.0487397e-11,2.0487195e-11,3.7308396e-11,0.0,0.0,5.000029e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021792352,0.0052305176,0.024413936,67240467,0.29441968,0.5402109,0.0040118014,0.0,0.00079947064,0.00079947064,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
67062076,0.9980863,0.010676967,-0.013382145,-0.059421364,0.04137615,0.016857157,-0.18123381,0.03946384,0.020409115,-12.052967,6.0196085e-06,3.396688e-05,-3.6222687e-06,0.0,0.0,0.0003877419,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.05942456e-10,8.157488e-06,0.00024959157,1.3792594e-07,4.3846985e-06,4.383096e-06,4.0743595e-05,0.014538372,0.014538337,0.021757973,0.042943284,0.04294327,0.29047692,2.0473023e-11,2.0472918e-11,3.7046026e-11,0.0,0.0,5.0000285e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022505512,0.0022428324,0.0049702753,67240467,0.2930641,0.5389591,0.00839295,0.0,0.0008475791,0.0008475791,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
67262197,0.9980861,0.010677593,-0.013369995,-0.05942517,0.042291738,0.016928434,-0.1819676,0.04012869,0.019996107,-12.095274,6.0440584e-06,3.3931094e-05,-3.59953e-06,0.0,0.0,0.00038881507,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.0809962e-10,8.070002e-06,0.00024117075,1.3777898e-07,4.3846026e-06,4.3830196e-06,4.0708004e-05,0.014537915,0.014537889,0.021655293,0.042943276,0.042943265,0.28824642,2.0471635e-11,2.0471553e-11,3.6975287e-11,0.0,0.0,5.00002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022446479,0.003019961,0.0105143795,67240467,0.29306406,0.53688586,0.0070659593,0.0,0.0008617668,0.0008617668,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
67462289,0.99808764,0.010660275,-0.01335703,-0.059406452,0.042625822,0.01656863,-0.18213153,0.040837515,0.019644355,-12.134424,6.0681823e-06,3.3894637e-05,-3.5772323e-06,0.0,0.0,0.0003892777,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1639128e-10,8.462506e-06,0.00022756014,1.3728524e-07,4.384491e-06,4.3829227e-06,4.059951e-05,0.014537465,0.014537437,0.021555303,0.042943187,0.042943176,0.2860653,2.0470263e-11,2.0470212e-11,3.6876256e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002225242,0.0031957866,0.011581975,67240467,0.29306376,0.5348507,0.0026412623,0.0,0.00087708625,0.00087708625,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
68262670,0.9980911,0.010685721,-0.013314008,-0.05935338,0.044513706,0.016500456,-0.18576951,0.043737836,0.018500965,-12.301659,6.1630712e-06,3.3741548e-05,-3.47467e-06,0.0,0.0,0.00039321027,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1143018e-10,8.456996e-06,0.00024685523,1.3585802e-07,4.384064e-06,4.382629e-06,4.0322655e-05,0.014536365,0.014536369,0.021487506,0.042942323,0.04294232,0.28433535,2.0465131e-11,2.0465206e-11,3.6556744e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024388164,0.005413725,0.02334475,67240467,0.2930608,0.533231,0.0061458373,0.0,0.00093990704,0.00093990704,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
68662868,0.99809337,0.010702363,-0.013318802,-0.059310447,0.04276696,0.016493637,-0.18844613,0.044262294,0.018161768,-12.380998,6.2092913e-06,3.366183e-05,-3.4286516e-06,0.0,0.0,0.00039397337,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.4361048e-10,1.02764025e-05,0.00023276747,1.3513574e-07,4.3838786e-06,4.382485e-06,4.018969e-05,0.014537401,0.014537396,0.021609858,0.042942263,0.04294226,0.28682527,2.046275e-11,2.0462887e-11,3.640655e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023310758,0.0034446798,0.012750748,67240467,0.29306063,0.5355607,0.004647064,0.0,0.0009522322,0.0009522322,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
69263164,0.99809813,0.010655666,-0.013291624,-0.0592452,0.04232733,0.016361317,-0.18786022,0.043874376,0.018162621,-12.494078,6.277871e-06,3.354241e-05,-3.3731872e-06,0.0,0.0,0.00039400638,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,3.3598258e-10,2.1146494e-05,0.00034475286,1.3427879e-07,4.3835557e-06,4.382203e-06,4.003224e-05,0.014536621,0.014536636,0.02159898,0.042942308,0.0429423,0.28671086,2.0459379e-11,2.0459603e-11,3.62065e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021856953,0.002956303,0.009772144,67240467,0.29306075,0.53545386,0.0054818443,0.0,0.00094426575,0.00094426575,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
70663868,0.9980977,0.010561531,-0.013263081,-0.05927624,0.039352603,0.014692529,-0.19961381,0.042412773,0.017537994,-12.797819,6.4376018e-06,3.326944e-05,-3.2201028e-06,0.0,0.0,0.0003997934,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.6286797e-10,1.1492296e-05,0.0002808967,1.3266629e-07,4.3828195e-06,4.3815726e-06,3.9573388e-05,0.014538915,0.014538923,0.021534728,0.042942584,0.04294259,0.28508273,2.0452477e-11,2.0452797e-11,3.5740487e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021201541,0.0018803095,0.0042591025,67240467,0.29306173,0.5339314,0.0065706586,0.0,0.00091320614,0.00091320614,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
71664413,0.99810594,0.010479244,-0.013183018,-0.059169263,0.037982535,0.016467405,-0.20195702,0.04112337,0.015860258,-12.999722,6.5425074e-06,3.308087e-05,-3.1156405e-06,0.0,0.0,0.00039985235,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,2.3153895e-10,1.4249756e-05,0.00031725803,1.3123157e-07,4.382182e-06,4.381062e-06,3.9328384e-05,0.014538316,0.014538276,0.021671893,0.042943418,0.042943425,0.28787273,2.0448197e-11,2.0448579e-11,3.5467983e-11,0.0,0.0,5.0000203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021627854,0.0015960617,0.0035166678,67240467,0.29306456,0.5365377,0.0033516733,0.0,0.00088539824,0.00088539824,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
72464765,0.998115,0.01052338,-0.01314542,-0.059015967,0.035505634,0.012144497,-0.20300035,0.03976277,0.014129837,-13.165485,6.6192465e-06,3.2934266e-05,-3.0428753e-06,0.0,0.0,0.00040024155,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,2.1885511e-10,1.3965682e-05,0.00029093798,1.2983068e-07,4.381753e-06,4.3807554e-06,3.911712e-05,0.014536605,0.0145364655,0.021585658,0.042942863,0.042942844,0.28601387,2.0445173e-11,2.0445602e-11,3.525909e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019915133,0.0019114739,0.0071219136,67240467,0.29306263,0.5348027,0.00489437,0.0,0.00085657806,0.00085657806,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
72664852,0.9981157,0.010502177,-0.013130131,-0.059012853,0.03496638,0.0125544015,-0.20133111,0.03927273,0.013890869,-13.201561,6.637398e-06,3.2898635e-05,-3.0239096e-06,0.0,0.0,0.0003993832,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.9191991e-10,1.2432798e-05,0.00027296698,1.2974651e-07,4.3816704e-06,4.3806767e-06,3.9099934e-05,0.014535615,0.014535435,0.021800902,0.042942602,0.04294258,0.29061395,2.0444486e-11,2.044492e-11,3.5222592e-11,0.0,0.0,5.0000384e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001986722,0.0020267852,0.008182208,67240467,0.29306173,0.5390862,0.0046904264,0.0,0.00084607076,0.00084607076,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
72864951,0.99811655,0.010533556,-0.013116854,-0.058995023,0.033845745,0.011808096,-0.20103386,0.0387691,0.013603236,-13.242659,6.655379e-06,3.2863394e-05,-3.001687e-06,0.0,0.0,0.00039948942,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.661783e-10,1.10985775e-05,0.00026890976,1.2935855e-07,4.3815808e-06,4.3806353e-06,3.9015315e-05,0.014534841,0.0145346485,0.021698192,0.042942196,0.042942155,0.28842288,2.044381e-11,2.0444254e-11,3.5160874e-11,0.0,0.0,5.0000203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020365171,0.0015188175,0.0053832834,67240467,0.2930603,0.5370502,0.0044917767,0.0,0.0008356302,0.0008356302,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
73065081,0.99811804,0.010547003,-0.013104187,-0.058970623,0.032928724,0.011891409,-0.20101587,0.03816951,0.013370761,-13.281353,6.6730163e-06,3.2828742e-05,-2.9796993e-06,0.0,0.0,0.00039918508,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.4367968e-10,9.754071e-06,0.0002561041,1.2894493e-07,4.3815057e-06,4.3805885e-06,3.8931703e-05,0.014535014,0.014534802,0.021599948,0.04294171,0.04294164,0.28630453,2.0443163e-11,2.0443616e-11,3.510033e-11,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020490153,0.0013495873,0.0044960976,67240467,0.2930586,0.53507435,0.00693623,0.0,0.00082274113,0.00082274113,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
73665350,0.9981205,0.01057408,-0.013066519,-0.058932662,0.03328584,0.009895851,-0.19603236,0.036560953,0.012321315,-13.380827,6.7232536e-06,3.272809e-05,-2.9202085e-06,0.0,0.0,0.00039533098,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.4080911e-10,9.826472e-06,0.00028566236,1.2836311e-07,4.381351e-06,4.3804985e-06,3.8820053e-05,0.014533321,0.01453309,0.0216063,0.042940393,0.04294026,0.28649557,2.0441386e-11,2.0441846e-11,3.4976418e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001947668,0.0029359453,0.013486184,67240467,0.293054,0.5352528,0.0046051093,0.0,0.0007874276,0.0007874276,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
73865453,0.9981204,0.0106091695,-0.01304732,-0.058932528,0.03203347,0.0106081925,-0.19400485,0.03616397,0.012052409,-13.409202,6.739169e-06,3.2695352e-05,-2.9013202e-06,0.0,0.0,0.0003932694,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.2913276e-10,9.367116e-06,0.00026597574,1.283102e-07,4.38131e-06,4.3805003e-06,3.8806218e-05,0.0145333605,0.01453312,0.021504525,0.04294002,0.042939868,0.2843405,2.044084e-11,2.0441298e-11,3.4945394e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018945377,0.003723528,0.017403817,67240467,0.2930527,0.53323585,0.0031665538,0.0,0.00077924534,0.00077924534,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
74065571,0.9981212,0.010617911,-0.013038457,-0.05891932,0.03194573,0.011664122,-0.19341491,0.035720386,0.012007312,-13.437889,6.7551136e-06,3.2663134e-05,-2.8761217e-06,0.0,0.0,0.0003913576,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.2584261e-10,9.175e-06,0.0002430219,1.2793637e-07,4.381279e-06,4.380486e-06,3.8725924e-05,0.014534374,0.014534121,0.021719247,0.04293978,0.04293962,0.2889144,2.04403e-11,2.044076e-11,3.4889612e-11,0.0,0.0,5.0000203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019615331,0.0032381737,0.015306362,67240467,0.29305187,0.5375076,0.0049617128,0.0,0.0007695412,0.0007695412,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
74265651,0.9981226,0.010644116,-0.013039726,-0.05888997,0.031548124,0.012051379,-0.19062448,0.035322353,0.012047521,-13.462159,6.77085e-06,3.2631273e-05,-2.8568638e-06,0.0,0.0,0.00038871646,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.2626034e-10,8.87725e-06,0.00022764178,1.2775715e-07,4.38126e-06,4.380478e-06,3.8713297e-05,0.014534376,0.014534122,0.021619638,0.04293969,0.04293953,0.28677526,2.0439785e-11,2.044024e-11,3.4860274e-11,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019039806,0.0030621588,0.014687621,67240467,0.29305157,0.535514,0.0070687844,0.0,0.00076099444,0.00076099444,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
74665871,0.99812436,0.010640329,-0.013013238,-0.058866523,0.03023833,0.012330715,-0.18362342,0.03429573,0.012249159,-13.510367,6.8026675e-06,3.25692e-05,-2.8073555e-06,0.0,0.0,0.0003836938,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.10741166e-10,8.0357895e-06,0.00024851155,1.2725641e-07,4.381198e-06,4.380429e-06,3.862291e-05,0.014533262,0.014532995,0.021743339,0.042939242,0.042939067,0.28934798,2.0438784e-11,2.0439228e-11,3.4778697e-11,0.0,0.0,5.0000292e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020253532,0.0030380585,0.014520665,67240467,0.29305002,0.53791076,0.008483276,0.0,0.00073905947,0.00073905947,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
75066067,0.9981219,0.010688507,-0.012990045,-0.058903854,0.02866808,0.014689079,-0.17803873,0.033247795,0.012842683,-13.559939,6.8350714e-06,3.2509048e-05,-2.7613683e-06,0.0,0.0,0.00037936668,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1973328e-10,8.733174e-06,0.00026040556,1.2706461e-07,4.381142e-06,4.380419e-06,3.853471e-05,0.014532389,0.014532098,0.021551745,0.042938747,0.04293855,0.28519642,2.0437844e-11,2.043827e-11,3.4700538e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001911031,0.0022463023,0.0105888955,67240467,0.2930483,0.5340378,0.0043467525,0.0,0.0007167775,0.0007167775,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
75266149,0.9981223,0.010722316,-0.013003645,-0.05888934,0.02860727,0.015633732,-0.17490995,0.032695733,0.013290079,-13.582235,6.851708e-06,3.247983e-05,-2.7401918e-06,0.0,0.0,0.00037696146,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1942677e-10,8.863356e-06,0.0002611864,1.2673581e-07,4.381136e-06,4.380421e-06,3.84586e-05,0.014532118,0.014531818,0.021458447,0.042938363,0.042938147,0.28317416,2.0437393e-11,2.043781e-11,3.465021e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018232747,0.0017491112,0.008132559,67240467,0.29304695,0.5321411,0.005746131,0.0,0.00070468226,0.00070468226,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
75666352,0.9981224,0.010724059,-0.012997594,-0.058888257,0.028450767,0.016902262,-0.17022145,0.031762242,0.014484958,-13.630054,6.886684e-06,3.2422973e-05,-2.6939304e-06,0.0,0.0,0.0003729266,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.2210624e-10,8.9088035e-06,0.0002317462,1.2638249e-07,4.3811233e-06,4.380398e-06,3.8374114e-05,0.014531989,0.014531673,0.021577416,0.04293777,0.042937532,0.28568506,2.0436547e-11,2.0436933e-11,3.457685e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018894015,0.0018887839,0.0083297305,67240467,0.2930449,0.5344952,0.0050582304,0.0,0.00068437087,0.00068437087,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
75866514,0.9981236,0.010732943,-0.012997467,-0.058865823,0.029203016,0.01739407,-0.1677817,0.03145184,0.015044667,-13.652528,6.904981e-06,3.2395237e-05,-2.6679659e-06,0.0,0.0,0.0003708049,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.2666507e-10,9.091614e-06,0.00023753023,1.2620038e-07,4.381126e-06,4.3803957e-06,3.8365586e-05,0.014532063,0.014531757,0.021793753,0.04293758,0.042937335,0.29031217,2.043615e-11,2.0436515e-11,3.4553662e-11,0.0,0.0,5.0000384e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019586371,0.0013923744,0.0056927744,67240467,0.2930442,0.53880626,0.007009104,0.0,0.00067719934,0.00067719934,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
76866977,0.99812454,0.010787118,-0.012979525,-0.058843683,0.029206203,0.019882157,-0.15167446,0.030687392,0.01798945,-13.747536,7.0045176e-06,3.226039e-05,-2.5349555e-06,0.0,0.0,0.00035870148,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1290038e-10,8.562326e-06,0.00024145727,1.2527032e-07,4.3810896e-06,4.3803575e-06,3.8198916e-05,0.014530484,0.014530205,0.021600908,0.04293673,0.042936474,0.28630728,2.043429e-11,2.043453e-11,3.4398682e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020041787,0.0012052413,0.0027894783,67240467,0.2930413,0.5350769,0.007640206,0.0,0.00066038297,0.00066038297,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
77667363,0.9981239,0.010795412,-0.0129526965,-0.058859803,0.029512014,0.022084149,-0.14078368,0.030646093,0.020311138,-13.831555,7.0948154e-06,3.2154567e-05,-2.4167077e-06,0.0,0.0,0.00035269206,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1370843e-10,8.597156e-06,0.00024139583,1.2433532e-07,4.3810956e-06,4.380356e-06,3.798435e-05,0.014528108,0.014527855,0.02179549,0.042935204,0.04293496,0.29075077,2.0433065e-11,2.0433148e-11,3.4253034e-11,0.0,0.0,5.0000295e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002281565,0.0028961825,0.012267875,67240467,0.2930361,0.5392131,0.0101546105,0.0,0.0006593183,0.0006593183,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
78067564,0.99812573,0.010758724,-0.012941075,-0.058837067,0.030485772,0.022680447,-0.1367458,0.030796805,0.021175133,-13.880305,7.1429677e-06,3.2101667e-05,-2.3593525e-06,0.0,0.0,0.00035131938,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1877574e-10,8.645005e-06,0.00024623034,1.2407041e-07,4.3811474e-06,4.380361e-06,3.797722e-05,0.014526777,0.014526539,0.021882161,0.042934142,0.04293391,0.29282424,2.0432557e-11,2.0432545e-11,3.4220297e-11,0.0,0.0,5.0000295e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022096976,0.002072482,0.007922431,67240467,0.29303253,0.5411324,0.005385801,0.0,0.0006622845,0.0006622845,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
78267674,0.9981267,0.010787896,-0.012907406,-0.058822725,0.030425975,0.022860287,-0.13589904,0.030961148,0.021592822,-13.902043,7.1676945e-06,3.207518e-05,-2.3269831e-06,0.0,0.0,0.0003502496,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.1437439e-10,8.282482e-06,0.0002512571,1.2369779e-07,4.3811415e-06,4.380406e-06,3.7909984e-05,0.014527462,0.014527228,0.021760512,0.042933628,0.042933412,0.29034254,2.0432312e-11,2.0432255e-11,3.4180776e-11,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022541558,0.0017742375,0.0054907626,67240467,0.29303077,0.53883445,0.006123073,0.0,0.00066577876,0.00066577876,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
78467755,0.9981288,0.010772387,-0.012899277,-0.058792815,0.02890536,0.023311697,-0.13426359,0.030944616,0.022006864,-13.925371,7.1928043e-06,3.204866e-05,-2.2967865e-06,0.0,0.0,0.00034952775,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.0727923e-10,7.766314e-06,0.00023209918,1.2348039e-07,4.381175e-06,4.3804225e-06,3.790749e-05,0.014527279,0.014527045,0.021643605,0.04293327,0.04293304,0.2879307,2.0432088e-11,2.0431982e-11,3.4165767e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022876558,0.001824229,0.0055847154,67240467,0.29302955,0.53659177,0.007359372,0.0,0.0006660933,0.0006660933,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
79868466,0.99812686,0.01072873,-0.012917664,-0.058829688,0.025394108,0.022758408,-0.11930854,0.028587734,0.023574296,-14.065766,7.3755687e-06,3.187255e-05,-2.0658579e-06,0.0,0.0,0.0003426969,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.0513758e-10,8.045111e-06,0.00024808422,1.2214122e-07,4.3814716e-06,4.380581e-06,3.764518e-05,0.014525781,0.014525556,0.02150044,0.042931408,0.042931203,0.28507036,2.0430678e-11,2.043023e-11,3.3980443e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025664404,0.002194605,0.008290422,67240467,0.29302323,0.5339198,0.0098478375,0.0,0.000616027,0.000616027,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
80868974,0.9981222,0.010670002,-0.012999202,-0.058900252,0.024790006,0.021791687,-0.11967165,0.027061356,0.02338883,-14.187197,7.5075554e-06,3.1756943e-05,-1.8779525e-06,0.0,0.0,0.00034300197,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,9.936287e-11,8.260462e-06,0.00023503223,1.2146472e-07,4.381684e-06,4.380606e-06,3.752492e-05,0.014528973,0.014528736,0.02156631,0.042931933,0.042931758,0.28661892,2.042979e-11,2.0429108e-11,3.3883302e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027649495,0.0027262382,0.011866802,67240467,0.29302508,0.535368,0.0107365735,0.0,0.0005827302,0.0005827302,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
82069572,0.99811816,0.010629207,-0.01306301,-0.05896273,0.029278552,0.018950552,-0.11650555,0.027970502,0.021934759,-14.33115,7.661434e-06,3.1619762e-05,-1.6578858e-06,0.0,0.0,0.00034318355,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.0087871e-10,8.221547e-06,0.00027872098,1.2056766e-07,4.381657e-06,4.380415e-06,3.7356418e-05,0.014528972,0.014528741,0.02158939,0.042933863,0.042933643,0.28669316,2.0428612e-11,2.0427706e-11,3.3767718e-11,0.0,0.0,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022141708,0.0018931775,0.0074773063,67240467,0.29303157,0.53543735,0.008992725,0.0,0.0006006865,0.0006006865,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
82269673,0.99811757,0.010614837,-0.013105008,-0.058967322,0.02957418,0.01870592,-0.11663216,0.028439872,0.021525772,-14.35769,7.686028e-06,3.1595537e-05,-1.6262388e-06,0.0,0.0,0.0003437663,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,9.617373e-11,8.0977625e-06,0.00025921033,1.2053836e-07,4.3816704e-06,4.3803666e-06,3.736085e-05,0.01452899,0.01452876,0.021492846,0.04293382,0.04293361,0.28454453,2.0428426e-11,2.0427491e-11,3.3761393e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022607709,0.0020600078,0.008364143,67240467,0.29303145,0.5334272,0.0094464645,0.0,0.0006108525,0.0006108525,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
82869980,0.99811524,0.010553144,-0.013194253,-0.058995884,0.03204847,0.017883554,-0.117499106,0.030137774,0.02041136,-14.43137,7.757992e-06,3.15197e-05,-1.5235587e-06,0.0,0.0,0.00034418466,0.3575825,-0.012131023,-0.051028136,0.0,0.0,0.0,0.0,0.0,1.02475035e-10,8.421054e-06,0.0002367407,1.2007501e-07,4.3816713e-06,4.3802343e-06,3.7252074e-05,0.0145302545,0.014530031,0.021801814,0.042934146,0.04293391,0.29114884,2.042787e-11,2.0426874e-11,3.3699033e-11,0.0,0.0,5.0000295e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023939731,0.0013652294,0.003071626,67240467,0.29303253,0.5395821,0.010176709,0.0,0.00064705824,0.00064705824,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
