timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
29625676,0.27995723,0.02539425,0.0
29825776,0.29335588,0.023779802,0.0
30225962,0.3286617,0.024124254,0.0
30426110,0.31909284,0.02370865,0.0
30826228,0.25580582,0.02431592,0.0
31026281,0.23509315,0.022231255,0.0
31226322,0.23882525,0.023405148,0.0
31826698,0.31071746,0.022378068,0.0
32426872,0.2513257,0.023521233,0.0
32827230,0.24976742,0.022822466,0.0
33427419,0.26031542,0.021853149,0.0
33822558,0.29205933,0.024576135,0.0
34027689,0.27516976,0.02521473,0.0
34227924,0.2746875,0.02289182,0.0
34623005,0.27552462,0.023729958,0.0
34828044,0.22373532,0.022083161,0.0
35028030,0.2760955,0.023967678,0.0
35228241,0.2578972,0.024996057,0.0
35823545,0.222597,0.023301708,0.0
36023465,0.23497632,0.023372069,0.0
37024036,0.25280848,0.02417057,0.0
37224038,0.28057313,0.023394434,0.0
37424122,0.2908823,0.021982538,0.0
37624229,0.30998355,0.022711249,0.0
38024508,0.28612727,0.023619793,0.0
38224665,0.25795364,0.023814473,0.0
39024859,0.27707738,0.02295847,0.0
39224970,0.324156,0.022114752,0.0
39425066,0.27089858,0.022969656,0.0
39825473,0.2845815,0.023489857,0.0
40025323,0.2793694,0.023682412,0.0
40225477,0.27807093,0.02327233,0.0
40425597,0.26596576,0.023466205,0.0
41025954,0.27141652,0.021103924,0.0
41226140,0.23388454,0.024262322,0.0
41626131,0.29238847,0.021789603,0.0
42226492,0.24726054,0.02393218,0.0
43427061,0.28677413,0.0223239,0.0
43827373,0.21543656,0.0232638,0.0
44027615,0.36378577,0.02375331,0.0
44227325,0.2309143,0.023636535,0.0
44427702,0.25866196,0.022773858,0.0
44827636,0.28989878,0.020003771,0.0
45227726,0.25465742,0.023263322,0.0
45427947,0.28804636,0.021773914,0.0
46228414,0.30546388,0.023693508,0.0
46423579,0.32291597,0.0243966,0.0
46623524,0.23881675,0.023893068,0.0
46823729,0.23067059,0.022420228,0.0
47423965,0.2669745,0.021749446,0.0
47824173,0.25354362,0.022312732,0.0
48024092,0.21473908,0.022813177,0.0
48224217,0.27116752,0.023403583,0.0
49024621,0.24538973,0.021262823,0.0
49224866,0.23240577,0.022846729,0.0
50025194,0.20141834,0.023241252,0.0
50225279,0.21503311,0.020924758,0.0
50625265,0.21287516,0.022966603,0.0
50825529,0.2515788,0.024128973,0.0
51425720,0.27451083,0.023966288,0.0
51825899,0.2940382,0.023234798,0.0
52226033,0.2011435,0.025200916,0.0
52426123,0.2838847,0.025958898,0.0
52626230,0.220164,0.023976471,0.0
52826460,0.23028415,0.023698064,0.0
53026582,0.21021429,0.02336021,0.0
53226718,0.3074974,0.022629786,0.0
54627471,0.2618015,0.023592811,0.0
54827295,0.30801368,0.023514446,0.0
55227495,0.26998284,0.02292347,0.0
55427920,0.21475577,0.02068394,0.0
55822911,0.22875378,0.023131639,0.0
56428151,0.23053911,0.021930767,0.0
56623424,0.24697442,0.02058643,0.0
57023602,0.2580065,0.022430858,0.0
57223633,0.18613382,0.023062414,0.0
57423839,0.25294057,0.021521479,0.0
58023911,0.26124838,0.02110034,0.0
58224099,0.26680335,0.021914884,0.0
58424193,0.24731654,0.022543699,0.0
58824395,0.2777968,0.022054698,0.0
59024318,0.28886738,0.019929642,0.0
59224450,0.29523712,0.021014161,0.0
60024959,0.3154188,0.023209361,0.0
60424997,0.25351176,0.022253862,0.0
60825241,0.25454918,0.021104451,0.0
61225628,0.22574179,0.022792358,0.0
62225877,0.24905753,0.022097863,0.0
62626378,0.16854057,0.02130665,0.0
63026263,0.22204374,0.020010209,0.0
63226383,0.26434934,0.021878611,0.0
63426486,0.1914355,0.021800332,0.0
63626757,0.26390487,0.021717649,0.0
64427106,0.21358259,0.021745887,0.0
64627099,0.23576608,0.02243576,0.0
64827172,0.24058273,0.021712223,0.0
65027253,0.23056322,0.021449963,0.0
65227469,0.25784132,0.02156346,0.0
65627562,0.2871912,0.022729568,0.0
66027711,0.19475149,0.021714173,0.0
67023470,0.23182082,0.022634048,0.0
67623883,0.2854371,0.021588089,0.0
69024590,0.34277895,0.020243267,0.0
69424991,0.2086662,0.021148274,0.0
69624821,0.21764505,0.021496879,0.0
69825097,0.23835185,0.021565102,0.0
70024983,0.18653628,0.021712312,0.0
70825277,0.20327857,0.021489386,0.0
71225515,0.2260064,0.022074046,0.0
71825788,0.22844557,0.021276992,0.0
72025950,0.22065939,0.021820875,0.0
72225783,0.26038176,0.022376249,0.0
72826454,0.25316277,0.020928198,0.0
73026200,0.27964428,0.02080522,0.0
73226424,0.25564778,0.02182633,0.0
73626754,0.20299327,0.020856453,0.0
73826678,0.22641018,0.022704849,0.0
74427043,0.21823968,0.021869687,0.0
74627007,0.2127386,0.02274606,0.0
75427889,0.20803605,0.021789558,0.0
76227824,0.24060279,0.021058192,0.0
76428005,0.19638097,0.021402577,0.0
76828383,0.2132941,0.019657401,0.0
77223392,0.23535468,0.019869618,0.0
77623609,0.20583805,0.022182291,0.0
77823759,0.23940367,0.019975219,0.0
78023850,0.20094617,0.022060322,0.0
78824099,0.25264364,0.023180803,0.0
79024195,0.26157966,0.022014847,0.0
79224316,0.24824263,0.023562005,0.0
79424547,0.15982531,0.021572726,0.0
79624601,0.18593924,0.020584967,0.0
80024779,0.2632455,0.021296902,0.0
80224859,0.22800629,0.021725561,0.0
80625010,0.2677056,0.021491654,0.0
81225582,0.20245798,0.021412173,0.0
82025875,0.2732585,0.022163216,0.0
82425943,0.22916247,0.02155585,0.0
82626199,0.24568452,0.0218187,0.0
82826293,0.16575044,0.020928806,0.0
83426543,0.14569475,0.02150518,0.0
83626785,0.24788536,0.023180256,0.0
83826835,0.27006274,0.021600824,0.0
84026874,0.27569973,0.023139268,0.0
84226894,0.25291032,0.021166394,0.0
84427029,0.19233617,0.020769058,0.0
84627035,0.24182762,0.021331731,0.0
85227531,0.21504807,0.02015231,0.0
86022779,0.2808023,0.023300508,0.0
86227909,0.22990109,0.021301538,0.0
86428092,0.2327029,0.0220659,0.0
86623283,0.21510969,0.022148123,0.0
86823301,0.25464654,0.020719156,0.0
87823755,0.21653064,0.020351319,0.0
88223865,0.23398334,0.019101035,0.0
88424132,0.17206098,0.020943811,0.0
88624189,0.21717843,0.019207733,0.0
88824161,0.21588601,0.018535126,0.0
89224513,0.21872966,0.020580962,0.0
89424489,0.18392628,0.01985682,0.0
90224972,0.1898075,0.022640295,0.0
90625102,0.24704139,0.02089338,0.0
91025495,0.24466662,0.02427127,0.0
91225572,0.21934773,0.023205774,0.0
91425743,0.2069249,0.022647163,0.0
91626073,0.20445274,0.022704875,0.0
92426640,0.21088076,0.021047544,0.0
92626504,0.18426464,0.021884114,0.0
92826386,0.25260592,0.021489143,0.0
93026450,0.2186194,0.022765143,0.0
93426510,0.2643381,0.022782512,0.0
93626609,0.15978295,0.022712,0.0
93826750,0.27764526,0.023303727,0.0
94627267,0.22521557,0.020186132,0.0
94827237,0.21046664,0.021751935,0.0
95027368,0.19494373,0.02269403,0.0
95227505,0.19923015,0.021983698,0.0
96428070,0.17165056,0.022973523,0.0
96823516,0.18999733,0.02537147,0.0
97623883,0.18018943,0.022146028,0.0
97823798,0.1947745,0.023694394,0.0
98024000,0.2570275,0.021170806,0.0
99024606,0.20158933,0.022005528,0.0
99224500,0.19307368,0.024258804,0.0
99824901,0.22253512,0.023540635,0.0
100025050,0.27677318,0.023450607,0.0
100425292,0.20137691,0.023899835,0.0
100625208,0.2064401,0.02376103,0.0
101025466,0.22928527,0.024141463,0.0
101225610,0.154627,0.024118124,0.0
101625896,0.19336982,0.022034945,0.0
101825997,0.19539855,0.022383837,0.0
102026041,0.22272581,0.022849616,0.0
102226053,0.20069979,0.022279348,0.0
102426343,0.22072624,0.023027096,0.0
102626301,0.24944381,0.024482911,0.0
102826407,0.22107817,0.024274673,0.0
103026601,0.23247671,0.02267642,0.0
103226722,0.2175156,0.022966918,0.0
103627086,0.23536983,0.023438783,0.0
103827256,0.16427858,0.022188166,0.0
104427228,0.21995075,0.023612984,0.0
104827667,0.21509667,0.024319487,0.0
105027832,0.23316959,0.022849206,0.0
105828066,0.19202471,0.023845635,0.0
106223361,0.12583694,0.021362409,0.0
106423448,0.19367972,0.02355452,0.0
106823488,0.15718703,0.023494156,0.0
108024285,0.24774782,0.026132401,0.0
108224217,0.23824063,0.023634166,0.0
108424381,0.1863847,0.023814764,0.0
109224843,0.16885452,0.024790566,0.0
109425031,0.14136322,0.024089724,0.0
109625092,0.20138085,0.023992093,0.0
109825083,0.17052351,0.023116978,0.0
110425501,0.19056697,0.024215633,0.0
111025822,0.22192584,0.024700187,0.0
111826162,0.20103972,0.02520427,0.0
112026283,0.1785419,0.02551851,0.0
112226586,0.18433256,0.024862476,0.0
112626753,0.20266818,0.024509177,0.0
112826684,0.17385802,0.023012392,0.0
113226883,0.20248176,0.023350546,0.0
113427279,0.23240738,0.022400063,0.0
114227617,0.2100034,0.024533693,0.0
114422563,0.21037662,0.026173115,0.0
114822762,0.20567672,0.024881959,0.0
115423202,0.21112844,0.023990197,0.0
116623741,0.18388869,0.023128925,0.0
117224103,0.16735707,0.023773437,0.0
117424151,0.20416628,0.024392825,0.0
117624368,0.1585207,0.022411615,0.0
118224749,0.1571295,0.024197523,0.0
119225189,0.24542755,0.02558749,0.0
119625512,0.16491023,0.023728546,0.0
120225943,0.1866623,0.023697153,0.0
120425853,0.1934634,0.023609301,0.0
120626033,0.19632576,0.0257672,0.0
120826017,0.15508541,0.023462035,0.0
121026206,0.16786037,0.024050694,0.0
121226253,0.1842211,0.02572316,0.0
121626473,0.15318815,0.023698105,0.0
121826733,0.20620112,0.024759253,0.0
122026749,0.23485723,0.024270086,0.0
122426894,0.20385696,0.025098385,0.0
123627707,0.21302177,0.025392022,0.0
124027755,0.14277118,0.023787117,0.0
124228061,0.12637636,0.024171406,0.0
124423086,0.22746906,0.024247875,0.0
124823380,0.20917228,0.02479549,0.0
125423549,0.20639749,0.023731396,0.0
125623672,0.15948157,0.024126202,0.0
125823787,0.120322384,0.024280837,0.0
126024003,0.15350065,0.02344804,0.0
126624426,0.15158476,0.024680575,0.0
127224563,0.1581786,0.025296396,0.0
128225282,0.20764805,0.023726657,0.0
128425579,0.17620729,0.025969049,0.0
128625569,0.1757726,0.024524407,0.0
129225698,0.17142802,0.025755033,0.0
129425970,0.18798004,0.024580415,0.0
129626038,0.21667238,0.024899103,0.0
130426398,0.17753528,0.023711063,0.0
130626599,0.14392965,0.023091786,0.0
130826657,0.20449075,0.023165792,0.0
131627178,0.20600998,0.022333544,0.0
131827131,0.17340411,0.023552855,0.0
132427677,0.17846717,0.024705563,0.0
133228210,0.13461554,0.022548443,0.0
133623155,0.15271622,0.024933537,0.0
134223523,0.13630633,0.024392776,0.0
134423813,0.17810677,0.024423944,0.0
134824026,0.13649687,0.023768477,0.0
135424169,0.1378748,0.022669354,0.0
136024519,0.13607995,0.02194894,0.0
137025339,0.17334984,0.022675125,0.0
137425297,0.17786351,0.022585671,0.0
137825698,0.19165783,0.022864468,0.0
138225911,0.21252853,0.022740895,0.0
139226441,0.14010495,0.023617284,0.0
139826691,0.16734092,0.022141915,0.0
140026866,0.19351897,0.021764362,0.0
140227152,0.17190084,0.023349851,0.0
140426991,0.14925957,0.021269588,0.0
140627129,0.22211996,0.02263511,0.0
141427729,0.1209268,0.023541866,0.0
141622790,0.22466874,0.022535432,0.0
141822770,0.189922,0.023078287,0.0
142027900,0.13969432,0.021560162,0.0
142228435,0.10837954,0.021458684,0.0
142823599,0.17137688,0.02295109,0.0
143223752,0.19780661,0.022911621,0.0
143623811,0.16084304,0.021964379,0.0
144024287,0.19708548,0.020328904,0.0
144424398,0.13723257,0.021788228,0.0
145024863,0.12063218,0.020934554,0.0
145224713,0.20198153,0.019552208,0.0
145424865,0.14258976,0.021680595,0.0
145624963,0.1644853,0.022412995,0.0
146425616,0.11943927,0.021732518,0.0
148026524,0.1587938,0.023840856,0.0
148426558,0.15559456,0.022495013,0.0
148626666,0.14683153,0.02098009,0.0
148826892,0.13858497,0.021972843,0.0
149027469,0.20271929,0.021821303,0.0
149227110,0.19188914,0.022426816,0.0
149627378,0.16564973,0.02233771,0.0
149827549,0.17388505,0.0205096,0.0
150027622,0.21414512,0.023435647,0.0
151223297,0.18997248,0.021263715,0.0
151423527,0.17218827,0.021165293,0.0
152023606,0.13863316,0.021226913,0.0
152423829,0.1824011,0.02186638,0.0
152624080,0.16303729,0.021217741,0.0
152824217,0.2718355,0.022535622,0.0
153024446,0.1653165,0.021328984,0.0
153224484,0.19771855,0.020357288,0.0
153824640,0.1573553,0.020224148,0.0
154224936,0.20960677,0.019770766,0.0
154625232,0.20827903,0.021512799,0.0
154825358,0.13268165,0.021032901,0.0
155225509,0.14235207,0.022137599,0.0
156025891,0.14588782,0.022812054,0.0
156426444,0.15261567,0.021931153,0.0
156826608,0.13584143,0.022237007,0.0
158027379,0.14118873,0.024103412,0.0
158227481,0.1775325,0.021694059,0.0
158427284,0.10615978,0.021491505,0.0
158827523,0.19150834,0.021276081,0.0
159027659,0.19486925,0.021473562,0.0
159227859,0.1656334,0.022018123,0.0
160223369,0.16690448,0.02070178,0.0
160423463,0.15007457,0.020570954,0.0
160823663,0.1242351,0.022953067,0.0
161223947,0.13734354,0.020449337,0.0
161824418,0.13760088,0.021659054,0.0
162624746,0.14124641,0.023130855,0.0
163625331,0.12558027,0.021915466,0.0
164025616,0.18745854,0.023483315,0.0
164425878,0.15526263,0.022155857,0.0
165026377,0.16428372,0.022650328,0.0
165226350,0.11249658,0.021919394,0.0
165426549,0.14180857,0.023032606,0.0
165826644,0.12341238,0.022937601,0.0
166026748,0.15149722,0.020976298,0.0
166427284,0.16035575,0.020067574,0.0
166627328,0.16324231,0.02108685,0.0
166827212,0.112933494,0.022025928,0.0
167027426,0.1324642,0.021451563,0.0
167427653,0.08663853,0.022583732,0.0
167627622,0.13810945,0.023641393,0.0
167827704,0.14844497,0.022151345,0.0
168228109,0.12729871,0.023614556,0.0
168628144,0.14538659,0.022769619,0.0
169023670,0.120175056,0.021774424,0.0
169423855,0.17419788,0.021207161,0.0
170824479,0.19468316,0.020333495,0.0
171024559,0.16684918,0.02189926,0.0
171224827,0.11353142,0.021474935,0.0
172425437,0.12934156,0.02412741,0.0
172825667,0.09496116,0.019529007,0.0
173225952,0.18963844,0.021827618,0.0
173425978,0.13361488,0.020065852,0.0
174026288,0.13175274,0.023116898,0.0
174226548,0.21094482,0.01996747,0.0
174426695,0.14889511,0.020536864,0.0
174626633,0.18140888,0.023448223,0.0
176027516,0.14347963,0.021725653,0.0
176227628,0.16932254,0.0202596,0.0
176427727,0.09595601,0.020482482,0.0
177423650,0.14512293,0.02015874,0.0
177823985,0.10211155,0.022060463,0.0
178023885,0.11827721,0.021313095,0.0
178423948,0.14973256,0.021461694,0.0
178624138,0.15088052,0.020130387,0.0
179224395,0.1447058,0.021419888,0.0
179424448,0.14298743,0.022370046,0.0
179824787,0.17540298,0.020173145,0.0
180024910,0.17777537,0.021185491,0.0
180825240,0.12472602,0.02055271,0.0
181025406,0.11117595,0.021685828,0.0
181225526,0.11973931,0.01924739,0.0
182026037,0.11238723,0.021040985,0.0
182426211,0.14793818,0.020125577,0.0
183226770,0.11855228,0.01987589,0.0
183426873,0.1570396,0.018656703,0.0
184027150,0.103011906,0.02092651,0.0
184227562,0.11674821,0.02037075,0.0
184427437,0.142918,0.021717865,0.0
185223206,0.0649954,0.020934269,0.0
185628300,0.11875945,0.020378629,0.0
185823190,0.10105808,0.018980298,0.0
186023330,0.08324536,0.019566149,0.0
186223725,0.12054517,0.020923538,0.0
186823749,0.13224234,0.01971444,0.0
187024022,0.17299962,0.01965802,0.0
187424207,0.13623275,0.020424554,0.0
188624997,0.16364099,0.022383656,0.0
189025237,0.109089546,0.020806665,0.0
190426201,0.13188437,0.023162633,0.0
190626715,0.17674749,0.020991364,0.0
191026215,0.13165759,0.020179695,0.0
191226396,0.1440499,0.019149337,0.0
191626684,0.17486885,0.019231746,0.0
191826780,0.1860005,0.020282988,0.0
192026806,0.15586834,0.02140733,0.0
192227084,0.17735599,0.022759546,0.0
193628077,0.11882655,0.021418516,0.0
194023198,0.12356742,0.01996384,0.0
195023653,0.1304033,0.020294063,0.0
195223802,0.11958413,0.020986293,0.0
195423830,0.13980223,0.021501923,0.0
195824192,0.18802321,0.020489527,0.0
196024133,0.18144168,0.021523634,0.0
196224285,0.18002474,0.020955727,0.0
196424456,0.13017118,0.021209745,0.0
196824757,0.139102,0.020132529,0.0
197225006,0.11010013,0.022291647,0.0
197825228,0.06634264,0.021618908,0.0
198625710,0.09278781,0.020254258,0.0
198825938,0.10979888,0.02003292,0.0
199426423,0.098341905,0.021203397,0.0
199826487,0.106765576,0.021070275,0.0
200226685,0.15853304,0.021015804,0.0
200426956,0.14056276,0.021150323,0.0
200627003,0.15036103,0.021103134,0.0
200827320,0.09312858,0.020673446,0.0
201227421,0.17774117,0.02097347,0.0
201427381,0.07847566,0.021472866,0.0
201827673,0.11203763,0.021137979,0.0
202027839,0.1316353,0.020897506,0.0
202227947,0.11788251,0.021237835,0.0
202628215,0.09590646,0.021200556,0.0
202828422,0.113304995,0.02278923,0.0
203023409,0.11825559,0.020593563,0.0
203223422,0.11797328,0.022319129,0.0
203423522,0.13403578,0.020693036,0.0
204024101,0.1063094,0.020578824,0.0
204424335,0.13787627,0.021174172,0.0
204624422,0.15843497,0.022500915,0.0
204824597,0.056847196,0.022208788,0.0
205024492,0.112776265,0.020485537,0.0
205624845,0.08531412,0.01838444,0.0
206625519,0.14231658,0.020370087,0.0
206825574,0.12066656,0.021156307,0.0
207025680,0.14131738,0.020532524,0.0
207225923,0.12539665,0.019626027,0.0
207425975,0.09697882,0.021001259,0.0
207826136,0.12704478,0.019836405,0.0
208226492,0.11984335,0.02201052,0.0
208626621,0.12469699,0.020075819,0.0
208826807,0.13636136,0.023255277,0.0
209227430,0.12033634,0.020832704,0.0
209827499,0.1069063,0.019144205,0.0
210227570,0.11803834,0.020688307,0.0
210427668,0.13124834,0.022291062,0.0
210627861,0.13194856,0.0211631,0.0
210827921,0.14762124,0.020776125,0.0
211423432,0.10738375,0.021443108,0.0
212624288,0.07364966,0.021175537,0.0
213624806,0.11914114,0.022276837,0.0
213824757,0.12991148,0.020048536,0.0
214024869,0.1577747,0.019936256,0.0
214625218,0.14689584,0.020568,0.0
214825451,0.122877456,0.019088393,0.0
215225833,0.13022164,0.022842893,0.0
215825988,0.16472608,0.02242761,0.0
216026074,0.10806274,0.021271713,0.0
216426416,0.13491319,0.019676363,0.0
216626652,0.10196245,0.021807028,0.0
217427058,0.102058,0.020049868,0.0
217827165,0.10807356,0.021006135,0.0
218027288,0.07897318,0.019863922,0.0
218822848,0.09769956,0.019272147,0.0
219823360,0.15909997,0.0197625,0.0
220823891,0.11934957,0.021391217,0.0
221024031,0.06369583,0.021762064,0.0
221424277,0.13509203,0.020924572,0.0
221624536,0.1518325,0.021439737,0.0
221824511,0.15148541,0.022446182,0.0
222225054,0.173681,0.020686502,0.0
222425068,0.12152415,0.021918077,0.0
222825132,0.12776892,0.022472337,0.0
223025199,0.09822105,0.021722596,0.0
223225392,0.13450277,0.023130994,0.0
223425474,0.14844988,0.020467479,0.0
223625835,0.11119224,0.023084061,0.0
224025989,0.15882604,0.020592887,0.0
224226140,0.124132656,0.02121703,0.0
224426180,0.07812663,0.021269128,0.0
224626147,0.089254,0.020893179,0.0
224826373,0.14446661,0.020713732,0.0
225226541,0.099951506,0.020118138,0.0
225827257,0.14092468,0.020350426,0.0
226227308,0.10775737,0.022867685,0.0
226627388,0.1521491,0.022976058,0.0
227027712,0.11618173,0.02105367,0.0
227422987,0.12000186,0.020855399,0.0
227628119,0.06950195,0.022445198,0.0
228223367,0.16876595,0.02190684,0.0
228423441,0.15817256,0.021544384,0.0
228623646,0.10285633,0.022930529,0.0
228823694,0.12427739,0.023247829,0.0
229424304,0.15587737,0.021970041,0.0
230825135,0.16997102,0.027578609,0.0
231025230,0.11714665,0.02135583,0.0
231625397,0.14980637,0.023014119,0.0
233026453,0.11131414,0.02160497,0.0
233826795,0.13218334,0.022035977,0.0
234027243,0.10381355,0.021106701,0.0
234227004,0.11778004,0.021711497,0.0
234427333,0.06976547,0.024472265,0.0
234627693,0.080510356,0.02182396,0.0
234827618,0.13117439,0.02188436,0.0
235027994,0.12034644,0.04418638,0.0
235627936,0.09772545,0.022079792,0.0
236823618,0.18858957,0.02089971,0.0
237023823,0.08053491,0.023052111,0.0
237424279,0.16932335,0.020675093,0.0
237624436,0.15076654,0.020182071,0.0
237824475,0.112582244,0.021260805,0.0
238024541,0.11280628,0.021591116,0.0
238224485,0.14492373,0.02136971,0.0
238624952,0.11580657,0.019042552,0.0
238825060,0.12825882,0.021135516,0.0
239825707,0.10772817,0.021890357,0.0
240826315,0.10587861,0.022062192,0.0
241627068,0.07939171,0.021074198,0.0
241826761,0.0933973,0.020810373,0.0
242827429,0.09034322,0.02066539,0.0
243227637,0.13754073,0.019853394,0.0
243627862,0.17403473,0.021657187,0.0
244623588,0.08151165,0.02079052,0.0
244823590,0.08815509,0.021218743,0.0
245424391,0.12572062,0.020149445,0.0
246024523,0.08636593,0.019473212,0.0
