timestamp,load,ram_usage
163108472,0.8279354,0.8602766
165108883,0.8234434,0.8621159
165608413,0.8460541,0.8621159
166108419,0.83670944,0.8621159
167609016,0.83419067,0.8621159
169610708,0.82413125,0.86000407
170108412,0.82844615,0.86000407
172608378,0.84154826,0.8602766
173609001,0.83723843,0.8621159
174108420,0.84037536,0.8621159
175108421,0.83350503,0.8621159
176108379,0.8410393,0.8621159
176608818,0.8339691,0.8621159
177109139,0.8330308,0.8621159
177609203,0.8367915,0.86000407
179108419,0.8263954,0.86000407
179608487,0.8379757,0.8602766
180608416,0.83750844,0.8602766
181108422,0.84113485,0.8602766
181608474,0.8242132,0.8602766
182109050,0.83087116,0.8602766
183109214,0.83658075,0.8621159
185109759,0.83131415,0.8621159
185610821,0.83429265,0.8621159
186610370,0.8330647,0.8621159
187108419,0.8292745,0.86000407
187608418,0.835445,0.86000407
188608415,0.8229135,0.86000407
189108460,0.84024286,0.8602766
189608415,0.84528524,0.8602766
191608455,0.8400258,0.85959536
193108785,0.84131384,0.8621159
194109191,0.83827657,0.8621159
195608419,0.8267752,0.8621159
196108377,0.8400906,0.8621159
197108403,0.8330663,0.86000407
197608435,0.83679175,0.86000407
198108469,0.83331233,0.86000407
198608757,0.83118,0.8602766
199108492,0.83033353,0.8602766
199608895,0.8447138,0.8602766
200608454,0.8389476,0.8602766
203109883,0.84133875,0.8621159
203610379,0.83351815,0.8621159
204108416,0.83312887,0.8621159
205608415,0.8344773,0.86000407
206108411,0.8432127,0.86000407
206608719,0.84149224,0.86000407
207108433,0.8359951,0.86000407
207608853,0.84203815,0.8602766
209608418,0.8436879,0.8602766
210108410,0.8415662,0.8602766
210608497,0.835056,0.85959536
211108865,0.8411037,0.8621159
212608416,0.8353555,0.8621159
213608418,0.8242178,0.8621159
214608419,0.836926,0.8621159
218609278,0.83150667,0.8602766
220109806,0.8441636,0.8621159
221108390,0.8373846,0.8621159
222108460,0.83208925,0.8621159
223108485,0.84765124,0.8621159
223608413,0.83392066,0.8621159
224608862,0.83789885,0.86000407
225108384,0.849951,0.86000407
226108415,0.83501,0.86000407
228108876,0.8359902,0.8602766
228609834,0.8318726,0.8602766
229608426,0.83878803,0.8621159
231108413,0.8226969,0.8621159
231608488,0.83361566,0.8621159
232108727,0.8405589,0.8621159
232608479,0.8863415,0.8621159
233608429,0.8260649,0.86000407
234609098,0.8227865,0.86000407
235109954,0.8266057,0.86000407
237110448,0.8241152,0.8602766
237608419,0.8343136,0.8602766
238108393,0.83551145,0.8602766
238608418,0.8201886,0.85959536
239108419,0.82197094,0.8621159
239608473,0.8443491,0.8621159
240108446,0.841228,0.8621159
241108991,0.83338237,0.8621159
242108379,0.8280059,0.8621159
242608479,0.8298617,0.8621159
243608693,0.8303967,0.86000407
244109070,0.82185435,0.86000407
244609345,0.82051766,0.86000407
245109326,0.81863666,0.8602766
