timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
57367353,0.0023840694,0.001944859,0.0011490966,4974,0,-0.21408176,-0.2301281,-9.753076,4974,0
57372353,-2.9926383e-05,0.0023289695,0.0009230316,5000,0,-0.2113844,-0.20898142,-9.733269,5000,0
57377358,0.001742356,0.0021712235,0.0005159001,5005,0,-0.20815532,-0.20919305,-9.739111,5005,0
57382368,0.0020531074,0.0042945156,0.00013305653,5010,0,-0.22782817,-0.18952979,-9.755689,5010,0
57417388,0.0018702255,0.0027184577,-0.00093372783,5006,0,-0.24993834,-0.21322961,-9.766256,5006,0
57422384,0.0005885489,0.0040118108,0.0004162315,4996,0,-0.26596078,-0.25187525,-9.75949,4996,0
57427390,-0.0004041415,0.003127275,-0.00021650182,5006,0,-0.25268832,-0.2261933,-9.762242,5006,0
57432382,-0.0005514297,0.0030199364,-0.00038359032,4992,0,-0.23109958,-0.22977029,-9.754,4992,0
57437401,-0.00029025174,0.003259205,-6.7919726e-05,5019,0,-0.22024828,-0.21770029,-9.749379,5019,0
57442389,0.002668438,0.002432774,0.00018804209,4988,0,-0.24214737,-0.20063686,-9.750756,4988,0
57447398,0.0035006916,0.0034070027,0.00071034755,5009,0,-0.25019267,-0.22098897,-9.7245035,5009,0
57462397,-0.00024588595,0.0042946646,-0.00050482474,4993,0,-0.22082402,-0.23457408,-9.747388,4993,0
57467402,0.0011903184,0.0039788745,-0.0010434868,5005,0,-0.2382117,-0.21427004,-9.741036,5005,0
57472402,0.0022505447,0.0031656364,-0.0006161683,5000,0,-0.24616858,-0.21941936,-9.733229,5000,0
57477411,0.0018106037,0.0036750159,0.0009324226,5009,0,-0.22719182,-0.23138413,-9.747304,5009,0
57482406,0.00033875974,0.0026118748,-0.00016417241,4995,0,-0.2148779,-0.24507338,-9.755386,4995,0
57522426,0.0013051245,0.0034232035,-0.00015783489,4999,0,-0.24550834,-0.23570733,-9.717105,4999,0
57527434,0.0013813025,0.0033602982,0.00010101099,5008,0,-0.23848507,-0.23319669,-9.759593,5008,0
57532433,0.00035651587,0.00419976,9.624091e-05,4999,0,-0.23377058,-0.23033844,-9.724744,4999,0
57537437,0.0015717203,0.0036666938,-0.00018593644,5004,0,-0.23208559,-0.19140792,-9.749493,5004,0
57542444,0.0017876341,0.0042761723,0.00017442815,5007,0,-0.22009979,-0.18603005,-9.79085,5007,0
57547451,0.0030299916,0.0031239968,-0.00064258015,5007,0,-0.23552695,-0.22614497,-9.791128,5007,0
57552440,0.0013355947,0.002848828,-0.001296362,4989,0,-0.26241106,-0.2019297,-9.717984,4989,0
57662493,0.0014825873,0.0041702758,0.00034649047,4998,0,-0.23402151,-0.20003851,-9.739489,4998,0
57667505,0.0016883978,0.0037218467,0.00013765646,5012,0,-0.21350624,-0.20176831,-9.759351,5012,0
57672503,0.0021295615,0.003996817,0.0012798348,4998,0,-0.23467109,-0.21792974,-9.798519,4998,0
57677504,0.0019992706,0.0043775504,0.0012966316,5001,0,-0.24393,-0.22596894,-9.7754135,5001,0
57682505,0.0010861149,0.003140601,0.0012241896,5001,0,-0.20947321,-0.20779781,-9.796332,5001,0
57717523,0.00085925346,0.0027781785,0.000725888,4999,0,-0.24018025,-0.2222408,-9.785947,4999,0
57722529,0.00021030012,0.0034807913,0.00028032175,5006,0,-0.23862931,-0.21193816,-9.771127,5006,0
57727534,0.00051062094,0.0031145199,0.00043451588,5005,0,-0.24829923,-0.22363766,-9.776667,5005,0
57732527,-0.0004277612,0.0030604557,0.0006004054,4993,0,-0.24804464,-0.219627,-9.735408,4993,0
57737533,-0.00080456014,0.0023000566,-0.0005387564,5006,0,-0.22417419,-0.25284275,-9.7620535,5006,0
57742534,0.0011166187,0.0029393681,0.0005526208,5001,0,-0.22078262,-0.22492069,-9.76206,5001,0
57747534,0.00085664634,0.0024133706,0.00028409177,5000,0,-0.20674753,-0.22796921,-9.750367,5000,0
57762542,-0.001165408,0.0037317374,-0.0008843398,4999,0,-0.2516911,-0.20200357,-9.752737,4999,0
57767544,0.00065272313,0.0046051224,-0.0005617306,5002,0,-0.2276472,-0.18543652,-9.786336,5002,0
57772566,-0.0006463182,0.0034049326,-0.00039484995,5022,0,-0.22825111,-0.21317822,-9.793098,5022,0
57777562,-0.00027311532,0.0036482438,-0.0009911992,4996,0,-0.21536744,-0.21815038,-9.754102,4996,0
57782551,-0.00039530956,0.0041007753,0.00044407413,4989,0,-0.21439177,-0.18822788,-9.72903,4989,0
57787563,0.00097041996,0.0037583343,0.0006921201,5012,0,-0.23597762,-0.17847306,-9.755827,5012,0
57907638,-0.0004596327,0.0021930172,-0.00016293644,5021,0,-0.22484456,-0.22471131,-9.766448,5021,0
57912629,-0.0024428112,0.0030392904,0.0007632428,4991,0,-0.22108664,-0.23181246,-9.771141,4991,0
57917633,-0.0011646278,0.0030342364,0.0004260886,5004,0,-0.21121116,-0.21135943,-9.788145,5004,0
57922626,7.902035e-05,0.003602794,0.00021373456,4993,0,-0.23517811,-0.21326168,-9.774356,4993,0
57927641,0.00277873,0.0042388802,-8.775987e-05,5015,0,-0.23341474,-0.22774994,-9.76052,5015,0
57932628,0.000497068,0.003270215,-0.0007791603,4987,0,-0.21181412,-0.17381611,-9.785488,4987,0
57937643,0.0014465206,0.0024460321,0.0012011107,5015,0,-0.23847163,-0.22038412,-9.750387,5015,0
57942628,0.001440269,0.0028887438,0.00011983049,4985,0,-0.24039012,-0.20888905,-9.791674,4985,0
57947631,-0.0012313277,0.0045727133,0.00023852836,5003,0,-0.21499142,-0.20916554,-9.741228,5003,0
57952637,-0.00089091336,0.004091084,-0.00031328705,5006,0,-0.21699318,-0.23433731,-9.75307,5006,0
57957643,-0.00020129571,0.002057594,0.00066125864,5006,0,-0.19936372,-0.21439044,-9.755936,5006,0
57962642,0.0006821888,0.0035232469,1.703985e-05,4999,0,-0.22604375,-0.2187507,-9.755359,4999,0
57967691,0.0017992349,0.0039178156,-0.00027035188,5049,0,-0.23844907,-0.193138,-9.698342,5049,0
57972648,0.00017334316,0.0036938593,-0.00028542604,4957,0,-0.23802948,-0.23751408,-9.7166395,4957,0
58022667,0.00020757798,0.004391797,-0.00025061177,5002,0,-0.20725167,-0.2253427,-9.736412,5002,0
58027678,0.0025051066,0.003922671,-0.0016110962,5011,0,-0.21011394,-0.24310873,-9.763139,5011,0
58032676,0.0017141062,0.003820566,-3.2233882e-05,4998,0,-0.22606222,-0.25772515,-9.77938,4998,0
58037684,-0.00015655837,0.0027291004,0.0009151049,5008,0,-0.2425319,-0.25348824,-9.769593,5008,0
58042686,-0.0002465207,0.0027622057,0.00074533606,5002,0,-0.22069338,-0.2221856,-9.766687,5002,0
58047681,0.00082232355,0.003635466,0.00031108517,4995,0,-0.2446206,-0.20313063,-9.775073,4995,0
58052689,0.00074564945,0.002897593,-0.00063750555,5008,0,-0.22993527,-0.2179209,-9.73095,5008,0
58057687,0.0012494621,0.0015251983,-0.0012544475,4998,0,-0.25832084,-0.20748445,-9.769076,4998,0
58147730,0.0017424264,0.0029712874,0.00049568486,4992,0,-0.24579693,-0.21025589,-9.768825,4992,0
58152732,0.00027539223,0.0024373482,1.773465e-05,5002,0,-0.22401552,-0.22184458,-9.748107,5002,0
58157732,0.0025486385,0.0022362527,-9.334948e-05,5000,0,-0.22363523,-0.18580894,-9.784638,5000,0
58162752,0.00015890543,0.0018570658,-0.0007970255,5020,0,-0.23809044,-0.19230732,-9.788309,5020,0
58207757,0.0010107443,0.003365234,-0.00090354244,5003,0,-0.23501688,-0.21732286,-9.740057,5003,0
58212770,-0.0011066089,0.002263646,-0.00095472805,5013,0,-0.2443834,-0.21912482,-9.71611,5013,0
58217762,0.0005670047,0.0033513582,0.00087913603,4992,0,-0.22694074,-0.22241133,-9.744643,4992,0
58222766,0.00077983586,0.004070373,-0.00029991445,5004,0,-0.24762274,-0.22265136,-9.779136,5004,0
58227766,0.00018390827,0.0035563156,0.0006767363,5000,0,-0.23108713,-0.19356379,-9.775344,5000,0
58232780,0.0013266489,0.0029523382,0.0013181255,5014,0,-0.24208413,-0.20678641,-9.762604,5014,0
58237783,-0.00040154252,0.003478677,0.000529359,5003,0,-0.2508893,-0.22094853,-9.724179,5003,0
58247790,-0.0004347907,0.0032687509,0.00046511693,5016,0,-0.22398035,-0.1894527,-9.7392845,5016,0
58252779,0.0001395744,0.0023953915,-0.00049240264,4989,0,-0.24802303,-0.21045896,-9.76218,4989,0
58257781,0.0010842332,0.002675217,0.00057772634,5002,0,-0.23999067,-0.22719416,-9.7953,5002,0
58262783,0.0017638677,0.0039695017,0.0011728522,5002,0,-0.24483608,-0.23603278,-9.775669,5002,0
58312817,0.0018700733,0.0038075978,-0.0011658868,5008,0,-0.22081009,-0.23156561,-9.773305,5008,0
58317833,7.34336e-05,0.0038834275,0.0009136961,5016,0,-0.21469499,-0.24925792,-9.752463,5016,0
58322812,-0.000444109,0.0020417762,0.00045279745,4979,0,-0.24983506,-0.22976503,-9.746381,4979,0
58327828,-0.0007658203,0.0032133316,-0.0008697652,5016,0,-0.25755087,-0.20277412,-9.747973,5016,0
58332817,-0.0006839042,0.0043724566,-0.0002464089,4989,0,-0.24872689,-0.19217616,-9.7348995,4989,0
58337820,0.0017454106,0.004893403,-0.0003771081,5003,0,-0.2164246,-0.2068225,-9.73959,5003,0
58342822,0.0017045487,0.0023463995,-0.00073820114,5002,0,-0.2070543,-0.20938766,-9.765486,5002,0
58347828,-0.0004407875,0.0026181927,-0.0010663598,5006,0,-0.22570167,-0.24230921,-9.715067,5006,0
58352827,0.00022279371,0.0035434659,2.4260738e-05,4999,0,-0.22642983,-0.22436114,-9.734048,4999,0
58357829,-0.0009047691,0.0038741867,-0.0005050763,5002,0,-0.22226027,-0.22397369,-9.729933,5002,0
58362832,0.00045550935,0.0028551717,0.00028594598,5003,0,-0.21694152,-0.22031851,-9.72122,5003,0
58412866,0.00076465,0.0029821265,-0.0009725855,5009,0,-0.23974155,-0.22140053,-9.758224,5009,0
58417858,0.0012129536,0.0027627535,-0.00048006303,4992,0,-0.22122803,-0.21036981,-9.748099,4992,0
58422861,0.0011268981,0.0027641496,-0.0005867541,5003,0,-0.21415134,-0.21042848,-9.768636,5003,0
58427867,0.0008657847,0.003956513,0.0011310942,5006,0,-0.20131077,-0.21625973,-9.76973,5006,0
58432865,1.6203852e-05,0.0019991493,6.30122e-05,4998,0,-0.20978604,-0.22496478,-9.775287,4998,0
58437868,0.000732339,0.0028163292,0.0008064274,5003,0,-0.22406638,-0.21760203,-9.761084,5003,0
58442871,-0.0006482005,0.003011455,-0.000576978,5003,0,-0.21854204,-0.20011768,-9.749577,5003,0
58728015,0.0019281086,0.0036666065,-0.00036635713,5005,0,-0.22591949,-0.23595887,-9.748526,5005,0
58733011,0.0021993686,0.0039871596,0.0017041087,4996,0,-0.22677614,-0.22996426,-9.76592,4996,0
58738026,-0.00042409424,0.004642551,-0.00013875545,5015,0,-0.25056237,-0.19746755,-9.7471895,5015,0
58743020,5.8533056e-05,0.0037061656,-0.0010343721,4994,0,-0.22193839,-0.2213688,-9.777548,4994,0
58783042,0.0017995442,0.0027683803,0.00028481882,4991,0,-0.23430575,-0.23626447,-9.770277,4991,0
58788047,0.0012639769,0.0031994982,0.0008619382,5005,0,-0.23628719,-0.20666043,-9.77789,5005,0
58793040,0.00010308993,0.0037142278,0.00012455593,4993,0,-0.25045675,-0.20091574,-9.767441,4993,0
58798049,0.00011283479,0.0043016486,-0.0008314883,5009,0,-0.23105867,-0.19677977,-9.757523,5009,0
58803057,-0.0005882035,0.0023790894,0.00011615293,5008,0,-0.22821173,-0.2158055,-9.792234,5008,0
58808056,-0.00018686363,0.004089196,-0.0006631234,4999,0,-0.23519728,-0.19867845,-9.792686,4999,0
58813058,-0.0003386902,0.002508812,-0.0004897302,5002,0,-0.21460459,-0.21285339,-9.759751,5002,0
58818052,-7.7540375e-05,0.00273007,0.0001593845,4994,0,-0.21378745,-0.1988979,-9.728766,4994,0
58823058,-0.00064817537,0.0029768113,-0.0011012214,5006,0,-0.2548188,-0.19597712,-9.715933,5006,0
58828057,0.0010745315,0.0031071422,-6.0806306e-05,4999,0,-0.24052903,-0.19069962,-9.771414,4999,0
58833062,0.0015631407,0.003023546,0.00080783817,5005,0,-0.20325199,-0.22510304,-9.780972,5005,0
58838062,0.0014899272,0.0022425936,-0.0011322242,5000,0,-0.21360934,-0.19999424,-9.787135,5000,0
58898091,-0.001317671,0.0023631183,-0.0006329005,5003,0,-0.21065825,-0.23068304,-9.718481,5003,0
58903095,-0.00019704472,0.0029707882,0.00026691164,5004,0,-0.23164263,-0.22411439,-9.76041,5004,0
58908101,0.0011496514,0.004240097,0.00042501467,5006,0,-0.22234659,-0.22168577,-9.753778,5006,0
58913140,0.00077813363,0.0035261132,0.001014992,5039,0,-0.24667856,-0.22963804,-9.778944,5039,0
58918103,0.0023600338,0.0038974872,0.0004357665,4963,0,-0.25885922,-0.18441924,-9.808355,4963,0
58923103,-0.00057169516,0.0030797538,-0.00037920577,5000,0,-0.23308638,-0.2319963,-9.779022,5000,0
58928105,0.0011378865,0.0041793054,0.000887064,5002,0,-0.21669723,-0.23789783,-9.759966,5002,0
58948118,-0.0009872769,0.0021181055,0.00022205098,4992,0,-0.21874124,-0.22028272,-9.748758,4992,0
58953130,3.462849e-05,0.003363072,0.00065160607,5012,0,-0.21523586,-0.20083176,-9.770513,5012,0
58958144,0.0023387636,0.004155876,-0.0002919764,5014,0,-0.2362811,-0.21190563,-9.762736,5014,0
58963126,0.0009499612,0.0045122937,0.00022777036,4982,0,-0.24893229,-0.21635145,-9.743409,4982,0
58968125,0.001558976,0.0032552907,-0.0011475608,4999,0,-0.22881922,-0.21950956,-9.7376175,4999,0
58998139,-0.0004390439,0.0045139836,0.00043372763,5002,0,-0.20205706,-0.19418767,-9.753503,5002,0
59003145,-0.00069086,0.0032709236,-0.00028735684,5006,0,-0.20219132,-0.20743597,-9.766276,5006,0
59008144,0.0010384772,0.0029725304,-0.0007140922,4999,0,-0.21681999,-0.2102963,-9.7414,4999,0
59013156,-0.0008543211,0.003591525,0.00054670754,5012,0,-0.22482315,-0.21611784,-9.751765,5012,0
59018180,-0.000507509,0.0037684555,-0.00025564813,5024,0,-0.23317124,-0.22085616,-9.762201,5024,0
59023153,-0.0005607881,0.0025785742,0.00031405545,4973,0,-0.26107165,-0.19719617,-9.790943,4973,0
59028156,0.0005055762,0.0024345259,0.00091610884,5003,0,-0.21879672,-0.20675403,-9.78804,5003,0
59058179,0.0011335602,0.0025263038,-0.0005826512,5013,0,-0.25171018,-0.18416959,-9.706101,5013,0
59063174,0.0024133397,0.0021800608,-0.0013252984,4995,0,-0.2578807,-0.19958086,-9.751577,4995,0
59068175,0.00018714352,0.0026817308,-0.0005057053,5001,0,-0.2576577,-0.2410013,-9.77678,5001,0
59073185,0.0018291925,0.0027956194,-0.00049772003,5010,0,-0.23993964,-0.24187024,-9.755809,5010,0
59078191,0.0018312772,0.0019688134,0.0006161534,5006,0,-0.21451248,-0.23497744,-9.757568,5006,0
59083189,0.0021266981,0.00322278,1.7627477e-05,4998,0,-0.23949252,-0.22190522,-9.766042,4998,0
59143205,0.00044300448,0.0038827362,0.00031499838,4993,0,-0.23152849,-0.21753648,-9.764284,4993,0
59148214,-0.0005342636,0.002563018,0.0020747387,5009,0,-0.22570531,-0.20521267,-9.744209,5009,0
59153207,-3.4355173e-05,0.0023418956,0.0013829024,4993,0,-0.24027185,-0.21809046,-9.763816,4993,0
59158240,0.0016448058,0.0018950588,-0.00031108197,5033,0,-0.25666887,-0.21156174,-9.7802305,5033,0
59163228,0.0015941921,0.0035624937,0.0010936331,4988,0,-0.23140419,-0.21515432,-9.765039,4988,0
59168222,-0.0018011223,0.0034872624,0.00012771139,4994,0,-0.21607223,-0.19138116,-9.7543,4994,0
59203237,0.00020242555,0.00295246,-0.00045799752,4996,0,-0.22740622,-0.2091536,-9.763141,4996,0
59208267,0.00024095677,0.002183381,-0.000283745,5030,0,-0.23945776,-0.2302662,-9.772754,5030,0
59213244,-0.00028963416,0.0028022393,0.00027833207,4977,0,-0.26541588,-0.20412862,-9.769082,4977,0
59218286,-0.0008470531,0.0031116232,-0.00078346673,5042,0,-0.2504664,-0.18428452,-9.7779,5042,0
59223268,0.0006452119,0.0032943957,-2.9817833e-05,4982,0,-0.22429885,-0.20701301,-9.742638,4982,0
59228261,0.0021861044,0.003675541,0.00041455822,4993,0,-0.23646146,-0.20664683,-9.794105,4993,0
59258290,0.000803491,0.0029814562,0.000445622,5007,0,-0.2359905,-0.18540516,-9.783096,5007,0
59263301,-9.009597e-05,0.0037810847,0.00019168686,5011,0,-0.24664587,-0.21206796,-9.762365,5011,0
59268300,3.0113884e-05,0.0034564673,-6.37527e-05,4999,0,-0.21622635,-0.22292943,-9.767041,4999,0
59273344,-0.0011206161,0.0016433139,-0.0010522315,5044,0,-0.20549332,-0.23023064,-9.7692175,5044,0
59278309,0.002290011,0.002909725,0.00036898043,4965,0,-0.20823698,-0.23453082,-9.741381,4965,0
59338318,0.0022133233,0.003902258,0.0001486661,5016,0,-0.23710501,-0.22260448,-9.761894,5016,0
59343309,0.0018682478,0.0035264804,-0.0008871252,4991,0,-0.25737667,-0.24477224,-9.781349,4991,0
59348312,0.0008112196,0.0036023718,-0.0006593751,5003,0,-0.21450946,-0.2221259,-9.756849,5003,0
59353315,0.0005733346,0.00455972,-0.00053249515,5003,0,-0.20411418,-0.19570069,-9.774186,5003,0
59358317,0.0015159291,0.0039062456,-0.0004082958,5002,0,-0.23674664,-0.20746574,-9.754525,5002,0
59363329,0.0036036728,0.004363544,0.00052328274,5012,0,-0.24434544,-0.19354957,-9.782134,5012,0
59368319,0.0006815561,0.002295116,-3.172245e-05,4990,0,-0.22737753,-0.22004682,-9.769463,4990,0
59428358,0.001638273,0.0031770458,-0.00011924533,5010,0,-0.2250782,-0.21204445,-9.7618475,5010,0
59433352,-0.0010048429,0.003044005,0.0011627902,4994,0,-0.23093115,-0.20071767,-9.760298,4994,0
59438353,0.00241383,0.003660983,0.0005774583,5001,0,-0.21842346,-0.20306008,-9.773721,5001,0
59443355,0.0023315072,0.0033936694,0.0010619625,5002,0,-0.25371224,-0.24721955,-9.784944,5002,0
59448360,0.002424316,0.0025282388,-0.00036086285,5005,0,-0.23845054,-0.18355668,-9.724243,5005,0
59453360,0.00076232455,0.003641272,-2.8902079e-05,5000,0,-0.21647911,-0.21256892,-9.729283,5000,0
59518394,9.836086e-05,0.0022139633,-0.00014507251,4978,0,-0.2278514,-0.22380306,-9.777417,4978,0
59523396,1.3388881e-05,0.0032366854,-0.00077448227,5002,0,-0.2325566,-0.18897626,-9.79891,5002,0
59528406,3.940939e-05,0.0028986272,0.0010310402,5010,0,-0.23821744,-0.20550327,-9.765536,5010,0
59533402,-0.0010306088,0.004333161,-6.36674e-05,4996,0,-0.2253706,-0.2055587,-9.761872,4996,0
59538405,0.0001327112,0.0040555894,0.00095649256,5003,0,-0.213396,-0.2165566,-9.755303,5003,0
59543404,-0.00013452461,0.0030207126,-0.0006309285,4999,0,-0.20585759,-0.20828481,-9.735496,4999,0
59548428,0.0005068787,0.0040395753,-0.002144347,5024,0,-0.21230385,-0.21755524,-9.753022,5024,0
59553412,-0.0006887903,0.003470321,-9.342248e-05,4984,0,-0.22089618,-0.20565498,-9.7830925,4984,0
59558411,0.0008843057,0.003269652,0.00080637285,4999,0,-0.22473972,-0.22066946,-9.729694,4999,0
59563413,0.0026150672,0.0038683063,0.00061419525,5002,0,-0.23514377,-0.207661,-9.720694,5002,0
59568418,0.00250252,0.0025295638,0.0007150484,5005,0,-0.23760803,-0.18595618,-9.784691,5005,0
59573422,0.00040004114,0.0035379606,-0.0005759321,5004,0,-0.2430661,-0.21303882,-9.735406,5004,0
59578422,0.0008507388,0.0047557685,0.0006446769,5000,0,-0.23819168,-0.22894472,-9.760549,5000,0
59643456,0.0013371856,0.003359415,0.00071436394,5004,0,-0.21322238,-0.21791802,-9.761493,5004,0
59648456,0.0026392145,0.003695675,-1.1177859e-05,5000,0,-0.24715108,-0.20966175,-9.762006,5000,0
59653467,0.0036312256,0.0034487406,0.00023921423,5011,0,-0.24198307,-0.21034269,-9.770075,5011,0
59658459,-0.00011220865,0.0034111976,0.0010167888,4992,0,-0.24679413,-0.19584674,-9.751269,4992,0
59663462,4.6445894e-05,0.0032929564,0.0011892346,5003,0,-0.24524714,-0.19847022,-9.756515,5003,0
59668473,0.0011130738,0.0032433728,-0.00046575148,5011,0,-0.24139294,-0.19386454,-9.76612,5011,0
59673470,-0.0002536864,0.0026129605,-0.00086176133,4997,0,-0.20981538,-0.21071309,-9.719784,4997,0
59693480,0.00029587626,0.003332322,0.00021266067,5006,0,-0.2022704,-0.22001907,-9.734392,5006,0
59698484,0.0011253406,0.002419015,0.0010139685,5004,0,-0.21182334,-0.22490872,-9.759176,5004,0
59703481,0.0015747712,0.0034542866,0.000116330244,4997,0,-0.20303571,-0.23113313,-9.750935,4997,0
59708483,-0.0019899884,0.004017673,-0.0014462535,5002,0,-0.21668161,-0.26199937,-9.778572,5002,0
59753514,0.0014262956,0.0045619826,0.0014299385,5011,0,-0.22874138,-0.22856495,-9.787279,5011,0
59758508,0.0011951679,0.0036435346,1.7280103e-05,4994,0,-0.23768397,-0.20631742,-9.737084,4994,0
59763510,0.0019198116,0.0028609026,0.00010617633,5002,0,-0.23381421,-0.22400732,-9.761455,5002,0
59768513,0.0025230246,0.0036886898,-0.0008166064,5003,0,-0.25043476,-0.22014378,-9.786283,5003,0
59773519,0.0012918174,0.003555375,-0.0006531276,5006,0,-0.23069516,-0.21131694,-9.77783,5006,0
59778522,0.0013013203,0.0033401388,9.5358315e-05,5003,0,-0.2311288,-0.2244549,-9.786763,5003,0
59783520,0.0015763913,0.003166316,0.0010553233,4998,0,-0.24187861,-0.21586405,-9.787938,4998,0
59798541,-0.00063331355,0.0038986239,0.00054317573,5016,0,-0.24239734,-0.23066981,-9.775061,5016,0
59803536,-0.0010607442,0.0046192156,0.0016826914,4995,0,-0.23510021,-0.21902408,-9.766546,4995,0
59808532,0.00045805564,0.0037396601,0.00073509815,4996,0,-0.21863112,-0.21697758,-9.770121,4996,0
59813553,0.00016295153,0.004175632,0.00016424985,5021,0,-0.24344936,-0.20910197,-9.710919,5021,0
59818539,0.001647969,0.00258121,-0.0002077748,4986,0,-0.24877557,-0.20989886,-9.769753,4986,0
59868561,-0.0006328435,0.0037441722,0.0010059419,5002,0,-0.20817836,-0.21689494,-9.74445,5002,0
59873564,0.0018366335,0.003760508,-0.00034041007,5003,0,-0.2268352,-0.22963189,-9.7463665,5003,0
59878569,-0.0004329888,0.0035669808,-0.001121124,5005,0,-0.22704102,-0.21142362,-9.771793,5005,0
59883568,-0.0005094251,0.002814472,-0.000215689,4999,0,-0.23727097,-0.22807497,-9.78267,4999,0
59888585,0.00039393824,0.0030167024,-0.0003006912,5017,0,-0.2643181,-0.20994651,-9.749625,5017,0
59893573,4.2991996e-05,0.0036376342,4.797559e-05,4988,0,-0.23317583,-0.2135357,-9.775963,4988,0
59898579,0.00037415093,0.0026685556,-0.0005056669,5006,0,-0.27295387,-0.1882668,-9.765221,5006,0
59903578,0.0015420209,0.003650198,0.00033487513,4999,0,-0.24240863,-0.20524597,-9.768457,4999,0
59928604,0.0006795958,0.0042360052,0.00086686027,5016,0,-0.25226527,-0.21767588,-9.784966,5016,0
59933608,0.0008891258,0.003125008,0.00022562609,5004,0,-0.21342805,-0.18929917,-9.711789,5004,0
59938598,0.0024567663,0.002868182,-0.00018453032,4990,0,-0.24264187,-0.2079093,-9.781958,4990,0
59943597,0.00052368833,0.0028542806,9.354098e-05,4999,0,-0.23224577,-0.19846754,-9.758212,4999,0
60018637,-0.00070300157,0.00349112,0.0003343511,4989,0,-0.22736105,-0.19690126,-9.765037,4989,0
60023636,0.0003600141,0.0038880955,-0.00049013144,4999,0,-0.2511685,-0.20663291,-9.746679,4999,0
60028649,0.0014170072,0.0037551601,-0.00085550745,5013,0,-0.2378845,-0.20420386,-9.732379,5013,0
60033641,0.0008084623,0.0023459205,7.228855e-05,4992,0,-0.24567628,-0.23090781,-9.740509,4992,0
60038644,0.0011093217,0.001543808,0.00074765045,5003,0,-0.2406471,-0.2532467,-9.7678995,5003,0
60043646,0.0024976665,0.0029204746,-0.00053140364,5002,0,-0.23064342,-0.2306636,-9.739299,5002,0
60048652,0.0026103735,0.003998677,-0.00056289614,5006,0,-0.2317962,-0.22945538,-9.782825,5006,0
60053651,0.00033460674,0.0045931116,-0.00021293001,4999,0,-0.2267127,-0.22327511,-9.77764,4999,0
60058654,0.000761591,0.002599969,6.8115536e-05,5003,0,-0.23407951,-0.21854375,-9.752606,5003,0
60063656,-0.00020901863,0.0016987578,0.00020385411,5002,0,-0.2188889,-0.19647464,-9.759231,5002,0
60068670,0.0010999041,0.003810464,0.0011104274,5014,0,-0.21236868,-0.20935749,-9.769474,5014,0
60073661,0.00060985866,0.0031999333,0.0002705839,4991,0,-0.21925879,-0.20584548,-9.756597,4991,0
60143704,0.0022180306,0.002627488,0.0012284697,5012,0,-0.23825559,-0.2547749,-9.750957,5012,0
60148701,-0.00032920516,0.0044701416,-0.00090327294,4997,0,-0.2255003,-0.18616064,-9.740307,4997,0
60153699,0.00011652804,0.00399739,-0.0015533067,4998,0,-0.21458484,-0.22370537,-9.754512,4998,0
60158702,0.0010478212,0.004997322,-0.000415793,5003,0,-0.22372502,-0.21596707,-9.799548,5003,0
60163730,0.0002784484,0.003002629,-0.00016041136,5028,0,-0.23879752,-0.21914387,-9.813908,5028,0
60168725,0.0015171971,0.003549994,0.00022114374,4995,0,-0.2321798,-0.23543814,-9.780926,4995,0
60173709,0.0006295673,0.0029819568,-3.4151908e-05,4984,0,-0.21129394,-0.23189713,-9.75045,4984,0
60183715,0.0015559476,0.0020133015,0.00071532466,5001,0,-0.2548336,-0.23151714,-9.767007,5001,0
60188717,0.0007485416,0.0027845423,0.0016273235,5002,0,-0.21937634,-0.19947563,-9.730633,5002,0
60193719,0.0014717381,0.0043310174,-0.00071096525,5002,0,-0.23372954,-0.23301443,-9.717789,5002,0
60198724,-0.0007780213,0.003322271,-0.0013329817,5005,0,-0.21774492,-0.2124621,-9.790477,5005,0
60203725,0.0002982577,0.0038364832,-0.00077465916,5001,0,-0.20777301,-0.22010003,-9.746969,5001,0
60238741,0.0013884399,0.0031473981,0.00020078137,5003,0,-0.23059744,-0.1832136,-9.776024,5003,0
60243744,0.0016040066,0.0047001755,-0.00026535772,5003,0,-0.22703508,-0.19043148,-9.782909,5003,0
60248780,0.0026279294,0.0043258234,-0.0010570812,5036,0,-0.22700502,-0.21721537,-9.750721,5036,0
60253748,0.0020947498,0.0036805426,0.00011460324,4968,0,-0.22154461,-0.22069417,-9.731828,4968,0
60258750,0.0016609806,0.0037288268,-0.0002066305,5002,0,-0.23008473,-0.24310158,-9.730849,5002,0
60263753,0.0016172442,0.0030024385,-0.0006373821,5003,0,-0.24383996,-0.2111184,-9.731587,5003,0
60268759,0.0007354658,0.0028792482,-0.0006107611,5006,0,-0.25561807,-0.25402316,-9.765636,5006,0
60278760,0.0014379153,0.003269502,0.0009510955,4999,0,-0.25434023,-0.23479557,-9.751975,4999,0
60283763,0.0017790801,0.0039040537,-0.00043658967,5003,0,-0.24202628,-0.20640287,-9.772222,5003,0
60288769,0.0011965593,0.003968765,0.0006300806,5006,0,-0.24355169,-0.18459867,-9.78534,5006,0
