timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
3036634,1114122,2228234,0,0,0,0,0,0.004476783,3.4503333e-05,3.2786687e-09,729,734
5090005,1114122,2228234,0,0,0,0,0,0.00326051,4.2188032e-05,3.9858743e-09,729,734
9064014,1114122,2228234,0,0,0,0,0,0.0031489332,4.2451506e-05,4.217923e-09,729,734
10079450,1114122,2228234,0,0,0,0,0,0.003319755,4.017506e-05,3.8268544e-09,729,734
10997600,1114122,2228234,0,0,0,0,0,0.00404376,4.715576e-05,4.2996846e-09,729,734
13030733,1114122,2228234,0,0,0,0,0,0.00346893,4.389033e-05,4.0839603e-09,729,734
15086550,1114122,2228234,0,0,0,0,0,0.0030421298,4.2152613e-05,3.9263006e-09,729,734
17024986,1114122,2228234,0,0,0,0,0,0.0023425012,4.1018706e-05,4.010678e-09,729,734
20011563,1114122,2228234,0,0,0,0,0,0.002428021,4.2978445e-05,3.7779797e-09,729,734
21041865,1114122,2228234,0,0,0,0,0,0.00264175,4.8268153e-05,4.230071e-09,729,734
22065584,1114122,2228234,0,0,0,0,0,0.0028436407,4.0074538e-05,3.8885815e-09,729,734
24008553,1114122,2228234,0,0,0,0,0,0.00333291,3.9675346e-05,3.9571537e-09,729,734
28007556,1114122,2228234,0,0,0,0,0,0.0031025591,4.6382338e-05,4.5483963e-09,729,734
33037298,1114122,2228234,0,0,0,0,0,0.0033935152,4.1583993e-05,3.930892e-09,729,734
34067654,1114122,2228234,0,0,0,0,0,0.0025587112,4.2027536e-05,4.1547557e-09,729,734
39032314,1114122,2228234,0,0,0,0,0,0.0032545214,4.0755767e-05,3.6924213e-09,729,734
42086347,1114122,2228234,0,0,0,0,0,0.0025695264,4.2221596e-05,4.116605e-09,729,734
42999307,1114122,2228234,0,0,0,0,0,0.0026424644,4.7679005e-05,4.348771e-09,729,734
46054095,1114122,2228234,0,0,0,0,0,0.0030798276,4.621828e-05,4.1105763e-09,729,734
47081255,1114122,2228234,0,0,0,0,0,0.0033509317,4.136035e-05,3.910887e-09,729,734
48001517,1114122,2228234,0,0,0,0,0,0.0029356636,4.2776286e-05,3.703187e-09,729,734
49017019,1114122,2228234,0,0,0,0,0,0.0033544558,4.183015e-05,3.7776067e-09,729,734
57093469,1114122,2228234,0,0,0,0,0,0.0029688084,4.101284e-05,3.743437e-09,729,734
62073354,1114122,2228234,0,0,0,0,0,0.002766474,4.2685755e-05,3.628934e-09,729,734
65039704,1114122,2228234,0,0,0,0,0,0.0030422208,4.333444e-05,3.7878727e-09,729,734
67078350,1114122,2228234,0,0,0,0,0,0.0036086834,4.04746e-05,3.6923675e-09,729,734
68003738,1114122,2228234,0,0,0,0,0,0.0033186378,4.2977415e-05,3.8918544e-09,729,734
71055286,1114122,2228234,0,0,0,0,0,0.0035151294,4.2589065e-05,3.5298855e-09,729,734
72070783,1114122,2228234,0,0,0,0,0,0.0032444193,4.5576788e-05,4.178471e-09,729,734
74001831,1114122,2228234,0,0,0,0,0,0.003033215,4.2672982e-05,3.790561e-09,729,734
75024616,1114122,2228234,0,0,0,0,0,0.0025312975,4.4280237e-05,3.900892e-09,729,734
76040191,1114122,2228234,0,0,0,0,0,0.0029929976,4.1250547e-05,3.5922973e-09,729,734
77050635,1114122,2228234,0,0,0,0,0,0.0026476632,4.0754963e-05,3.5430068e-09,729,734
79091704,1114122,2228234,0,0,0,0,0,0.0024661238,4.2622767e-05,3.954793e-09,729,734
80009811,1114122,2228234,0,0,0,0,0,0.0027389086,4.2355867e-05,3.7730445e-09,729,734
81026617,1114122,2228234,0,0,0,0,0,0.0034918196,4.22645e-05,3.749093e-09,729,734
84071839,1114122,2228234,0,0,0,0,0,0.004507662,4.086537e-05,3.6848389e-09,729,734
85089813,1114122,2228234,0,0,0,0,0,0.0028856432,4.007357e-05,3.5131873e-09,729,734
87038352,1114122,2228234,0,0,0,0,0,0.0027710302,4.287678e-05,3.6353365e-09,729,734
89994863,1114122,2228234,0,0,0,0,0,0.0029632957,4.2673702e-05,3.6716903e-09,729,734
92038297,1114122,2228234,0,0,0,0,0,0.003071247,5.3604428e-05,5.0844684e-09,729,734
98051467,1114122,2228234,0,0,0,0,0,0.0026638005,4.427309e-05,4.120539e-09,729,734
99064543,1114122,2228234,0,0,0,0,0,0.0031259207,5.9890754e-05,5.3918243e-09,729,734
100074998,1114122,2228234,0,0,0,0,0,0.0029868027,5.56344e-05,5.2093827e-09,729,734
104029640,1114122,2228234,0,0,0,0,0,0.0027950273,5.0757902e-05,4.797963e-09,729,734
105042640,1114122,2228234,0,0,0,0,0,0.0031464144,4.5889476e-05,4.370851e-09,729,734
106073146,1114122,2228234,0,0,0,0,0,0.003203453,4.429789e-05,4.3740904e-09,729,734
112087593,1114122,2228234,0,0,0,0,0,0.0028017433,4.9336675e-05,4.8822466e-09,729,734
113005702,1114122,2228234,0,0,0,0,0,0.0027434463,4.8454734e-05,4.7236415e-09,729,734
116047268,1114122,2228234,0,0,0,0,0,0.0032889803,5.3821324e-05,5.6139435e-09,729,734
118072108,1114122,2228234,0,0,0,0,0,0.0027866294,4.6708385e-05,4.639313e-09,729,734
119095391,1114122,2228234,0,0,0,0,0,0.003046531,4.864769e-05,5.101157e-09,729,734
123067333,1114122,2228234,0,0,0,0,0,0.0037381563,5.8504098e-05,6.6472343e-09,729,734
126021448,1114122,2228234,0,0,0,0,0,0.002541114,7.6049386e-05,8.379016e-09,729,734
127045652,1114122,2228234,0,0,0,0,0,0.002704174,6.8663e-05,7.5305255e-09,729,734
128075099,1114122,2228234,0,0,0,0,0,0.00400577,8.842632e-05,1.1134453e-08,729,734
129083147,1114122,2228234,0,0,0,0,0,0.0026496232,0.000107250205,1.5016594e-08,729,734
130013676,1114122,2228234,0,0,0,0,0,0.003478354,0.00011263374,1.9572362e-08,729,734
131021758,1114122,2228234,0,0,0,0,0,0.0028452286,8.186984e-05,9.811065e-09,729,734
135004039,1114122,2228234,0,0,0,0,0,0.0026215545,0.000110845365,1.7298209e-08,729,734
136022253,1114122,2228234,0,0,0,0,0,0.0025480594,8.926521e-05,1.0421465e-08,729,734
137037642,1114122,2228234,0,0,0,0,0,0.0020876625,7.136191e-05,8.047302e-09,729,734
141022377,1114122,2228234,0,0,0,0,0,0.0019615383,4.7501355e-05,4.560744e-09,729,734
142041089,1114122,2228234,0,0,0,0,0,0.0031147012,4.7984508e-05,4.7066435e-09,729,734
144084166,1114122,2228234,0,0,0,0,0,0.0024695052,5.0143302e-05,4.4499577e-09,729,734
144999739,1114122,2228234,0,0,0,0,0,0.0036212523,4.5397195e-05,3.8496295e-09,729,734
146017930,1114122,2228234,0,0,0,0,0,0.002603324,4.696668e-05,4.2126604e-09,729,734
151003072,1114122,2228234,0,0,0,0,0,0.0027743888,4.1466876e-05,3.8921457e-09,729,734
153044278,1114122,2228234,0,0,0,0,0,0.0027613447,4.185351e-05,3.7667154e-09,729,734
155087870,1114122,2228234,0,0,0,0,0,0.0028688188,4.3292923e-05,3.806657e-09,729,734
157019101,1114122,2228234,0,0,0,0,0,0.0034824666,4.396819e-05,3.943551e-09,729,734
158032269,1114122,2228234,0,0,0,0,0,0.0028393166,4.2355754e-05,3.674118e-09,729,734
159052675,1114122,2228234,0,0,0,0,0,0.002595728,4.408249e-05,3.836828e-09,729,734
160068383,1114122,2228234,0,0,0,0,0,0.0025250101,4.289521e-05,3.6869452e-09,729,734
161078830,1114122,2228234,0,0,0,0,0,0.0032260483,4.3759388e-05,3.9465506e-09,729,734
163014979,1114122,2228234,0,0,0,0,0,0.0031258506,4.48679e-05,3.9139536e-09,729,734
165041152,1114122,2228234,0,0,0,0,0,0.0024594842,4.403806e-05,3.8063983e-09,729,734
166062947,1114122,2228234,0,0,0,0,0,0.0032129071,4.323106e-05,3.751307e-09,729,734
171062132,1114122,2228234,0,0,0,0,0,0.0025268,7.091575e-05,7.515115e-09,729,734
