timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
174013807,1114122,2228234,0,0,0,0,0,0.0026051933,4.7498397e-05,4.399497e-09,729,734
175027608,1114122,2228234,0,0,0,0,0,0.0026171212,4.844991e-05,4.3955097e-09,729,734
176050063,1114122,2228234,0,0,0,0,0,0.0026011274,4.4802153e-05,3.9284562e-09,729,734
177065595,1114122,2228234,0,0,0,0,0,0.0031080607,4.7086058e-05,4.237509e-09,729,734
181039384,1114122,2228234,0,0,0,0,0,0.0024154065,4.4561402e-05,3.9229606e-09,729,734
182056071,1114122,2228234,0,0,0,0,0,0.0023161564,4.5199427e-05,4.066954e-09,729,734
183069138,1114122,2228234,0,0,0,0,0,0.0028637685,4.6767942e-05,4.222647e-09,729,734
185009016,1114122,2228234,0,0,0,0,0,0.003441007,4.587179e-05,4.014161e-09,729,734
186030883,1114122,2228234,0,0,0,0,0,0.0026808297,4.27067e-05,3.2350915e-09,729,734
188074595,1114122,2228234,0,0,0,0,0,0.0034263225,9.577492e-05,1.1046857e-08,729,734
190015659,1114122,2228234,0,0,0,0,0,0.0030054187,4.5402012e-05,3.9519e-09,729,734
193059971,1114122,2228234,0,0,0,0,0,0.0031314932,8.359995e-05,8.799586e-09,729,734
196014382,1114122,2228234,0,0,0,0,0,0.0036647364,6.389535e-05,6.0791105e-09,729,734
197032340,1114122,2228234,0,0,0,0,0,0.0020690693,6.8927235e-05,6.678819e-09,729,734
198054204,1114122,2228234,0,0,0,0,0,0.0031007293,5.1627972e-05,4.453185e-09,729,734
199081040,1114122,2228234,0,0,0,0,0,0.0033124343,4.5040128e-05,3.857985e-09,729,734
200089111,1114122,2228234,0,0,0,0,0,0.0030698916,4.417395e-05,3.861208e-09,729,734
203033611,1114122,2228234,0,0,0,0,0,0.00226933,4.1945277e-05,3.5928676e-09,729,734
204061422,1114122,2228234,0,0,0,0,0,0.0024162652,4.335166e-05,3.8460777e-09,729,734
206000220,1114122,2228234,0,0,0,0,0,0.0025881547,4.4236192e-05,3.7946566e-09,729,734
208031356,1114122,2228234,0,0,0,0,0,0.0033556323,4.6645673e-05,3.847807e-09,729,734
215993755,1114122,2228234,0,0,0,0,0,0.0021170266,4.1119507e-05,3.5357248e-09,729,734
219055890,1114122,2228234,0,0,0,0,0,0.003281536,4.4237302e-05,3.8528456e-09,729,734
221086648,1114122,2228234,0,0,0,0,0,0.0026878421,4.4553424e-05,3.953942e-09,729,734
222004784,1114122,2228234,0,0,0,0,0,0.0026249406,4.694453e-05,4.0236214e-09,729,734
225071520,1114122,2228234,0,0,0,0,0,0.0026425477,4.3186876e-05,3.4517371e-09,729,734
226092206,1114122,2228234,0,0,0,0,0,0.002680569,4.3350356e-05,3.5856216e-09,729,734
229038866,1114122,2228234,0,0,0,0,0,0.0037625986,7.8448305e-05,8.506659e-09,729,734
230056992,1114122,2228234,0,0,0,0,0,0.0035186354,0.0001135815,1.4451226e-08,729,734
233011504,1114122,2228234,0,0,0,0,0,0.002872284,7.22087e-05,7.613647e-09,729,734
234039376,1114122,2228234,0,0,0,0,0,0.003212395,5.0260805e-05,4.9234887e-09,729,734
236996085,1114122,2228234,0,0,0,0,0,0.0030241695,6.549594e-05,1.721969e-08,729,734
238019333,1114122,2228234,0,0,0,0,0,0.0040810877,6.265076e-05,7.512277e-09,729,734
239032357,1114122,2228234,0,0,0,0,0,0.0026846319,5.7741425e-05,5.407266e-09,729,734
242001953,1114122,2228234,0,0,0,0,0,0.0037478022,5.937477e-05,5.447448e-09,729,734
243012498,1114122,2228234,0,0,0,0,0,0.002692166,5.1753585e-05,4.5840274e-09,729,734
244019559,1114122,2228234,0,0,0,0,0,0.0031402821,5.087095e-05,4.5791446e-09,729,734
245031168,1114122,2228234,0,0,0,0,0,0.0028241158,4.772832e-05,4.0986734e-09,729,734
