timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
122456893,122455801,2162698,2162698,0.00014608515,9.325964e-06,1.37361185e-05,-0.0010573596,-0.00090307795,-0.048945334,5001,5001,0
123957786,123956624,2162698,2162698,7.0926966e-05,1.2241073e-05,1.2504236e-05,-0.0009183087,-0.00072651135,-0.0488999,5011,5011,0
124953281,124952170,2162698,2162698,4.1833136e-05,1.1592747e-05,6.2106747e-06,-0.0012210484,-0.0012443352,-0.048616383,4990,4990,0
125453507,125452444,2162698,2162698,2.2828262e-06,-3.902894e-07,-5.861652e-06,-0.0011105178,-0.0010158975,-0.049125034,4996,4996,0
126454140,126453000,2162698,2162698,6.767173e-05,1.1783413e-05,2.8485692e-05,-0.0009929275,-0.00087028334,-0.04829266,4986,4986,0
131456906,131455803,2162698,2162698,-3.657811e-05,2.0009401e-07,-2.001495e-06,-0.0010411307,-0.0014337667,-0.0486627,5004,5004,0
135454104,135453053,2162698,2162698,-8.0564205e-06,1.0978968e-05,7.0592096e-06,-0.0007959191,-0.001589475,-0.04881918,4994,4994,0
136454814,136453636,2162698,2162698,-7.3031864e-05,-5.2160535e-06,-3.2313346e-06,-0.0011187064,-0.001487011,-0.049021315,5016,5016,0
137455347,137454254,2162698,2162698,2.3139783e-06,6.697719e-06,4.7622066e-06,-0.0011351712,-0.0008196354,-0.049573068,5072,5072,0
137955559,137954472,2162698,2162698,-2.1285516e-05,1.6930791e-05,4.378407e-06,-0.0012888305,-0.00084794196,-0.049040608,5002,5002,0
138455850,138454752,2162698,2162698,-6.2296467e-06,-2.6523142e-06,7.923659e-06,-0.0014212657,-0.00058179285,-0.048401155,4993,4993,0
139456377,139455327,2162698,2162698,-4.278255e-06,5.7904913e-06,1.0352243e-05,-0.0011895819,-0.0012141706,-0.048857022,5007,5007,0
139956661,139955603,2162698,2162698,-2.2807195e-05,6.1188175e-06,1.2067282e-05,-0.0011975621,-0.00097100076,-0.04858377,5000,5000,0
140456922,140455889,2162698,2162698,-1.2689529e-05,8.807759e-06,1.3813983e-05,-0.0011644143,-0.0011045198,-0.048750225,4990,4990,0
141957798,141956742,2162698,2162698,4.346655e-05,1.4089237e-05,8.350965e-06,-0.0011050466,-0.001073332,-0.04904114,5003,5003,0
142453053,142452020,2162698,2162698,1.9369294e-05,5.048236e-06,1.5095662e-05,-0.0012466368,-0.0010978015,-0.04875907,4996,4996,0
142953426,142952307,2162698,2162698,8.177959e-07,2.1868027e-06,9.474958e-06,-0.001020074,-0.0012722494,-0.048617072,5006,5006,0
143453838,143452601,2162698,2162698,2.5671683e-05,6.128853e-06,1.112443e-05,-0.0009937765,-0.0013817028,-0.04893952,5008,5008,0
147956257,147955153,2162698,2162698,4.8113693e-06,3.931859e-06,1.0700643e-05,-0.0011568242,-0.0010691966,-0.048912685,5003,5003,0
148956816,148955752,2162698,2162698,8.163834e-06,4.4045237e-06,7.303786e-06,-0.0010914983,-0.0011383882,-0.04878101,4999,4999,0
149957404,149956302,2162698,2162698,-5.5340834e-06,1.5558531e-05,6.113764e-06,-0.0012170355,-0.0011302541,-0.049132455,5007,5007,0
150457637,150456592,2162698,2162698,9.397362e-06,9.744485e-06,1.1317493e-05,-0.001138444,-0.0011893888,-0.048958384,5013,5013,0
151953512,151952449,2162698,2162698,4.179366e-06,7.1296104e-06,1.0449241e-05,-0.0012116414,-0.0010530556,-0.048831347,5011,5011,0
