timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
202452951,202451845,2162698,2162698,3.491921e-06,5.8650967e-06,1.1201382e-05,-0.0011107463,-0.0012109007,-0.048877534,5011,5011,0
205454670,205453632,2162698,2162698,5.8247383e-06,5.9876274e-06,7.646243e-06,-0.0011212793,-0.0011870491,-0.049086135,5011,5011,0
206455287,206454209,2162698,2162698,1.0744884e-05,4.7381067e-07,1.1622911e-05,-0.0012137162,-0.0012150639,-0.04873631,5007,5007,0
206955545,206954502,2162698,2162698,-2.7432134e-06,3.1739908e-06,5.652745e-06,-0.0011308474,-0.0010668911,-0.048431113,4939,4939,0
207455879,207454799,2162698,2162698,2.6913865e-06,4.278812e-06,1.1746798e-05,-0.0011961476,-0.0011290844,-0.04896758,5003,5003,0
207956189,207955106,2162698,2162698,1.6471009e-05,4.2264073e-06,8.62841e-06,-0.0011627369,-0.0009386742,-0.049015332,5007,5007,0
208456443,208455393,2162698,2162698,5.1505644e-06,2.5918087e-06,1.004524e-05,-0.0010205937,-0.0010501873,-0.048891813,5001,5001,0
208956855,208955688,2162698,2162698,2.0530304e-06,6.690376e-06,9.633912e-06,-0.0011063747,-0.0011611664,-0.048673224,4978,4978,0
209457031,209455987,2162698,2162698,4.016998e-06,1.0394907e-05,5.054916e-06,-0.0011088741,-0.0012498809,-0.04871192,4986,4986,0
210953013,210951886,2162698,2162698,1.3848748e-05,-3.0690883e-06,2.3943521e-06,-0.0011230145,-0.0011741836,-0.048626464,4989,4989,0
214955388,214954279,2162698,2162698,1.0810668e-05,3.2428165e-06,8.7593e-06,-0.0011538175,-0.0010826377,-0.049078893,5022,5022,0
216456249,216455174,2162698,2162698,1.0817166e-05,6.7105657e-06,5.286126e-06,-0.0012162896,-0.0011309711,-0.0489012,5013,5013,0
218957710,218956666,2162698,2162698,4.4469684e-06,3.5180758e-06,9.391537e-06,-0.0011259526,-0.001072955,-0.049051594,5020,5020,0
219953328,219952264,2162698,2162698,9.482165e-08,3.2324224e-06,3.199789e-06,-0.0011110081,-0.0012353348,-0.04898961,5014,5014,0
221954678,221953451,2162698,2162698,9.992728e-06,1.4867074e-06,3.9241945e-06,-0.001146273,-0.001179455,-0.049102116,5002,5002,0
222454927,222453741,2162698,2162698,1.9074487e-05,7.949897e-06,6.3220546e-06,-0.0011620538,-0.0012334745,-0.048779696,5000,5000,0
222955250,222954041,2162698,2162698,1.4124453e-05,4.182927e-06,1.10039255e-05,-0.0011296989,-0.0011474277,-0.048796266,5000,5000,0
224956428,224955304,2162698,2162698,6.4576425e-06,7.359892e-06,7.4414393e-06,-0.0011306611,-0.0011904808,-0.04932752,5050,5050,0
226457195,226456154,2162698,2162698,-5.5407363e-06,7.2748453e-06,1.1746943e-05,-0.001133642,-0.0011440959,-0.04873484,5004,5004,0
226957507,226956445,2162698,2162698,1.31446195e-05,1.2896103e-05,4.3409736e-06,-0.0012733961,-0.0012509014,-0.048820976,4999,4999,0
227953078,227952041,2162698,2162698,1.0331626e-05,3.6079168e-06,1.7265418e-05,-0.0011842427,-0.001087357,-0.048929293,4999,4999,0
229454035,229452943,2162698,2162698,-1.9425583e-05,2.94521e-06,1.7424265e-05,-0.0012204978,-0.0013384566,-0.04888643,4999,4999,0
230454645,230453570,2162698,2162698,5.2850068e-05,1.1108822e-05,2.0849147e-05,-0.0033089546,-0.000996758,-0.049066454,5016,5016,0
230954929,230953849,2162698,2162698,-0.0001527073,-1.9509702e-05,1.4584556e-05,-0.0003662262,-0.003097075,-0.0485346,5005,5005,0
231955514,231954457,2162698,2162698,3.2193377e-05,1.6807451e-06,-7.4960435e-06,-0.00046917333,-0.0017986662,-0.049126517,5006,5006,0
232956197,232955057,2162698,2162698,-3.6804566e-05,1.6539776e-05,1.50235655e-05,-0.0017524827,-0.00095354195,-0.048757914,5004,5004,0
233456404,233455357,2162698,2162698,-4.1581025e-06,5.013719e-06,1.5010241e-05,-0.0010889265,-0.00082577777,-0.04865762,5003,5003,0
233956732,233955673,2162698,2162698,4.0909e-05,1.12624175e-05,4.440197e-06,-0.0014088319,-0.0006917541,-0.04893601,5008,5008,0
234457006,234455961,2162698,2162698,-0.00010644746,-5.8955493e-06,9.118721e-06,-0.0010213163,-0.00061697286,-0.048864115,5005,5005,0
236453251,236452165,2162698,2162698,8.490284e-05,-4.9999206e-05,1.9902014e-05,-0.0008863086,-0.0013410404,-0.048272032,4960,4960,0
236953532,236952471,2162698,2162698,2.0151117e-06,2.4648143e-05,1.0747997e-06,-0.0009891898,-0.0009991553,-0.048179805,4997,4997,0
238954731,238953678,2162698,2162698,-2.9858786e-05,-1.8986819e-05,1.0105132e-05,-0.0010446092,-0.0016439243,-0.04895841,4999,4999,0
239455208,239454017,2162698,2162698,4.0310675e-05,6.914178e-07,1.195836e-05,-0.0010008399,-0.0013427797,-0.04886764,4998,4998,0
239955673,239954465,2162698,2162698,-9.0774025e-05,-1.5992745e-06,1.7084534e-05,-0.0010810088,-0.0014402205,-0.04909247,5009,5009,0
240956424,240955076,2162698,2162698,4.73599e-06,-2.3063105e-06,9.998184e-06,-0.0008592841,-0.001412822,-0.04905968,5018,5018,0
241956808,241955677,2162698,2162698,1.4525187e-05,2.2777426e-06,7.979834e-06,-0.001014363,-0.0012521367,-0.048941877,5009,5009,0
242457234,242455981,2162698,2162698,1.08587965e-05,6.279007e-06,6.517986e-06,-0.0011370888,-0.0011442538,-0.048863214,5000,5000,0
242957582,242956285,2162698,2162698,5.4734273e-06,-1.8795307e-06,1.9273935e-05,-0.0010829665,-0.001382365,-0.048835095,5004,5004,0
243457857,243456619,2162698,2162698,-4.7361442e-05,4.1269604e-06,5.1854354e-06,-0.00096172874,-0.0015212132,-0.049109437,5013,5013,0
243953094,243951884,2162698,2162698,-4.6335326e-06,7.2519124e-06,9.58019e-06,-0.0010892028,-0.0013954056,-0.048913572,5004,5004,0
244953552,244952491,2162698,2162698,4.0422565e-06,-1.3523597e-06,7.972279e-06,-0.00095816184,-0.0014842532,-0.048350945,4963,4963,0
245453853,245452793,2162698,2162698,8.391095e-06,1.5427069e-06,6.3792213e-06,-0.0010205791,-0.0012715511,-0.048486292,4962,4962,0
245954204,245953100,2162698,2162698,-1.2562228e-05,2.9385835e-06,1.0942294e-05,-0.0010693889,-0.0011983991,-0.048870277,4999,4999,0
