timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
10521033,0.9979485,0.00986072,-0.012435611,-0.062024344,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10526066,0.9979487,0.009850083,-0.012433651,-0.062021513,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10531046,0.9979489,0.009855212,-0.01243158,-0.06202004,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10536040,0.9979485,0.009863773,-0.012432082,-0.06202297,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10586112,0.99794835,0.009878042,-0.01243083,-0.06202419,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10591101,0.99794817,0.009874722,-0.012430073,-0.06202808,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10596091,0.9979482,0.009876081,-0.012429999,-0.062026978,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10601072,0.9979484,0.009877825,-0.01242782,-0.062023584,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10606078,0.9979489,0.009870271,-0.012424737,-0.0620195,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10611119,0.99794954,0.00984394,-0.0124208955,-0.06201299,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10616078,0.99795,0.009819906,-0.012418246,-0.062009007,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10626076,0.99794906,0.009930985,-0.0124226585,-0.06200604,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10631082,0.9979493,0.009925753,-0.012425715,-0.062002655,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10636086,0.99795043,0.00983852,-0.012419807,-0.06199983,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10641082,0.9979509,0.009768571,-0.01241906,-0.062003408,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10681099,0.99795043,0.009831427,-0.0124051515,-0.0620037,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10686101,0.99794996,0.009844091,-0.012403541,-0.062009294,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10691113,0.9979496,0.00984773,-0.012404956,-0.062014457,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10696130,0.99794984,0.009838252,-0.012406704,-0.062012468,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10701107,0.9979503,0.009823451,-0.012408371,-0.062006403,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10706113,0.9979506,0.009841249,-0.012411474,-0.061998837,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10711112,0.99795,0.009893969,-0.012413783,-0.06199891,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10966237,0.99794614,0.009864905,-0.012427601,-0.062062453,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10971237,0.9979461,0.009845447,-0.012429108,-0.062066004,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10976229,0.997946,0.009830613,-0.012427167,-0.06207096,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10981228,0.997946,0.009820207,-0.012427845,-0.062071294,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
10986240,0.99794596,0.009825275,-0.012430013,-0.062070798,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11031252,0.9979448,0.009895132,-0.012445079,-0.062076434,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11036251,0.99794436,0.009900617,-0.012449637,-0.06208115,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11041254,0.997944,0.009904032,-0.012453612,-0.062085092,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11046263,0.9979438,0.00989623,-0.012457653,-0.062089615,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11051256,0.99794346,0.0098932255,-0.012456765,-0.062095955,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11056289,0.99794316,0.0098937405,-0.0124546,-0.06210096,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11061263,0.9979432,0.009893888,-0.012456317,-0.062100135,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11066266,0.9979432,0.009885188,-0.012454469,-0.062101267,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11076277,0.9979437,0.009846361,-0.012451504,-0.062100187,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11081279,0.99794394,0.009839356,-0.012448974,-0.062099203,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11086281,0.99794376,0.009839466,-0.012450893,-0.062100295,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
11091291,0.9979436,0.009849247,-0.012451922,-0.062101506,1.0,3.5145817e-09,-1.1724501e-09,0.00012391566,2
