timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
3288871,3288013,0.0061722985,0.02818042,-0.03722195
3291361,3290517,0.006112833,0.042696435,-0.031818856
3293889,3293015,0.003413275,0.041817617,-0.02198283
3296366,3295518,-0.0020377447,0.02899509,-0.01821316
3298886,3298017,-0.008245846,0.0153509835,-0.016931511
3301365,3300518,-0.011644942,0.010582297,-0.014565088
3303893,3303023,-0.013367732,0.010183204,-0.012106171
3306410,3305523,-0.012265937,0.0143464655,0.0021685846
3311383,3310524,0.026858034,0.023531802,0.034430657
3313874,3313023,0.046560317,0.007817855,0.044003315
3316379,3315524,0.0509223,-0.0102577675,0.041485887
3318882,3318025,0.05523753,-0.023075461,0.027162613
3321395,3320529,0.06323213,-0.029245537,0.014677722
3323913,3323038,0.045798697,-0.027497215,0.005520796
3326382,3325531,0.0029678438,-0.024890186,-0.006837591
3328883,3328029,-0.027025262,-0.023143442,-0.019050824
3331386,3330533,-0.036956076,-0.014565863,-0.023577124
3333886,3333031,-0.031929396,0.0025419367,-0.015357968
3336380,3335532,-0.001796152,0.016373366,0.00050895044
3338890,3338033,0.03764581,0.019164726,0.015541143
3343909,3343039,0.089492224,0.011259151,0.03280923
3346387,3345539,0.08625493,0.013511628,0.022548623
3348894,3348037,0.048034374,0.028248193,0.0041655065
3351404,3350541,0.006510099,0.041501503,-0.011116734
3353896,3353039,-0.030523838,0.03940151,-0.013192355
3356424,3355560,-0.06632175,0.026535673,-0.008821289
3358912,3358042,-0.10197171,0.0066852975,-0.006193933
3361414,3360542,-0.13098411,-0.01254566,-0.007264456
3363910,3363047,-0.14184779,-0.018748956,0.0034090867
3366419,3365555,-0.13326666,-0.016790172,0.020541642
3368901,3368045,-0.11782158,-0.018622149,0.020003986
3371400,3370547,-0.09119005,-0.025671488,0.014742638
3373904,3373048,-0.04647301,-0.032421645,0.01649788
3378906,3378050,0.055853482,-0.055139184,0.0065850886
3381420,3380551,0.08932365,-0.049505323,-0.0015052534
3383931,3383056,0.094761774,-0.028188681,-0.00821302
3386418,3385568,0.091150604,-0.0071457317,-0.015940974
3388921,3388054,0.09417663,0.0038332762,-0.020401012
3391409,3390564,0.09253168,0.008292574,-0.01769318
3393912,3393056,0.0845931,0.014196876,-0.02026659
3396401,3395553,0.059589986,0.021022454,-0.025610859
3398953,3398058,0.02009031,0.027244253,-0.01569418
3401427,3400559,-0.014040544,0.03210568,0.002630586
3403933,3403064,-0.040122133,0.027835019,0.016701253
3406421,3405571,-0.06712924,0.018826684,0.02542897
3413936,3413064,-0.07749539,0.02143766,0.027315017
3416436,3415565,-0.051362697,0.029229043,0.012676283
3418922,3418066,-0.042544004,0.02868816,-0.0035141972
3421438,3420578,-0.038365036,0.02680815,-0.014541024
3423935,3423072,-0.017702363,0.017131444,-0.014344384
3426420,3425572,0.006900099,0.008274987,-0.011380902
3428926,3428070,0.019848324,0.004349963,-0.008811634
3431419,3430571,0.033851862,0.007437361,-0.0069151446
3433938,3433072,0.056013282,0.013157864,-0.009286042
3436434,3435581,0.0661075,0.017767882,-0.012033511
3438948,3438076,0.053291142,0.02326272,-0.011046158
3441478,3440598,0.02871541,0.017963596,-0.003519094
3443943,3443080,0.010661599,0.010282071,-0.00032809234
3446431,3445584,-0.008121417,0.0014514722,-0.012717816
3483962,3483099,0.06082412,-0.00454346,0.037550796
3486441,3485594,0.081393674,-0.00599182,0.043008626
3488959,3488095,0.098686606,-0.0022415419,0.03331973
3491454,3490610,0.1052323,-0.007377445,0.022244122
3493983,3493124,0.104192935,-0.015925838,0.014669442
3496469,3495607,0.09863985,-0.019479757,0.00042627793
3499009,3498101,0.0785297,-0.023727814,-0.015545647
3501486,3500602,0.035221945,-0.009982578,-0.01721001
3503958,3503102,-0.014385756,0.019421056,-0.01945435
3506449,3505605,-0.041078456,0.03351031,-0.023416875
3508954,3508103,-0.04873728,0.032360666,-0.013442289
3511461,3510604,-0.042287238,0.024285696,-0.0036258649
3513964,3513105,-0.013862754,0.013819955,-0.003277643
3516475,3515606,0.008186099,0.0073779663,-0.00074131566
3518958,3518107,0.0019312431,0.013504177,0.0042594695
3521490,3520612,-0.0010815137,0.021546269,0.009276233
3523971,3523109,0.012757953,0.017465936,0.019143304
3526462,3525613,0.023653911,0.015025759,0.027780304
3528962,3528111,0.027850814,0.014979269,0.030982975
3531466,3530619,0.029601581,0.010915005,0.028693268
3533965,3533114,0.022986345,0.008438268,0.023673603
3536476,3535624,-0.0015067899,-0.002097331,0.023181304
3538983,3538117,-0.028073734,-0.022157857,0.03073066
3541474,3540620,-0.035372194,-0.038480774,0.033819556
3543972,3543120,-0.034947082,-0.044152513,0.0253323
3546551,3545653,-0.038158756,-0.03768014,0.017343584
3548970,3548119,-0.046360742,-0.027875476,0.006987799
3551468,3550621,-0.04953575,-0.019826153,-0.008776515
3553973,3553122,-0.04900317,-0.022351649,-0.012472824
3556467,3555623,-0.049003087,-0.03120694,-0.003917252
3558988,3558124,-0.054306094,-0.03576245,0.00081611745
3561493,3560628,-0.06738369,-0.034744117,-0.009172356
3571473,3570629,0.04759185,0.02791994,-0.018960243
3573986,3573130,0.06773663,0.031729203,-0.016312482
3576478,3575634,0.058336582,0.0256229,-0.011671287
3579006,3578139,0.033059116,0.016593156,-0.007550498
3581485,3580637,0.015050572,0.012033468,-0.004050396
3583985,3583134,0.006642457,0.0076978644,0.00035432779
3586485,3585635,-0.0064484593,0.0043472582,-0.0029393355
3588987,3588136,-0.027858475,0.010885415,-0.009794201
3591525,3590640,-0.030666372,0.027477363,-0.007859987
3593989,3593138,-0.009686753,0.04766467,-0.002914624
3596486,3595639,0.0077151563,0.05780698,-0.0039551416
3631522,3630674,-0.012079682,0.01033853,-0.018892517
3634020,3633166,-0.028254729,0.02407069,-0.023042759
3636503,3635656,-0.041008864,0.020825906,-0.022541558
3639034,3638159,-0.049681924,0.009339271,-0.011320797
3641519,3640670,-0.062297173,0.00035439216,0.00014854428
3644017,3643159,-0.07795769,-0.0023977158,0.006740302
3646507,3645660,-0.091240406,-0.0014995745,0.015418955
3684031,3683180,0.012450837,-0.006242439,-0.007711523
3686549,3685687,0.023109114,0.0017912263,-0.012265029
3689029,3688178,0.050958596,0.015542637,-0.0132202655
3691547,3690680,0.05957945,0.029021755,-0.002111854
3694030,3693179,0.0421556,0.03167149,0.007884517
3696527,3695683,0.028036937,0.024945237,0.012920427
3699081,3698203,0.028006407,0.00839761,0.0074120522
3701530,3700682,0.022695282,-0.009400009,-0.007717223
3704050,3703183,0.016647832,-0.020339586,-0.021667354
3706539,3705694,0.020229816,-0.023023993,-0.030930638
3709082,3708217,0.026509127,-0.01680072,-0.033312317
3711539,3710687,0.028263213,-0.012823596,-0.036239196
3714044,3713187,0.020013947,-0.0035322271,-0.04139142
3716543,3715698,0.02000278,0.010771872,-0.040524494
3719079,3718202,0.025766572,0.016277874,-0.02890903
3721535,3720687,0.019682845,0.017510176,-0.015243989
3724044,3723192,0.012978441,0.018751744,-0.004054878
3726540,3725695,0.008065693,0.02143865,0.005375476
3729059,3728194,-0.00055065955,0.01617572,0.008412649
3731541,3730695,0.001909082,0.0016976808,0.0027547746
3734048,3733196,0.003963925,-0.0033903343,-0.0065807938
3736673,3735751,-0.0102748815,0.008084463,-0.0146266855
3739079,3738201,-0.019558478,0.029400524,-0.02029751
3741584,3740710,-0.009592478,0.03644686,-0.022739174
3744069,3743206,-0.0020960749,0.030767415,-0.022190273
3746548,3745701,-0.005041148,0.030007998,-0.006701603
3749062,3748202,-0.0029969846,0.02838672,0.016769858
3751556,3750711,0.001371505,0.015487274,0.02756208
3754061,3753204,0.0023288962,-0.000778904,0.027632788
3756557,3755710,0.0048063826,-0.00853,0.0293401
3759079,3758210,0.0019310013,-0.0050472096,0.034381915
3761550,3760702,-0.0044457475,0.007981271,0.034983832
3764073,3763208,-0.008988447,0.017351365,0.031507023
3766561,3765715,-0.014434864,0.010640555,0.030392617
3769084,3768230,-0.017347284,0.0030020804,0.030500213
3771555,3770708,-0.019866852,0.008486949,0.028324299
3774079,3773212,-0.020742424,0.008528073,0.029476881
3776563,3775719,-0.0101534175,-0.003909363,0.03666595
3779081,3778218,0.001414593,-0.015885217,0.040360432
3781580,3780730,0.0103537105,-0.024673931,0.03764826
3784074,3783216,0.025912846,-0.023004716,0.028005235
3786574,3785730,0.032125227,-0.013227632,0.016530374
3789076,3788218,0.027120993,-0.013251695,0.012421066
3791581,3790733,0.02171214,-0.02519922,0.0129145095
3794073,3793221,0.020780548,-0.03523641,0.004454898
3796617,3795744,0.03189575,-0.024129303,-0.010927722
3799090,3798233,0.04397312,-0.0041206065,-0.014069555
3801598,3800743,0.034240425,0.008665381,-0.0157714
3804077,3803226,0.015095077,0.016295332,-0.024027128
3806599,3805744,0.008463759,0.018407675,-0.02400666
3809084,3808233,0.005171443,0.014122128,-0.020606494
3811598,3810748,-0.019491836,0.010103091,-0.021438332
3814097,3813232,-0.046939146,0.016727062,-0.025737956
3816646,3815753,-0.0535858,0.027033474,-0.02262119
3819117,3818246,-0.048871502,0.026789628,-0.012220575
3821582,3820730,-0.043787263,0.014367824,-0.010016123
3824087,3823237,-0.035432443,0.0047721458,-0.022238344
3826610,3825763,-0.017398827,0.0048240004,-0.03464236
3829109,3828244,-0.007072735,0.0072692707,-0.041790426
3831650,3830791,-0.010097692,-0.003802809,-0.04381823
3834111,3833250,-0.0054615424,-0.022527855,-0.04214282
3836606,3835745,0.018937834,-0.026055008,-0.034752797
3839115,3838248,0.045185823,-0.027428249,-0.02627498
3841607,3840754,0.050333776,-0.031804144,-0.010810273
3844113,3843250,0.046543945,-0.030505667,0.0048117405
3846596,3845749,0.04247885,-0.022849267,0.016322928
3849109,3848243,0.024465522,-0.009923776,0.026057614
3851598,3850754,0.0026279564,-0.0042612366,0.03009867
3854112,3853259,-0.017165242,-0.0037559627,0.032390878
3856613,3855753,-0.046072006,-0.0004288789,0.02697624
3859115,3858251,-0.074968144,-0.0030189692,0.016163416
3861621,3860766,-0.08512394,-0.009515784,0.013318469
3864119,3863251,-0.08501652,-0.015034394,0.01135731
3866605,3865750,-0.073090725,-0.022018941,0.015274958
3869109,3868254,-0.05015313,-0.028951896,0.02543526
3871609,3870752,-0.03423734,-0.03051461,0.023400133
3874151,3873258,-0.017107245,-0.023454761,0.012946443
3876669,3875754,0.0039493293,-0.010319548,0.001526552
3879123,3878259,0.01778926,0.003625466,-0.0034253988
3881614,3880757,0.027888695,0.010558562,0.0054584714
3884128,3883269,0.030958528,0.0106609,0.012744234
3886612,3885759,0.02301622,0.013161196,0.010670048
3889120,3888262,0.010354242,0.023609288,0.01100648
3891613,3890760,-0.00057371135,0.03152348,0.011800357
3894138,3893277,-0.014121891,0.026644817,0.003162038
3896634,3895762,-0.020766947,0.022550562,-0.003377075
3899131,3898267,-0.012260067,0.025869204,0.005619119
3901625,3900765,-0.012580172,0.031920727,0.014707944
3951669,3950795,-0.0037527916,-0.020941095,-0.0059109787
3954146,3953292,-0.010408111,-0.0144231925,0.0033143635
3956660,3955801,-0.015418488,-0.008402319,0.018413387
3959161,3958287,-0.009008841,-0.010986121,0.03180147
3961639,3960790,0.00396919,-0.013924817,0.03985148
3964170,3963304,0.012603093,-0.0046921764,0.04494687
4009162,4008311,-0.019396467,-0.013243161,0.02358766
4011699,4010846,-0.0054277154,-0.006101724,0.027544921
4016688,4015817,-0.0020904702,0.006295078,0.012263933
4019246,4018317,0.006133644,0.002449751,-0.0026584137
4021679,4020817,0.012119487,-0.0023705885,-0.003019115
4024198,4023339,0.012217193,-0.004224556,-0.0037251518
4026676,4025823,0.025951123,-0.008912239,-0.01900049
4029177,4028324,0.040229186,-0.0067961225,-0.040764354
4031672,4030818,0.04000383,0.0035882432,-0.054311763
4034193,4033322,0.034665707,0.009392819,-0.044905163
4036678,4035824,0.0294538,0.010684712,-0.019706806
4039175,4038324,0.016360834,0.014197826,-0.0032664742
4041694,4040823,-0.003322437,0.011316184,-0.0014829327
4044188,4043332,-0.028464068,-0.00469299,-0.0067805313
4046682,4045828,-0.055866584,-0.014809373,-0.015507165
4049180,4048328,-0.07311487,-0.00506863,-0.018542726
4051681,4050829,-0.07928933,0.0014547027,-0.010196511
4054189,4053328,-0.07495273,-0.0044458634,-0.0018143833
4056697,4055832,-0.06478713,-0.008612689,0.0013885689
4059182,4058332,-0.05654101,-0.011567958,-0.004363619
4061685,4060833,-0.0533083,-0.015281733,-0.018454272
4064190,4063340,-0.05145334,-0.016730743,-0.023475634
4066701,4065836,-0.038096495,-0.014895938,-0.016255517
4069184,4068334,-0.014347794,-0.0050952444,0.0003083282
4071702,4070844,0.0073417253,0.004616169,0.018653259
4074212,4073338,0.023064423,0.006347109,0.029809045
4076709,4075848,0.03777283,0.0104573425,0.034625348
4079191,4078341,0.05011311,0.013994683,0.031830885
4081683,4080839,0.057351395,0.00874858,0.028350908
4099207,4098349,0.08647117,0.018551832,0.01374229
4101695,4100849,0.050533168,0.014803186,0.00601816
4104204,4103348,0.008828511,-0.004107658,-0.008934491
4106698,4105852,-0.03650741,-0.022220636,-0.021020869
4109227,4108353,-0.070286855,-0.02090188,-0.018597545
4111762,4110854,-0.099040695,-0.0011549369,-0.0026996625
4114231,4113355,-0.12993553,0.022681484,0.015747907
4116751,4115857,-0.14801581,0.03764989,0.019811729
4119207,4118357,-0.15084071,0.038837455,0.016930792
4121702,4120858,-0.14845774,0.032701302,0.01716998
4124215,4123359,-0.14214653,0.023599215,0.009462085
4126717,4125858,-0.12659311,0.0152481245,-0.0064393184
4129240,4128380,-0.1131706,0.01825311,-0.01706597
4131720,4130869,-0.117677085,0.018804371,-0.016070787
4134253,4133363,-0.11522055,-3.342156e-05,-0.012081194
4136722,4135865,-0.08660584,-0.013805313,-0.012756598
4139215,4138364,-0.03207128,-0.012734597,-0.010085741
4141711,4140863,0.033555564,-0.012720435,-0.0029956799
4161761,4160872,0.045340065,-0.006390633,-0.021729447
4164248,4163376,0.04684022,0.004674094,-0.02154855
4166722,4165877,0.060575113,0.008543888,0.0020015894
4169232,4168378,0.049268465,0.0038664222,0.02321706
4171732,4170876,0.023028262,-0.0027576173,0.018862313
4174274,4173388,0.013382403,-0.00460341,0.0036225927
4176736,4175887,0.019134639,-0.010502628,-0.0042066975
4179240,4178383,0.027416857,-0.014386435,-0.010911418
4181735,4180891,0.040950168,-0.011811607,-0.015176697
4184252,4183384,0.06189974,-0.017675892,-0.013810744
4186731,4185882,0.0759409,-0.03089508,-0.007007569
4189248,4188383,0.079415716,-0.037048653,0.002048649
4191728,4190884,0.07040646,-0.027607886,0.0054903254
4194293,4193404,0.053524483,-0.012388807,-0.0032865154
4196746,4195890,0.047867298,-0.009968635,-0.019729914
4199266,4198389,0.02677175,-0.013742878,-0.027988264
4201733,4200889,-0.016748859,-0.0033979304,-0.02545314
4204270,4203392,-0.038007952,0.013078421,-0.02167804
4206737,4205892,-0.03959767,0.01813192,-0.01657214
4209301,4208394,-0.05180226,0.014785025,-0.005040523
4211789,4210893,-0.06503715,0.012935843,0.005586212
4214315,4213440,-0.062601745,0.00886219,0.0018923545
4216745,4215896,-0.046262942,0.005807494,-0.0063672448
4219264,4218406,-0.024517333,0.002979861,-0.0021090652
4221752,4220908,-0.02457861,-0.0089867795,0.00974399
4229285,4228403,-0.0013990385,-0.0032199705,0.0046534943
4231745,4230901,0.0022567653,-0.003646624,0.0031888853
4234292,4233415,0.010605326,0.0025587291,0.006056236
4236756,4235907,0.005696789,0.012162505,0.0048742145
4239262,4238407,-0.008159322,0.0035719946,0.0020730775
4241755,4240905,-0.015217531,-0.01869841,-0.008268984
4244276,4243408,-0.025631733,-0.03450619,-0.025482537
4246761,4245908,-0.02753749,-0.03360221,-0.0377011
4249265,4248411,-0.019650582,-0.026363814,-0.039566327
4251753,4250909,-0.02192989,-0.024927234,-0.030371679
4254294,4253414,-0.028679762,-0.018899249,-0.0130821075
4256803,4255918,-0.027924148,-0.012907502,0.004664377
4309307,4308435,0.07421335,-0.0127195725,0.02110022
4311824,4310942,0.042549867,-0.016514722,0.016847158
4314349,4313488,0.015037444,-0.019554298,0.012536092
4316835,4315947,-0.008507929,-0.02468554,0.009301437
4319339,4318469,-0.03606627,-0.02675503,0.013025453
4321785,4320941,-0.053225562,-0.017475486,0.014391186
4324313,4323442,-0.061967257,-0.003484919,-0.0018866869
4326805,4325940,-0.072149545,-0.0043678586,-0.02328055
4329307,4328441,-0.07094103,-0.0129891755,-0.03307885
4331810,4330942,-0.0620849,-0.022098523,-0.031387497
4334323,4333451,-0.042399548,-0.022828167,-0.029453563
4336834,4335946,-0.019531155,-0.011407675,-0.027282478
4339317,4338454,-0.0026197045,-0.0010453243,-0.022891857
4341801,4340946,0.013468616,0.007031448,-0.026503313
4344322,4343450,0.022749932,0.013505107,-0.032618143
4346821,4345952,0.025413444,0.022403482,-0.030678928
4349357,4348455,0.014988126,0.03595024,-0.02725979
4351847,4350980,-0.007629656,0.044468716,-0.025934983
4354339,4353466,-0.008822189,0.04169635,-0.021678912
4356837,4355953,0.0141833685,0.03026948,-0.013262967
4359342,4358459,0.02578466,0.029296339,-0.011034509
4361798,4360954,0.017883392,0.028054833,-0.014137766
4364353,4363459,0.0063220244,0.011756042,-0.014857802
4366809,4365960,-0.0035286176,-0.005373817,-0.019506851
4369312,4368452,-0.019872518,-0.014664968,-0.024676125
4371839,4370956,-0.034999672,-0.011884405,-0.023570383
4374356,4373489,-0.032027334,-0.009218733,-0.015295493
4389342,4388473,0.0058633913,-0.012038434,0.0078199515
4391842,4390977,0.0074000093,-0.019946817,0.006047274
4394370,4393495,0.005331699,-0.022100601,0.004780656
4396826,4395978,0.0030900226,-0.014167318,0.0073821754
4399351,4398478,-0.0021925662,-0.0033043325,0.012293179
4401817,4400973,-0.007274126,0.0064046625,0.010007052
4404374,4403511,-0.010164244,0.006335599,-0.010314178
4406825,4405977,-0.00810989,-0.011150379,-0.024180964
4409351,4408489,-0.0011303223,-0.02385958,-0.010547172
4411912,4410998,0.008463287,-0.009072693,0.0009545685
4414377,4413506,0.012338005,0.013041487,-0.0059692096
4416867,4415981,-0.0013011,0.015718468,-0.013607563
4419359,4418498,-0.02393727,0.011762711,-0.011686951
4421823,4420979,-0.038869765,0.0109986905,-0.011198909
4429392,4428512,-0.040982362,0.0045768223,-0.023555147
4431871,4431001,-0.025425825,0.0106376195,-0.013388089
4434382,4433520,-0.019095577,0.004102219,0.0005880383
4436887,4435996,-0.018494708,-0.016257335,0.011750237
4439384,4438528,-0.012984492,-0.03134533,0.012004847
4441832,4440987,-0.010389937,-0.025546227,0.0067220735
4444359,4443498,-0.019926539,-0.006333995,0.015770312
4446849,4445993,-0.030825097,0.0032803458,0.033957254
4449384,4448498,-0.028018821,0.00152841,0.03799392
4451867,4451010,-0.013523734,0.0033228418,0.032326616
4454375,4453512,0.00068965147,0.0076199463,0.02927664
4484376,4483505,0.05895732,0.0034003886,0.0035485958
4486857,4486010,0.0606086,0.001377651,0.005365608
4489415,4488530,0.060508404,-0.018801998,0.0048220423
4491869,4491012,0.046753127,-0.032829683,-0.00558362
4494380,4493512,0.03355181,-0.023319572,-0.012701936
4496909,4496014,0.025614478,-0.00870835,0.00059417414
4499388,4498526,0.009930269,-0.001327283,0.020870876
4501866,4501022,-0.0132313995,0.0017113426,0.022354774
4504400,4503516,-0.024846759,0.011798371,0.0073989546
4506866,4506018,-0.0117189335,0.017544748,-0.0057106786
4509396,4508516,0.010429599,0.0024552543,-0.005463831
4511899,4511035,0.023921464,-0.013705304,0.0060003106
4514400,4513532,0.034598604,-0.012918605,0.008885096
4516913,4516021,0.044876877,-0.01042303,-0.0029957884
4521875,4521021,0.014868066,0.013668955,-0.027834525
4524382,4523522,-0.0008986462,0.027910259,-0.038179338
4526871,4526025,-0.018482966,0.023991508,-0.03727523
4529398,4528526,-0.042518124,0.01195638,-0.024993127
4531877,4531029,-0.06015442,0.014497823,-0.02293512
4534386,4533526,-0.06560205,0.026088223,-0.031919245
4536920,4536033,-0.076774046,0.027860364,-0.027108423
4539396,4538528,-0.09499047,0.016467052,-0.006477918
4541874,4541030,-0.09130478,0.0027848482,0.015790189
4544396,4543540,-0.06481787,-0.0021375893,0.030677479
4546880,4546035,-0.04143352,-0.004195244,0.03147329
4549428,4548533,-0.022776604,-0.0038298685,0.019917088
4551893,4551045,-0.01953502,-0.009499713,0.01179113
4574461,4573582,0.027869787,-0.014439548,-0.010819082
4576901,4576054,0.03821239,-0.009141994,-0.007874235
4579403,4578545,0.041842755,-0.0053000515,-0.004010744
4581890,4581046,0.03918842,0.0024407653,-0.0046089017
4584406,4583549,0.048851285,0.01469633,-0.0026674597
4586901,4586047,0.06254852,0.022049753,0.003942742
4589441,4588549,0.05339632,0.019888502,0.003985713
4591901,4591053,0.033943325,0.016952004,0.0037991656
4594421,4593561,0.027483398,0.020495966,0.011876777
4596906,4596055,0.03109812,0.024764068,0.016496481
4599433,4598561,0.021606272,0.03435785,0.010860119
4601919,4601067,0.0059423726,0.048562005,0.0025473866
4604425,4603558,0.004248026,0.052846104,-0.005662243
4606912,4606059,-0.008955439,0.045443214,-0.009834046
4614438,4613565,-0.07478951,0.00762658,0.009072697
4616917,4616069,-0.057843655,0.0031117853,0.0061108745
4619450,4618575,-0.036748476,-0.010711511,0.00044048287
4621918,4621062,-0.042241953,-0.02032676,-0.006768612
4624421,4623563,-0.05723058,-0.023781309,-0.010509357
4626979,4626121,-0.044127665,-0.031050397,-0.016452698
4629453,4628579,-0.03152989,-0.04259967,-0.029453738
4631918,4631070,-0.023129985,-0.047584,-0.04369089
4634427,4633570,0.0017494196,-0.04102979,-0.056288533
4636953,4636071,0.02096323,-0.030824691,-0.055840068
4639438,4638569,0.02661775,-0.028689621,-0.040138494
4641924,4641070,0.029653206,-0.03234419,-0.024659194
4704446,4703596,-0.09433501,0.013517769,-0.009983417
4706965,4706103,-0.09697056,0.004257262,0.0057050474
4709496,4708619,-0.07945479,0.0042784945,0.023477953
4712018,4711157,-0.056838103,0.0014808323,0.021606786
4714457,4713603,-0.03507882,-0.0057754563,0.005076346
4716995,4716101,-0.008192694,0.0022503857,-0.011526143
4719455,4718603,0.010689842,0.010991802,-0.01729284
4721947,4721103,0.026455138,-0.0016052276,-0.010159239
4724459,4723604,0.045785073,-0.018351449,0.0021530085
4726954,4726108,0.054702636,-0.022694664,0.014753131
4729486,4728610,0.03358445,-0.013563548,0.017130036
4731974,4731111,-0.0046107345,0.0008404618,0.007937049
4734465,4733611,-0.03607381,0.007927604,0.0023990404
4737002,4736121,-0.05795455,0.011501834,0.004626373
