timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
2938672,2937873,2162698,0.027723508,0.030146983,-0.008761801,37.000587,1
2941173,2940374,2162698,0.029188246,0.030839406,-0.009773802,37.000587,1
3038710,3037912,2162698,0.027670244,0.030146983,-0.008841695,37.329998,0
3138766,3137954,2162698,0.024554346,0.029081719,-0.009827065,37.329998,0
3338834,3338033,2162698,0.029960563,0.030546457,-0.0064981133,37.329998,0
3538915,3538117,2162698,0.026924558,0.02892193,-0.0068176924,37.329998,0
3739020,3738201,2162698,0.028256139,0.03171825,-0.009773802,37.329998,0
3839057,3838248,2162698,0.02724414,0.029108353,-0.008415589,37.329998,0
3939093,3938294,2162698,0.02612561,0.030146983,-0.008415589,37.329998,0
4039119,4038324,2162698,0.026045717,0.03006709,-0.008495484,37.518234,0
4339253,4338454,2162698,0.02892193,0.031185616,-0.008415589,37.518234,0
4739412,4738611,2162698,0.02745719,0.030652985,-0.0072437986,37.518234,0
4839447,4838652,2162698,0.027324032,0.027723508,-0.008628642,37.518234,0
4939505,4938693,2162698,0.027297402,0.029614352,-0.0064981133,37.518234,0
5139592,5138776,2162698,0.02548645,0.030013826,-0.00958738,37.565292,0
5439696,5438901,2162698,0.026738139,0.029161615,-0.006631271,37.565292,0
5539749,5538943,2162698,0.027324032,0.030812774,-0.008122642,37.565292,0
5639831,5639010,2162698,0.026711507,0.028682245,-0.007962852,37.565292,0
5839873,5839071,2162698,0.026897928,0.030519826,-0.008468852,37.565292,0
5939914,5939109,2162698,0.024714136,0.030013826,-0.0071372716,37.565292,0
6139994,6139192,2162698,0.027963191,0.029268142,-0.010945592,37.70647,0
6437619,6436819,2162698,0.02761698,0.02860235,-0.007882957,37.70647,0
6537694,6536871,2162698,0.0257794,0.032011196,-0.00793622,37.70647,0
6637701,6636903,2162698,0.027936561,0.028522456,-0.008495484,37.70647,0
6937827,6937029,2162698,0.025726136,0.029987194,-0.006471481,37.70647,0
7037868,7037070,2162698,0.027643614,0.02892193,-0.006764429,37.61235,0
7137906,7137111,2162698,0.023435818,0.030200249,-0.009773802,37.61235,0
7438045,7437242,2162698,0.024820661,0.030626353,-0.008175905,37.61235,0
7738181,7737365,2162698,0.028202876,0.030599723,-0.008362326,37.61235,0
7838241,7837405,2162698,0.023915188,0.03006709,-0.008788432,37.61235,0
7938253,7937447,2162698,0.026152242,0.029294772,-0.007856325,37.61235,0
8138350,8137529,2162698,0.026498454,0.029294772,-0.009560749,37.70647,0
8238371,8237573,2162698,0.026791401,0.03259709,-0.007749799,37.70647,0
8438472,8437663,2162698,0.02396845,0.032756884,-0.0079095885,37.70647,0
8738625,8737798,2162698,0.027537087,0.028202876,-0.00793622,37.70647,0
8938665,8937867,2162698,0.028202876,0.032037828,-0.008655273,37.70647,0
9138757,9137954,2162698,0.025060346,0.029534457,-0.007882957,37.70647,0
