timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
403515552,2162698,2162698,1114122,0,0,0.12859952,0.12859952,0.0,0.0,2162698,2162698,2228234,0,0,0.009090549,0.009090548,0.0,0.0,1,1,0,0,1,1,0,0
403715963,2162698,2162698,1114122,0,0,0.11334123,0.11334126,0.0,0.0,2162698,2162698,2228234,0,0,0.009086134,0.009086135,0.0,0.0,1,1,0,0,1,1,0,0
403916117,2162698,2162698,1114122,0,0,0.08848235,0.08848239,0.0,0.0,2162698,2162698,2228234,0,0,0.008794091,0.008794091,0.0,0.0,1,1,0,0,1,1,0,0
404111070,2162698,2162698,1114122,0,0,0.117057756,0.11705778,0.0,0.0,2162698,2162698,2228234,0,0,0.009024004,0.009024004,0.0,0.0,1,1,0,0,1,1,0,0
404311168,2162698,2162698,1114122,0,0,0.12642784,0.12642787,0.0,0.0,2162698,2162698,2228234,0,0,0.009263316,0.009263315,0.0,0.0,1,1,0,0,1,1,0,0
404511320,2162698,2162698,1114122,0,0,0.100868866,0.10086886,0.0,0.0,2162698,2162698,2228234,0,0,0.0090545835,0.0090545835,0.0,0.0,1,1,0,0,1,1,0,0
404711516,2162698,2162698,1114122,0,0,0.122135386,0.12213534,0.0,0.0,2162698,2162698,2228234,0,0,0.008830338,0.008830338,0.0,0.0,1,1,0,0,1,1,0,0
404911740,2162698,2162698,1114122,0,0,0.111604325,0.1116043,0.0,0.0,2162698,2162698,2228234,0,0,0.00846464,0.008464641,0.0,0.0,1,1,0,0,1,1,0,0
405111822,2162698,2162698,1114122,0,0,0.12902473,0.12902471,0.0,0.0,2162698,2162698,2228234,0,0,0.008659808,0.008659808,0.0,0.0,1,1,0,0,1,1,0,0
405312057,2162698,2162698,1114122,0,0,0.10771004,0.10771009,0.0,0.0,2162698,2162698,2228234,0,0,0.008952855,0.008952855,0.0,0.0,1,1,0,0,1,1,0,0
405512289,2162698,2162698,1114122,0,0,0.1040757,0.104075745,0.0,0.0,2162698,2162698,2228234,0,0,0.008986497,0.008986496,0.0,0.0,1,1,0,0,1,1,0,0
405712431,2162698,2162698,1114122,0,0,0.12031981,0.12031993,0.0,0.0,2162698,2162698,2228234,0,0,0.008617829,0.008617829,0.0,0.0,1,1,0,0,1,1,0,0
405912494,2162698,2162698,1114122,0,0,0.13214204,0.13214222,0.0,0.0,2162698,2162698,2228234,0,0,0.009220795,0.009220795,0.0,0.0,1,1,0,0,1,1,0,0
406112686,2162698,2162698,1114122,0,0,0.11288221,0.112882264,0.0,0.0,2162698,2162698,2228234,0,0,0.008009346,0.008009346,0.0,0.0,1,1,0,0,1,1,0,0
406312796,2162698,2162698,1114122,0,0,0.12446385,0.12446385,0.0,0.0,2162698,2162698,2228234,0,0,0.009528319,0.009528321,0.0,0.0,1,1,0,0,1,1,0,0
406513038,2162698,2162698,1114122,0,0,0.10439102,0.10439103,0.0,0.0,2162698,2162698,2228234,0,0,0.009342805,0.0093428055,0.0,0.0,1,1,0,0,1,1,0,0
406713436,2162698,2162698,1114122,0,0,0.122287154,0.122287154,0.0,0.0,2162698,2162698,2228234,0,0,0.009842444,0.009842444,0.0,0.0,1,1,0,0,1,1,0,0
406913364,2162698,2162698,1114122,0,0,0.12205598,0.122056,0.0,0.0,2162698,2162698,2228234,0,0,0.009106978,0.009106979,0.0,0.0,1,1,0,0,1,1,0,0
407313714,2162698,2162698,1114122,0,0,0.13122503,0.131225,0.0,0.0,2162698,2162698,2228234,0,0,0.009402673,0.009402672,0.0,0.0,1,1,0,0,1,1,0,0
407513860,2162698,2162698,1114122,0,0,0.09814056,0.09814057,0.0,0.0,2162698,2162698,2228234,0,0,0.008076807,0.008076807,0.0,0.0,1,1,0,0,1,1,0,0
407714085,2162698,2162698,1114122,0,0,0.09574576,0.09574588,0.0,0.0,2162698,2162698,2228234,0,0,0.010160779,0.010160779,0.0,0.0,1,1,0,0,1,1,0,0
407914177,2162698,2162698,1114122,0,0,0.096165486,0.09616545,0.0,0.0,2162698,2162698,2228234,0,0,0.007634137,0.007634137,0.0,0.0,1,1,0,0,1,1,0,0
408114556,2162698,2162698,1114122,0,0,0.10793687,0.10793681,0.0,0.0,2162698,2162698,2228234,0,0,0.008679913,0.008679914,0.0,0.0,1,1,0,0,1,1,0,0
408314443,2162698,2162698,1114122,0,0,0.09685159,0.096851565,0.0,0.0,2162698,2162698,2228234,0,0,0.008549573,0.008549573,0.0,0.0,1,1,0,0,1,1,0,0
408514617,2162698,2162698,1114122,0,0,0.1036005,0.10360046,0.0,0.0,2162698,2162698,2228234,0,0,0.009082692,0.009082691,0.0,0.0,1,1,0,0,1,1,0,0
408714837,2162698,2162698,1114122,0,0,0.083934605,0.08393456,0.0,0.0,2162698,2162698,2228234,0,0,0.008533804,0.008533804,0.0,0.0,1,1,0,0,1,1,0,0
408914923,2162698,2162698,1114122,0,0,0.08940463,0.089404576,0.0,0.0,2162698,2162698,2228234,0,0,0.008259528,0.008259528,0.0,0.0,1,1,0,0,1,1,0,0
409115160,2162698,2162698,1114122,0,0,0.11125924,0.11125921,0.0,0.0,2162698,2162698,2228234,0,0,0.009079073,0.009079073,0.0,0.0,1,1,0,0,1,1,0,0
409315487,2162698,2162698,1114122,0,0,0.0956374,0.09563744,0.0,0.0,2162698,2162698,2228234,0,0,0.007859957,0.0078599565,0.0,0.0,1,1,0,0,1,1,0,0
409515512,2162698,2162698,1114122,0,0,0.090138264,0.09013823,0.0,0.0,2162698,2162698,2228234,0,0,0.008561395,0.008561395,0.0,0.0,1,1,0,0,1,1,0,0
409715629,2162698,2162698,1114122,0,0,0.07977801,0.07977803,0.0,0.0,2162698,2162698,2228234,0,0,0.009124947,0.009124947,0.0,0.0,1,1,0,0,1,1,0,0
409915759,2162698,2162698,1114122,0,0,0.11669719,0.11669719,0.0,0.0,2162698,2162698,2228234,0,0,0.008003025,0.008003025,0.0,0.0,1,1,0,0,1,1,0,0
410110872,2162698,2162698,1114122,0,0,0.09493828,0.094938256,0.0,0.0,2162698,2162698,2228234,0,0,0.008925094,0.008925094,0.0,0.0,1,1,0,0,1,1,0,0
410311033,2162698,2162698,1114122,0,0,0.08550618,0.08550619,0.0,0.0,2162698,2162698,2228234,0,0,0.0087402705,0.0087402705,0.0,0.0,1,1,0,0,1,1,0,0
410511187,2162698,2162698,1114122,0,0,0.09678204,0.09678194,0.0,0.0,2162698,2162698,2228234,0,0,0.009401858,0.009401859,0.0,0.0,1,1,0,0,1,1,0,0
410711425,2162698,2162698,1114122,0,0,0.1039076,0.10390765,0.0,0.0,2162698,2162698,2228234,0,0,0.0082133,0.008213299,0.0,0.0,1,1,0,0,1,1,0,0
410911579,2162698,2162698,1114122,0,0,0.106603116,0.106603175,0.0,0.0,2162698,2162698,2228234,0,0,0.008786926,0.008786925,0.0,0.0,1,1,0,0,1,1,0,0
411111762,2162698,2162698,1114122,0,0,0.091206186,0.09120623,0.0,0.0,2162698,2162698,2228234,0,0,0.007911541,0.007911541,0.0,0.0,1,1,0,0,1,1,0,0
411311885,2162698,2162698,1114122,0,0,0.106426165,0.1064262,0.0,0.0,2162698,2162698,2228234,0,0,0.008523439,0.008523439,0.0,0.0,1,1,0,0,1,1,0,0
411512247,2162698,2162698,1114122,0,0,0.11182258,0.11182254,0.0,0.0,2162698,2162698,2228234,0,0,0.008665756,0.008665756,0.0,0.0,1,1,0,0,1,1,0,0
411712159,2162698,2162698,1114122,0,0,0.11625468,0.116254546,0.0,0.0,2162698,2162698,2228234,0,0,0.008447467,0.008447467,0.0,0.0,1,1,0,0,1,1,0,0
411912368,2162698,2162698,1114122,0,0,0.12582013,0.12582012,0.0,0.0,2162698,2162698,2228234,0,0,0.007616009,0.007616008,0.0,0.0,1,1,0,0,1,1,0,0
412112564,2162698,2162698,1114122,0,0,0.11497408,0.11497411,0.0,0.0,2162698,2162698,2228234,0,0,0.008680794,0.008680794,0.0,0.0,1,1,0,0,1,1,0,0
412312696,2162698,2162698,1114122,0,0,0.10726959,0.10726973,0.0,0.0,2162698,2162698,2228234,0,0,0.008972548,0.008972549,0.0,0.0,1,1,0,0,1,1,0,0
412512819,2162698,2162698,1114122,0,0,0.11133637,0.11133637,0.0,0.0,2162698,2162698,2228234,0,0,0.008926172,0.008926172,0.0,0.0,1,1,0,0,1,1,0,0
412713023,2162698,2162698,1114122,0,0,0.102393225,0.10239333,0.0,0.0,2162698,2162698,2228234,0,0,0.008967629,0.008967629,0.0,0.0,1,1,0,0,1,1,0,0
412913161,2162698,2162698,1114122,0,0,0.07754956,0.07754957,0.0,0.0,2162698,2162698,2228234,0,0,0.00923283,0.009232832,0.0,0.0,1,1,0,0,1,1,0,0
413113538,2162698,2162698,1114122,0,0,0.116418555,0.11641857,0.0,0.0,2162698,2162698,2228234,0,0,0.009038147,0.009038147,0.0,0.0,1,1,0,0,1,1,0,0
413313483,2162698,2162698,1114122,0,0,0.07469953,0.074699566,0.0,0.0,2162698,2162698,2228234,0,0,0.00857243,0.00857243,0.0,0.0,1,1,0,0,1,1,0,0
413513881,2162698,2162698,1114122,0,0,0.1119156,0.11191557,0.0,0.0,2162698,2162698,2228234,0,0,0.0069665113,0.006966511,0.0,0.0,1,1,0,0,1,1,0,0
413714075,2162698,2162698,1114122,0,0,0.11162514,0.111625,0.0,0.0,2162698,2162698,2228234,0,0,0.007967849,0.007967849,0.0,0.0,1,1,0,0,1,1,0,0
413914135,2162698,2162698,1114122,0,0,0.0977245,0.09772444,0.0,0.0,2162698,2162698,2228234,0,0,0.008031458,0.008031458,0.0,0.0,1,1,0,0,1,1,0,0
414114281,2162698,2162698,1114122,0,0,0.10928971,0.10928974,0.0,0.0,2162698,2162698,2228234,0,0,0.008061019,0.008061018,0.0,0.0,1,1,0,0,1,1,0,0
414314430,2162698,2162698,1114122,0,0,0.11005338,0.11005354,0.0,0.0,2162698,2162698,2228234,0,0,0.0085295,0.0085295,0.0,0.0,1,1,0,0,1,1,0,0
414514677,2162698,2162698,1114122,0,0,0.12057046,0.120570466,0.0,0.0,2162698,2162698,2228234,0,0,0.008016239,0.008016239,0.0,0.0,1,1,0,0,1,1,0,0
414714933,2162698,2162698,1114122,0,0,0.1168827,0.11688276,0.0,0.0,2162698,2162698,2228234,0,0,0.008219219,0.008219219,0.0,0.0,1,1,0,0,1,1,0,0
414914845,2162698,2162698,1114122,0,0,0.10958837,0.10958835,0.0,0.0,2162698,2162698,2228234,0,0,0.008663053,0.008663053,0.0,0.0,1,1,0,0,1,1,0,0
415115247,2162698,2162698,1114122,0,0,0.108389065,0.108389124,0.0,0.0,2162698,2162698,2228234,0,0,0.008223698,0.008223698,0.0,0.0,1,1,0,0,1,1,0,0
415315364,2162698,2162698,1114122,0,0,0.10880496,0.10880492,0.0,0.0,2162698,2162698,2228234,0,0,0.0083552,0.0083552,0.0,0.0,1,1,0,0,1,1,0,0
415515554,2162698,2162698,1114122,0,0,0.120667376,0.120667376,0.0,0.0,2162698,2162698,2228234,0,0,0.008368274,0.008368275,0.0,0.0,1,1,0,0,1,1,0,0
415715857,2162698,2162698,1114122,0,0,0.11283703,0.11283704,0.0,0.0,2162698,2162698,2228234,0,0,0.008261329,0.008261329,0.0,0.0,1,1,0,0,1,1,0,0
416116228,2162698,2162698,1114122,0,0,0.115710065,0.115710095,0.0,0.0,2162698,2162698,2228234,0,0,0.00880722,0.0088072205,0.0,0.0,1,1,0,0,1,1,0,0
416311191,2162698,2162698,1114122,0,0,0.109474644,0.109474696,0.0,0.0,2162698,2162698,2228234,0,0,0.0072956723,0.0072956714,0.0,0.0,1,1,0,0,1,1,0,0
416511175,2162698,2162698,1114122,0,0,0.09833586,0.09833589,0.0,0.0,2162698,2162698,2228234,0,0,0.008050681,0.008050681,0.0,0.0,1,1,0,0,1,1,0,0
416711223,2162698,2162698,1114122,0,0,0.0965853,0.09658529,0.0,0.0,2162698,2162698,2228234,0,0,0.007884812,0.007884811,0.0,0.0,1,1,0,0,1,1,0,0
417111672,2162698,2162698,1114122,0,0,0.123429626,0.123429656,0.0,0.0,2162698,2162698,2228234,0,0,0.0077175186,0.0077175195,0.0,0.0,1,1,0,0,1,1,0,0
417311831,2162698,2162698,1114122,0,0,0.115227655,0.115227655,0.0,0.0,2162698,2162698,2228234,0,0,0.008234002,0.008234003,0.0,0.0,1,1,0,0,1,1,0,0
417511900,2162698,2162698,1114122,0,0,0.101964295,0.10196425,0.0,0.0,2162698,2162698,2228234,0,0,0.008730971,0.008730971,0.0,0.0,1,1,0,0,1,1,0,0
417712199,2162698,2162698,1114122,0,0,0.10572149,0.10572147,0.0,0.0,2162698,2162698,2228234,0,0,0.008906417,0.008906416,0.0,0.0,1,1,0,0,1,1,0,0
417912306,2162698,2162698,1114122,0,0,0.10538749,0.10538749,0.0,0.0,2162698,2162698,2228234,0,0,0.0073662596,0.0073662596,0.0,0.0,1,1,0,0,1,1,0,0
418112405,2162698,2162698,1114122,0,0,0.09703501,0.097034976,0.0,0.0,2162698,2162698,2228234,0,0,0.007930899,0.007930898,0.0,0.0,1,1,0,0,1,1,0,0
418312599,2162698,2162698,1114122,0,0,0.09746078,0.097460784,0.0,0.0,2162698,2162698,2228234,0,0,0.008712517,0.008712516,0.0,0.0,1,1,0,0,1,1,0,0
418512790,2162698,2162698,1114122,0,0,0.10398348,0.10398336,0.0,0.0,2162698,2162698,2228234,0,0,0.007512041,0.0075120414,0.0,0.0,1,1,0,0,1,1,0,0
418713046,2162698,2162698,1114122,0,0,0.1079237,0.10792373,0.0,0.0,2162698,2162698,2228234,0,0,0.007930675,0.007930675,0.0,0.0,1,1,0,0,1,1,0,0
418913126,2162698,2162698,1114122,0,0,0.11241788,0.11241778,0.0,0.0,2162698,2162698,2228234,0,0,0.0085686,0.0085686,0.0,0.0,1,1,0,0,1,1,0,0
419113294,2162698,2162698,1114122,0,0,0.106983416,0.10698333,0.0,0.0,2162698,2162698,2228234,0,0,0.008499697,0.008499697,0.0,0.0,1,1,0,0,1,1,0,0
419313533,2162698,2162698,1114122,0,0,0.108048685,0.108048715,0.0,0.0,2162698,2162698,2228234,0,0,0.0091499165,0.009149916,0.0,0.0,1,1,0,0,1,1,0,0
419513524,2162698,2162698,1114122,0,0,0.10532804,0.105328,0.0,0.0,2162698,2162698,2228234,0,0,0.009197717,0.009197717,0.0,0.0,1,1,0,0,1,1,0,0
419713744,2162698,2162698,1114122,0,0,0.09216286,0.09216288,0.0,0.0,2162698,2162698,2228234,0,0,0.008032107,0.008032106,0.0,0.0,1,1,0,0,1,1,0,0
419913911,2162698,2162698,1114122,0,0,0.103903376,0.103903346,0.0,0.0,2162698,2162698,2228234,0,0,0.008694908,0.008694908,0.0,0.0,1,1,0,0,1,1,0,0
420114114,2162698,2162698,1114122,0,0,0.10064345,0.10064332,0.0,0.0,2162698,2162698,2228234,0,0,0.008104793,0.008104793,0.0,0.0,1,1,0,0,1,1,0,0
420314195,2162698,2162698,1114122,0,0,0.08485119,0.08485119,0.0,0.0,2162698,2162698,2228234,0,0,0.008157921,0.008157921,0.0,0.0,1,1,0,0,1,1,0,0
420514344,2162698,2162698,1114122,0,0,0.10159029,0.10159026,0.0,0.0,2162698,2162698,2228234,0,0,0.008040795,0.008040795,0.0,0.0,1,1,0,0,1,1,0,0
420714525,2162698,2162698,1114122,0,0,0.09660232,0.09660229,0.0,0.0,2162698,2162698,2228234,0,0,0.0077090873,0.007709087,0.0,0.0,1,1,0,0,1,1,0,0
420914740,2162698,2162698,1114122,0,0,0.113201626,0.11320169,0.0,0.0,2162698,2162698,2228234,0,0,0.008678723,0.008678723,0.0,0.0,1,1,0,0,1,1,0,0
421114846,2162698,2162698,1114122,0,0,0.13029143,0.13029143,0.0,0.0,2162698,2162698,2228234,0,0,0.007908898,0.0079088975,0.0,0.0,1,1,0,0,1,1,0,0
421315099,2162698,2162698,1114122,0,0,0.12115626,0.12115633,0.0,0.0,2162698,2162698,2228234,0,0,0.008001971,0.00800197,0.0,0.0,1,1,0,0,1,1,0,0
421515175,2162698,2162698,1114122,0,0,0.11175126,0.11175119,0.0,0.0,2162698,2162698,2228234,0,0,0.008053931,0.008053931,0.0,0.0,1,1,0,0,1,1,0,0
421715338,2162698,2162698,1114122,0,0,0.09542535,0.09542531,0.0,0.0,2162698,2162698,2228234,0,0,0.0071775727,0.007177574,0.0,0.0,1,1,0,0,1,1,0,0
421915530,2162698,2162698,1114122,0,0,0.09939158,0.09939165,0.0,0.0,2162698,2162698,2228234,0,0,0.009177648,0.0091776475,0.0,0.0,1,1,0,0,1,1,0,0
422115679,2162698,2162698,1114122,0,0,0.12248646,0.122486524,0.0,0.0,2162698,2162698,2228234,0,0,0.00795917,0.00795917,0.0,0.0,1,1,0,0,1,1,0,0
422315837,2162698,2162698,1114122,0,0,0.08324835,0.08324836,0.0,0.0,2162698,2162698,2228234,0,0,0.008003201,0.0080032,0.0,0.0,1,1,0,0,1,1,0,0
422511019,2162698,2162698,1114122,0,0,0.105696544,0.10569642,0.0,0.0,2162698,2162698,2228234,0,0,0.008387056,0.008387057,0.0,0.0,1,1,0,0,1,1,0,0
422711298,2162698,2162698,1114122,0,0,0.11296,0.112959966,0.0,0.0,2162698,2162698,2228234,0,0,0.0071940683,0.0071940683,0.0,0.0,1,1,0,0,1,1,0,0
422911334,2162698,2162698,1114122,0,0,0.11421696,0.11421705,0.0,0.0,2162698,2162698,2228234,0,0,0.009009471,0.009009472,0.0,0.0,1,1,0,0,1,1,0,0
423111520,2162698,2162698,1114122,0,0,0.0964965,0.09649646,0.0,0.0,2162698,2162698,2228234,0,0,0.0076809125,0.007680911,0.0,0.0,1,1,0,0,1,1,0,0
423311822,2162698,2162698,1114122,0,0,0.09089244,0.09089239,0.0,0.0,2162698,2162698,2228234,0,0,0.0075682667,0.0075682662,0.0,0.0,1,1,0,0,1,1,0,0
423511789,2162698,2162698,1114122,0,0,0.10974711,0.10974719,0.0,0.0,2162698,2162698,2228234,0,0,0.008421543,0.008421543,0.0,0.0,1,1,0,0,1,1,0,0
423712117,2162698,2162698,1114122,0,0,0.112287365,0.11228733,0.0,0.0,2162698,2162698,2228234,0,0,0.0084005585,0.008400558,0.0,0.0,1,1,0,0,1,1,0,0
423912241,2162698,2162698,1114122,0,0,0.08676077,0.086760804,0.0,0.0,2162698,2162698,2228234,0,0,0.008569104,0.008569104,0.0,0.0,1,1,0,0,1,1,0,0
424112275,2162698,2162698,1114122,0,0,0.120708786,0.120708875,0.0,0.0,2162698,2162698,2228234,0,0,0.008023742,0.008023742,0.0,0.0,1,1,0,0,1,1,0,0
424312533,2162698,2162698,1114122,0,0,0.10956401,0.10956401,0.0,0.0,2162698,2162698,2228234,0,0,0.00898164,0.0089816395,0.0,0.0,1,1,0,0,1,1,0,0
424512735,2162698,2162698,1114122,0,0,0.11070691,0.11070697,0.0,0.0,2162698,2162698,2228234,0,0,0.007959894,0.007959894,0.0,0.0,1,1,0,0,1,1,0,0
424712869,2162698,2162698,1114122,0,0,0.12632336,0.1263234,0.0,0.0,2162698,2162698,2228234,0,0,0.009526079,0.009526079,0.0,0.0,1,1,0,0,1,1,0,0
424912933,2162698,2162698,1114122,0,0,0.10909206,0.109092094,0.0,0.0,2162698,2162698,2228234,0,0,0.009041355,0.009041356,0.0,0.0,1,1,0,0,1,1,0,0
