timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
394240762,921600.0,1.0,1374.8114,0.0,11206,8,111.578896,634,4,0,0,0,0.0063091484,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394991696,921600.0,1.0,1374.8114,0.0,11227,8,111.578896,634,4,0,0,0,0.0063091484,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395161690,921600.0,1.0,1249.4379,0.0,11238,8,20.940298,635,4,0,0,0,0.0062992126,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396313174,921600.0,1.0,1299.4136,0.0,11271,8,20.942198,636,4,0,0,0,0.006289308,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397236150,921600.0,1.0,1187.4528,0.0,11301,8,20.972673,637,4,0,0,0,0.006279435,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
398300695,921600.0,1.0,1302.0144,0.0,11332,8,20.984116,638,4,0,0,0,0.0062695923,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399305785,921600.0,1.0,1187.9321,0.0,11364,8,20.981138,639,4,0,0,0,0.006259781,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400224883,921600.0,1.0,1301.19,0.0,11393,8,20.970829,640,4,0,0,0,0.00625,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401385716,921600.0,1.0,1187.7245,0.0,11432,8,20.97747,641,4,0,0,0,0.0062402496,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402298757,921600.0,1.0,1504.4955,0.0,11461,8,90.90909,644,4,0,0,0,0.0062111802,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403218861,921600.0,1.0,1200.5953,0.0,11492,8,20.992926,645,4,0,0,0,0.0062015504,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404319725,921600.0,1.0,1314.6936,0.0,11524,8,20.995108,646,4,0,0,0,0.0061919503,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405288739,921600.0,1.0,1198.9521,0.0,11555,8,20.964193,647,4,0,0,0,0.00618238,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406211063,921600.0,1.0,1311.0837,0.0,11584,8,20.93746,648,4,0,0,0,0.0061728396,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407325666,921600.0,1.0,1196.5358,0.0,11618,8,20.92194,649,4,0,0,0,0.0061633284,0,0,0,1,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
