timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
498711950,5.165918,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
499208846,5.078906,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
499708942,5.1385255,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
500212532,5.0869627,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
500708522,5.1739745,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
501208691,5.067627,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
501713578,5.196533,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
502208650,5.0756836,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
502714225,5.2142577,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
503214130,5.067627,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
503714673,5.033789,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
504209331,5.194922,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
504714852,5.0756836,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
505209771,5.0225096,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
505708536,5.2368164,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
506208527,5.0321774,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
506708543,5.2223144,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
507208521,5.177197,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
507708496,5.1997557,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
508208843,5.190088,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
508708520,5.194922,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
509208524,5.2029786,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
509708538,5.1997557,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
510208829,5.1868653,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
510708801,5.1933103,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
511208521,5.10791,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
511708528,5.1868653,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
512208561,5.141748,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
512708531,5.1997557,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
513218780,5.08374,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
513709038,5.0563474,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
514219021,5.077295,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
514719689,4.9838376,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
515219648,5.0660157,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
515719815,5.2126465,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
516209126,5.054736,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
516710494,5.1739745,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
517220521,5.196533,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
517720852,5.0869627,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
518211008,5.0853515,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
518721391,5.1997557,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
519211234,5.08374,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
519711935,5.196533,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
520221577,5.196533,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
520708853,5.064404,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
521209263,5.08374,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
521712925,5.167529,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
522208525,5.2480955,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
522708551,5.1643066,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
523213530,5.2384276,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
523713622,5.201367,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
524208587,5.0740724,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
524713562,5.206201,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
525209333,5.0982423,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
525714316,5.2029786,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
526209222,5.0901856,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
526709809,5.2029786,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
527214709,5.0869627,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
527709851,5.2722654,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
528208521,5.130469,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
528708522,5.2223144,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
529208579,5.0756836,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
529708534,5.077295,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
530208584,5.093408,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
530708488,5.0853515,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
531208525,5.088574,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
531708777,5.1981444,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
532208535,5.0901856,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
532708911,5.1933103,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
533208582,5.1111326,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
533708497,5.009619,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
534208525,5.014453,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
534708551,5.190088,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
535208590,5.1997557,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
535718769,5.167529,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
536208930,5.1610837,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
536709181,5.1755857,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
537209263,5.0482907,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
537709716,5.1868653,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
538220159,5.030566,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
538710112,5.064404,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
539210194,5.18042,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
539720809,5.191699,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
540211050,5.0482907,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
540721264,5.062793,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
541210923,5.040234,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
541721885,5.2674317,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
542211714,5.038623,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
543208749,5.0740724,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
543708807,5.1933103,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
544212402,5.062793,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
544712576,5.1933103,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
545208501,5.0450683,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
545708563,4.9677243,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
546208524,5.0805173,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
546708542,5.078906,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
547209221,5.1481934,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
547708732,5.196533,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
548209025,5.093408,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
548709800,5.2577634,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
549209445,5.190088,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
549709839,5.190088,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
550214982,5.190088,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
550708541,5.1723633,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
551208524,5.2078123,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
551708547,5.206201,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
552208484,5.1836424,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
552708648,5.1836424,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
553208522,5.077295,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
