timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
409196902,409196902,42,0,0,16351,1518,1605,1106,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
409697141,409697141,42,0,0,16350,1518,1605,1107,1523,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
410197643,410197643,42,0,0,16350,1516,1605,1107,1524,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
410708307,410708307,42,0,0,16350,1517,1604,1107,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
411204296,411204296,42,0,0,16350,1517,1604,1107,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
411704717,411704717,42,0,0,16350,1517,1605,1106,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
412209348,412209348,42,0,0,16349,1516,1605,1107,1524,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
412705561,412705561,42,0,0,16349,1517,1605,1107,1523,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
413205808,413205808,42,0,0,16351,1518,1604,1107,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
413700771,413700771,42,0,0,16437,1517,1692,1106,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
414210812,414210812,42,0,0,16236,1517,1491,1107,1524,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
414707074,414707074,42,0,0,16374,1542,1603,1107,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
415207629,415207629,42,0,0,16396,1565,1603,1106,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
415712052,415712052,42,0,0,16351,1519,1604,1106,1524,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
416698901,416698901,42,0,0,16505,1672,1604,1107,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
417199229,417199229,42,0,0,16208,1376,1604,1106,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
417693715,417693715,42,0,0,16350,1518,1604,1106,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
418214123,418214123,42,0,0,16350,1517,1604,1107,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
418704851,418704851,42,0,0,16350,1517,1604,1107,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
419214986,419214986,42,0,0,16350,1517,1604,1107,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
419711272,419711272,42,0,0,16351,1517,1604,1107,1527,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
420202291,420202291,42,0,0,16343,1517,1604,1107,1490,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
420702102,420702102,42,0,0,16347,1517,1604,1107,1522,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
421186953,421186953,42,0,0,16349,1517,1604,1107,1524,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
421693491,421693491,42,0,0,16315,1518,1604,1106,1489,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
422203141,422203141,42,0,0,16273,1517,1604,1107,1447,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
422713581,422713581,42,0,0,16348,1517,1604,1107,1522,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
423208584,423208584,42,0,0,16496,1517,1604,1107,1672,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
423698581,423698581,42,0,0,16351,1517,1604,1107,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
424209216,424209216,42,0,0,16468,1517,1604,1222,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
424706001,424706001,42,0,0,16500,1518,1604,1255,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
425196584,425196584,42,0,0,16562,1517,1604,1318,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
425696554,425696554,42,0,0,16592,1517,1605,1348,1524,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
426197128,426197128,42,0,0,16668,1517,1604,1377,1575,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
426711177,426711177,42,0,0,16798,1517,1604,1509,1570,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
427207366,427207366,42,0,0,16850,1517,1630,1578,1528,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
427701997,427701997,42,0,0,17033,1517,1713,1680,1525,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
428212181,428212181,42,0,0,17048,1515,1702,1681,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
428708585,428708585,42,0,0,16893,1483,1606,1682,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
429193182,429193182,42,0,0,16836,1430,1603,1680,1525,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
429704764,429704764,42,0,0,16803,1456,1603,1623,1525,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
430213774,430213774,42,0,0,16784,1459,1580,1622,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
430695006,430695006,42,0,0,16775,1479,1551,1623,1524,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
431714842,431714842,42,0,0,16896,1517,1636,1622,1525,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
432205194,432205194,42,0,0,16910,1525,1640,1623,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
432696483,432696483,42,0,0,16882,1490,1641,1623,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
433186079,433186079,42,0,0,16913,1500,1667,1623,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
433692222,433692222,42,0,0,16984,1478,1685,1699,1524,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
434208126,434208126,42,0,0,16916,1444,1645,1699,1524,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
434703162,434703162,42,0,0,16911,1445,1647,1697,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
435208932,435208932,42,0,0,16935,1443,1675,1698,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
435698192,435698192,42,0,0,17002,1454,1728,1698,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
436208171,436208171,42,0,0,17096,1500,1762,1712,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
436714425,436714425,42,0,0,17262,1517,1844,1716,1587,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
437199610,437199610,42,0,0,17175,1510,1764,1716,1587,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
437689406,437689406,42,0,0,16940,1470,1610,1680,1583,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
438211185,438211185,42,0,0,17034,1517,1690,1654,1576,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
438709842,438709842,42,0,0,17073,1546,1712,1654,1564,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
439196459,439196459,42,0,0,17073,1518,1742,1654,1561,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
439691528,439691528,42,0,0,17073,1518,1742,1654,1561,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
440191695,440191695,42,0,0,16529,1518,1742,1109,1562,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
440707225,440707225,42,0,0,16528,1518,1742,1109,1562,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
441207859,441207859,42,0,0,16528,1518,1742,1109,1562,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
441712629,441712629,42,0,0,16529,1518,1742,1109,1562,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
442203075,442203075,42,0,0,16864,1327,1732,1681,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
442708985,442708985,42,0,0,16842,1309,1728,1681,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
443214424,443214424,42,0,0,17123,1560,1757,1682,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
443703492,443703492,42,0,0,17104,1512,1786,1682,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
444209976,444209976,42,0,0,17066,1502,1759,1681,1527,2073,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
444709633,444709633,42,0,0,16917,1480,1662,1651,1526,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
445200348,445200348,42,0,0,16881,1485,1624,1650,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
445715276,445715276,42,0,0,16923,1500,1649,1649,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
446200662,446200662,42,0,0,16965,1475,1683,1683,1526,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
446710995,446710995,42,0,0,17047,1469,1765,1681,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
447187030,447187030,42,0,0,17011,1466,1740,1681,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
447702851,447702851,42,0,0,17037,1483,1749,1681,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
448212548,448212548,42,0,0,17022,1470,1746,1682,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
448682818,448682818,42,0,0,17075,1488,1782,1681,1526,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
449197004,449197004,42,0,0,17046,1538,1703,1681,1528,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
449697733,449697733,42,0,0,16932,1459,1668,1682,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
450208105,450208105,42,0,0,16967,1498,1665,1681,1527,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
450707839,450707839,42,0,0,16986,1499,1680,1682,1527,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
451189156,451189156,42,0,0,16967,1494,1667,1682,1526,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
451688166,451688166,42,0,0,16986,1505,1676,1682,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
452199895,452199895,42,0,0,16995,1502,1688,1682,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
452714472,452714472,42,0,0,16985,1492,1688,1681,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
453199784,453199784,42,0,0,16976,1497,1673,1681,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
453705179,453705179,42,0,0,16937,1461,1670,1682,1526,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
454200529,454200529,42,0,0,16937,1451,1681,1681,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
454710071,454710071,42,0,0,16935,1449,1681,1681,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
455195905,455195905,42,0,0,16944,1441,1700,1680,1526,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
455691355,455691355,42,0,0,17072,1485,1784,1681,1526,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
456210754,456210754,42,0,0,17017,1494,1747,1650,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
456711139,456711139,42,0,0,17098,1505,1817,1652,1526,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
457212247,457212247,42,0,0,17222,1506,1889,1716,1526,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
457692433,457692433,42,0,0,17125,1464,1832,1715,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
458211766,458211766,42,0,0,17017,1451,1730,1712,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
458693013,458693013,42,0,0,17060,1528,1728,1680,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
459202719,459202719,42,0,0,16981,1503,1705,1651,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
459713453,459713453,42,0,0,16814,1519,1614,1556,1528,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
460213001,460213001,42,0,0,16810,1496,1639,1558,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
460713197,460713197,42,0,0,16795,1437,1665,1557,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
461214308,461214308,42,0,0,16798,1458,1743,1474,1525,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
461704714,461704714,42,0,0,16831,1452,1788,1468,1525,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
462205588,462205588,42,0,0,16819,1439,1786,1471,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
462704368,462704368,42,0,0,16863,1516,1755,1472,1526,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
463204485,463204485,42,0,0,16788,1518,1680,1472,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
463714921,463714921,42,0,0,16741,1519,1632,1466,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
464205896,464205896,42,0,0,16802,1482,1726,1470,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
464701766,464701766,42,0,0,16783,1449,1717,1503,1526,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
465201053,465201053,42,0,0,16876,1490,1730,1532,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
465697010,465697010,42,0,0,16941,1516,1767,1534,1526,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
466196288,466196288,42,0,0,16874,1540,1679,1532,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
466706338,466706338,42,0,0,16966,1518,1792,1532,1527,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
467212824,467212824,42,0,0,16763,1440,1662,1530,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
467707001,467707001,42,0,0,16739,1519,1628,1468,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
468203159,468203159,42,0,0,16647,1423,1633,1468,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
468708321,468708321,42,0,0,16673,1543,1602,1405,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
469194284,469194284,42,0,0,16579,1518,1593,1344,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
469709040,469709040,42,0,0,16726,1517,1741,1345,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
470208223,470208223,42,0,0,16735,1517,1743,1344,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
470714477,470714477,42,0,0,16567,1484,1632,1344,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
471189244,471189244,42,0,0,16386,1283,1636,1344,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
471715070,471715070,42,0,0,16625,1517,1641,1344,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
472210240,472210240,42,0,0,16552,1451,1634,1344,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
472700531,472700531,42,0,0,16609,1526,1615,1344,1527,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
473200214,473200214,42,0,0,16620,1519,1631,1344,1526,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
473706095,473706095,42,0,0,16585,1476,1640,1346,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
474210438,474210438,42,0,0,16645,1516,1661,1345,1526,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
474700598,474700598,42,0,0,16338,1449,1658,1108,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
475207900,475207900,42,0,0,16465,1491,1744,1108,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
475702645,475702645,42,0,0,16508,1480,1797,1108,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
476181669,476181669,42,0,0,16341,1449,1665,1109,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
476707743,476707743,42,0,0,16731,1475,1660,1474,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
477202857,477202857,42,0,0,16847,1417,1658,1650,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
477713022,477713022,42,0,0,16793,1491,1529,1652,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
478213453,478213453,42,0,0,16846,1514,1554,1651,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
478712674,478712674,42,0,0,16827,1454,1600,1650,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
479193238,479193238,42,0,0,16858,1443,1642,1651,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
479714142,479714142,42,0,0,16858,1427,1658,1650,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
480214418,480214418,42,0,0,16975,1447,1755,1650,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
480714039,480714039,42,0,0,16913,1403,1737,1651,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
481195483,481195483,42,0,0,17050,1469,1810,1653,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
481715228,481715228,42,0,0,17002,1477,1748,1650,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
482210314,482210314,42,0,0,16960,1513,1706,1619,1525,2074,1010,1002,1003,0,0,0,0,0,0,0,0,0,0,8,0,0,2
482695685,482695685,42,0,0,16952,1507,1703,1620,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
483211262,483211262,42,0,0,16862,1505,1615,1620,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
483715504,483715504,42,0,0,16723,1518,1461,1621,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
484205591,484205591,42,0,0,16877,1518,1618,1623,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
484701766,484701766,42,0,0,16854,1511,1599,1623,1525,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
485192255,485192255,42,0,0,16846,1501,1625,1598,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
485707142,485707142,42,0,0,16971,1483,1743,1623,1524,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
486192566,486192566,42,0,0,16892,1435,1715,1623,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
486697632,486697632,42,0,0,16882,1450,1688,1622,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
487212414,487212414,42,0,0,16851,1446,1663,1623,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
487698172,487698172,42,0,0,16880,1479,1658,1621,1524,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
488213295,488213295,42,0,0,16843,1458,1643,1623,1524,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
488713860,488713860,42,0,0,16853,1451,1658,1622,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
489208126,489208126,42,0,0,16900,1499,1658,1622,1525,2074,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
489698396,489698396,42,0,0,16928,1501,1672,1622,1524,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
490199489,490199489,42,0,0,16918,1513,1659,1622,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
490709769,490709769,42,0,0,16883,1480,1659,1622,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
491209811,491209811,42,0,0,16896,1492,1659,1623,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
491689413,491689413,42,0,0,16901,1498,1659,1622,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
492215300,492215300,42,0,0,16882,1477,1659,1623,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
492705630,492705630,42,0,0,16851,1438,1661,1622,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
493210842,493210842,42,0,0,16888,1483,1661,1622,1525,2074,1010,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
493706165,493706165,42,0,0,16910,1507,1659,1623,1525,2073,1011,1002,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
494211423,494211423,42,0,0,16905,1501,1659,1622,1525,2074,1010,1003,1002,0,0,0,0,0,0,0,0,0,0,8,0,0,2
