timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
401506202,401506183,2228234,0.067195185,0.04031711,0.0012217306,51.0,0,1
401607126,401607109,2228234,0.030543266,0.029321535,0.037873648,51.0,0,1
401705085,401705069,2228234,0.031764995,0.024434611,0.03543019,51.0,0,1
401805184,401805165,2228234,0.045204032,0.029321535,0.0012217306,51.0,0,1
401906495,401906478,2228234,0.06475172,0.024434611,0.029321535,51.0,0,1
402006579,402006563,2228234,0.024434611,0.013439037,0.047647495,51.0,0,1
402104147,402104131,2228234,0.056199607,0.020769421,0.023212882,51.0,0,1
402206744,402206728,2228234,0.056199607,0.025656343,0.012217306,51.0,0,1
402306808,402306792,2228234,0.048869222,0.023212882,0.014660767,51.0,0,1
402404431,402404413,2228234,0.036651917,0.0085521145,0.047647495,51.0,0,1
402507012,402506993,2228234,0.050090954,0.026878074,0.018325958,51.0,0,1
402607066,402607050,2228234,0.048869222,0.04276057,0.028099803,51.0,0,1
402707532,402707516,2228234,0.034208458,0.023212882,0.03543019,51.0,0,1
402804723,402804701,2228234,0.048869222,0.030543266,0.024434611,51.0,0,1
402907297,402907281,2228234,0.053756148,0.015882498,0.032986727,51.0,0,1
403007427,403007409,2228234,0.032986727,0.01954769,0.04276057,51.0,0,1
403107520,403107503,2228234,0.07941249,0.025656343,0.009773845,51.0,0,1
403207584,403207565,2228234,0.06352999,0.036651917,-0.0024434612,51.0,0,1
403307683,403307667,2228234,0.025656343,0.01954769,0.032986727,51.0,0,1
403407713,403407697,2228234,0.03909538,0.034208458,0.030543266,51.0,0,1
403502802,403502786,2228234,0.05864307,0.036651917,0.02199115,51.0,0,1
403606265,403606248,2228234,0.06475172,0.025656343,0.026878074,51.0,0,1
403707953,403707937,2228234,0.029321535,0.03543019,0.029321535,51.0,0,1
403808058,403808041,2228234,0.032986727,0.023212882,0.029321535,51.0,0,1
403905616,403905600,2228234,0.050090954,0.037873648,0.006108653,51.0,0,1
404008216,404008199,2228234,0.045204032,0.023212882,0.031764995,51.0,0,1
404108296,404108279,2228234,0.04031711,0.025656343,0.026878074,51.0,0,1
404204720,404204704,2228234,0.056199607,0.025656343,0.025656343,51.0,0,1
404308472,404308455,2228234,0.050090954,0.028099803,0.032986727,51.0,0,1
404408577,404408560,2228234,0.03543019,0.03909538,0.028099803,51.0,0,1
404508617,404508601,2228234,0.030543266,0.025656343,0.023212882,51.0,0,1
404607326,404607309,2228234,0.067195185,0.028099803,0.030543266,51.0,0,1
404708807,404708788,2228234,0.0439823,0.017104229,0.02199115,51.0,0,1
404808853,404808837,2228234,0.041538842,0.02199115,0.026878074,51.0,0,1
404906443,404906427,2228234,0.04276057,0.02199115,0.030543266,51.0,0,1
405006606,405006579,2228234,0.012217306,0.01954769,0.030543266,51.0,0,1
405109136,405109118,2228234,0.08185595,0.024434611,0.029321535,51.0,0,1
405205725,405205704,2228234,0.041538842,0.01954769,0.010995575,51.0,0,1
405306827,405306811,2228234,0.045204032,0.028099803,0.026878074,51.0,0,1
405406846,405406829,2228234,0.06475172,0.03543019,0.030543266,51.0,0,1
405506945,405506929,2228234,0.0439823,0.034208458,0.010995575,51.0,0,1
405603262,405603246,2228234,0.051312685,0.034208458,0.034208458,50.0,0,1
405707089,405707072,2228234,0.053756148,0.029321535,0.03543019,50.0,0,1
405807172,405807156,2228234,0.06230826,0.031764995,0.03543019,50.0,0,1
405907255,405907238,2228234,0.025656343,0.026878074,0.010995575,50.0,0,1
406004833,406004816,2228234,0.04276057,0.02199115,0.032986727,50.0,0,1
406107475,406107459,2228234,0.057421338,0.01954769,0.03543019,50.0,0,1
406207514,406207498,2228234,0.018325958,0.03543019,0.009773845,50.0,0,1
406303960,406303944,2228234,0.074525565,0.02199115,0.04276057,50.0,0,1
406406208,406406192,2228234,0.0439823,0.014660767,0.026878074,50.0,0,1
406505590,406505574,2228234,0.030543266,0.018325958,0.013439037,50.0,0,1
406607824,406607807,2228234,0.07330383,0.02199115,0.047647495,51.0,0,1
406706505,406706489,2228234,0.013439037,0.036651917,0.0073303836,51.0,0,1
406806605,406806589,2228234,0.06108653,0.025656343,0.04276057,51.0,0,1
406905990,406905974,2228234,0.052534416,0.015882498,0.020769421,51.0,0,1
407005714,407005698,2228234,0.051312685,0.02199115,0.025656343,51.0,0,1
407206293,407206277,2228234,0.08185595,0.020769421,0.025656343,51.0,0,1
407305945,407305929,2228234,0.026878074,0.030543266,0.026878074,51.0,0,1
407404353,407404337,2228234,0.01954769,0.03543019,0.020769421,51.0,0,1
407507308,407507292,2228234,0.08063422,0.017104229,0.036651917,51.0,0,1
407608671,407608653,2228234,0.06230826,0.020769421,0.015882498,51.0,0,1
407702547,407702531,2228234,0.0085521145,0.026878074,0.018325958,51.0,0,1
407807608,407807592,2228234,0.057421338,0.024434611,0.034208458,51.0,0,1
407906999,407906983,2228234,0.06352999,0.028099803,0.017104229,51.0,0,1
408003960,408003944,2228234,0.034208458,0.032986727,0.018325958,51.0,0,1
408105091,408105074,2228234,0.06108653,0.028099803,0.057421338,51.0,0,1
408206640,408206624,2228234,0.048869222,0.03543019,0.0073303836,51.0,0,1
408306717,408306700,2228234,0.04276057,0.026878074,0.0048869224,51.0,0,1
408404323,408404305,2228234,0.04031711,0.014660767,0.047647495,51.0,0,1
408506879,408506863,2228234,0.03909538,0.037873648,0.024434611,51.0,0,1
408606952,408606931,2228234,0.083077684,0.031764995,0.014660767,51.0,0,1
408704571,408704553,2228234,0.025656343,0.020769421,0.029321535,51.0,0,1
408807122,408807106,2228234,0.037873648,0.030543266,0.045204032,50.0,0,1
408907189,408907173,2228234,0.051312685,0.018325958,0.014660767,50.0,0,1
409007309,409007291,2228234,0.041538842,0.024434611,0.014660767,50.0,0,1
409106048,409106032,2228234,0.03543019,0.024434611,0.028099803,50.0,0,1
409206146,409206130,2228234,0.046425764,0.01954769,0.026878074,50.0,0,1
409305544,409305528,2228234,0.048869222,0.041538842,0.030543266,50.0,0,1
409405114,409405098,2228234,0.04276057,0.028099803,0.029321535,50.0,0,1
409503594,409503576,2228234,0.04031711,0.030543266,0.025656343,50.0,0,1
409605857,409605841,2228234,0.04276057,0.029321535,0.034208458,50.0,0,1
409707879,409707860,2228234,0.03909538,0.017104229,0.026878074,50.0,0,1
409802918,409802902,2228234,0.037873648,0.018325958,0.03543019,50.0,0,1
409906845,409906829,2228234,0.0598648,0.04031711,0.025656343,50.0,0,1
410006252,410006233,2228234,0.057421338,0.03543019,0.025656343,50.0,0,1
410105719,410105703,2228234,0.03543019,0.032986727,0.03909538,50.0,0,1
410205758,410205742,2228234,0.030543266,0.04031711,0.034208458,50.0,0,1
410306547,410306531,2228234,0.047647495,0.034208458,0.020769421,50.0,0,1
410406633,410406617,2228234,0.050090954,0.023212882,0.028099803,50.0,0,1
410504592,410504576,2228234,0.045204032,0.018325958,0.020769421,50.0,0,1
410606847,410606831,2228234,0.029321535,0.015882498,0.029321535,50.0,0,1
410708660,410708644,2228234,0.068416916,0.025656343,0.034208458,50.0,0,1
410806235,410806219,2228234,0.06963865,0.032986727,0.025656343,50.0,0,1
410907845,410907829,2228234,0.03543019,0.025656343,0.036651917,51.0,0,1
411007233,411007217,2228234,0.047647495,0.017104229,0.020769421,51.0,0,1
411106508,411106492,2228234,0.041538842,0.034208458,0.010995575,51.0,0,1
411201583,411201567,2228234,0.047647495,0.02199115,0.036651917,51.0,0,1
411306708,411306692,2228234,0.04276057,0.029321535,0.030543266,51.0,0,1
411406778,411406762,2228234,0.048869222,0.031764995,0.026878074,51.0,0,1
411505591,411505572,2228234,0.06597345,0.036651917,0.037873648,51.0,0,1
411605688,411605669,2228234,0.028099803,0.014660767,0.01954769,51.0,0,1
411705099,411705082,2228234,0.051312685,0.031764995,0.025656343,51.0,0,1
411807055,411807039,2228234,0.030543266,0.03543019,0.020769421,51.0,0,1
411904640,411904624,2228234,0.06108653,0.020769421,0.037873648,51.0,0,1
412007259,412007240,2228234,0.037873648,0.034208458,0.025656343,51.0,0,1
412107308,412107292,2228234,0.02199115,0.031764995,0.031764995,51.0,0,1
412204885,412204864,2228234,0.06108653,0.031764995,0.029321535,51.0,0,1
412306392,412306369,2228234,0.032986727,0.029321535,0.015882498,51.0,0,1
412407578,412407560,2228234,0.034208458,0.034208458,0.030543266,51.0,0,1
412506605,412506582,2228234,0.06108653,0.0073303836,0.04031711,51.0,0,1
412706072,412706054,2228234,0.037873648,0.02199115,0.03543019,51.0,0,1
412807894,412807878,2228234,0.047647495,0.020769421,0.026878074,51.0,0,1
412905451,412905435,2228234,0.0439823,0.020769421,0.030543266,51.0,0,1
413007092,413007076,2228234,0.053756148,0.014660767,0.037873648,50.0,0,1
413106475,413106459,2228234,0.031764995,0.01954769,0.01954769,50.0,0,1
413205887,413205871,2228234,0.0598648,0.034208458,0.030543266,50.0,0,1
413406774,413406755,2228234,0.036651917,0.032986727,0.028099803,50.0,0,1
413506873,413506857,2228234,0.05864307,0.028099803,0.023212882,50.0,0,1
413606017,413606001,2228234,0.045204032,0.024434611,0.018325958,50.0,0,1
413706156,413706140,2228234,0.037873648,0.014660767,0.028099803,50.0,0,1
413806192,413806176,2228234,0.05497788,0.030543266,0.025656343,50.0,0,1
413906258,413906242,2228234,0.037873648,0.04276057,0.026878074,50.0,0,1
414003844,414003828,2228234,0.031764995,0.032986727,0.028099803,50.0,0,1
414106439,414106417,2228234,0.06352999,0.018325958,0.029321535,50.0,0,1
414206522,414206506,2228234,0.051312685,0.036651917,0.028099803,50.0,0,1
414305528,414305512,2228234,0.037873648,0.012217306,0.026878074,50.0,0,1
414406675,414406659,2228234,0.047647495,0.03909538,0.023212882,50.0,0,1
414506816,414506800,2228234,0.045204032,0.025656343,0.023212882,50.0,0,1
414604446,414604429,2228234,0.045204032,0.014660767,0.04031711,50.0,0,1
414705925,414705909,2228234,0.041538842,0.023212882,0.037873648,50.0,0,1
414806987,414806971,2228234,0.032986727,0.02199115,0.0073303836,50.0,0,1
414907120,414907101,2228234,0.045204032,0.03543019,0.028099803,50.0,0,1
415006231,415006214,2228234,0.056199607,0.018325958,0.03909538,50.0,0,1
415104781,415104763,2228234,0.037873648,0.029321535,0.026878074,50.0,0,1
415205710,415205694,2228234,0.056199607,0.02199115,0.026878074,50.0,0,1
415307412,415307396,2228234,0.04031711,0.028099803,0.028099803,50.0,0,1
415403767,415403749,2228234,0.029321535,0.024434611,0.020769421,50.0,0,1
415507587,415507571,2228234,0.056199607,0.023212882,0.032986727,50.0,0,1
415607652,415607636,2228234,0.051312685,0.03543019,0.024434611,50.0,0,1
415707737,415707721,2228234,0.029321535,0.028099803,0.034208458,50.0,0,1
415806310,415806294,2228234,0.057421338,0.032986727,0.032986727,50.0,0,1
416007981,416007964,2228234,0.053756148,0.026878074,0.036651917,50.0,0,1
416105578,416105557,2228234,0.041538842,0.034208458,0.026878074,50.0,0,1
416308226,416308210,2228234,0.056199607,0.032986727,0.024434611,51.0,0,1
416404768,416404752,2228234,0.057421338,0.032986727,0.017104229,51.0,0,1
416508406,416508389,2228234,0.015882498,0.041538842,0.026878074,51.0,0,1
416807315,416807297,2228234,0.056199607,0.04276057,0.032986727,51.0,0,1
417006795,417006779,2228234,0.034208458,0.031764995,0.0085521145,51.0,0,1
417106430,417106413,2228234,0.08674287,0.032986727,0.046425764,51.0,0,1
417207710,417207694,2228234,0.034208458,0.030543266,0.0024434612,51.0,0,1
417306555,417306539,2228234,0.050090954,0.031764995,0.045204032,50.0,0,1
417406633,417406617,2228234,0.047647495,0.03909538,0.03909538,50.0,0,1
417503026,417503002,2228234,0.041538842,0.023212882,0.018325958,50.0,0,1
417606794,417606778,2228234,0.06475172,0.017104229,0.03543019,50.0,0,1
417706868,417706846,2228234,0.012217306,0.04276057,0.020769421,50.0,0,1
417804482,417804464,2228234,0.04276057,0.020769421,0.036651917,50.0,0,1
417905550,417905534,2228234,0.052534416,0.03543019,0.025656343,50.0,0,1
418007108,418007092,2228234,0.032986727,0.017104229,0.031764995,50.0,0,1
418105042,418105022,2228234,0.057421338,0.028099803,0.031764995,50.0,0,1
418204876,418204849,2228234,0.052534416,0.036651917,0.0085521145,50.0,0,1
418307428,418307411,2228234,0.06108653,0.023212882,0.04276057,50.0,0,1
418407448,418407421,2228234,0.041538842,0.009773845,0.029321535,50.0,0,1
418505023,418505007,2228234,0.06475172,0.025656343,0.03909538,50.0,0,1
418607634,418607615,2228234,0.017104229,0.020769421,-0.0024434612,50.0,0,1
418706353,418706337,2228234,0.051312685,0.015882498,0.025656343,50.0,0,1
418807754,418807738,2228234,0.036651917,0.014660767,0.029321535,50.0,0,1
418902914,418902898,2228234,0.023212882,0.0024434612,0.03909538,50.0,0,1
419006688,419006672,2228234,0.050090954,0.025656343,0.010995575,50.0,0,1
419106043,419106025,2228234,0.0036651918,0.03909538,0.024434611,50.0,0,1
419205639,419205623,2228234,0.06963865,0.036651917,0.07086038,50.0,0,1
419305673,419305657,2228234,0.013439037,0.03909538,-0.0036651918,50.0,0,1
419406335,419406319,2228234,0.0598648,0.046425764,0.045204032,50.0,0,1
419506437,419506421,2228234,0.057421338,0.032986727,0.05497788,50.0,0,1
419604404,419604377,2228234,0.047647495,0.026878074,0.0036651918,50.0,0,1
419806738,419806719,2228234,0.0,0.026878074,0.023212882,50.0,0,1
419906155,419906139,2228234,0.028099803,0.02199115,0.0439823,50.0,0,1
420007653,420007636,2228234,0.050090954,0.03909538,0.036651917,50.0,0,1
420107035,420107019,2228234,0.034208458,0.037873648,0.023212882,50.0,0,1
420207135,420207119,2228234,0.028099803,0.032986727,0.03543019,50.0,0,1
420306554,420306538,2228234,0.04031711,0.018325958,0.025656343,50.0,0,1
420406579,420406563,2228234,0.06352999,0.025656343,0.0085521145,50.0,0,1
420506662,420506646,2228234,0.030543266,0.025656343,0.031764995,50.0,0,1
420605404,420605378,2228234,0.037873648,0.010995575,0.0439823,50.0,0,1
420706810,420706794,2228234,0.06475172,0.023212882,0.01954769,50.0,0,1
420806898,420806882,2228234,0.020769421,0.020769421,0.015882498,50.0,0,1
420906996,420906980,2228234,0.045204032,0.013439037,0.05497788,50.0,0,1
421004561,421004545,2228234,0.06352999,0.031764995,0.02199115,50.0,0,1
421107134,421107118,2228234,0.045204032,0.02199115,0.017104229,50.0,0,1
421207241,421207225,2228234,0.013439037,0.023212882,0.041538842,50.0,0,1
421304822,421304805,2228234,0.048869222,0.037873648,0.025656343,50.0,0,1
421405064,421405048,2228234,0.0598648,0.01954769,0.0085521145,50.0,0,1
421505575,421505559,2228234,0.052534416,0.01954769,0.031764995,51.0,0,1
421606443,421606391,2228234,0.0036651918,0.013439037,0.029321535,51.0,0,1
421703630,421703614,2228234,0.08185595,0.023212882,0.048869222,51.0,0,1
421805885,421805869,2228234,0.04276057,0.034208458,0.0036651918,51.0,0,1
421907829,421907810,2228234,0.030543266,0.034208458,0.032986727,51.0,0,1
422005484,422005468,2228234,0.045204032,0.026878074,0.0439823,51.0,0,1
422106909,422106886,2228234,0.07696903,0.026878074,0.0012217306,51.0,0,1
422208133,422208116,2228234,0.0085521145,0.020769421,0.01954769,51.0,0,1
422305647,422305628,2228234,0.037873648,0.01954769,0.034208458,51.0,0,1
422405696,422405679,2228234,0.07696903,0.032986727,0.014660767,51.0,0,1
422506578,422506561,2228234,0.03543019,0.023212882,0.023212882,51.0,0,1
422608518,422608489,2228234,0.014660767,0.024434611,0.037873648,51.0,0,1
422703502,422703485,2228234,0.05497788,0.037873648,0.024434611,51.0,0,1
422806024,422806008,2228234,0.052534416,0.031764995,0.020769421,51.0,0,1
422906144,422906125,2228234,0.03543019,0.010995575,0.04276057,51.0,0,1
423006367,423006351,2228234,0.025656343,0.020769421,0.04276057,51.0,0,1
423105057,423105032,2228234,0.023212882,0.03543019,0.026878074,51.0,0,1
423207275,423207259,2228234,0.06475172,0.031764995,0.04276057,51.0,0,1
423307398,423307374,2228234,0.036651917,0.026878074,0.020769421,51.0,0,1
423401680,423401655,2228234,0.041538842,0.031764995,0.018325958,51.0,0,1
423506631,423506612,2228234,0.025656343,0.024434611,0.024434611,51.0,0,1
423606713,423606694,2228234,0.06108653,0.04276057,0.013439037,51.0,0,1
423705659,423705635,2228234,0.045204032,0.026878074,0.041538842,50.0,0,1
423805734,423805718,2228234,-0.006108653,0.030543266,0.028099803,50.0,0,1
423907002,423906986,2228234,0.11728614,0.048869222,0.06108653,50.0,0,1
424007015,424006999,2228234,0.067195185,0.010995575,0.0598648,50.0,0,1
424104596,424104580,2228234,0.023212882,0.030543266,0.0048869224,50.0,0,1
424207189,424207173,2228234,0.030543266,0.050090954,0.052534416,50.0,0,1
424307247,424307231,2228234,0.07819076,0.047647495,0.0598648,50.0,0,1
424406330,424406314,2228234,0.009773845,0.07086038,0.028099803,50.0,0,1
424506494,424506471,2228234,0.015882498,0.0048869224,0.052534416,50.0,0,1
424605826,424605809,2228234,0.08918633,0.0720821,0.04276057,50.0,0,1
424705933,424705910,2228234,-0.06597345,0.017104229,0.0012217306,51.0,0,1
424805172,424805156,2228234,-0.026878074,0.018325958,0.0048869224,51.0,0,1
424905268,424905249,2228234,0.2076942,0.057421338,0.0598648,51.0,0,1
425007812,425007796,2228234,0.2394592,0.03543019,0.1197296,51.0,0,1
425105622,425105599,2228234,-0.04276057,-0.0048869224,-0.029321535,51.0,0,1
425204285,425204268,2228234,-0.028099803,0.0598648,-0.06352999,51.0,0,1
425306515,425306499,2228234,0.025656343,-0.08063422,-0.05497788,51.0,0,1
425405640,425405624,2228234,0.10140364,-0.10018191,0.010995575,51.0,0,1
425504570,425504554,2228234,0.1197296,0.10506883,0.0085521145,51.0,0,1
425606835,425606809,2228234,0.14294249,-0.09529499,-0.1038471,51.0,0,1
425706934,425706911,2228234,-0.051312685,-0.029321535,-0.11239921,51.0,0,1
425808537,425808520,2228234,0.045204032,-0.012217306,-0.015882498,51.0,0,1
425906069,425906053,2228234,0.09529499,0.0036651918,-0.07330383,51.0,0,1
426007216,426007200,2228234,0.041538842,-0.031764995,-0.15027286,51.0,0,1
426106265,426106249,2228234,-0.06108653,-0.015882498,-0.04276057,51.0,0,1
426205270,426205254,2228234,0.034208458,-0.11239921,-0.090408064,51.0,0,1
426306486,426306463,2228234,0.11239921,0.09651672,-0.047647495,51.0,0,1
426404758,426404742,2228234,0.11728614,0.11728614,-0.06597345,51.0,0,1
426507005,426506989,2228234,0.2883284,0.045204032,-0.09651672,51.0,0,1
426604133,426604117,2228234,-0.048869222,-0.067195185,-0.14660767,51.0,0,1
426806781,426806765,2228234,-0.04031711,-0.010995575,0.23823747,51.0,0,1
426904408,426904391,2228234,-0.025656343,0.012217306,0.2553417,50.0,0,1
427005355,427005339,2228234,0.12217306,-0.0012217306,0.13805556,50.0,0,1
427107059,427107042,2228234,0.20280728,-0.18570305,0.1319469,50.0,0,1
427204880,427204862,2228234,0.08918633,-0.18692479,0.21013767,50.0,0,1
427304701,427304683,2228234,0.29199362,0.21624632,0.0439823,50.0,0,1
427407260,427407244,2228234,-0.19669862,0.045204032,0.10873403,50.0,0,1
427507370,427507352,2228234,-0.18325959,0.21013767,-0.0879646,50.0,0,1
427603810,427603794,2228234,-0.31764996,0.17348574,-0.05497788,50.0,0,1
427707609,427707583,2228234,0.012217306,-0.051312685,0.074525565,50.0,0,1
427807635,427807619,2228234,-0.12705998,-0.006108653,-0.068416916,50.0,0,1
427907719,427907703,2228234,-0.025656343,0.16004671,-0.17226401,49.0,0,1
428006404,428006388,2228234,-0.23212881,0.13316864,-0.1478294,49.0,0,1
428107836,428107818,2228234,-0.075747296,0.2712242,-0.21258113,49.0,0,1
428207879,428207863,2228234,-0.2113594,0.37751475,-0.025656343,49.0,0,1
428305545,428305529,2228234,-0.10873403,0.46181417,-0.17348574,49.0,0,1
428406755,428406739,2228234,0.026878074,0.36896265,0.0036651918,49.0,0,1
428508290,428508264,2228234,0.16249017,0.2516765,-0.031764995,49.0,0,1
428608216,428608200,2228234,0.267559,0.19425517,-0.32009342,49.0,0,1
428705807,428705773,2228234,-0.012217306,0.16493364,-0.35552362,49.0,0,1
428808467,428808451,2228234,-0.16004671,0.2712242,-0.27611113,49.0,0,1
428908544,428908521,2228234,0.18570305,0.24190266,0.01954769,49.0,0,1
429006007,429005991,2228234,0.7929032,0.2712242,-0.08918633,48.0,0,1
429108710,429108694,2228234,0.8136726,0.123394795,0.0,48.0,0,1
429208657,429208641,2228234,0.5400049,0.12095133,-0.18570305,48.0,0,1
429307658,429307641,2228234,0.32498035,0.17470747,-0.07696903,48.0,0,1
429412777,429412754,2228234,0.3506367,0.19547689,-0.037873648,48.0,0,1
429506390,429506365,2228234,0.38117996,0.17470747,0.009773845,48.0,0,1
429609025,429609009,2228234,0.27488938,0.1637119,-0.031764995,48.0,0,1
429704082,429704063,2228234,0.3506367,0.1673771,0.0720821,48.0,0,1
429806790,429806749,2228234,0.14294249,0.14538594,0.052534416,48.0,0,1
430006781,430006764,2228234,0.1637119,0.03909538,0.06963865,48.0,0,1
430104364,430104348,2228234,0.06475172,0.017104229,0.14049903,49.0,0,1
430207114,430207082,2228234,-0.03909538,0.050090954,0.020769421,49.0,0,1
430307091,430307068,2228234,0.09651672,0.08918633,0.0439823,49.0,0,1
430404596,430404580,2228234,0.08063422,0.12950344,0.08552114,49.0,0,1
430507321,430507295,2228234,0.36896265,0.02199115,0.1356121,49.0,0,1
430607367,430607332,2228234,0.25778517,-0.048869222,0.33841938,49.0,0,1
430706195,430706179,2228234,0.60842186,0.04276057,0.21380286,49.0,0,1
430806295,430806279,2228234,0.50090957,-0.06230826,0.19181171,49.0,0,1
430905697,430905674,2228234,0.54489183,0.10140364,-0.046425764,49.0,0,1
431005780,431005764,2228234,0.06963865,-0.14172076,0.020769421,49.0,0,1
431205984,431205967,2228234,-0.8491028,-0.1319469,0.18081613,48.0,0,1
431307918,431307889,2228234,-0.1795944,-0.26633728,0.22602016,48.0,0,1
431407830,431407814,2228234,0.3714061,-0.08918633,0.34086284,48.0,0,1
431504152,431504129,2228234,0.0012217306,-0.006108653,0.21868978,48.0,0,1
431606415,431606393,2228234,-0.26267207,-0.0012217306,0.24190266,48.0,0,1
431705765,431705749,2228234,-0.33353245,-0.053756148,0.0879646,48.0,0,1
431804479,431804463,2228234,-0.21991152,-0.09651672,0.1637119,48.0,0,1
431906699,431906682,2228234,-0.39095378,-0.06230826,0.2712242,48.0,0,1
432006780,432006764,2228234,-0.15271632,0.057421338,0.3078761,48.0,0,1
432108399,432108372,2228234,-0.14905113,-0.051312685,0.25778517,48.0,0,1
432206986,432206970,2228234,-0.23335055,0.08674287,-0.1637119,47.0,0,1
432405082,432405066,2228234,-0.26267207,-0.10262537,0.14049903,47.0,0,1
432606252,432606234,2228234,-0.02199115,-0.032986727,0.05864307,47.0,0,1
432706298,432706281,2228234,0.06352999,-0.097738445,0.0048869224,47.0,0,1
432806367,432806351,2228234,0.091629796,-0.009773845,-0.0879646,47.0,0,1
432903926,432903910,2228234,-0.13316864,-0.06352999,-0.10262537,47.0,0,1
433007095,433007079,2228234,-0.010995575,-0.0598648,-0.15760325,47.0,0,1
433106654,433106638,2228234,-0.3591888,-0.08185595,0.014660767,47.0,0,1
433202975,433202958,2228234,-0.4593707,-0.11606441,0.16126844,47.0,0,1
