timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
394698054,394697129,2162698,0.021118868,0.026205506,-0.0059921127,52.765293,1,20
394700534,394699628,2162698,0.017949706,0.023915187,-0.0060187443,52.765293,1,20
394798121,394797221,2162698,0.029188246,0.027670244,-0.008388958,52.765293,0,20
394898189,394897292,2162698,0.024714135,0.024767399,0.002396845,52.765293,0,20
394998284,394997376,2162698,0.015792545,0.023009712,-0.0037284256,52.765293,0,20
395098479,395097462,2162698,0.04226437,0.02346245,-0.00069242186,52.765293,0,20
395203458,395202537,2162698,0.03523362,0.022397185,0.0025033713,52.765293,0,20
395298528,395297614,2162698,-0.013475595,0.022849923,-0.0017576864,52.765293,0,20
395498697,395497778,2162698,0.04066647,0.023941819,-0.009853696,52.671177,0,20
395598749,395597860,2162698,0.03334278,0.022610238,-0.0017310547,52.671177,0,20
395698836,395697942,2162698,0.026897928,0.021731395,0.002050634,52.671177,0,20
395796488,395795538,2162698,0.019148128,0.023222765,-0.0075633777,52.671177,0,20
395899007,395898107,2162698,0.035473306,0.018961707,0.0075633777,52.671177,0,20
395996637,395995685,2162698,0.026578348,0.01981392,-0.0053795855,52.671177,0,20
396096734,396095776,2162698,0.018322548,0.020905815,-0.0038615835,52.671177,0,20
396196819,396195857,2162698,0.028309403,0.02348908,0.005406217,52.671177,0,20
396296845,396295935,2162698,0.018269286,0.030626353,-0.006231797,52.671177,0,20
396396911,396396013,2162698,0.0104395915,0.024101608,-0.0002663161,52.765293,0,20
396497090,396496102,2162698,0.0110254865,0.029880667,-0.0011984225,52.765293,0,20
396597185,396596184,2162698,0.07507451,0.027297402,0.003355583,52.765293,0,20
396697228,396696266,2162698,0.00793622,0.02561961,-0.0035153728,52.765293,0,20
396797244,396796341,2162698,0.02082592,0.018775286,0.010599381,52.765293,0,20
396897340,396896427,2162698,0.033609092,0.022743396,-0.0038615835,52.765293,0,20
396997405,396996505,2162698,0.028016455,0.027031085,-0.009108011,52.765293,0,20
397097556,397096587,2162698,0.03880226,0.019600866,0.0050866376,52.765293,0,20
397297653,397296754,2162698,0.03171825,0.019041602,-0.0002663161,52.765293,0,20
397697971,397697079,2162698,0.029108351,0.025007082,-0.0037550572,52.81235,0,20
397798105,397797161,2162698,0.018056232,0.021944448,0.004021373,52.81235,0,20
397898213,397897249,2162698,0.019760655,0.020373182,0.0035686358,52.81235,0,20
397998239,397997347,2162698,0.039947417,0.018775286,0.0012516857,52.81235,0,20
398098390,398097413,2162698,0.02348908,0.022770027,-0.0075633777,52.81235,0,20
398198396,398197489,2162698,0.027563717,0.020133497,0.008122642,52.81235,0,20
398298545,398297571,2162698,0.024021713,0.027723508,-0.0056991647,52.81235,0,20
398398557,398397653,2162698,0.03901531,0.02841593,-0.004660532,52.718235,0,20
398498637,398497735,2162698,0.0155262295,0.022370553,0.004181163,52.718235,0,20
398598719,398597817,2162698,0.040400155,0.024873925,-0.010679276,52.718235,0,20
398696338,398695408,2162698,0.023888554,0.026258769,0.00018642128,52.718235,0,20
398798891,398797984,2162698,0.0009321064,0.01981392,0.018429074,52.718235,0,20
398896527,398895571,2162698,0.030812774,0.024048345,-0.012490226,52.718235,0,20
398996604,398995646,2162698,0.037444044,0.025193503,-0.019600866,52.718235,0,20
399096702,399095731,2162698,0.015819177,0.0257794,0.020639498,52.718235,0,20
399196758,399195806,2162698,0.030226879,0.01984055,0.0042876895,52.718235,0,20
399396869,399395968,2162698,0.026205506,0.01768339,0.029987194,52.81235,0,20
399496966,399496059,2162698,-0.024580978,0.015499597,0.008122642,52.81235,0,20
399597076,399596145,2162698,0.045327,0.018455707,-0.018455707,52.81235,0,20
399697149,399696257,2162698,0.051771853,0.021758026,-0.009108011,52.81235,0,20
399797203,399796302,2162698,-0.019228023,0.015153387,0.0058589545,52.81235,0,20
399897329,399896402,2162698,0.034115095,0.015819177,0.0257794,52.81235,0,20
400197535,400196632,2162698,0.04447479,0.019254655,0.030786142,52.81235,0,20
400397708,400396796,2162698,0.018775286,0.01637844,-0.021145498,52.718235,0,20
400497834,400496871,2162698,0.039947417,0.009347696,0.029960562,52.718235,0,20
