timestamp,mag_inconsistency_angle
394708226,0.0
395222297,0.0
395714705,0.0
396210348,0.0
396715424,0.0
397214111,0.0
397711854,0.0
398213756,0.0
398711531,0.0
399213400,0.0
399705761,0.0
400210255,0.0
400708130,0.0
401206168,0.0
401714074,0.0
401766910,0.0
697071046,0.0
697082051,0.0
697565104,0.0
