timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
396068245,32767,32767,32767,32767,32767,32767
396073249,-2,32767,32767,32767,-5,32767
396078260,32767,32767,32767,32767,32767,32767
396083257,5,32767,32767,32767,32767,32767
396088261,32767,32767,32767,32767,32767,32767
396093265,32767,32767,32767,32767,11,32767
396098270,-35,32767,32767,32767,32767,32767
396103273,32767,32767,32767,-30,32767,32767
396108278,-27,32767,32767,32767,32767,32767
396113282,32767,32767,32767,32767,17,32767
396118286,-19,32767,32767,32767,32767,32767
396123294,32767,32767,32767,32767,32767,32767
396128294,-9,32767,32767,32767,32767,32767
396133298,32767,32767,32767,32767,32767,32767
396138302,-2,32767,32767,32767,-26,32767
396143316,32767,32767,32767,32767,32767,32767
396148316,5,32767,32767,32767,32767,32767
396153314,32767,32767,32767,-28,32767,32767
396158318,32767,32767,32767,32767,-5,32767
396163323,-35,32767,32767,32767,32767,32767
396168327,32767,32767,32767,32767,32767,32767
396173331,-27,32767,32767,32767,32767,32767
396178339,32767,32767,32767,32767,11,32767
396183341,-19,32767,32767,32767,32767,32767
396188343,32767,32767,32767,32767,32767,32767
396193347,-8,32767,32767,32767,32767,32767
396198351,32767,32767,32767,32767,12,32767
396203358,-1,32767,32767,32767,32767,32767
396208362,32767,32767,32767,32767,32767,32767
396213401,5,32767,32767,-25,32767,32767
396218368,32767,32767,32767,32767,32767,32767
396223375,32767,32767,32767,32767,-25,32767
396228376,-32,32767,32767,32767,32767,32767
396233406,32767,32767,32767,32767,32767,32767
396238392,-24,32767,32767,32767,32767,32767
396243404,32767,32767,32767,32767,-6,32767
396248408,-18,32767,32767,32767,32767,32767
396253404,32767,32767,32767,32767,32767,32767
396258404,-9,32767,32767,32767,32767,32767
396263407,32767,32767,32767,-14,10,32767
396268409,-2,32767,32767,32767,32767,32767
396273413,32767,32767,32767,32767,32767,32767
396278422,6,32767,32767,32767,32767,32767
396283421,32767,32767,32767,32767,14,32767
396288428,32767,32767,32767,32767,32767,32767
396293435,-35,32767,32767,32767,32767,32767
396298447,32767,32767,32767,32767,32767,32767
396303457,-28,32767,32767,32767,32767,32767
396308442,32767,32767,32767,32767,-26,32767
396313450,-20,32767,32767,-11,32767,32767
396318450,32767,32767,32767,32767,32767,32767
396323459,-13,32767,32767,32767,32767,32767
396328459,32767,32767,32767,32767,-5,32767
396333462,-5,32767,32767,32767,32767,32767
396338473,32767,32767,32767,32767,32767,32767
396343471,2,32767,32767,32767,32767,32767
396348475,32767,32767,32767,32767,11,32767
396353487,12,32767,32767,32767,32767,32767
396358484,32767,32767,32767,32767,32767,32767
396363487,32767,32767,32767,32767,32767,32767
396368491,-31,32767,32767,32767,32767,32767
396373495,32767,32767,32767,-7,-35,32767
396378505,-25,32767,32767,32767,32767,32767
396383511,32767,32767,32767,32767,32767,32767
396388507,-15,32767,32767,32767,32767,32767
396393518,32767,32767,32767,32767,-26,32767
396398518,-8,32767,32767,32767,32767,32767
396403520,32767,32767,32767,32767,32767,32767
396408538,0,32767,32767,32767,32767,32767
396413535,32767,32767,32767,32767,-14,32767
396418534,7,32767,32767,32767,32767,32767
396423536,32767,32767,32767,-6,32767,32767
396428540,32767,32767,32767,32767,32767,32767
396433544,-32,32767,32767,32767,-6,32767
396438555,32767,32767,32767,32767,32767,32767
396443553,-24,32767,32767,32767,32767,32767
396448565,32767,32767,32767,32767,32767,32767
396508608,-25,32767,32767,32767,32767,32767
396513610,32767,32767,32767,32767,32767,32767
396518614,-18,32767,32767,32767,-12,32767
396528622,-6,32767,32767,32767,32767,32767
396533648,32767,32767,32767,-1,32767,32767
396538637,1,32767,32767,32767,-7,32767
396543634,32767,32767,32767,32767,32767,32767
396548638,10,32767,32767,32767,32767,32767
396553663,32767,32767,32767,32767,32767,32767
396558647,32767,32767,32767,32767,11,32767
396563651,-32,32767,32767,32767,32767,32767
396568655,32767,32767,32767,32767,32767,32767
396573663,-24,32767,32767,32767,32767,32767
396578663,32767,32767,32767,32767,13,32767
396583671,-15,32767,32767,11,32767,32767
396588675,32767,32767,32767,32767,32767,32767
396593675,-7,32767,32767,32767,32767,32767
396598680,32767,32767,32767,32767,32767,32767
396603692,1,32767,32767,32767,-27,32767
396608703,32767,32767,32767,32767,32767,32767
396613691,11,32767,32767,32767,32767,32767
396618703,32767,32767,32767,32767,32767,32767
396623700,32767,32767,32767,32767,-15,32767
396628705,-32,32767,32767,32767,32767,32767
396633708,32767,32767,32767,14,32767,32767
396638712,-24,32767,32767,32767,32767,32767
396643716,32767,32767,32767,32767,-8,32767
396648721,-15,32767,32767,32767,32767,32767
396653724,32767,32767,32767,32767,32767,32767
396658729,-8,32767,32767,32767,32767,32767
396663733,32767,32767,32767,32767,10,32767
396668737,-1,32767,32767,32767,32767,32767
396673741,32767,32767,32767,32767,32767,32767
396678745,7,32767,32767,32767,32767,32767
396683756,32767,32767,32767,32767,11,32767
396688753,32767,32767,32767,32767,32767,32767
396693757,-35,32767,32767,32767,32767,32767
396698761,32767,32767,32767,-33,32767,32767
396703765,-27,32767,32767,32767,12,32767
396708770,32767,32767,32767,32767,32767,32767
396713773,-20,32767,32767,32767,32767,32767
396718778,32767,32767,32767,32767,32767,32767
396723795,-13,32767,32767,32767,32767,32767
396728786,32767,32767,32767,32767,-28,32767
396733801,-7,32767,32767,32767,32767,32767
396738800,32767,32767,32767,32767,32767,32767
396743798,2,32767,32767,32767,32767,32767
396748802,32767,32767,32767,-32,-14,32767
396753814,11,32767,32767,32767,32767,32767
396758810,32767,32767,32767,32767,32767,32767
396763814,32767,32767,32767,32767,32767,32767
396768872,-31,32767,32767,32767,-10,32767
396773823,32767,32767,32767,32767,32767,32767
396778828,-24,32767,32767,32767,32767,32767
396783835,32767,32767,32767,32767,32767,32767
396788891,-14,32767,32767,32767,1,32767
396793843,32767,32767,32767,32767,32767,32767
396798843,-7,32767,32767,-29,32767,32767
396803851,32767,32767,32767,32767,32767,32767
396808852,1,32767,32767,32767,11,32767
396813856,32767,32767,32767,32767,32767,32767
396818860,10,32767,32767,32767,32767,32767
396823864,32767,32767,32767,32767,32767,32767
396828868,32767,32767,32767,32767,32767,32767
396833872,-33,32767,32767,32767,-30,32767
396838876,32767,32767,32767,32767,32767,32767
396843880,-25,32767,32767,32767,32767,32767
396848884,32767,32767,32767,32767,32767,32767
396853899,-14,32767,32767,32767,-13,32767
396858892,32767,32767,32767,-26,32767,32767
396863896,-6,32767,32767,32767,32767,32767
396868900,32767,32767,32767,32767,32767,32767
396873908,0,32767,32767,32767,1,32767
396878909,32767,32767,32767,32767,32767,32767
396883913,12,32767,32767,32767,32767,32767
396888923,32767,32767,32767,32767,32767,32767
396893921,32767,32767,32767,32767,32767,32767
396898925,-31,32767,32767,32767,-29,32767
396903929,32767,32767,32767,32767,32767,32767
396908940,-22,32767,32767,-13,32767,32767
396913937,32767,32767,32767,32767,32767,32767
396918941,-13,32767,32767,32767,-13,32767
396923946,32767,32767,32767,32767,32767,32767
396928950,-6,32767,32767,32767,32767,32767
396933954,32767,32767,32767,32767,32767,32767
396939030,1,32767,32767,32767,1,32767
396943972,32767,32767,32767,32767,32767,32767
396948966,11,32767,32767,32767,32767,32767
396953977,32767,32767,32767,32767,32767,32767
396958979,32767,32767,32767,-11,12,32767
396963978,-31,32767,32767,32767,32767,32767
396968982,32767,32767,32767,32767,32767,32767
396973987,-23,32767,32767,32767,32767,32767
396978991,32767,32767,32767,32767,32767,32767
396983995,-14,32767,32767,32767,-29,32767
396989010,32767,32767,32767,32767,32767,32767
396994009,-8,32767,32767,32767,32767,32767
396999007,32767,32767,32767,32767,32767,32767
397004047,0,32767,32767,32767,-14,32767
397009020,32767,32767,32767,32767,32767,32767
397014019,10,32767,32767,32767,32767,32767
397019023,32767,32767,32767,-9,32767,32767
397024057,32767,32767,32767,32767,1,32767
397029036,-33,32767,32767,32767,32767,32767
397034036,32767,32767,32767,32767,32767,32767
397039040,-25,32767,32767,32767,32767,32767
397044044,32767,32767,32767,32767,32767,32767
397049049,-18,32767,32767,32767,-29,32767
397054052,32767,32767,32767,32767,32767,32767
397059056,-9,32767,32767,32767,32767,32767
397064060,32767,32767,32767,32767,32767,32767
397069058,-2,32767,32767,-6,-13,32767
397074069,32767,32767,32767,32767,32767,32767
397079073,6,32767,32767,32767,32767,32767
397084077,32767,32767,32767,32767,32767,32767
397089139,32767,32767,32767,32767,-10,32767
397094088,-34,32767,32767,32767,32767,32767
397099089,32767,32767,32767,32767,32767,32767
397104093,-27,32767,32767,32767,32767,32767
397109127,32767,32767,32767,32767,0,32767
397114101,-20,32767,32767,32767,32767,32767
397119117,32767,32767,32767,-3,32767,32767
397124113,-9,32767,32767,32767,32767,32767
397129138,32767,32767,32767,32767,11,32767
397134118,-2,32767,32767,32767,32767,32767
397139123,32767,32767,32767,32767,32767,32767
397144131,6,32767,32767,32767,32767,32767
397149135,32767,32767,32767,32767,32767,32767
397154163,32767,32767,32767,32767,-30,32767
397159138,-35,32767,32767,32767,32767,32767
397164142,32767,32767,32767,32767,32767,32767
397169147,-27,32767,32767,32767,32767,32767
397174163,32767,32767,32767,32767,-14,32767
397179158,-20,32767,32767,-1,32767,32767
397184159,32767,32767,32767,32767,32767,32767
397189170,-9,32767,32767,32767,32767,32767
397194170,32767,32767,32767,32767,-10,32767
397199178,-1,32767,32767,32767,32767,32767
397204173,32767,32767,32767,32767,32767,32767
397209178,6,32767,32767,32767,32767,32767
397214184,32767,32767,32767,32767,0,32767
397219182,32767,32767,32767,32767,32767,32767
397224187,-34,32767,32767,32767,32767,32767
397229201,32767,32767,32767,11,32767,32767
397234226,-28,32767,32767,32767,11,32767
397239199,32767,32767,32767,32767,32767,32767
397244203,-20,32767,32767,32767,32767,32767
397249208,32767,32767,32767,32767,32767,32767
397254223,-10,32767,32767,32767,32767,32767
397259226,32767,32767,32767,32767,-31,32767
397264250,-2,32767,32767,32767,32767,32767
397269250,32767,32767,32767,32767,32767,32767
397274275,6,32767,32767,32767,32767,32767
397289248,-34,32767,32767,32767,32767,32767
397294284,32767,32767,32767,32767,32767,32767
397299257,-27,32767,32767,32767,-12,32767
397304265,32767,32767,32767,32767,32767,32767
397309268,-20,32767,32767,32767,32767,32767
397314284,32767,32767,32767,32767,32767,32767
397319301,-13,32767,32767,32767,-2,32767
397324334,32767,32767,32767,32767,32767,32767
397329299,-5,32767,32767,32767,32767,32767
397334304,32767,32767,32767,32767,32767,32767
397339306,2,32767,32767,32767,11,32767
397344303,32767,32767,32767,-34,32767,32767
397349321,10,32767,32767,32767,32767,32767
397354313,32767,32767,32767,32767,32767,32767
397359318,32767,32767,32767,32767,32767,32767
397364331,-32,32767,32767,32767,-32,32767
397369328,32767,32767,32767,32767,32767,32767
397374368,-25,32767,32767,32767,32767,32767
397379348,32767,32767,32767,32767,32767,32767
397384391,-14,32767,32767,32767,-13,32767
397389358,32767,32767,32767,32767,32767,32767
397394395,-7,32767,32767,-32,32767,32767
397399362,32767,32767,32767,32767,32767,32767
397664552,-13,32767,32767,-8,32767,32767
397669557,32767,32767,32767,32767,32767,32767
397674560,-5,32767,32767,32767,32767,32767
397679565,32767,32767,32767,32767,-3,32767
397684569,2,32767,32767,32767,32767,32767
397689579,32767,32767,32767,32767,32767,32767
397694581,11,32767,32767,32767,32767,32767
397699585,32767,32767,32767,32767,32767,32767
397704589,32767,32767,32767,32767,-32,32767
397709593,-32,32767,32767,32767,32767,32767
397714611,32767,32767,32767,-6,32767,32767
397724601,32767,32767,32767,32767,-15,32767
397729611,-15,32767,32767,32767,32767,32767
397734624,32767,32767,32767,32767,32767,32767
397739614,-8,32767,32767,32767,32767,32767
397744618,32767,32767,32767,32767,-13,32767
397749627,-1,32767,32767,32767,32767,32767
397754626,32767,32767,32767,32767,32767,32767
397759630,7,32767,32767,32767,32767,32767
397764635,32767,32767,32767,-3,-12,32767
397769639,32767,32767,32767,32767,32767,32767
397774647,-35,32767,32767,32767,32767,32767
397779653,32767,32767,32767,32767,32767,32767
397784651,-27,32767,32767,32767,-3,32767
397789654,32767,32767,32767,32767,32767,32767
397794666,-19,32767,32767,32767,32767,32767
397799663,32767,32767,32767,32767,32767,32767
397804667,-10,32767,32767,32767,11,32767
397809676,32767,32767,32767,32767,32767,32767
397814711,-3,32767,32767,32767,32767,32767
397819689,32767,32767,32767,32767,32767,32767
397824686,6,32767,32767,1,32767,32767
397829688,32767,32767,32767,32767,-34,32767
397834725,32767,32767,32767,32767,32767,32767
397839696,-34,32767,32767,32767,32767,32767
397844700,32767,32767,32767,32767,32767,32767
397849704,-28,32767,32767,32767,-24,32767
397854713,32767,32767,32767,32767,32767,32767
397859712,-20,32767,32767,32767,32767,32767
397864716,32767,32767,32767,32767,32767,32767
397869720,-10,32767,32767,32767,-13,32767
397874732,32767,32767,32767,12,32767,32767
397879750,-3,32767,32767,32767,32767,32767
397884737,32767,32767,32767,32767,32767,32767
397889737,6,32767,32767,32767,-5,32767
397894746,32767,32767,32767,32767,32767,32767
397899745,32767,32767,32767,32767,32767,32767
397904749,-34,32767,32767,32767,32767,32767
397909753,32767,32767,32767,32767,11,32767
397914768,-27,32767,32767,32767,32767,32767
397919761,32767,32767,32767,32767,32767,32767
397924772,-19,32767,32767,32767,32767,32767
397929770,32767,32767,32767,-35,11,32767
397934774,-9,32767,32767,32767,32767,32767
397939777,32767,32767,32767,32767,32767,32767
397944782,-2,32767,32767,32767,32767,32767
397949786,32767,32767,32767,32767,11,32767
397954796,6,32767,32767,32767,32767,32767
397959794,32767,32767,32767,32767,32767,32767
397964797,32767,32767,32767,32767,32767,32767
397969814,-35,32767,32767,32767,32767,32767
397974807,32767,32767,32767,32767,-26,32767
397979810,-27,32767,32767,32767,32767,32767
397984815,32767,32767,32767,32767,32767,32767
397989822,-20,32767,32767,-32,32767,32767
397994829,32767,32767,32767,32767,-5,32767
397999828,-9,32767,32767,32767,32767,32767
398004834,32767,32767,32767,32767,32767,32767
398009835,-2,32767,32767,32767,32767,32767
398014839,32767,32767,32767,32767,11,32767
398019843,5,32767,32767,32767,32767,32767
398024847,32767,32767,32767,32767,32767,32767
398029852,32767,32767,32767,32767,32767,32767
398034862,-34,32767,32767,32767,11,32767
398039859,32767,32767,32767,-29,32767,32767
398044864,-27,32767,32767,32767,32767,32767
398049868,32767,32767,32767,32767,32767,32767
398054872,-19,32767,32767,32767,32767,32767
398059876,32767,32767,32767,32767,-26,32767
398064880,-8,32767,32767,32767,32767,32767
398069884,32767,32767,32767,32767,32767,32767
398074893,1,32767,32767,32767,32767,32767
398079892,32767,32767,32767,32767,-12,32767
398084901,10,32767,32767,32767,32767,32767
398089900,32767,32767,32767,-27,32767,32767
398094905,32767,32767,32767,32767,32767,32767
398099915,-33,32767,32767,32767,-6,32767
398104913,32767,32767,32767,32767,32767,32767
398109921,-25,32767,32767,32767,32767,32767
398114947,32767,32767,32767,32767,32767,32767
398119925,-18,32767,32767,32767,11,32767
398124929,32767,32767,32767,32767,32767,32767
398129934,-7,32767,32767,32767,32767,32767
398134949,32767,32767,32767,32767,32767,32767
398139941,0,32767,32767,32767,11,32767
398144946,32767,32767,32767,32767,32767,32767
398149953,10,32767,32767,-23,32767,32767
398154958,32767,32767,32767,32767,32767,32767
398159967,32767,32767,32767,32767,13,32767
398164962,-32,32767,32767,32767,32767,32767
398169966,32767,32767,32767,32767,32767,32767
398174977,-25,32767,32767,32767,32767,32767
398179983,32767,32767,32767,32767,32767,32767
398184985,-18,32767,32767,32767,-27,32767
398189983,32767,32767,32767,32767,32767,32767
398194993,-9,32767,32767,32767,32767,32767
398199993,32767,32767,32767,-13,32767,32767
398205013,-3,32767,32767,32767,-14,32767
398209999,32767,32767,32767,32767,32767,32767
398215009,5,32767,32767,32767,32767,32767
398220007,32767,32767,32767,32767,32767,32767
398225014,32767,32767,32767,32767,-8,32767
398230015,-35,32767,32767,32767,32767,32767
398235027,32767,32767,32767,32767,32767,32767
398240023,-28,32767,32767,32767,32767,32767
398245031,32767,32767,32767,32767,11,32767
398250032,-21,32767,32767,-10,32767,32767
398270048,-6,32767,32767,32767,32767,32767
398275052,32767,32767,32767,32767,32767,32767
398280056,1,32767,32767,32767,32767,32767
398285071,32767,32767,32767,32767,32767,32767
398290064,10,32767,32767,32767,-28,32767
398295075,32767,32767,32767,32767,32767,32767
398300073,32767,32767,32767,32767,32767,32767
398305077,-31,32767,32767,32767,32767,32767
398310081,32767,32767,32767,-7,-8,32767
398315089,-24,32767,32767,32767,32767,32767
398320091,32767,32767,32767,32767,32767,32767
398325093,-17,32767,32767,32767,32767,32767
398330097,32767,32767,32767,32767,11,32767
