timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
526572047,921600.0,1.0,12166.761,0.0,143201,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527318310,921600.0,1.0,12166.761,0.0,143414,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528068123,921600.0,1.0,11818.617,0.0,143615,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529571861,921600.0,1.0,12190.239,0.0,144039,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530327904,921600.0,1.0,12190.239,0.0,144249,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531088924,921600.0,1.0,11584.556,0.0,144462,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532598186,921600.0,1.0,11892.065,0.0,144885,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533353457,921600.0,1.0,11892.065,0.0,145105,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534111009,921600.0,1.0,12364.116,0.0,145320,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535622097,921600.0,1.0,12114.833,0.0,145747,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536371199,921600.0,1.0,12286.538,0.0,145959,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537127001,921600.0,1.0,12286.538,0.0,146180,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538642158,921600.0,1.0,12099.04,0.0,146603,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539393669,921600.0,1.0,12344.539,0.0,146822,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540157511,921600.0,1.0,12344.539,0.0,147038,61,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
