timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
394638489,1114122,2228234,0,0,0,0,0,703.0218,739.372,703.0218,739.372,0.0026673793,4.0508246e-05,3.8442587e-09,1.4113332,0.061751094,-9.503735,0.004632001,-0.0007484796,0.0033562274,52.517857,51.0
395674270,1114122,2228234,0,0,0,0,0,703.0218,740.11475,703.0218,740.11475,0.0018719413,4.2002e-05,3.4062058e-09,1.3973397,0.13678057,-9.49707,0.018555773,0.0006517572,0.0020171457,52.466217,51.0
396692986,1114122,2228234,0,0,0,0,0,703.0218,739.3475,703.0218,739.3475,0.0022440306,4.35826e-05,4.0258046e-09,1.3773214,0.13254853,-9.474985,0.0335135,-0.0011404387,-0.0099957725,52.455593,51.0
397691112,1114122,2228234,0,0,0,0,0,687.9876,739.3475,687.9876,739.3475,0.003400097,4.3852306e-05,2.96475e-09,1.3218802,0.17081709,-9.485831,0.01778675,-0.0005550216,-0.0018338189,52.369717,51.0
398696804,1114122,2228234,0,0,0,0,0,699.92786,739.3475,699.92786,739.3475,0.0022819934,4.2239248e-05,2.898216e-09,1.4193274,0.069077365,-9.42386,0.012940157,0.0012967886,-0.0041909544,52.375,51.0
399695202,1114122,2228234,0,0,0,0,0,702.49994,740.98456,702.49994,740.98456,0.002643903,4.3683947e-05,5.0853664e-09,1.3404267,0.07259584,-9.66334,0.03339591,0.004643469,-0.016971208,52.375,51.0
400670764,1114122,2228234,0,0,0,0,0,704.4097,737.73627,704.4097,737.73627,0.002123001,4.640512e-05,6.745814e-09,1.3997949,0.15375248,-9.568214,-0.04238046,0.007928301,-0.040479597,52.34375,51.0
401699125,1114122,2228234,0,0,0,0,0,702.774,739.84705,702.774,739.84705,0.0018138677,4.4104567e-05,4.730397e-09,1.3457153,0.17990908,-9.527518,-0.0020810226,-0.0024550331,0.0086012725,52.37987,51.0
402650141,1114122,2228234,0,0,0,0,0,702.4679,738.18176,702.4679,738.18176,0.002228515,4.649288e-05,3.6188907e-09,1.3020064,0.19627133,-9.471544,0.016319897,0.0022196767,-0.0049450896,52.40112,51.0
403670855,1114122,2228234,0,0,0,0,0,701.1262,738.8551,701.1262,738.8551,0.0021317403,4.136653e-05,3.9379873e-09,1.3411714,0.08448457,-9.525412,0.019199323,-0.0024955927,0.0025247324,52.347458,51.0
404679014,1114122,2228234,0,0,0,0,0,701.78375,738.8263,701.78375,738.8263,0.0071813916,4.624582e-05,3.3800387e-09,1.3593168,0.17130719,-9.395732,0.021573042,0.004556853,-0.004529704,52.35606,51.0
405635109,1114122,2228234,0,0,0,0,0,703.2772,738.7756,703.2772,738.7756,0.00650675,4.8285703e-05,3.3555032e-09,1.324466,0.18023913,-9.477098,0.008398405,0.00497584,0.004529561,52.25,50.0
406664376,1114122,2228234,0,0,0,0,0,703.2772,738.7756,703.2772,738.7756,0.0029048377,4.6464662e-05,4.836421e-09,1.3583695,0.12086209,-9.481301,0.03687421,0.00044126678,0.013056116,52.291668,50.7973
407694150,1114122,2228234,0,0,0,0,0,702.52454,739.5306,702.52454,739.5306,0.002811627,4.5112694e-05,4.7778723e-09,1.4290134,0.042977385,-9.462232,0.0022146604,0.00034310544,-0.015175607,52.21044,51.0
408682421,1114122,2228234,0,0,0,0,0,702.51465,738.67883,702.51465,738.67883,0.0025891424,4.6452446e-05,4.4274096e-09,1.4433739,0.099408805,-9.526137,0.029570732,0.00069267803,-0.008588963,52.28896,51.0
409628035,1114122,2228234,0,0,0,0,0,703.22,738.66656,703.22,738.66656,0.0018522404,4.4982397e-05,3.1640501e-09,1.408184,0.14951035,-9.533377,0.017215727,0.0037550016,-0.005612521,52.23611,50.0
410696539,1114122,2228234,0,0,0,0,0,703.22296,738.66656,703.22296,738.66656,0.0023380904,4.452593e-05,2.5824447e-09,1.3579543,0.17982088,-9.501378,0.006883976,-0.0015790034,-0.00027602518,52.25,50.0
412710537,1114122,2228234,0,0,0,0,0,705.0776,733.85254,705.0776,733.85254,0.0019530684,4.3388478e-05,3.291248e-09,1.4177805,0.102406695,-9.468988,0.0057077026,-0.005766617,0.008502189,52.25,51.0
413714991,1114122,2228234,0,0,0,0,0,703.6039,733.5655,703.6039,733.5655,0.002034521,4.3148022e-05,3.083843e-09,1.438379,0.03435928,-9.463794,0.012476217,-0.005908923,0.004486208,52.203125,50.0
414664797,1114122,2228234,0,0,0,0,0,703.1613,737.3943,703.1613,737.3943,0.0023738875,4.2457592e-05,2.755499e-09,1.3052626,0.1562974,-9.527482,0.012333602,-0.0021762357,0.009599259,52.125,50.0
415713497,1114122,2228234,0,0,0,0,0,704.62537,735.77924,704.62537,735.77924,0.002628832,4.5501827e-05,2.6479396e-09,1.4391147,0.16984974,-9.51826,0.012037689,0.0018072729,0.008102562,52.125,50.0
418624411,1114122,2228234,0,0,0,0,0,702.6563,738.03265,702.6563,738.03265,0.0025641462,4.5401353e-05,4.5849906e-09,1.277329,0.124110036,-9.251816,-0.0090643335,-0.0019860698,-0.024052175,52.13889,50.0
420668491,1114122,2228234,0,0,0,0,0,702.66595,738.78125,702.66595,738.78125,0.0026386355,4.5975343e-05,3.7964356e-09,1.377818,0.21841767,-9.487854,0.0062930747,-0.0020863542,0.0152370045,52.161232,50.0
421670510,1114122,2228234,0,0,0,0,0,701.8612,738.01636,701.8612,738.01636,0.0035774896,5.022247e-05,4.27541e-09,1.3747009,0.25771257,-9.464648,-0.01695085,-0.0008750472,0.003925443,52.085228,51.0
422648646,1114122,2228234,0,0,0,0,0,702.56573,738.75696,702.56573,738.75696,0.001967665,4.668099e-05,4.436437e-09,1.3464817,0.14164832,-9.463981,-0.006293281,-0.004711556,0.015473658,52.070423,51.0
423679545,1114122,2228234,0,0,0,0,0,702.56573,738.75696,702.56573,738.75696,0.002331915,4.2894317e-05,4.001238e-09,1.3364469,0.14399561,-9.524944,0.03692466,0.002029346,-0.011758159,52.02289,50.51948
424685571,1114122,2228234,0,0,0,0,0,702.56573,738.00946,702.56573,738.00946,0.0034563467,0.00018338299,2.4389115e-08,1.4179493,0.26747218,-9.435173,-0.0069082654,0.007198919,-0.0071481457,52.101105,50.0
425713849,1114122,2228234,0,0,0,0,0,747.41736,738.00946,747.41736,738.00946,0.00921235,0.0005409492,1.6445675e-07,2.3933156,0.143468,-9.6182,0.056052472,0.034031484,-0.04682427,51.994232,51.0
427700496,1114122,2228234,0,0,0,0,0,702.18604,734.52716,702.18604,734.52716,0.015965203,0.0010991918,8.6330573e-07,5.8252177,0.39704213,-9.160535,-0.22372659,-0.07088785,0.042465646,52.0,50.0
428716157,1114122,2228234,0,0,0,0,0,704.8283,736.0207,704.8283,736.0207,0.0101584755,0.00051839516,6.806975e-07,5.1857567,0.13696364,-12.671754,-0.0238046,0.1947687,-0.28668448,51.89113,49.0
429636859,1114122,2228234,0,0,0,0,0,704.6193,738.2898,704.6193,738.2898,0.008012673,0.0004093962,5.642692e-07,4.147548,-1.0301164,-11.865831,0.16161534,0.15326758,0.017257428,51.75,48.0
