timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
474627499,12.830462,12.830462,13.342064,11.919711,12.604249,1,1
474827506,13.024024,13.024024,13.545166,11.818065,12.495859,1,1
475027511,13.846593,13.846593,14.397191,11.88523,12.565866,1,1
475227513,14.153623,14.153623,14.715932,12.620889,13.342991,1,1
475427547,14.618891,14.618891,15.2008505,12.731316,13.4584055,1,1
475627542,14.605524,14.605524,15.185999,12.682085,13.405099,1,1
476027513,14.728932,14.728932,15.310577,12.165005,12.85705,1,1
476227499,15.431229,15.431229,16.042847,12.92776,13.662491,1,1
476427513,14.1487875,14.1487875,14.709945,14.075133,14.875212,1,1
476627511,13.441656,13.441656,13.972046,14.929077,15.776893,1,1
476827545,12.718498,12.718498,13.222131,15.546926,16.429155,1,1
477027648,13.3157835,13.3157835,13.842705,16.043121,16.952793,1,1
477227748,13.379657,13.379657,13.909209,16.8388,17.79316,1,1
477427504,12.603422,12.603422,13.100357,17.39204,18.37745,1,1
477627501,11.485843,11.485843,11.940167,17.651493,18.653286,1,1
477827516,11.45481,11.45481,11.906678,17.478634,18.471075,1,1
478027503,11.767167,11.767167,12.231987,17.45644,18.447989,1,1
478227507,12.027667,12.027667,12.503405,17.282495,18.2645,1,1
478427508,12.992171,12.992171,13.506874,16.556873,17.497873,1,1
478627513,13.552026,13.552026,14.0917425,16.36531,17.295593,1,1
478827499,14.22887,14.22887,14.796215,16.153227,17.071688,1,1
479027507,14.877516,14.877516,15.468852,15.920066,16.825125,1,1
479227558,14.458621,14.458621,15.033498,15.626171,16.514206,1,1
479427504,14.073744,14.073744,14.633611,15.325791,16.19657,1,1
479627550,15.109868,15.109868,15.711408,14.955893,15.805609,1,1
479827506,15.41599,15.41599,16.029636,14.603785,15.432686,1,1
480027551,16.565994,16.565994,17.22583,14.274058,15.084126,1,1
480227504,17.29478,17.29478,17.983507,13.903094,14.691534,1,1
480427504,17.503286,17.503286,18.202446,13.619709,14.3907795,1,1
480627552,17.577446,17.577446,18.276901,13.6142235,14.3845,1,1
481027570,17.430012,17.430012,18.12686,12.8879795,13.616577,1,1
481227515,17.24016,17.24016,17.926193,12.190406,12.878901,1,1
481427612,18.13218,18.13218,18.852999,11.776596,12.440659,1,1
481627568,18.03516,18.03516,18.753418,11.488362,12.136625,1,1
481827648,17.743671,17.743671,18.450645,11.318053,11.956348,1,1
482027704,17.66103,17.66103,18.366074,11.362208,12.003504,1,1
482227519,17.227016,17.227016,17.915276,11.519016,12.169143,1,1
482427510,17.213207,17.213207,17.904451,11.847846,12.516409,1,1
482627506,16.689453,16.689453,17.358505,12.579908,13.290596,1,1
483027499,15.087543,15.087543,15.6944685,15.36616,16.235647,1,1
483227513,14.109218,14.109218,14.678156,16.446795,17.378222,1,1
483427515,13.727461,13.727461,14.282586,16.784903,17.736877,1,1
483627543,14.710864,14.710864,15.3072405,17.47045,18.46251,1,1
483827618,14.565577,14.565577,15.156387,16.592041,17.534317,1,1
484027510,13.663666,13.663666,14.219612,14.843977,15.68813,1,1
484227592,13.351074,13.351074,13.894651,13.88688,14.676508,1,1
484427518,13.078314,13.078314,13.611575,13.306219,14.063422,1,1
484627510,13.732628,13.732628,14.292801,12.622578,13.34046,1,1
484827507,13.51179,13.51179,14.062973,11.792258,12.462539,1,1
485227522,13.844145,13.844145,14.409048,10.170432,10.747967,1,1
485427514,14.431143,14.431143,15.017863,9.365922,9.897633,1,1
485627550,14.832684,14.832684,15.435244,8.604001,9.091882,1,1
485827518,15.038406,15.038406,15.652219,7.787831,8.229247,1,1
486027515,14.848533,14.848533,15.454381,7.133336,7.5373116,1,1
486227543,15.76086,15.76086,16.404058,6.669513,7.047052,1,1
486427510,15.737951,15.737951,16.377802,6.3955708,6.75758,1,1
486627628,16.068434,16.068434,16.724878,6.3498015,6.709202,1,1
486827611,15.750328,15.750328,16.391237,6.35369,6.7130237,1,1
487027677,16.16931,16.16931,16.830723,6.3983574,6.7603097,1,1
487227502,15.755209,15.755209,16.400137,6.490034,6.8572536,1,1
487627522,15.2913265,15.2913265,15.915807,6.6830826,7.061257,1,1
487827508,15.232957,15.232957,15.85615,6.853943,7.242058,1,1
488027514,15.418082,15.418082,16.049538,6.903041,7.294017,1,1
488227504,14.963059,14.963059,15.576488,6.841407,7.228945,1,1
488427516,14.891143,14.891143,15.502192,6.9590697,7.353192,1,1
488627509,14.310326,14.310326,14.900691,7.1397696,7.5443945,1,1
488827510,14.611483,14.611483,15.209714,7.03598,7.434637,1,1
489027511,13.963265,13.963265,14.53807,7.188781,7.5962663,1,1
489227550,14.035869,14.035869,14.613975,7.800667,8.2426195,1,1
489427521,13.670066,13.670066,14.23126,8.2562895,8.724181,1,1
489627514,13.721356,13.721356,14.285054,8.535041,9.018693,1,1
489827508,13.743488,13.743488,14.312976,9.464779,10.0008545,1,1
490027503,14.534001,14.534001,15.136762,10.081656,10.652865,1,1
490227501,14.257783,14.257783,14.846994,10.652451,11.255854,1,1
490427500,14.487032,14.487032,15.083705,11.154178,11.785939,1,1
490627532,14.539565,14.539565,15.140709,11.379536,12.023588,1,1
490827506,14.695682,14.695682,15.304207,11.892091,12.565514,1,1
491227499,15.100906,15.100906,15.725794,12.929991,13.661174,1,1
491427499,15.162945,15.162945,15.7909975,13.339857,14.094304,1,1
491627520,14.733502,14.733502,15.343806,13.748689,14.525832,1,1
491827528,15.374835,15.374835,16.011967,14.352371,15.163404,1,1
492027674,15.119448,15.119448,15.74334,14.884755,15.725234,1,1
492227704,17.02638,17.02638,17.732355,14.912764,15.75507,1,1
492427510,16.662642,16.662642,17.354038,14.8307495,15.668131,1,1
492627504,16.299896,16.299896,16.9737,14.794313,15.629299,1,1
492827513,15.928923,15.928923,16.590563,15.233369,16.093128,1,1
493027511,16.28455,16.28455,16.957996,15.530965,16.406752,1,1
493227502,16.340855,16.340855,17.016113,15.6700735,16.552677,1,1
493427509,16.20464,16.20464,16.87718,16.00037,16.901253,1,1
493627536,16.384253,16.384253,17.061758,16.355228,17.276054,1,1
493827504,16.085573,16.085573,16.75062,16.562696,17.49426,1,1
494027509,16.341646,16.341646,17.01668,16.756252,17.697512,1,1
494227548,16.6189,16.6189,17.305452,16.931849,17.882473,1,1
494427502,16.705221,16.705221,17.39236,17.006128,17.960148,1,1
494627502,16.897585,16.897585,17.595406,16.976063,17.927778,1,1
494827499,17.086033,17.086033,17.791098,16.949604,17.898726,1,1
495027513,17.192522,17.192522,17.898981,16.809803,17.750395,1,1
495227542,17.970608,17.970608,18.70878,16.715534,17.650045,1,1
495627655,18.28255,18.28255,19.035862,16.197315,17.101393,1,1
495827502,18.359093,18.359093,19.111609,15.89046,16.775826,1,1
496027542,18.274479,18.274479,19.026114,15.528845,16.393148,1,1
496227502,18.468193,18.468193,19.228037,15.1593275,16.0025,1,1
496427651,18.485304,18.485304,19.242023,14.827994,15.651878,1,1
496627503,18.799465,18.799465,19.568377,14.550891,15.358365,1,1
496827642,19.044863,19.044863,19.822937,14.202677,14.9894495,1,1
497027559,19.174456,19.174456,19.96049,13.89324,14.6622505,1,1
497227603,19.18036,19.18036,19.966057,13.63368,14.387448,1,1
497427694,19.117651,19.117651,19.897245,13.297581,14.031848,1,1
497627503,19.570154,19.570154,20.367456,12.995797,13.712463,1,1
497827512,19.499805,19.499805,20.297283,12.793627,13.498577,1,1
498027504,19.491926,19.491926,20.284328,12.614017,13.307869,1,1
498427507,19.801662,19.801662,20.605099,12.4801035,13.164546,1,1
498627510,19.689064,19.689064,20.487028,12.550158,13.237435,1,1
498827504,19.856913,19.856913,20.66069,12.61713,13.307016,1,1
499027512,20.386036,20.386036,21.209867,12.680659,13.372732,1,1
499227546,20.012867,20.012867,20.820753,12.935393,13.6403675,1,1
499627499,20.158056,20.158056,20.970272,13.757442,14.505234,1,1
499827499,19.897757,19.897757,20.698597,13.84854,14.600193,1,1
500027504,19.979729,19.979729,20.78382,13.964364,14.721797,1,1
500227531,20.42305,20.42305,21.244844,14.043935,14.805354,1,1
500427504,19.832571,19.832571,20.630037,13.945169,14.700123,1,1
500627555,19.149435,19.149435,19.91682,13.809949,14.557773,1,1
500827504,19.197664,19.197664,19.968643,13.841742,14.592034,1,1
501027553,19.262724,19.262724,20.040125,13.76395,14.510002,1,1
501227533,18.208652,18.208652,18.942322,13.331037,14.054538,1,1
501427507,17.511106,17.511106,18.21752,12.967116,13.671288,1,1
501627516,17.523762,17.523762,18.23243,13.208612,13.926786,1,1
501827534,16.927074,16.927074,17.616053,13.2857275,14.008937,1,1
502027527,15.734286,15.734286,16.37389,13.508491,14.244934,1,1
502227574,14.927335,14.927335,15.535274,13.797048,14.550054,1,1
502627610,13.576454,13.576454,14.13413,14.622245,15.422026,1,1
502827672,13.371301,13.371301,13.91892,14.918996,15.7356825,1,1
503027805,13.312581,13.312581,13.858829,14.213526,14.992233,1,1
503227510,13.262498,13.262498,13.807769,13.642318,14.390396,1,1
503427514,12.819688,12.819688,13.34724,13.292467,14.021651,1,1
503627511,12.619701,12.619701,13.140712,13.379312,14.112364,1,1
503827519,13.162652,13.162652,13.706547,13.397901,14.132228,1,1
504027499,13.844098,13.844098,14.413698,13.28544,14.013015,1,1
504227522,13.858618,13.858618,14.428433,13.2033,13.925785,1,1
504427518,14.314258,14.314258,14.902355,13.355547,14.085485,1,1
504627512,14.467073,14.467073,15.06071,13.68606,14.433123,1,1
504827599,15.351661,15.351661,15.981051,13.979736,14.742093,1,1
505027513,16.50021,16.50021,17.172379,14.242282,15.017112,1,1
505227584,16.82685,16.82685,17.511114,14.636204,15.4309025,1,1
505427523,17.48455,17.48455,18.197344,15.206126,16.030523,1,1
505627516,18.627764,18.627764,19.385233,15.890476,16.749771,1,1
505827536,19.047626,19.047626,19.81947,16.407082,17.291407,1,1
506027510,18.97149,18.97149,19.737587,17.05391,17.970387,1,1
506227510,19.261868,19.261868,20.037596,17.702536,18.651325,1,1
506627522,20.146095,20.146095,20.949486,18.298468,19.27405,1,1
506827515,20.496174,20.496174,21.315084,18.298452,19.271742,1,1
507027524,20.4635,20.4635,21.279446,18.290243,19.261286,1,1
507227512,20.855255,20.855255,21.685785,18.235327,19.201923,1,1
507427514,21.068623,21.068623,21.90337,18.089636,19.047533,1,1
507627507,20.503633,20.503633,21.319464,17.987825,18.939775,1,1
507827563,20.26615,20.26615,21.071787,18.089172,19.045815,1,1
508027559,19.762741,19.762741,20.548288,18.255526,19.220276,1,1
508227625,19.071758,19.071758,19.830015,18.699484,19.687243,1,1
508427737,19.177563,19.177563,19.937313,18.946808,19.948109,1,1
508627516,18.313465,18.313465,19.039532,19.207079,20.222075,1,1
508827536,17.876688,17.876688,18.58621,19.660875,20.70038,1,1
509027513,17.231003,17.231003,17.916073,20.082937,21.145805,1,1
509227508,16.884432,16.884432,17.555922,20.039482,21.099953,1,1
509427523,16.376308,16.376308,17.028639,19.733978,20.77923,1,1
509627504,15.27906,15.27906,15.888966,19.499977,20.534163,1,1
509827513,14.698481,14.698481,15.282897,19.065058,20.076353,1,1
510027499,14.151986,14.151986,14.715194,18.879208,19.881027,1,1
510227527,13.316953,13.316953,13.847154,18.902563,19.905949,1,1
510427503,12.960487,12.960487,13.476311,18.900393,19.903069,1,1
510627523,12.39336,12.39336,12.889097,18.809822,19.808342,1,1
510827510,12.245607,12.245607,12.733347,18.571287,19.556759,1,1
511027505,12.038599,12.038599,12.519955,18.3689,19.343412,1,1
511227502,11.84273,11.84273,12.314067,18.269733,19.238338,1,1
511427502,11.503986,11.503986,11.961674,18.06845,19.026121,1,1
511627546,11.416201,11.416201,11.872177,17.852604,18.798643,1,1
511827499,11.389168,11.389168,11.843648,17.650267,18.584929,1,1
512027511,11.675601,11.675601,12.139308,17.488632,18.414047,1,1
512227507,11.281066,11.281066,11.728512,17.381311,18.300125,1,1
512427499,11.761778,11.761778,12.229493,17.373535,18.29081,1,1
512627512,11.7407,11.7407,12.206547,17.460941,18.380987,1,1
512827555,12.376531,12.376531,12.864917,17.532232,18.455128,1,1
513027507,13.005965,13.005965,13.520229,17.614979,18.540691,1,1
513227552,13.19103,13.19103,13.709451,17.58375,18.50622,1,1
513627518,14.25578,14.25578,14.814407,16.810282,17.689934,1,1
513827658,14.5100355,14.5100355,15.078588,16.174835,17.021193,1,1
514027715,13.913588,13.913588,14.458623,15.565077,16.3791,1,1
514227510,13.467585,13.467585,13.994868,14.882038,15.660027,1,1
514427505,13.415675,13.415675,13.940821,14.3476715,15.09761,1,1
514627501,12.69814,12.69814,13.194999,13.994847,14.725886,1,1
514827499,12.673719,12.673719,13.167365,13.746815,14.464734,1,1
515027502,12.964583,12.964583,13.469609,13.575345,14.284136,1,1
515227507,12.865117,12.865117,13.368223,13.504238,14.208893,1,1
515627514,13.733623,13.733623,14.2676,13.730555,14.44597,1,1
515827559,13.907734,13.907734,14.450341,13.967535,14.6943655,1,1
516027502,14.59575,14.59575,15.164953,14.246557,14.987423,1,1
516227502,14.507888,14.507888,15.070267,14.538628,15.293439,1,1
516427509,15.222368,15.222368,15.81396,14.865194,15.635957,1,1
516627502,15.769099,15.769099,16.378326,15.205957,15.99291,1,1
516827520,16.139288,16.139288,16.761532,15.607718,16.413944,1,1
517027535,16.652792,16.652792,17.29366,16.044067,16.871418,1,1
517227521,17.037422,17.037422,17.691069,16.295177,17.133244,1,1
517427543,17.542877,17.542877,18.21427,15.913736,16.730406,1,1
517627511,17.498037,17.498037,18.166025,15.4135065,16.202738,1,1
517827575,17.867523,17.867523,18.55077,14.982481,15.748101,1,1
518027505,18.207573,18.207573,18.899277,14.386941,15.12067,1,1
518227502,18.46694,18.46694,19.166908,13.720341,14.418649,1,1
518427504,18.34301,18.34301,19.037231,13.012839,13.674384,1,1
518627503,18.997028,18.997028,19.71464,12.336647,12.962506,1,1
518827507,19.05422,19.05422,19.772654,11.603688,12.191537,1,1
519027528,17.8673,17.8673,18.540817,10.96646,11.521741,1,1
519227610,18.183548,18.183548,18.868465,10.341394,10.864551,1,1
519427758,17.98727,17.98727,18.66395,9.761029,10.254199,1,1
519627737,17.920774,17.920774,18.594372,9.115729,9.575844,1,1
519827499,17.094887,17.094887,17.73451,8.35955,8.781311,1,1
520027502,17.105902,17.105902,17.748625,7.8055882,8.199328,1,1
520227509,17.131607,17.131607,17.771826,7.467549,7.8438363,1,1
520427510,16.911823,16.911823,17.543959,7.2073674,7.57048,1,1
520627507,17.05975,17.05975,17.70016,6.969179,7.3201375,1,1
520827509,16.724342,16.724342,17.349167,6.9023104,7.249695,1,1
521027504,16.104298,16.104298,16.705557,6.917289,7.2651377,1,1
521227529,15.75763,15.75763,16.345722,6.6076174,6.939687,1,1
521427504,16.489971,16.489971,17.104235,6.7498817,7.0885077,1,1
521627548,16.22844,16.22844,16.833174,6.593407,6.924159,1,1
521827505,16.67773,16.67773,17.30046,6.4125733,6.733663,1,1
522027572,16.32521,16.32521,16.933798,6.291779,6.606333,1,1
522227507,16.153345,16.153345,16.755318,6.4176583,6.7383137,1,1
522427510,16.441671,16.441671,17.05394,6.6318517,6.962915,1,1
522627504,17.030815,17.030815,17.661394,7.2201686,7.580015,1,1
522827548,17.020914,17.020914,17.653358,6.820748,7.1604457,1,1
523027504,17.781765,17.781765,18.438257,6.821741,7.1608806,1,1
523227504,17.596174,17.596174,18.245264,6.6049767,6.93302,1,1
523427499,17.745861,17.745861,18.399872,6.273963,6.5852456,1,1
523627510,17.806597,17.806597,18.46206,5.248892,5.508993,1,1
524027562,16.450361,16.450361,17.055601,3.84471,4.035094,1,1
524227559,16.961596,16.961596,17.58558,4.3609724,4.57683,1,1
524627555,15.764022,15.764022,16.343643,5.3812866,5.6473613,1,1
524827590,16.337193,16.337193,16.936996,6.0442424,6.34266,1,1
525027665,16.25637,16.25637,16.852657,6.924926,7.2664723,1,1
525227788,15.732729,15.732729,16.309933,7.2317295,7.588465,1,1
525627515,15.34182,15.34182,15.903685,7.4965434,7.8657236,1,1
525827514,14.653798,14.653798,15.189933,7.8633647,8.25032,1,1
526227512,15.174019,15.174019,15.72836,8.04511,8.44043,1,1
526427514,13.702587,13.702587,14.203068,8.276257,8.68287,1,1
526627499,13.615537,13.615537,14.112944,8.858098,9.293366,1,1
526827499,12.791667,12.791667,13.258992,9.668185,10.143111,1,1
527027500,11.748455,11.748455,12.178094,10.547315,11.0659895,1,1
527227510,10.1262245,10.1262245,10.4952135,11.255929,11.809662,1,1
527427508,9.429217,9.429217,9.773052,11.777306,12.356997,1,1
527627510,9.799347,9.799347,10.157061,12.188131,12.788524,1,1
527827549,8.868821,8.868821,9.194188,12.486074,13.101357,1,1
528027509,8.393081,8.393081,8.699547,12.66856,13.292753,1,1
528227510,8.300575,8.300575,8.605236,12.779923,13.4099045,1,1
528427500,8.145005,8.145005,8.444094,12.995234,13.63605,1,1
528627517,8.616536,8.616536,8.931308,13.2039585,13.854755,1,1
529027513,9.448719,9.448719,9.794871,13.297648,13.952225,1,1
529227537,9.550061,9.550061,9.8994055,13.15259,13.799299,1,1
529427513,10.325056,10.325056,10.700888,12.874798,13.507663,1,1
529627523,10.573646,10.573646,10.959747,12.703157,13.3271475,1,1
529827522,10.592067,10.592067,10.976147,12.258693,12.859755,1,1
530027630,11.090398,11.090398,11.495209,12.447497,13.05854,1,1
530227523,10.474306,10.474306,10.855257,13.141631,13.787436,1,1
530427608,9.263942,9.263942,9.601293,13.727466,14.402691,1,1
530627669,8.514441,8.514441,8.823891,13.581662,14.248734,1,1
530827762,8.450044,8.450044,8.756243,13.310867,13.965425,1,1
531027510,8.756764,8.756764,9.075636,13.268424,13.921275,1,1
531227510,10.328995,10.328995,10.704969,13.121149,13.766343,1,1
531427512,9.781524,9.781524,10.13573,12.978457,13.616344,1,1
531627507,9.514179,9.514179,9.860272,12.969337,13.606978,1,1
531827522,8.983828,8.983828,9.310815,13.00429,13.643703,1,1
532027506,8.491531,8.491531,8.800689,13.032763,13.673933,1,1
532227504,9.151039,9.151039,9.482533,13.038241,13.679458,1,1
532427512,8.648287,8.648287,8.963027,13.064553,13.707097,1,1
532627511,8.254118,8.254118,8.553089,13.073731,13.716642,1,1
532827538,8.960207,8.960207,9.284195,12.917066,13.551674,1,1
533227503,9.381957,9.381957,9.719602,11.833817,12.41317,1,1
533427550,11.0798645,11.0798645,11.477178,11.668185,12.23986,1,1
533627510,10.987403,10.987403,11.380857,11.739047,12.31341,1,1
533827512,11.483055,11.483055,11.896344,12.095036,12.686803,1,1
534027505,10.835671,10.835671,11.225632,12.134237,12.729931,1,1
534227558,10.988313,10.988313,11.384494,11.841073,12.42297,1,1
534427507,11.085727,11.085727,11.485881,11.248592,11.801657,1,1
534627548,10.741114,10.741114,11.131602,10.729954,11.258519,1,1
534827503,10.957608,10.957608,11.356137,10.117448,10.61583,1,1
535227503,10.680535,10.680535,11.07025,8.651105,9.078,1,1
535427535,10.518229,10.518229,10.900656,8.121424,8.522344,1,1
535627516,11.717296,11.717296,12.146043,7.426486,7.7934737,1,1
535827586,12.524149,12.524149,12.983264,6.4353194,6.7536592,1,1
536027665,13.144413,13.144413,13.624682,5.8945394,6.1864,1,1
536227751,13.927485,13.927485,14.4389515,5.149847,5.4048495,1,1
536427510,14.663225,14.663225,15.199768,4.337346,4.552192,1,1
536627529,14.557953,14.557953,15.09314,3.6582587,3.8394246,1,1
536827510,14.488545,14.488545,15.021895,3.2330813,3.3932986,1,1
537027507,14.321567,14.321567,14.846668,2.6866646,2.819812,1,1
537227501,14.377968,14.377968,14.905679,2.7337363,2.8692749,1,1
537427521,15.027546,15.027546,15.579548,3.2368042,3.3973284,1,1
537627499,15.227805,15.227805,15.790051,3.5462964,3.7221937,1,1
537827535,16.10421,16.10421,16.6994,3.9839957,4.181683,1,1
538027532,16.036526,16.036526,16.630135,4.302406,4.51607,1,1
538227518,14.634272,14.634272,15.173674,4.2779236,4.490339,1,1
538427534,15.727028,15.727028,16.31061,4.8342805,5.0746408,1,1
538627519,15.906659,15.906659,16.49509,5.7122936,5.996514,1,1
538827551,14.805853,14.805853,15.357508,6.5178623,6.8427157,1,1
539027510,14.532022,14.532022,15.071759,6.6475677,6.979098,1,1
539227519,14.432891,14.432891,14.969867,6.8603735,7.202844,1,1
539427538,14.628096,14.628096,15.173877,6.754079,7.091851,1,1
539627510,13.779546,13.779546,14.293846,5.3486023,5.6161566,1,1
539827502,14.008107,14.008107,14.5325985,4.678965,4.913505,1,1
540027510,13.961717,13.961717,14.486829,4.169117,4.377971,1,1
540227503,14.648192,14.648192,15.1974125,3.9276466,4.1245346,1,1
540427510,14.503878,14.503878,15.047952,3.996022,4.196344,1,1
540627511,14.531628,14.531628,15.076799,4.4019604,4.6225753,1,1
540827518,14.885892,14.885892,15.444782,4.896814,5.1422076,1,1
541027507,15.736541,15.736541,16.327715,5.3430867,5.610964,1,1
541227506,15.544572,15.544572,16.128616,5.7665377,6.055481,1,1
541427614,15.016664,15.016664,15.581185,6.248014,6.561109,1,1
541627603,15.490383,15.490383,16.072998,6.760707,7.0995045,1,1
541827693,15.364588,15.364588,15.943312,7.130731,7.488347,1,1
542027731,15.372721,15.372721,15.951791,7.6780767,8.063034,1,1
542227505,15.4889965,15.4889965,16.073618,8.144898,8.553746,1,1
542427508,15.033387,15.033387,15.601086,8.609496,9.041679,1,1
542827514,15.035573,15.035573,15.604962,9.5247555,10.003594,1,1
543027508,14.67131,14.67131,15.227365,10.074456,10.5810795,1,1
543227514,15.047086,15.047086,15.616015,10.667533,11.2046175,1,1
543427499,14.716364,14.716364,15.275721,10.941447,11.4925,1,1
543627506,15.090179,15.090179,15.664334,11.229169,11.795158,1,1
543827504,15.332936,15.332936,15.916809,11.113432,11.673753,1,1
544027504,15.595679,15.595679,16.189903,11.243117,11.80985,1,1
544227512,15.953012,15.953012,16.558256,11.487885,12.066809,1,1
544427504,16.624207,16.624207,17.257812,11.719563,12.310056,1,1
544627504,16.448076,16.448076,17.07411,12.11752,12.727016,1,1
544827499,15.985505,15.985505,16.591356,12.71483,13.354224,1,1
545227526,16.617195,16.617195,17.248064,13.409841,14.082352,1,1
545427504,16.860283,16.860283,17.497417,13.870244,14.565484,1,1
545627512,17.305504,17.305504,17.95872,14.221335,14.933313,1,1
545827507,17.39304,17.39304,18.053974,14.10375,14.810852,1,1
546027499,17.969193,17.969193,18.65153,13.691347,14.377162,1,1
546227499,17.251244,17.251244,17.903265,13.125508,13.782841,1,1
546427576,17.47931,17.47931,18.141287,12.540662,13.167353,1,1
546627513,16.607222,16.607222,17.235891,12.060048,12.662311,1,1
546827641,16.640476,16.640476,17.266941,11.674608,12.257131,1,1
547027499,16.587706,16.587706,17.21384,11.401552,11.969682,1,1
547227516,16.71067,16.71067,17.337381,11.1876335,11.744045,1,1
547427623,16.35739,16.35739,16.969849,10.928892,11.471759,1,1
547627689,16.553312,16.553312,17.171942,10.693129,11.223523,1,1
547827749,16.124218,16.124218,16.728128,10.70455,11.234593,1,1
548027509,16.49141,16.49141,17.104418,10.666149,11.193041,1,1
548227509,16.607885,16.607885,17.22397,10.759807,11.290503,1,1
548427502,16.46605,16.46605,17.078047,10.763277,11.292928,1,1
548627509,16.65118,16.65118,17.264797,11.131817,11.6779175,1,1
548827510,nan,nan,nan,nan,nan,0,-1
549027511,nan,nan,nan,nan,nan,0,-1
549227522,nan,nan,nan,nan,nan,0,-1
549427507,nan,nan,nan,nan,nan,0,-1
549627557,nan,nan,nan,nan,nan,0,-1
549827499,nan,nan,nan,nan,nan,0,-1
550027585,nan,nan,nan,nan,nan,0,-1
550227496,nan,nan,nan,nan,nan,0,-1
550427516,nan,nan,nan,nan,nan,0,-1
550627532,nan,nan,nan,nan,nan,0,-1
550827510,nan,nan,nan,nan,nan,0,-1
551027554,nan,nan,nan,nan,nan,0,-1
551227507,nan,nan,nan,nan,nan,0,-1
551427591,nan,nan,nan,nan,nan,0,-1
551627510,nan,nan,nan,nan,nan,0,-1
551827509,nan,nan,nan,nan,nan,0,-1
552027507,nan,nan,nan,nan,nan,0,-1
552227510,nan,nan,nan,nan,nan,0,-1
552427507,nan,nan,nan,nan,nan,0,-1
552627511,nan,nan,nan,nan,nan,0,-1
552827524,nan,nan,nan,nan,nan,0,-1
553027608,nan,nan,nan,nan,nan,0,-1
553227628,nan,nan,nan,nan,nan,0,-1
553427729,nan,nan,nan,nan,nan,0,-1
553627774,nan,nan,nan,nan,nan,0,-1
553827521,nan,nan,nan,nan,nan,0,-1
554027509,nan,nan,nan,nan,nan,0,-1
554227522,nan,nan,nan,nan,nan,0,-1
554427501,nan,nan,nan,nan,nan,0,-1
554627507,nan,nan,nan,nan,nan,0,-1
555027514,nan,nan,nan,nan,nan,0,-1
555227507,nan,nan,nan,nan,nan,0,-1
555427555,nan,nan,nan,nan,nan,0,-1
555627499,nan,nan,nan,nan,nan,0,-1
555827510,nan,nan,nan,nan,nan,0,-1
556027506,nan,nan,nan,nan,nan,0,-1
556227510,nan,nan,nan,nan,nan,0,-1
556427558,nan,nan,nan,nan,nan,0,-1
556627506,nan,nan,nan,nan,nan,0,-1
556827512,nan,nan,nan,nan,nan,0,-1
557227499,nan,nan,nan,nan,nan,0,-1
557427507,nan,nan,nan,nan,nan,0,-1
557627499,nan,nan,nan,nan,nan,0,-1
557827514,nan,nan,nan,nan,nan,0,-1
558027513,nan,nan,nan,nan,nan,0,-1
558227502,nan,nan,nan,nan,nan,0,-1
558427525,nan,nan,nan,nan,nan,0,-1
558627499,nan,nan,nan,nan,nan,0,-1
558827508,nan,nan,nan,nan,nan,0,-1
559027571,nan,nan,nan,nan,nan,0,-1
559227656,nan,nan,nan,nan,nan,0,-1
559427748,nan,nan,nan,nan,nan,0,-1
559627509,nan,nan,nan,nan,nan,0,-1
559827548,nan,nan,nan,nan,nan,0,-1
560027503,nan,nan,nan,nan,nan,0,-1
560227510,nan,nan,nan,nan,nan,0,-1
560427505,nan,nan,nan,nan,nan,0,-1
560627515,nan,nan,nan,nan,nan,0,-1
560827502,nan,nan,nan,nan,nan,0,-1
561027502,nan,nan,nan,nan,nan,0,-1
561227515,nan,nan,nan,nan,nan,0,-1
561427633,nan,nan,nan,nan,nan,0,-1
561627502,nan,nan,nan,nan,nan,0,-1
561827509,nan,nan,nan,nan,nan,0,-1
562027499,nan,nan,nan,nan,nan,0,-1
562227506,nan,nan,nan,nan,nan,0,-1
562427513,nan,nan,nan,nan,nan,0,-1
562627509,nan,nan,nan,nan,nan,0,-1
562827533,nan,nan,nan,nan,nan,0,-1
563027528,nan,nan,nan,nan,nan,0,-1
563227604,nan,nan,nan,nan,nan,0,-1
563427506,nan,nan,nan,nan,nan,0,-1
563627587,nan,nan,nan,nan,nan,0,-1
563827535,nan,nan,nan,nan,nan,0,-1
564027557,nan,nan,nan,nan,nan,0,-1
564227515,nan,nan,nan,nan,nan,0,-1
564427510,nan,nan,nan,nan,nan,0,-1
564627509,nan,nan,nan,nan,nan,0,-1
564827555,nan,nan,nan,nan,nan,0,-1
565427767,nan,nan,nan,nan,nan,0,-1
565627505,nan,nan,nan,nan,nan,0,-1
565827509,nan,nan,nan,nan,nan,0,-1
566027514,nan,nan,nan,nan,nan,0,-1
566227515,nan,nan,nan,nan,nan,0,-1
566427512,nan,nan,nan,nan,nan,0,-1
566627505,nan,nan,nan,nan,nan,0,-1
566827512,nan,nan,nan,nan,nan,0,-1
567027508,nan,nan,nan,nan,nan,0,-1
567227560,nan,nan,nan,nan,nan,0,-1
567427513,nan,nan,nan,nan,nan,0,-1
567627514,nan,nan,nan,nan,nan,0,-1
567827556,nan,nan,nan,nan,nan,0,-1
568027527,nan,nan,nan,nan,nan,0,-1
