timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
393878841,393876452,2162698,0.0008810665,-0.0044943667,0.008959573,0.34906584,1.9328086e-09,1.900861e-09,3.2820067e-09,2162698,0.0,0.0,0.07434265,0.4,0.00039967452,0.00039967452,4.995931e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
396510765,396508608,2162698,0.00085943635,-0.00447191,0.008910335,0.34906584,1.9363684e-09,1.9036157e-09,3.2807959e-09,2162698,0.0,0.0,0.075385496,0.4,0.00039967304,0.00039967304,4.9959126e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
397912467,397909753,2162698,0.00084622967,-0.004466303,0.00889828,0.34906584,1.9510775e-09,1.9183732e-09,3.2785712e-09,2162698,0.0,0.0,0.07642322,0.4,0.0003996752,0.0003996752,4.9959394e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
399253195,399250851,2162698,0.0008293136,-0.004458084,0.008881263,0.34906584,1.9431272e-09,1.9098427e-09,3.2802534e-09,2162698,0.0,0.0,0.07742619,0.4,0.00039964763,0.00039964763,4.9955947e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
401785354,401782928,2162698,0.0008205458,-0.004447002,0.008834649,0.34906584,2.0413284e-09,2.0102624e-09,3.2822705e-09,2162698,0.0,0.0,0.07843509,0.4,0.0003996756,0.0003996756,4.9959444e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
404797761,404795403,2162698,0.0008063818,-0.004424706,0.00881261,0.34906584,1.9271476e-09,1.892928e-09,3.2779377e-09,2162698,0.0,0.0,0.0794603,0.4,0.0003996746,0.0003996746,4.995932e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
420180399,420177932,2162698,0.00075424137,-0.0043613403,0.008436569,0.34906584,2.0593254e-09,2.0279427e-09,3.2797915e-09,2162698,0.0,0.0,0.08149939,0.4,0.00039967458,0.00039967458,4.9959317e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
423353094,423350506,2162698,0.00077149924,-0.0043506646,0.008299757,0.34906584,2.0737925e-09,2.0428699e-09,3.278884e-09,2162698,0.0,0.0,0.08250651,0.4,0.00039967132,0.00039967132,4.995891e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
427656657,427653984,2162698,0.00091750594,-0.00457547,0.0074671404,0.34906584,2.136655e-09,2.1043243e-09,3.2763854e-09,2162698,0.0007694813,5.4045973e-05,0.08181332,0.4,0.00039967013,0.00039967377,4.996007e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
427826660,427824118,2162698,0.00093813386,-0.004575566,0.0073425705,0.34906584,2.1530409e-09,2.1211048e-09,3.2768648e-09,2162698,0.0018877637,0.00013209725,0.08120533,0.4,0.00039964676,0.00039965613,4.9960167e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
427986444,427984242,2162698,0.00095831143,-0.0045740125,0.007220851,0.34906584,2.168636e-09,2.1370552e-09,3.2784537e-09,2162698,0.0026900603,0.00024189756,0.08047801,0.4,0.00039963535,0.00039965645,4.9960213e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
427996872,427994252,2162698,0.0009611731,-0.0045767524,0.0072029354,0.34906584,2.169296e-09,2.1377313e-09,3.277168e-09,2162698,0.003937878,0.0002833209,0.08048295,0.4,0.00039957586,0.0003995962,4.995821e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428146737,428144375,2162698,0.0009812951,-0.004575459,0.0070817345,0.34906584,2.1839863e-09,2.1527549e-09,3.2778982e-09,2162698,0.005045375,0.00046883893,0.079731226,0.4,0.00039957237,0.0003996131,4.996033e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428196971,428194431,2162698,0.0009874153,-0.004578953,0.0070446827,0.34906584,2.1886306e-09,2.15743e-09,3.2786407e-09,2162698,0.007824489,0.0006420146,0.079428464,0.4,0.00039947548,0.00039952397,4.9960377e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428307124,428304528,2162698,0.0010060469,-0.0045786416,0.0069310963,0.34906584,2.1992443e-09,2.1683177e-09,3.2772183e-09,2162698,0.008859754,0.0008634268,0.07888002,0.4,0.00039944326,0.00039951495,4.9959353e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428397357,428394573,2162698,0.0010194272,-0.004585013,0.006849633,0.34906584,2.2077258e-09,2.1769075e-09,3.2777936e-09,2162698,0.01314893,0.0011167736,0.07860713,0.4,0.00039926995,0.00039935322,4.995984e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428466750,428464620,2162698,0.0010301501,-0.004583001,0.0067844586,0.34906584,2.2145192e-09,2.1837845e-09,3.2785512e-09,2162698,0.015657147,0.0017409825,0.07759503,0.4,0.00039922673,0.00039934478,4.9958785e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428516908,428514660,2162698,0.0010373743,-0.0045813634,0.006741137,0.34906584,2.2194586e-09,2.1887852e-09,3.2794991e-09,2162698,0.017815191,0.0023097645,0.076793686,0.4,0.0003992143,0.000399353,4.995999e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428576785,428574706,2162698,0.0010481934,-0.004580367,0.006675802,0.34906584,2.2253235e-09,2.1947595e-09,3.279359e-09,2162698,0.020028902,0.0029365204,0.076023765,0.4,0.00039919477,0.00039935726,4.996076e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428597303,428594722,2162698,0.001051837,-0.0045885583,0.00665346,0.34906584,2.2268944e-09,2.196284e-09,3.2790306e-09,2162698,0.025731081,0.0030714066,0.0760559,0.4,0.00039892434,0.00039908302,4.9960813e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428627216,428624745,2162698,0.0010591246,-0.004586273,0.006609837,0.34906584,2.2297804e-09,2.199224e-09,3.2779048e-09,2162698,0.028343376,0.003846985,0.07521402,0.4,0.00039889518,0.00039908043,4.9960745e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428676891,428674800,2162698,0.0010663397,-0.004584079,0.0065666847,0.34906584,2.2346582e-09,2.2041518e-09,3.2787695e-09,2162698,0.030876456,0.004634876,0.074447446,0.4,0.00039886116,0.00039907603,4.9960563e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428737295,428734838,2162698,0.0010772375,-0.0045822253,0.006501293,0.34906584,2.2404998e-09,2.210091e-09,3.2785978e-09,2162698,0.03365457,0.005551551,0.07366278,0.4,0.00039882548,0.00039907426,4.9960818e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428787163,428784870,2162698,0.0010846765,-0.0045800046,0.0064567374,0.34906584,2.2453508e-09,2.2149822e-09,3.279419e-09,2162698,0.036299825,0.006450604,0.072964214,0.4,0.00039877687,0.0003990633,4.996003e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428797644,428794920,2162698,0.0010882363,-0.0045904843,0.0064344215,0.34906584,2.2458555e-09,2.215412e-09,3.2780396e-09,2162698,0.044680182,0.0065685776,0.073012665,0.4,0.00039835295,0.0003986334,4.9960527e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428846975,428844916,2162698,0.0010957256,-0.004588061,0.0063899835,0.34906584,2.250741e-09,2.2203308e-09,3.278913e-09,2162698,0.04770351,0.007647804,0.072273515,0.4,0.00039830388,0.00039862737,4.99605e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428897194,428894955,2162698,0.0011032667,-0.004585603,0.0063454276,0.34906584,2.2556446e-09,2.225261e-09,3.279808e-09,2162698,0.05100126,0.008860349,0.07151555,0.4,0.00039825216,0.00039862326,4.996086e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428947470,428945008,2162698,0.0011148952,-0.0045844773,0.0062752324,0.34906584,2.260455e-09,2.2301434e-09,3.2785794e-09,2162698,0.05418028,0.010084133,0.0708145,0.4,0.0003981871,0.0003986108,4.996033e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
428997290,428995032,2162698,0.0011225884,-0.004598982,0.0062259724,0.34906584,2.2647868e-09,2.2344149e-09,3.2790217e-09,2162698,0.06596009,0.010139536,0.07086802,0.4,0.00039754595,0.00039796036,4.9960777e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429007468,429005040,2162698,0.0011266136,-0.0045960974,0.0062033064,0.34906584,2.2657474e-09,2.235338e-09,3.2779772e-09,2162698,0.069376856,0.011468285,0.07018557,0.4,0.0003974789,0.00039795297,4.9960936e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429057513,429055079,2162698,0.0011346004,-0.0045936704,0.006156334,0.34906584,2.2706037e-09,2.2402045e-09,3.2788023e-09,2162698,0.0731617,0.013003453,0.06946315,0.4,0.00039739592,0.00039793563,4.996025e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429117338,429115147,2162698,0.0011421851,-0.004591564,0.0061122812,0.34906584,2.2765243e-09,2.2461297e-09,3.280718e-09,2162698,0.076629266,0.014451671,0.06884811,0.4,0.00039731353,0.00039792733,4.996101e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429167712,429165164,2162698,0.0011529194,-0.0045892126,0.00604933,0.34906584,2.2813547e-09,2.2510183e-09,3.2795298e-09,2162698,0.08034207,0.016052367,0.06822373,0.4,0.00039721563,0.00039791068,4.996101e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429197450,429195187,2162698,0.0011556516,-0.0046051187,0.0060292995,0.34906584,2.2836035e-09,2.2531217e-09,3.2799161e-09,2162698,0.096285604,0.015889343,0.06831433,0.4,0.00039628881,0.00039696935,4.996103e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429217299,429215202,2162698,0.0011589233,-0.0046011196,0.006012602,0.34906584,2.2855442e-09,2.2550097e-09,3.2798524e-09,2162698,0.10042077,0.017654091,0.06767185,0.4,0.00039618055,0.00039695017,4.9961013e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429277812,429275249,2162698,0.0011676509,-0.0045971703,0.005963435,0.34906584,2.2913702e-09,2.2608917e-09,3.2796925e-09,2162698,0.10453166,0.019491516,0.067072295,0.4,0.00039605843,0.00039692814,4.9961072e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429327321,429325291,2162698,0.0011732907,-0.004592625,0.0059335,0.34906584,2.2962512e-09,2.2657687e-09,3.2805862e-09,2162698,0.109054394,0.02150146,0.066452675,0.4,0.0003959238,0.00039690308,4.996112e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429387653,429385342,2162698,0.0011786285,-0.004587916,0.0059058,0.34906584,2.302127e-09,2.2716353e-09,3.2824812e-09,2162698,0.11373064,0.023598058,0.06585387,0.4,0.00039577132,0.0003968736,4.9961104e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429402392,429395344,2162698,0.0011775128,-0.0046069873,0.0059061893,0.34906584,2.30225e-09,2.2715134e-09,3.2827556e-09,2162698,0.13461702,0.02305046,0.06597419,0.4,0.0003944768,0.00039555624,4.996035e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429442290,429435404,2162698,0.0011779914,-0.0046025957,0.005907584,0.34906584,2.3062734e-09,2.2754054e-09,3.2867804e-09,2162698,0.13961172,0.025252275,0.065368265,0.4,0.00039431488,0.00039552865,4.996096e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429491990,429485411,2162698,0.0011784728,-0.00459831,0.0059088976,0.34906584,2.3112767e-09,2.2802733e-09,3.2917769e-09,2162698,0.14458169,0.02745201,0.06479543,0.4,0.0003941338,0.0003954944,4.996115e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429552466,429545457,2162698,0.0011789624,-0.0045937095,0.0059100646,0.34906584,2.3171975e-09,2.286054e-09,3.2976564e-09,2162698,0.14990374,0.029812155,0.06421548,0.4,0.00039391674,0.00039544186,4.995959e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
429598127,429595495,2162698,0.0011776851,-0.004613327,0.0059117978,0.34906584,2.3212685e-09,2.2896782e-09,3.3019312e-09,2162698,0.18078661,0.030504808,0.06392891,0.4,0.00039197135,0.00039363984,4.9961222e-06,1114122,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
