timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
529715480,0,63.81067,70.29253,31.680508,4663305
530711612,0,40.664017,44.217247,31.582804,4663305
531707764,0,52.237343,54.740746,31.680508,4663305
532714123,0,46.976738,45.01358,31.582804,4663305
533708001,0,86.95732,74.90372,31.582804,4663305
535718054,0,98.530655,91.906906,31.4851,4663305
536713681,0,133.25063,132.1709,31.4851,4663305
537708524,0,157.44942,142.08418,31.4851,4663305
538713946,0,145.87608,152.34969,31.582804,4663305
539719975,0,121.67731,115.26778,31.582804,4663305
540715314,0,133.25063,131.20831,31.582804,4663305
541719682,0,152.1888,152.57849,31.4851,4663305
543710722,0,145.87608,144.09482,31.4851,4663305
545712538,0,181.64818,179.82861,31.4851,4663305
546707845,0,170.07486,169.97069,31.387396,4663305
547713957,0,157.44942,172.54181,31.4851,4663305
548709413,0,170.07486,173.59554,31.4851,4663305
549715597,0,204.79483,194.58057,31.387396,4663305
550709903,0,133.25063,121.26329,31.387396,4663305
551713466,0,98.530655,103.48947,31.387396,4663305
552707403,0,81.69672,77.504974,31.289692,4663305
553713391,0,86.95732,87.323685,31.289692,4663305
554708828,0,104.84337,108.56975,31.289692,4663305
555715693,0,86.95732,83.46196,31.289692,4663305
556710675,0,75.384,78.85266,31.289692,4663305
557706529,0,63.81067,70.2184,31.289692,4663305
558712978,0,58.550064,62.5663,31.191988,4663305
559708368,0,40.664017,45.50409,31.191988,4663305
560713815,0,58.550064,53.555634,31.191988,4663305
561719411,0,63.81067,55.37355,31.289692,4663305
562714947,0,58.550064,55.832527,31.289692,4663305
563711098,0,93.27005,87.2189,31.191988,4663305
564716427,0,133.25063,116.0762,31.191988,4663305
565711919,0,145.87608,143.24988,31.191988,4663305
566707852,0,139.56335,134.71948,31.191988,4663305
567713879,0,104.84337,107.190414,31.191988,4663305
568709331,0,86.95732,85.539154,31.094284,4663305
569715314,0,81.69672,84.24379,31.094284,4663305
570710723,0,121.67731,117.32817,31.094284,4663305
571706146,0,164.81425,162.58423,31.191988,4663305
572712888,0,193.22153,188.1964,31.094284,4663305
573707566,0,170.07486,177.15727,31.191988,4663305
574714702,0,164.81425,158.51839,30.99658,4663305
575709634,0,133.25063,127.494934,31.094284,4663305
576715765,0,110.10397,109.08209,31.094284,4663305
577710954,0,93.27005,103.811646,31.094284,4663305
578716557,0,133.25063,113.277954,31.094284,4663305
579712766,0,164.81425,159.42674,30.99658,4663305
580706198,0,175.33545,162.75146,30.99658,4663305
581712794,0,193.22153,196.37494,30.99658,4663305
582718081,0,198.48212,200.53754,30.99658,4663305
583713580,0,186.9088,214.32004,30.99658,4663305
584719635,0,157.44942,163.44135,30.99658,4663305
585714978,0,170.07486,169.32521,30.898876,4663305
586709658,0,193.22153,187.27115,30.99658,4663305
587714553,0,170.07486,182.08318,30.898876,4663305
588718723,0,170.07486,180.74086,30.99658,4663305
589714240,0,186.9088,175.08833,30.898876,4663305
590710188,0,152.1888,165.6797,30.898876,4663305
591705254,0,198.48212,203.05222,30.898876,4663305
592710329,0,164.81425,165.11192,30.898876,4663305
593705705,0,175.33545,172.90648,30.898876,4663305
594709906,0,198.48212,175.41766,30.801172,4663305
595715581,0,198.48212,204.90408,30.898876,4663305
596710753,0,170.07486,162.24077,30.801172,4663305
597715732,0,116.4167,115.04285,30.801172,4663305
598709933,0,98.530655,104.26283,30.801172,4663305
599715777,0,127.99002,119.87831,30.801172,4663305
600710612,0,127.99002,136.01129,30.703468,4663305
601705760,0,121.67731,118.00166,30.703468,4663305
602711192,0,116.4167,107.88139,30.801172,4663305
604711172,0,58.550064,57.064674,30.703468,4663305
605705227,0,40.664017,44.300835,30.703468,4663305
606709530,0,30.142815,39.807076,30.703468,4663305
608711244,0,46.976738,44.02471,30.703468,4663305
609706266,0,58.550064,52.853134,30.703468,4663305
610711613,0,58.550064,80.54767,30.703468,4663305
611706184,0,93.27005,36.377594,30.703468,4663305
612711532,0,116.4167,14.030327,30.605764,4663305
613707973,0,35.40342,44.860283,30.703468,4663305
614713763,0,52.237343,47.613228,30.605764,4663305
616715658,0,52.237343,52.255226,30.703468,4663305
617711236,0,12.256767,20.022331,30.605764,4663305
618708019,0,0.68344116,-2.2396545,30.703468,4663305
619713668,0,6.9961624,-2.833397,30.605764,4663305
620707914,0,-4.5771637,-3.353588,30.703468,4663305
621714573,0,-4.5771637,1.496254,30.703468,4663305
622709774,0,0.68344116,-2.9841843,30.605764,4663305
623705285,0,0.68344116,-0.96933746,30.605764,4663305
624710753,0,-10.889889,-3.421585,30.703468,4663305
626714203,0,-4.5771637,-7.4907646,30.703468,4663305
627709692,0,-4.5771637,-1.6120071,30.703468,4663305
628715835,0,6.9961624,-1.7151871,30.605764,4663305
629712662,0,0.68344116,-1.2109451,30.703468,4663305
630708529,0,-10.889889,-2.0979614,30.703468,4663305
631715517,0,-10.889889,-9.72179,30.703468,4663305
632711669,0,6.9961624,-7.475918,30.703468,4663305
633706501,0,-10.889889,2.7498322,30.703468,4663305
634713107,0,-10.889889,-9.152611,30.703468,4663305
635709440,0,-4.5771637,-5.6516457,30.801172,4663305
637712170,0,-4.5771637,-6.257168,30.703468,4663305
638707415,0,0.68344116,-2.824524,30.801172,4663305
639713715,0,-10.889889,-0.9806824,30.801172,4663305
640708421,0,0.68344116,-2.7101212,30.703468,4663305
641714191,0,-4.5771637,-4.3520584,30.801172,4663305
642709637,0,-4.5771637,1.9380493,30.801172,4663305
643715707,0,6.9961624,-1.7778549,30.703468,4663305
644711213,0,-4.5771637,0.23934174,30.801172,4663305
645706755,0,-4.5771637,5.1767654,30.801172,4663305
646712315,0,12.256767,0.100494385,30.801172,4663305
647706981,0,0.68344116,1.3188095,30.703468,4663305
648714029,0,-4.5771637,0.8834381,30.898876,4663305
649709452,0,0.68344116,-7.591076,30.898876,4663305
650715292,0,0.68344116,4.1483994,30.898876,4663305
651712706,0,-10.889889,-3.578205,30.898876,4663305
652707914,0,6.9961624,-9.902359,30.801172,4663305
653712817,0,-4.5771637,0.49645233,30.898876,4663305
654708204,0,-10.889889,0.5874481,30.898876,4663305
655714834,0,6.9961624,-2.2945786,30.801172,4663305
656710154,0,6.9961624,0.29740906,30.898876,4663305
657715993,0,-10.889889,-4.101074,30.898876,4663305
658712410,0,0.68344116,2.0096588,30.898876,4663305
659707282,0,-4.5771637,-3.6628609,30.99658,4663305
660713940,0,-4.5771637,-9.670036,30.898876,4663305
661709428,0,-4.5771637,-5.5108566,30.898876,4663305
662715225,0,0.68344116,-7.8078117,30.99658,4663305
663711465,0,-4.5771637,-6.2789345,30.99658,4663305
664708229,0,-4.5771637,-9.696037,30.99658,4663305
665714945,0,-4.5771637,-4.101925,30.99658,4663305
666708754,0,-4.5771637,-7.016346,30.898876,4663305
667716210,0,-10.889889,-8.253681,30.99658,4663305
668711746,0,6.9961624,-4.9592056,30.99658,4663305
669706017,0,-4.5771637,-6.479286,30.898876,4663305
670712842,0,-10.889889,-5.1412086,30.99658,4663305
671708519,0,-4.5771637,-8.476994,30.99658,4663305
672715852,0,-10.889889,-11.4235115,30.99658,4663305
673710068,0,-10.889889,-5.967823,31.094284,4663305
674715769,0,-10.889889,-10.74007,31.094284,4663305
675711191,0,-4.5771637,-6.0269127,31.094284,4663305
676705372,0,-4.5771637,-5.02454,31.094284,4663305
677711092,0,-4.5771637,-10.0253105,30.99658,4663305
678705737,0,-4.5771637,-8.207504,31.094284,4663305
679712148,0,-4.5771637,-3.6378365,31.191988,4663305
680706826,0,-4.5771637,-8.2944565,31.094284,4663305
681712968,0,-4.5771637,-6.0909615,31.191988,4663305
682708417,0,-4.5771637,-8.52895,31.094284,4663305
683714469,0,-4.5771637,-6.67033,31.191988,4663305
684709062,0,-10.889889,-9.498352,31.094284,4663305
685715635,0,6.9961624,-3.6333237,31.094284,4663305
686710726,0,0.68344116,-8.424511,31.094284,4663305
687716499,0,-10.889889,-6.970276,31.094284,4663305
688711896,0,-10.889889,-4.916504,31.191988,4663305
689706516,0,6.9961624,-3.6092644,31.191988,4663305
690712637,0,-4.5771637,-7.9809,31.191988,4663305
691709417,0,-4.5771637,-0.7562561,31.191988,4663305
692714430,0,0.68344116,-4.724369,31.191988,4663305
693710418,0,-4.5771637,-9.5064125,31.191988,4663305
694716018,0,-4.5771637,-6.3905144,31.191988,4663305
695712532,0,-4.5771637,-9.617607,31.191988,4663305
696707214,0,-4.5771637,-8.653259,31.191988,4663305
697713955,0,-4.5771637,-2.6316757,31.289692,4663305
