timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
396708545,14.891199,14.676304,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8921013,4.8921013,4.8921013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
396908596,14.899401,14.687609,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8958697,4.8958697,4.8958697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
397108559,14.5468,14.698661,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.899554,4.899554,4.899554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
397308811,14.555,14.685777,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.895259,4.895259,4.895259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
397708546,14.7846,14.681217,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.893739,4.893739,4.893739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
397908585,14.7272,14.693166,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.897722,4.897722,4.897722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398108703,15.0224,14.710424,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.903475,4.903475,4.903475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398308761,14.907599,14.713253,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.9044175,4.9044175,4.9044175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398508831,14.579599,14.716595,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.9055314,4.9055314,4.9055314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398708552,14.9321995,14.725735,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.9085784,4.9085784,4.9085784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398908551,14.899401,14.728895,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.9096317,4.9096317,4.9096317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
399108546,14.8584,14.717897,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.905966,4.905966,4.905966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
399508544,14.899401,14.693079,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.897693,4.897693,4.897693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
399708545,14.965,14.686687,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8955626,4.8955626,4.8955626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
399908552,14.473,14.683698,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.894566,4.894566,4.894566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
400508545,14.8174,14.667053,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8890176,4.8890176,4.8890176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
400708673,14.907599,14.666244,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8887477,4.8887477,4.8887477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401109042,14.915799,14.659059,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.886353,4.886353,4.886353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401309141,14.6124,14.657138,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8857126,4.8857126,4.8857126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401509183,14.571401,14.659271,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8864236,4.8864236,4.8864236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401708545,14.587799,14.666142,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8887143,4.8887143,4.8887143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401908545,14.2188,14.668867,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.889622,4.889622,4.889622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402108542,14.792799,14.666089,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.888696,4.888696,4.888696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402308554,14.555,14.669654,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8898845,4.8898845,4.8898845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402508628,14.7846,14.671394,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.890465,4.890465,4.890465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402708542,14.8174,14.675184,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.891728,4.891728,4.891728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402908593,14.801,14.680202,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8934007,4.8934007,4.8934007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
403108545,14.5222,14.674994,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.891665,4.891665,4.891665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
403308556,14.7682,14.668989,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.889663,4.889663,4.889663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
403508559,14.801,14.654894,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8849645,4.8849645,4.8849645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
403708596,14.9567995,14.663139,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.887713,4.887713,4.887713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
403908545,14.587799,14.68167,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.89389,4.89389,4.89389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
404108573,14.8174,14.673415,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8911386,4.8911386,4.8911386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
404308658,14.9404,14.660876,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8869586,4.8869586,4.8869586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
404508801,14.8748,14.661105,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.887035,4.887035,4.887035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
404708542,14.628799,14.6662445,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.888748,4.888748,4.888748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
404908547,14.8584,14.671915,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8906384,4.8906384,4.8906384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
405108554,14.9404,14.6674,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8891335,4.8891335,4.8891335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
405308556,14.251599,14.664848,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.888283,4.888283,4.888283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
405508615,14.792799,14.657168,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8857226,4.8857226,4.8857226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
405708820,14.505799,14.66762,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8892064,4.8892064,4.8892064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
405908598,14.8584,14.676632,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8922105,4.8922105,4.8922105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
406108871,14.4402,14.6807995,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8936,4.8936,4.8936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
406309065,14.604199,14.669651,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8898835,4.8898835,4.8898835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
406509467,14.6124,14.682524,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8941746,4.8941746,4.8941746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
406709093,14.4484005,14.68849,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8961635,4.8961635,4.8961635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
406909466,14.4976,14.694158,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8980527,4.8980527,4.8980527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
407309745,14.8174,14.683246,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8944154,4.8944154,4.8944154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
407509926,14.8748,14.682686,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8942285,4.8942285,4.8942285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
407710062,14.5386,14.6797,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8932333,4.8932333,4.8932333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
407908547,14.833799,14.676488,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.892163,4.892163,4.892163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
408108546,14.9486,14.681758,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8939195,4.8939195,4.8939195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
408308545,14.604199,14.6768265,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8922753,4.8922753,4.8922753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
408508583,14.505799,14.658057,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.886019,4.886019,4.886019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
408708729,14.8748,14.669257,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8897524,4.8897524,4.8897524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
408908545,14.3172,14.653089,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8843627,4.8843627,4.8843627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
409108594,14.5222,14.653429,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.884476,4.884476,4.884476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
409308528,14.259799,14.651797,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8839326,4.8839326,4.8839326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
409508642,14.899401,14.642597,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8808656,4.8808656,4.8808656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
409708550,14.8256,14.64069,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.88023,4.88023,4.88023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
409908670,14.505799,14.641604,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8805346,4.8805346,4.8805346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410108602,14.596,14.629008,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.876336,4.876336,4.876336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410308690,14.915799,14.6064005,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8688,4.8688,4.8688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410508704,14.8256,14.620653,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.873551,4.873551,4.873551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410708838,14.8256,14.63092,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8769736,4.8769736,4.8769736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410908594,14.833799,14.6465025,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8821673,4.8821673,4.8821673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
411108610,14.8174,14.656859,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.8856196,4.8856196,4.8856196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
411308542,14.464799,14.660775,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.886925,4.886925,4.886925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
411508549,14.891199,14.654039,0.0,3.5e-44,-1.0,0.019464213,1.0,1.0,nan,3,4.88468,4.88468,4.88468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
