timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
394713557,394713519,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394743655,394743611,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394748720,394748565,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394753682,394753642,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394758477,394758429,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394763565,394763483,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394768498,394768460,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394773601,394773562,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394779271,394779219,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394783668,394783630,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394788688,394788647,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394793610,394793572,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394798657,394798619,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394803672,394803634,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394808733,394808693,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394813768,394813673,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394818639,394818601,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394823733,394823692,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394828759,394828715,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394833860,394833819,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394838844,394838806,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394843552,394843514,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394848741,394848696,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394853749,394853704,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394858718,394858680,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394863685,394863647,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394868748,394868710,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394873741,394873703,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394878674,394878636,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394883674,394883634,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394888751,394888713,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394893814,394893762,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394898821,394898722,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394903737,394903699,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394908772,394908734,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394913766,394913728,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394918922,394918881,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394923765,394923727,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394928867,394928829,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394933672,394933634,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394938821,394938780,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394943646,394943608,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394948923,394948885,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394953784,394953746,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394958932,394958894,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394963793,394963755,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394968795,394968757,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
394973813,394973764,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394979015,394978977,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394983894,394983856,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394988862,394988821,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394993704,394993666,0.0,-0.1758794,0.0,0.0,0.5,0.0,0.0,0.0
394998738,394998697,0.0,-0.17336683,0.0,0.0,0.5,0.0,0.0,0.0
