timestamp,timestamp_sample,device_id,error_count,pressure,temperature
394698384,394698368,3997706,0,991.07996,51.969997
394809073,394809062,3997706,0,990.99,51.969997
394899541,394899530,3997706,0,991.02997,51.96
395011081,395011070,3997706,0,991.02997,51.969997
395101657,395101646,3997706,0,991.05,51.969997
395222364,395222353,3997706,0,991.06,51.96
395303801,395303790,3997706,0,991.06,51.969997
395504946,395504928,3997706,0,990.95996,51.949997
395606675,395606664,3997706,0,991.01996,51.949997
395707210,395707198,3997706,0,991.05,51.949997
395807741,395807730,3997706,0,990.95996,51.949997
395909243,395909232,3997706,0,991.05,51.94
396009750,396009739,3997706,0,991.06,51.949997
396110264,396110253,3997706,0,991.06,51.94
396210797,396210786,3997706,0,991.05,51.94
396312281,396312270,3997706,0,990.98,51.94
396412810,396412799,3997706,0,991.05,51.94
396513298,396513287,3997706,0,991.02997,51.94
396614881,396614870,3997706,0,990.98,51.94
396715374,396715363,3997706,0,991.02997,51.94
396815958,396815947,3997706,0,991.01996,51.93
396907526,396907515,3997706,0,990.99,51.93
396997978,396997967,3997706,0,991.08997,51.93
397108706,397108695,3997706,0,991.01996,51.93
397310703,397310692,3997706,0,991.00995,51.93
397714033,397714022,3997706,0,991.05,51.92
397804538,397804527,3997706,0,991.05,51.91
397916136,397916125,3997706,0,991.07,51.92
398006718,398006707,3997706,0,991.04,51.91
398107257,398107246,3997706,0,991.00995,51.92
398208671,398208660,3997706,0,991.01996,51.91
398309245,398309234,3997706,0,991.00995,51.91
