timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
653150766,-2.9633083,-3.0676005,30.801172,1.0
653161532,-2.837137,-2.9374604,30.898876,1.0
653172463,-2.744753,-2.8418949,30.898876,1.0
653183181,-2.6829205,-2.7778742,30.898876,1.0
653193940,-2.573987,-2.6650853,30.898876,1.0
653204848,-2.359508,-2.4430156,30.898876,1.0
653215668,-2.1592216,-2.2356014,30.898876,1.0
653226395,-2.0754728,-2.1488903,30.898876,1.0
653237360,-2.0819266,-2.1555722,30.898876,1.0
653248086,-2.1456368,-2.2215362,30.898876,1.0
653258805,-2.23763,-2.3167834,30.898876,1.0
653269556,-2.3374557,-2.420128,30.898876,1.0
653280288,-2.4326978,-2.5187387,30.898876,1.0
653291010,-2.5575976,-2.6480563,30.898876,1.0
653301912,-2.7257779,-2.8221848,30.898876,1.0
653312763,-2.8350852,-2.935358,30.898876,1.0
653323516,-2.8044066,-2.9035945,30.898876,1.0
653334443,-2.684176,-2.7791114,30.898876,1.0
653345161,-2.5749984,-2.6660724,30.898876,1.0
653355981,-2.4814398,-2.568792,30.801172,1.0
653366932,-2.369563,-2.4529772,30.801172,1.0
653377667,-2.2518992,-2.3312123,30.801172,1.0
653388398,-2.0471408,-2.1192422,30.801172,1.0
653399155,-1.669122,-1.7279093,30.801172,1.0
653410142,-1.1681435,-1.2092861,30.801172,1.0
653420890,-0.5036562,-0.5213952,30.801172,1.0
653431613,0.8807918,0.9118262,30.801172,1.0
653442488,1.3701566,1.4184337,30.801172,1.0
653453215,1.7136549,1.7743201,30.898876,1.0
653463996,2.022539,2.094139,30.898876,1.0
653474997,2.245063,2.3245409,30.898876,1.0
653496506,2.094875,2.16899,30.898876,1.0
653507281,1.9460906,2.0149415,30.898876,1.0
653518023,1.696043,1.7560474,30.898876,1.0
653528790,1.2087419,1.2515061,30.898876,1.0
653539593,-0.609471,-0.63103586,30.898876,1.0
653550345,-1.5909792,-1.6472726,30.898876,1.0
653561142,-2.1742435,-2.2511744,30.898876,1.0
653572154,-2.6019955,-2.6940615,30.898876,1.0
653582967,-2.8886173,-2.990825,30.898876,1.0
653593688,-3.0806563,-3.1896667,30.898876,1.0
653604606,-3.2369034,-3.3514428,30.898876,1.0
653626114,-3.3422678,-3.4605355,30.898876,1.0
653637082,-3.2488194,-3.3637805,30.898876,1.0
653647804,-2.9620576,-3.0668638,30.898876,1.0
653658538,-2.4513447,-2.5380802,30.898876,1.0
653669258,-1.7930721,-1.8565161,30.898876,1.0
653680147,-1.1014782,-1.1404517,30.898876,1.0
653690920,0.2919759,0.30230683,30.898876,1.0
653701726,0.91012865,0.9423376,30.898876,1.0
653712817,0.9002968,0.9321578,30.898876,1.0
653723543,0.365622,0.37856117,30.898876,1.0
653734274,-0.9547207,-0.9885077,30.898876,1.0
653745176,-1.4522101,-1.5036161,30.898876,1.0
