timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
483229559,483227260,-0.30857593,0.08845086,-0.4224149,-0.33386815,-0.28176478,-0.12290236,-2.2281394,-9.776714,-11.186031,-11.158205,-12.024581,-8.613115,0.317706,-1.0877836,-1.7318468,-1.8899958,-2.2971659,0.053607844,0.020532189,0.8828212,0.020801898,0.022236861
484219848,484217756,-0.1111694,0.22832105,-0.1838608,-0.09319697,-0.039337363,0.121917896,-1.9897717,-8.084792,-9.715561,-9.837194,-11.078022,-2.0130377,-0.26047993,-1.7728655,-2.4903586,-3.0212798,-4.6529098,0.07240953,0.021831648,0.8240528,0.01992417,0.061781775
485224744,485218255,-0.14686441,0.35684505,-0.14915034,-0.06686942,-0.021439515,0.13404085,-1.9480835,-7.8257904,-9.407124,-9.534123,-10.790245,-3.974485,-2.825784,-4.1477613,-4.766862,-5.0397344,-8.569124,0.098327644,0.021231828,0.7561095,0.019976638,0.104354486
486225420,486218753,-0.22836508,0.36803964,-0.23386641,-0.14478113,-0.090695016,0.07161724,-2.0265226,-8.932518,-10.299996,-10.3300495,-11.294363,-8.217696,-4.707654,-5.8925695,-6.4339666,-6.4842415,-8.928858,0.13970414,0.021442091,0.7098672,0.021442091,0.10754452
487225933,487219247,-0.2963404,0.4415358,-0.2578068,-0.16919589,-0.11507636,0.047944635,-2.0488586,-12.441009,-13.634631,-13.578041,-14.236003,-11.189957,-3.73509,-5.0064282,-5.5951357,-5.84587,-4.4447303,0.18670243,0.023786915,0.631443,0.023786915,0.13428068
488226564,488219739,-0.5899431,0.7110926,-0.33483177,-0.24727796,-0.1933708,-0.029547293,-2.1222825,-9.636499,-10.93812,-10.963046,-11.803225,-4.544428,-3.436119,-4.8269415,-5.4920144,-6.093072,-4.258154,0.22178514,0.020289943,0.47889575,0.020289943,0.25873917
489222184,489220235,-0.67110217,0.8638717,0.13929243,0.21770515,0.26349008,0.42164567,-1.634092,-10.423149,-12.01756,-12.242077,-13.625311,-0.26992416,-3.5194464,-4.981619,-5.7045135,-6.633138,-7.579677,0.21113102,0.020129148,0.2633797,0.020129148,0.485231
490222701,490220732,-0.23983414,0.82074213,0.509533,0.5865508,0.6341253,0.79365456,-1.237119,-7.8203716,-9.762602,-10.227063,-12.259408,9.316607,-4.714506,-6.3152018,-7.1416483,-8.575945,-11.804229,0.29719138,0.023233706,0.19441922,0.022899404,0.46225628
491227822,491221200,0.72059417,0.18247621,0.74783814,0.8224871,0.87113774,1.0302947,-0.9597247,-6.3247056,-8.458933,-9.080637,-11.526492,16.854519,-4.786971,-6.5218697,-7.4521017,-9.384051,-12.363035,0.6749003,0.03184321,0.21265258,0.020484334,0.060119607
492228654,492221682,0.9788314,0.057542413,0.9741333,1.0460153,1.0953159,1.2528573,-0.68770105,-5.4189043,-7.6196194,-8.327117,-10.9721,23.270388,-2.9877234,-4.866699,-5.915141,-8.386146,-8.530739,0.8108131,0.024231957,0.12945993,0.01774742,0.01774742
493228703,493222162,1.1253158,0.050638523,1.1276385,1.1950716,1.2435315,1.3970996,-0.4802771,-4.2935963,-6.4270496,-7.1402836,-9.776064,27.282558,-2.9250412,-4.8450212,-5.952136,-8.743933,-5.3015633,0.8721815,0.017753473,0.07646173,0.01680165,0.01680165
494229211,494222639,1.3683597,0.044069115,1.374017,1.437144,1.4845593,1.6332868,-0.17427495,-3.1218185,-5.1655817,-5.8693094,-8.453563,31.314041,0.085710526,-1.8671656,-3.03761,-6.179308,1.8746014,0.90606195,0.01591926,0.046532236,0.015743233,0.015743233
495230050,495223143,1.4929571,0.039054092,1.500545,1.5578479,1.6028675,1.7448847,0.018262839,-2.4153194,-4.333952,-5.0043354,-7.4983673,32.4802,-1.1176357,-2.985405,-4.1391325,-7.339226,3.8089886,0.92406327,0.015184087,0.03038438,0.015184087,0.015184087
496230144,496223586,1.5659825,0.035807364,1.5762196,1.6185359,1.6521524,1.7812631,0.16665381,-3.383978,-5.1566677,-5.7721367,-8.120035,29.881618,-2.0605507,-3.7751331,-4.8624573,-7.926916,5.1135483,0.9349795,0.01551834,0.018465405,0.01551834,0.01551834
497230897,497224082,1.553952,0.03361079,1.5636721,1.6110942,1.6519717,1.7830024,0.1971298,-2.3228111,-3.9598198,-4.5171127,-6.703579,28.908281,-3.1882076,-4.756504,-5.7749405,-8.678014,5.7996254,0.93867993,0.0153299915,0.0153299915,0.0153299915,0.0153299915
498226690,498224538,1.5737537,0.030757636,1.5833652,1.6267091,1.6657103,1.7917436,0.26489776,-2.4810333,-3.998272,-4.502552,-6.538439,26.997284,-1.5946121,-3.0368195,-3.996068,-6.7676,9.138817,0.94023854,0.014940339,0.014940339,0.014940339,0.014940339
499226921,499225006,1.7047735,0.029225044,1.7146997,1.7544057,1.7915891,1.9131292,0.44805038,-2.1926823,-3.6074352,-4.0623817,-5.9370537,26.56726,-3.8126678,-5.1861343,-6.1348734,-8.962687,9.907528,0.9386918,0.0153270075,0.0153270075,0.0153270075,0.0153270075
500231987,500225448,2.0277984,0.026979432,2.0378711,2.0729983,2.1068745,2.222685,0.82716775,-2.9714947,-4.208294,-4.5288086,-5.9387245,24.777435,-0.7483578,-2.1371393,-3.1504927,-6.3227463,20.328915,0.93846244,0.015384369,0.015384369,0.015384369,0.015384369
501227988,501225942,2.0242667,0.027187303,2.0356278,2.061482,2.0881734,2.195119,0.8448474,-4.3510075,-5.3275833,-5.424383,-6.1135826,16.527477,-2.1089578,-3.391076,-4.339068,-7.3027725,23.440834,0.93496346,0.016259091,0.016259091,0.016259091,0.016259091
502228539,502226366,1.9528362,0.029200077,1.9658128,1.9901906,2.015644,2.1206498,0.80345666,-5.947464,-6.707613,-6.6145954,-6.6924725,7.3414516,-5.1451197,-6.2915864,-7.1264305,-9.661434,21.282093,0.9253846,0.01876925,0.018615361,0.018615361,0.018615361
503233455,503226822,2.472512,0.0304771,2.4866657,2.513916,2.541081,2.6474817,1.3749493,-11.110611,-11.701796,-11.46422,-11.040146,-2.1594887,-3.0225003,-4.1321945,-4.9397793,-7.40701,26.110409,0.91457593,0.021356052,0.021356052,0.021356052,0.021356052
