timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
454690830,1627401663200102,386217411,-91510358,88757,136983,2.0600002,0.056292627,6.8020005,14.356001,1.17,2.4299998,83,27,28.552002,-26.235,11.265,-0.70000005,2.7360113,0,nan,0.0,3,0,1,8,0
454891165,1627401663400102,386216948,-91510111,89120,137346,2.0760002,0.059476107,6.8030005,14.342001,1.17,2.4299998,83,7,28.281002,-26.232,10.570001,-0.98,2.7585557,0,nan,0.0,3,0,1,8,0
455101451,1627401663600102,386216454,-91509895,88645,136871,2.055,0.046513196,6.793,14.314001,1.17,2.4299998,83,7,29.210001,-27.525002,9.778001,-1.169,2.8002558,0,nan,0.0,3,0,1,8,0
455291173,1627401663800102,386215974,-91509690,88915,137141,2.0340002,0.041633785,6.774,14.26,1.17,2.4299998,83,7,28.583002,-27.171001,8.872001,-1.2830001,2.8259706,0,nan,0.0,3,0,1,8,0
455491607,1627401664000102,386215501,-91509491,89413,137638,2.14,0.045239802,6.7640004,14.238001,1.17,2.4299998,83,7,28.45,-27.169,8.438001,-0.698,2.8404565,0,nan,0.0,3,0,1,8,0
455692056,1627401664200102,386215001,-91509323,88770,136995,2.079,0.045392524,6.7590003,14.215001,1.17,2.4299998,83,7,28.768002,-27.862001,7.163,-0.462,2.8899672,0,nan,0.0,3,0,1,8,0
455900897,1627401664400102,386214494,-91509181,87712,135938,2.089,0.04421495,6.754,14.1970005,1.17,2.4299998,83,7,28.459002,-27.714,6.4680004,0.028,2.912318,0,nan,0.0,3,0,1,8,0
456101456,1627401664600102,386213980,-91509052,87101,135327,2.066,0.0419907,6.7490005,14.174001,1.17,2.4299998,83,7,29.335001,-28.833002,5.4030004,-0.16600001,2.9563627,0,nan,0.0,3,0,1,8,0
456301524,1627401664800102,386213475,-91508931,87461,135687,1.8490001,0.037977315,6.715,14.099001,1.17,2.4299998,83,7,29.997002,-29.682001,4.3310003,0.337,2.9966986,0,nan,0.0,3,0,1,8,0
456499982,1627401665000102,386212948,-91508841,86928,135153,1.7880001,0.03603651,6.681,14.040001,1.17,2.4299998,83,7,29.958002,-29.761002,3.4350002,0.71900004,3.0266736,0,nan,0.0,3,0,1,8,0
456701360,1627401665200102,386212406,-91508781,86192,134417,1.7800001,0.038147837,6.6610003,13.981001,1.17,2.4299998,83,7,30.251001,-30.157001,2.3820002,1.07,3.062785,0,nan,0.0,3,0,1,8,0
456895922,1627401665400102,386211875,-91508749,85769,133994,1.8850001,0.039715663,6.649,13.943001,1.17,2.4299998,83,28,29.792002,-29.785002,0.652,1.9740001,3.119717,0,nan,0.0,3,0,1,8,0
457101597,1627401665600102,386211327,-91508748,84057,132283,1.6930001,0.037587583,6.623,13.845,1.17,2.4299998,83,28,29.904001,-29.898,0.61800003,2.709,3.1209142,0,nan,0.0,3,0,1,8,0
457296444,1627401665800102,386210775,-91508756,82897,131123,1.577,0.03470657,6.5880003,13.729001,1.17,2.4299998,83,28,30.756,-30.748001,-0.68,2.6190002,3.1637144,0,nan,0.0,3,0,1,8,0
457501743,1627401666000102,386210238,-91508786,82680,130905,1.7450001,0.03693518,6.57,13.679001,1.17,2.4299998,83,28,30.326002,-30.253002,-2.112,2.6230001,3.2112746,0,nan,0.0,3,0,1,8,0
457696578,1627401666200102,386209721,-91508825,82645,130871,1.7450001,0.039589826,6.5550003,13.6380005,1.17,2.4299998,83,28,28.942001,-28.887001,-1.7780001,1.6110001,3.203065,0,nan,0.0,3,0,1,8,0
457896820,1627401666400102,386209189,-91508882,82309,130534,1.6450001,0.04419051,6.5350003,13.603001,1.17,2.4299998,83,6,29.936,-29.786001,-2.996,-0.56200004,3.2418385,0,nan,0.0,3,0,1,8,0
458107001,1627401666600102,386208670,-91508959,82856,131081,1.838,0.05093918,6.5220003,13.569,1.17,2.4299998,83,6,29.412,-29.158,-3.851,-1.2570001,3.2729197,0,nan,0.0,3,0,1,8,0
458294466,1627401666800102,386208139,-91509109,82699,130924,1.4580001,0.05122698,6.479,13.530001,1.17,2.4299998,83,6,29.374,-28.449001,-7.313,-3.5560002,3.393213,0,nan,0.0,3,0,1,8,0
458493467,1627401667000102,386207616,-91509310,82367,130592,2.094,0.05287859,6.4730005,13.521001,1.17,2.4299998,83,6,29.355001,-28.019001,-8.757,-3.4290001,3.4445045,0,nan,0.0,3,0,1,8,0
458692436,1627401667200102,386207130,-91509530,82599,130824,2.3140001,0.056370642,6.4760003,13.517,1.17,2.4299998,83,6,27.549002,-25.920002,-9.331,-5.1530004,3.4871569,0,nan,0.0,3,0,1,8,0
458903081,1627401667400102,386206681,-91509817,82979,131204,2.467,0.07350576,6.4950004,13.528001,1.17,2.4299998,83,9,27.572,-23.977001,-13.613001,-4.511,3.6579564,0,nan,0.0,3,0,1,8,0
459097688,1627401667600102,386206258,-91510170,83959,132184,2.249,0.06421817,6.511,13.528001,1.17,2.4299998,83,9,28.272001,-23.399,-15.868001,-4.6940002,3.7374973,0,nan,0.0,3,0,1,8,0
459292863,1627401667800102,386205859,-91510543,84288,132513,1.8100001,0.060899597,6.511,13.522,1.17,2.4299998,83,9,26.709002,-21.476002,-15.8810005,-4.0340004,3.778322,0,nan,0.0,3,0,1,8,0
459493520,1627401668000102,386205479,-91510939,84689,132914,1.8960001,0.070960544,6.5140004,13.529,1.17,2.4299998,83,9,27.232,-20.687,-17.709002,-4.0870004,3.8495889,0,nan,0.0,3,0,1,8,0
459697452,1627401668200102,386205140,-91511343,85244,133469,2.1720002,0.0845352,6.5270004,13.542001,1.17,2.4299998,83,9,25.159,-18.381,-17.178001,-3.1840003,3.8931687,0,nan,0.0,3,0,1,8,0
459893625,1627401668400102,386204826,-91511769,85891,134116,2.002,0.06819333,6.537,13.537001,1.17,2.4299998,83,8,25.920002,-17.645,-18.987001,-2.5770001,3.9636056,0,nan,0.0,3,0,1,8,0
460093304,1627401668600102,386204523,-91512197,86521,134746,1.6200001,0.06362668,6.5210004,13.528001,1.17,2.4299998,83,8,25.688002,-17.603,-18.708,-1.6800001,3.9573936,0,nan,0.0,3,0,1,8,0
460303157,1627401668800102,386204226,-91512628,86478,134703,1.373,0.06420281,6.4760003,13.504001,1.17,2.4299998,83,8,24.053001,-15.841001,-18.101002,-0.67,3.9934852,0,nan,0.0,3,0,1,8,0
460497971,1627401669000102,386203941,-91513064,86579,134804,1.371,0.061666146,6.451,13.472001,1.17,2.4299998,83,8,25.334002,-16.197,-19.480001,-0.314,4.0187573,0,nan,0.0,3,0,1,8,0
460694416,1627401669200102,386203650,-91513505,86284,134509,1.373,0.06617677,6.4290004,13.434001,1.17,2.4299998,83,8,24.665,-16.137001,-18.654001,0.61700004,3.999232,0,nan,0.0,3,0,1,8,0
460892504,1627401669400102,386203358,-91513955,85748,133973,1.1750001,0.065096065,6.4,13.406001,1.17,2.4299998,83,24,25.099,-15.908001,-19.414001,0.39200002,4.0259085,0,nan,0.0,3,0,1,8,0
461093650,1627401669600102,386203102,-91514416,84678,132902,1.148,0.06785421,6.3750005,13.371,1.17,2.4299998,83,24,23.508001,-13.036,-19.563002,2.9910002,4.1245966,0,nan,0.0,3,0,1,8,0
461288881,1627401669800102,386202836,-91514898,82248,130473,1.4660001,0.064926945,6.3620005,13.323001,1.17,2.4299998,83,24,24.336,-13.896001,-19.979,3.164,4.104668,0,nan,0.0,3,0,1,8,0
461494114,1627401670000102,386202584,-91515386,78919,127144,1.4890001,0.07029435,6.3560004,13.284,1.17,2.4299998,83,24,22.84,-11.790001,-19.561,5.9140005,4.169958,0,nan,0.0,3,0,1,8,0
461693537,1627401670200103,386202375,-91515885,76017,124242,1.327,0.068594575,6.3480005,13.2560005,1.17,2.4299998,83,24,23.51,-10.097,-21.232,6.7060003,4.2684975,0,nan,0.0,3,0,1,8,0
461892800,1627401670400103,386202192,-91516363,74669,122894,1.3100001,0.07848815,6.34,13.245001,1.17,2.4299998,83,14,22.658,-10.286,-20.188002,5.168,4.2411504,0,nan,0.0,3,0,1,8,0
462094430,1627401670600103,386202014,-91516845,72935,121160,1.3720001,0.087839626,6.3370004,13.257001,1.17,2.4299998,83,14,22.702002,-9.349,-20.688002,5.761,4.287973,0,nan,0.0,3,0,1,8,0
462294252,1627401670800103,386201871,-91517315,71679,119904,1.273,0.08828154,6.3240004,13.216001,1.17,2.4299998,83,14,21.159,-7.497,-19.787,6.1740003,4.350224,0,nan,0.0,3,0,1,8,0
462491214,1627401671000103,386201759,-91517810,70475,118700,1.3610001,0.07393354,6.3150005,13.1970005,1.17,2.4299998,83,14,22.816002,-5.8300004,-22.058,4.8980002,4.4539814,0,nan,0.0,3,0,1,8,0
462694406,1627401671200103,386201710,-91518290,70290,118515,1.3330001,0.081459746,6.306,13.1640005,1.17,2.4299998,83,14,20.689001,-2.125,-20.579,4.2770004,4.6094913,0,nan,0.0,3,0,1,8,0
462895418,1627401671400103,386201724,-91518719,70378,118602,1.4410001,0.092089854,6.2970004,13.133,1.17,2.4299998,83,9,18.139,0.99100006,-18.112001,3.2700002,4.767026,0,nan,0.0,3,0,1,8,0
463094778,1627401671600103,386201772,-91519160,70235,118460,1.452,0.07219275,6.2640004,13.098001,1.17,2.4299998,83,9,20.410002,2.308,-20.279001,2.7900002,4.8257084,0,nan,0.0,3,0,1,8,0
463294432,1627401671800103,386201837,-91519590,69900,118125,1.5860001,0.088466026,6.242,13.078001,1.17,2.4299998,83,9,18.056002,4.6210003,-17.454,1.5100001,4.9712076,0,nan,0.0,3,0,1,8,0
463495179,1627401672000103,386201933,-91519975,69843,118068,1.978,0.11709152,6.2430005,13.082001,1.17,2.4299998,83,9,17.262001,5.6790004,-16.302,0.69100004,5.047586,0,nan,0.0,3,0,1,8,0
463694434,1627401672200103,386202057,-91520341,70090,118315,1.6730001,0.08610722,6.2300005,13.077001,1.17,2.4299998,83,9,17.632,7.5010004,-15.957001,1.154,5.1518216,0,nan,0.0,3,0,1,8,0
463895054,1627401672400103,386202190,-91520689,69896,118120,1.595,0.09038345,6.215,13.069,1.17,2.4299998,83,24,16.544,7.9000006,-14.536,1.5630001,5.2102036,0,nan,0.0,3,0,1,8,0
464096356,1627401672600103,386202353,-91521024,70144,118369,1.858,0.08743506,6.2050004,13.070001,1.17,2.4299998,83,24,17.601002,9.274,-14.959001,1.1700001,5.267345,0,nan,0.0,3,0,1,8,0
464295613,1627401672800103,386202515,-91521387,69161,117386,2.181,0.09897256,6.208,13.095,1.42,3.1799998,83,24,18.224,9.644,-15.463,2.227,5.270047,0,nan,0.0,3,0,1,7,0
464495429,1627401673000103,386202684,-91521716,68633,116858,2.354,0.12375012,6.229,13.123001,1.42,3.1799998,83,24,16.863,9.574,-13.882001,2.286,5.3161435,0,nan,0.0,3,0,1,7,0
464695773,1627401673200103,386202857,-91522004,68052,116277,2.2340002,0.114538975,6.26,13.149,1.42,3.1799998,83,24,15.691001,10.019,-12.076,2.647,5.4049497,0,nan,0.0,3,0,1,7,0
464894472,1627401673400103,386203034,-91522313,66653,114877,1.932,0.0981046,6.275,13.162001,1.42,3.1799998,83,6,16.713001,10.455001,-13.0390005,3.683,5.38824,0,nan,0.0,3,0,1,7,0
465095737,1627401673600103,386203219,-91522616,65808,114032,2.094,0.09182456,6.2860003,13.185,1.42,3.1799998,83,6,16.833,10.499001,-13.158001,4.0210004,5.3858485,0,nan,0.0,3,0,1,7,0
465295595,1627401673800103,386203420,-91522903,64650,112875,2.065,0.0942586,6.301,13.213,1.42,3.1799998,83,6,16.58,11.500001,-11.945001,4.4700003,5.478805,0,nan,0.0,3,0,1,7,0
465495798,1627401674000103,386203639,-91523160,63507,111732,2.1560001,0.10443701,6.3190002,13.245001,1.42,3.1799998,83,6,16.439001,12.775001,-10.346001,3.6690001,5.6024437,0,nan,0.0,3,0,1,7,0
465695985,1627401674200103,386203869,-91523386,63011,111236,1.7070001,0.08506071,6.3110003,13.243001,1.42,3.1799998,83,6,16.636002,13.47,-9.7630005,4.275,5.656051,0,nan,0.0,3,0,1,7,0
465896333,1627401674400103,386204093,-91523669,60502,108727,1.764,0.08783195,6.2980003,13.248001,1.42,3.1799998,83,10,17.083,12.874001,-11.229,4.8690004,5.5659018,0,nan,0.0,3,0,1,7,0
466106436,1627401674600103,386204346,-91523896,59975,108200,1.774,0.08827875,6.2920003,13.281001,1.42,3.1799998,83,10,17.691,15.135001,-9.160001,3.4780002,5.738936,0,nan,0.0,3,0,1,7,0
466296642,1627401674800103,386204627,-91524098,59251,107476,1.7880001,0.09068399,6.3040004,13.315001,1.42,3.1799998,83,10,18.027,15.903001,-8.489,3.8710003,5.792847,0,nan,0.0,3,0,1,7,0
466696461,1627401675200103,386205201,-91524507,56992,105217,1.9440001,0.10142701,6.2960005,13.397,1.42,3.1799998,83,10,18.304,15.826001,-9.1970005,4.8100004,5.756753,0,nan,0.0,3,0,1,7,0
466891584,1627401675400103,386205485,-91524722,56420,104645,1.8110001,0.0930271,6.306,13.436001,1.42,3.1799998,83,21,18.224,15.533001,-9.531,2.7970002,5.732819,0,nan,0.0,3,0,1,7,0
467096791,1627401675600103,386205774,-91524977,55100,103325,1.9970001,0.099726364,6.3290005,13.490001,1.42,3.1799998,83,21,19.155,16.168001,-10.271001,1.3210001,5.7172403,0,nan,0.0,3,0,1,7,0
467289446,1627401675800103,386206059,-91525244,53864,102089,2.1720002,0.11218627,6.36,13.544001,1.42,3.1799998,83,21,18.942001,15.807001,-10.438001,0.07300001,5.6995597,0,nan,0.0,3,0,1,7,0
467491919,1627401676000103,386206327,-91525485,54118,102343,1.922,0.10905148,6.386,13.611001,1.42,3.1799998,83,21,18.161001,15.074,-10.129001,-2.1490002,5.691506,0,nan,0.0,3,0,1,7,0
467697160,1627401676200103,386206583,-91525729,54395,102620,2.187,0.124265514,6.425,13.683001,1.42,3.1799998,83,21,17.389,14.080001,-10.205001,-3.134,5.6560335,0,nan,0.0,3,0,1,7,0
467891977,1627401676400103,386206846,-91525902,55896,104121,1.9700001,0.11497146,6.451,13.729001,1.42,3.1799998,83,22,16.75,14.797001,-7.8500004,-2.834,5.7954507,0,nan,0.0,3,0,1,7,0
468097338,1627401676600103,386207124,-91526084,56950,105175,1.9720001,0.11547988,6.479,13.791,1.42,3.1799998,83,22,17.873001,15.814001,-8.329,-3.305,5.798423,0,nan,0.0,3,0,1,7,0
468292568,1627401676800103,386207411,-91526254,58282,106507,1.9070001,0.11908992,6.5030003,13.814001,1.17,2.4299998,83,22,17.655,15.840001,-7.7960005,-2.398,5.8258543,0,nan,0.0,3,0,1,8,0
468497761,1627401677000103,386207693,-91526443,58361,106586,2.41,0.1371834,6.537,13.869,1.17,2.4299998,83,22,17.125,15.43,-7.4290004,-2.2180002,5.8344417,0,nan,0.0,3,0,1,8,0
468697434,1627401677200103,386207966,-91526611,58473,106698,2.15,0.1303513,6.571,13.916,1.17,2.4299998,83,22,16.376001,15.003,-6.564,-1.9080001,5.870731,0,nan,0.0,3,0,1,8,0
468897418,1627401677400103,386208255,-91526762,58486,106711,1.7440001,0.096277416,6.5810003,13.942,1.17,2.4299998,84,8,17.721,16.749,-5.7890005,-0.537,5.9504113,0,nan,0.0,3,0,1,8,0
469098166,1627401677600103,386208548,-91526902,58395,106620,1.8310001,0.103019975,6.5920005,13.974001,1.17,2.4299998,84,8,16.925001,16.018002,-5.466,-0.61700004,5.9543104,0,nan,0.0,3,0,1,8,0
469293743,1627401677800103,386208816,-91527043,57832,106058,1.7850001,0.11216288,6.5920005,14.009001,1.17,2.4299998,84,8,15.590001,14.761001,-5.017,1.113,5.955564,0,nan,0.0,3,0,1,8,0
469498281,1627401678000103,386209067,-91527185,56474,104699,1.9100001,0.13618681,6.602,14.074,1.17,2.4299998,84,8,14.823001,14.074,-4.6540003,1.9740001,5.9638157,0,nan,0.0,3,0,1,8,0
469693286,1627401678200103,386209318,-91527328,54454,102679,1.71,0.12790523,6.616,14.124001,1.17,2.4299998,84,8,14.981001,14.395,-4.15,2.9440002,6.002525,0,nan,0.0,3,0,1,8,0
469898426,1627401678400103,386209565,-91527497,53289,101514,1.9470001,0.15488209,6.6330004,14.195001,1.17,2.4299998,84,11,15.898001,13.937,-7.6500006,5.0740004,5.781156,0,nan,0.0,3,0,1,8,0
470097514,1627401678600103,386209821,-91527665,51713,99938,1.8920001,0.1351466,6.6570005,14.228001,1.17,2.4299998,84,11,15.871,14.589001,-6.248,6.281,5.878558,0,nan,0.0,3,0,1,8,0
470298422,1627401678800103,386210071,-91527780,50566,98792,1.8620001,0.13507766,6.6640005,14.259001,1.17,2.4299998,84,11,14.273001,13.701,-4.0,6.3750005,5.999109,0,nan,0.0,3,0,1,8,0
470499254,1627401679000103,386210304,-91527973,49037,97263,1.9100001,0.13208948,6.6800003,14.304001,1.17,2.4299998,84,11,15.740001,12.999001,-8.876,3.9120002,5.684071,0,nan,0.0,3,0,1,8,0
470698563,1627401679200104,386210549,-91528228,47177,95402,1.9280001,0.11823576,6.7040005,14.354001,1.17,2.4299998,84,11,17.334002,14.152,-10.01,4.3040004,5.6675515,0,nan,0.0,3,0,1,8,0
470898924,1627401679400104,386210770,-91528453,46713,94939,2.4310002,0.13846901,6.7320004,14.445001,1.17,2.4299998,84,5,14.863001,11.562,-9.34,1.3160001,5.603689,0,nan,0.0,3,0,1,8,0
471099003,1627401679600104,386210967,-91528681,46375,94600,2.0770001,0.1370937,6.7580004,14.527,1.17,2.4299998,84,5,14.706,11.22,-9.507001,0.84200007,5.580228,0,nan,0.0,3,0,1,8,0
471295151,1627401679800104,386211155,-91528898,46343,94568,1.886,0.1327857,6.7700005,14.555,1.17,2.4299998,84,5,14.098001,10.838,-9.015,0.388,5.5893736,0,nan,0.0,3,0,1,8,0
471500108,1627401680000104,386211335,-91529102,46402,94627,2.164,0.16323191,6.7850003,14.614,1.17,2.4299998,84,5,13.339001,10.155001,-8.649,1.113,5.577713,0,nan,0.0,3,0,1,8,0
471690433,1627401680200104,386211498,-91529242,46216,94442,2.351,0.22088799,6.8120003,14.678,1.17,2.4299998,84,5,10.087001,8.784,-4.959,0.606,5.7692595,0,nan,0.0,3,0,1,8,0
471899325,1627401680400104,386211670,-91529383,46779,95005,1.9660001,0.15072593,6.8310003,14.687,1.17,2.4299998,84,7,11.752001,9.76,-6.5460005,-0.46300003,5.6923623,0,nan,0.0,3,0,1,8,0
472098414,1627401680600104,386211851,-91529543,46618,94843,2.3820002,0.19531612,6.8570004,14.729001,1.17,2.4299998,84,7,11.857,10.1050005,-6.203,-1.5680001,5.732636,0,nan,0.0,3,0,1,8,0
472299681,1627401680800104,386212068,-91529690,46924,95149,2.1130002,0.15430683,6.8830004,14.757001,1.17,2.4299998,84,7,13.965001,12.561001,-6.102,-1.207,5.830996,0,nan,0.0,3,0,1,8,0
472498846,1627401681000104,386212286,-91529838,47462,95687,2.3700001,0.17465404,6.913,14.803,1.17,2.4299998,84,7,13.568001,11.908001,-6.504,-0.91600007,5.7832704,0,nan,0.0,3,0,1,8,0
472900049,1627401681400104,386212675,-91530140,45980,94205,2.029,0.16625185,6.965,14.870001,1.17,2.4299998,84,10,11.907001,10.926001,-4.7330003,0.08400001,5.8744054,0,nan,0.0,3,0,1,8,0
473094786,1627401681600104,386212899,-91530246,46102,94327,2.1560001,0.15030828,6.972,14.894001,1.17,2.4299998,84,10,14.2960005,13.772,-3.8370001,-0.40100002,6.0114474,0,nan,0.0,3,0,1,8,0
473300971,1627401681800104,386213138,-91530335,46297,94523,1.8340001,0.13615924,6.9730005,14.889001,1.17,2.4299998,84,10,14.257001,13.843,-3.4110003,0.054,6.0415626,0,nan,0.0,3,0,1,8,0
473495187,1627401682000104,386213378,-91530456,45818,94044,1.7730001,0.13544837,6.984,14.922001,1.17,2.4299998,84,10,14.493001,13.635,-4.913,0.693,5.937357,0,nan,0.0,3,0,1,8,0
473700391,1627401682200104,386213624,-91530595,44548,92773,1.812,0.13264711,6.9960003,14.963,1.17,2.4299998,84,10,14.853001,14.117001,-4.618,0.98200005,5.9670353,0,nan,0.0,3,0,1,8,0
473899242,1627401682400104,386213872,-91530713,43745,91971,2.036,0.15128356,7.0120006,15.034,1.17,2.4299998,84,8,14.547001,13.849001,-4.452,3.012,5.9721313,0,nan,0.0,3,0,1,8,0
474100677,1627401682600104,386214115,-91530821,42882,91108,2.036,0.15065874,7.0320005,15.106001,1.17,2.4299998,84,8,14.174001,13.566001,-4.1060004,2.937,5.989307,0,nan,0.0,3,0,1,8,0
474295428,1627401682800104,386214339,-91530920,42428,90654,1.6170001,0.13959126,7.0130005,15.115001,1.17,2.4299998,84,8,13.765,13.251,-3.7280002,2.421,6.0088973,0,nan,0.0,3,0,1,8,0
474500761,1627401683000104,386214576,-91531001,41775,90001,1.7590001,0.13355975,7.01,15.107,1.17,2.4299998,84,8,13.667001,13.365001,-2.8590002,2.3400002,6.072459,0,nan,0.0,3,0,1,8,0
474695989,1627401683200104,386214821,-91531070,41426,89652,1.9840001,0.14378929,7.011,15.118001,1.17,2.4299998,84,8,13.764001,13.458,-2.8850002,2.562,6.071992,0,nan,0.0,3,0,1,8,0
474901637,1627401683400104,386215067,-91531174,40761,88987,1.585,0.12789842,6.9930005,15.102001,1.17,2.4299998,84,8,14.482,13.820001,-4.326,3.0440001,5.979815,0,nan,0.0,3,0,1,8,0
475095744,1627401683600104,386215310,-91531279,40400,88626,1.9330001,0.13546076,6.9930005,15.1310005,1.17,2.4299998,84,8,13.834001,13.0390005,-4.622,3.5790002,5.942561,0,nan,0.0,3,0,1,8,0
475296941,1627401683800104,386215550,-91531404,38853,87079,1.728,0.13034415,6.9930005,15.152,1.17,2.4299998,84,8,14.4140005,13.719001,-4.421,4.775,5.9714723,0,nan,0.0,3,0,1,8,0
475492475,1627401684000104,386215798,-91531526,37619,85844,1.764,0.13137634,6.9930005,15.183001,1.17,2.4299998,84,8,14.639001,13.776001,-4.952,5.065,5.9381204,0,nan,0.0,3,0,1,8,0
475702225,1627401684200104,386216046,-91531661,36747,84973,1.567,0.12528637,6.985,15.225,1.17,2.4299998,84,8,14.990001,13.790001,-5.8750005,5.282,5.880439,0,nan,0.0,3,0,1,8,0
476102793,1627401684600104,386216492,-91532013,34909,83135,1.756,0.14333202,6.9670005,15.27,1.17,2.4299998,84,12,14.561001,12.415001,-7.6080003,2.594,5.733438,0,nan,0.0,3,0,1,8,0
476296613,1627401684800104,386216702,-91532190,33604,81829,1.9970001,0.13812168,6.9690003,15.316001,1.17,2.4299998,84,12,12.941001,11.361001,-6.1970005,1.153,5.7838497,0,nan,0.0,3,0,1,8,0
476496564,1627401685000104,386216901,-91532336,33662,81888,1.746,0.14766009,6.9610004,15.338,1.17,2.4299998,84,12,12.559001,11.016001,-6.032,-0.683,5.7822576,0,nan,0.0,3,0,1,8,0
476692913,1627401685200104,386217087,-91532489,33948,82174,1.843,0.17329007,6.9600005,15.342001,1.17,2.4299998,84,12,11.893001,9.862,-6.6460004,-1.7300001,5.6901813,0,nan,0.0,3,0,1,8,0
476892850,1627401685400104,386217268,-91532600,35276,83501,1.667,0.17610581,6.9600005,15.340001,1.17,2.4299998,84,11,10.694,9.642,-4.625,-3.0640001,5.8359013,0,nan,0.0,3,0,1,8,0
477102341,1627401685600104,386217448,-91532727,35876,84102,1.7720001,0.15575545,6.958,15.344001,1.17,2.4299998,84,11,11.872001,10.507001,-5.5280004,-2.9110003,5.7988534,0,nan,0.0,3,0,1,8,0
477296691,1627401685800104,386217614,-91532847,36624,84850,1.8740001,0.18245898,6.9550004,15.344001,1.17,2.4299998,84,11,9.885,8.694,-4.704,-4.512,5.7871904,0,nan,0.0,3,0,1,8,0
477502222,1627401686000104,386217771,-91532942,37662,85888,1.922,0.21532232,6.9610004,15.3550005,1.17,2.4299998,84,11,9.370001,8.597,-3.7270002,-3.9880002,5.874133,0,nan,0.0,3,0,1,8,0
477692636,1627401686200104,386217932,-91533010,38917,87142,1.9990001,0.21701738,6.9740005,15.392001,1.17,2.4299998,84,11,9.213,8.749001,-2.8890002,-4.006,5.964186,0,nan,0.0,3,0,1,8,0
477893522,1627401686400104,386218098,-91533094,40371,88597,2.002,0.18563113,6.9820004,15.426001,1.17,2.4299998,84,4,10.326,9.435,-4.196,-5.004,5.8647223,0,nan,0.0,3,0,1,8,0
478103345,1627401686600104,386218258,-91533196,41184,89410,2.003,0.21560138,6.9930005,15.464001,1.17,2.4299998,84,4,9.693001,8.745001,-4.182,-4.6330004,5.8371606,0,nan,0.0,3,0,1,8,0
478293537,1627401686800104,386218400,-91533329,41755,89980,1.6860001,0.18343566,6.9960003,15.464001,1.17,2.4299998,84,4,9.627001,7.6580005,-5.834,-3.874,5.632189,0,nan,0.0,3,0,1,8,0
478494049,1627401687000104,386218540,-91533485,41781,90007,1.7580001,0.1888783,6.998,15.493001,1.17,2.4299998,84,4,10.534,8.507,-6.2120004,-2.2700002,5.6525035,0,nan,0.0,3,0,1,8,0
478693642,1627401687200104,386218680,-91533673,41295,89521,1.8720001,0.1983181,7.0120006,15.541,1.17,2.4299998,84,4,11.219001,8.019,-7.846,-0.703,5.50868,0,nan,0.0,3,0,1,8,0
478897672,1627401687400104,386218862,-91533822,42728,90954,2.0990002,0.16360348,7.0260005,15.579,1.17,2.4299998,84,9,12.280001,10.043,-7.0670004,-3.8150003,5.669983,0,nan,0.0,3,0,1,8,0
479103375,1627401687600105,386219071,-91533965,44812,93038,2.413,0.17137842,7.0550003,15.637001,1.17,2.4299998,84,9,13.251,11.1050005,-7.2300005,-3.6330001,5.7061048,0,nan,0.0,3,0,1,8,0
479294274,1627401687800105,386219285,-91534105,45519,93745,2.4640002,0.17066178,7.0910006,15.698001,1.17,2.4299998,84,9,13.185,11.841001,-5.801,-3.0110002,5.8276286,0,nan,0.0,3,0,1,8,0
479493548,1627401688000105,386219494,-91534263,46393,94618,2.5400002,0.18721972,7.1330004,15.7560005,1.17,2.4299998,84,9,13.338,11.123,-7.3610005,-2.242,5.6986084,0,nan,0.0,3,0,1,8,0
479698236,1627401688200105,386219685,-91534415,46361,94587,2.693,0.22266018,7.1840005,15.801001,1.17,2.4299998,84,9,11.978001,10.361,-6.01,-0.43,5.7575817,0,nan,0.0,3,0,1,8,0
479893460,1627401688400105,386219882,-91534531,46621,94847,2.7250001,0.21348464,7.2380004,15.858001,1.17,2.4299998,84,28,11.764001,10.713,-4.861,-0.439,5.8572073,0,nan,0.0,3,0,1,8,0
480093574,1627401688600105,386220128,-91534694,46791,95017,2.2480001,0.12712036,7.2630005,15.887001,1.17,2.4299998,84,28,15.362,13.4470005,-7.4280005,0.17300001,5.778547,0,nan,0.0,3,0,1,8,0
480494891,1627401689000105,386220677,-91535070,46824,95050,2.0600002,0.11380401,7.2910004,15.931001,1.17,2.4299998,84,28,16.829,14.817,-7.9800005,0.15900001,5.789165,0,nan,0.0,3,0,1,8,0
480693460,1627401689200105,386220943,-91535245,47121,95347,1.9990001,0.11714859,7.2960005,15.938001,1.17,2.4299998,84,28,16.237001,14.343,-7.6110005,-0.194,5.7953444,0,nan,0.0,3,0,1,8,0
480894220,1627401689400105,386221232,-91535439,46810,95036,1.9250001,0.10031296,7.2950006,15.929001,1.17,2.4299998,84,13,18.527,16.556002,-8.316,0.3,5.8176866,0,nan,0.0,3,0,1,8,0
481093507,1627401689600105,386221492,-91535618,46295,94521,2.062,0.12112323,7.293,15.931001,1.17,2.4299998,84,13,15.393001,13.858001,-6.702,0.328,5.832745,0,nan,0.0,3,0,1,8,0
