timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
486776770,21036.176,228.4654,860,18393,2047,8192,0,3,153
488777396,21460.5,228.11726,886,19052,5408,8192,0,3,153
489778077,21680.0,228.02501,899,19382,4346,8192,0,3,153
490778862,21900.111,227.94078,907,19711,4382,8192,0,3,153
491779556,22100.762,227.65802,918,20040,3165,8192,0,3,153
492779818,22320.0,227.5716,925,20376,2291,8192,0,3,153
493780045,22540.246,227.49713,935,20698,795,8192,0,3,153
494780350,22756.854,227.3876,945,21013,4630,8192,0,3,153
495781151,22964.238,227.18791,957,21342,4502,8192,0,3,153
496781616,23180.299,227.07788,963,21678,5789,8192,0,3,153
497781959,23396.195,226.96864,973,22007,4399,8192,0,3,153
498782970,23613.05,226.8693,979,22336,5082,8192,0,3,153
499784030,23820.129,226.67865,990,22665,4875,8192,0,3,153
500784422,24044.127,226.65254,995,23003,2522,8192,0,3,153
501784768,24261.254,226.56285,1009,23325,3869,8192,0,3,153
502785685,24472.0,226.4146,1021,23655,5524,8192,0,3,153
503785985,24688.0,226.31853,1033,23984,4135,8192,0,3,153
504786455,24900.814,226.19487,1042,24313,5641,8192,0,3,153
505786944,25120.0,226.13078,1055,24643,3193,8192,0,3,153
506787156,25324.014,225.93301,1065,24972,5575,8192,0,3,153
507787792,25540.621,225.84929,1075,25301,2996,8192,0,3,153
508788419,25760.0,225.79134,1085,25630,3000,8192,0,3,153
509789000,25980.395,225.74332,1093,25959,2583,8192,0,3,153
510789151,26188.285,225.58923,1103,26296,8122,8192,0,3,153
511789673,26404.885,225.51144,1117,26625,4349,8192,0,3,153
513790467,26829.074,225.28462,1133,27277,6785,8192,0,3,153
514790806,27044.258,225.19987,1144,27607,5728,8192,0,3,153
516791827,27472.0,225.0124,1172,28266,3319,8192,0,3,153
517792004,27688.0,224.93886,1183,28602,5787,8192,0,3,153
518792619,27900.254,224.83553,1193,28926,523,8192,0,3,153
519793335,28112.0,224.7296,1204,29255,4047,8192,0,3,153
520793983,28332.125,224.69193,1209,29591,6757,8192,0,3,153
521794744,28552.0,224.65268,1224,29921,6455,8192,0,3,153
522794820,28772.03,224.61646,1240,30243,1704,8192,0,3,153
523795099,28989.586,224.56128,1253,30575,2612,8192,0,3,153
524795581,29204.764,224.48833,1258,30911,7498,8192,0,3,153
525795837,29422.277,224.43468,1269,31233,2285,8192,0,3,153
526796337,29638.332,224.3704,1279,31569,2984,8192,0,3,153
527796580,29854.418,224.30774,1284,31903,1218,8192,0,3,153
528797579,30063.04,224.18909,1300,32226,5864,8192,0,3,153
529797900,30280.0,224.13506,1316,32548,4427,8192,0,3,153
530798220,30496.0,224.07475,1327,32885,4246,8192,0,3,153
531798789,30709.023,223.99323,1344,33215,3104,8192,0,3,153
532799118,30928.0,223.95634,1361,33544,3786,8192,0,3,153
533799591,31140.79,223.87529,1369,33873,4557,8192,0,3,153
534800036,31356.34,223.81519,1377,34209,6077,8192,0,3,153
535800333,31576.0,223.78526,1387,34524,2804,8192,0,3,153
536800709,31792.0,223.7299,1401,34853,3605,8192,0,3,153
537801403,31999.379,223.61453,1418,35185,4925,8192,0,3,153
538801644,32216.0,223.56563,1425,35515,5277,8192,0,3,153
539802159,32429.564,223.49591,1436,35844,6126,8192,0,3,153
540802809,32644.072,223.43338,1451,36180,2341,8192,0,3,153
541802838,32856.0,223.35515,1465,36502,4835,8192,0,3,153
542803586,33061.137,223.231,1474,36831,2436,8192,0,3,153
543803822,33280.0,223.20135,1479,37161,6987,8192,0,3,153
544804599,33480.0,223.04564,1496,37490,5654,8192,0,3,153
545804670,33688.0,222.94595,1507,37820,5010,8192,0,3,153
546805362,33948.37,223.191,1511,37835,1736,8192,0,3,153
547805598,34204.33,223.40465,1517,37837,3288,8192,0,3,153
548805990,34464.0,223.63942,1521,37837,2939,8192,0,3,153
549806407,34688.0,223.64114,1530,38040,5862,8192,0,3,153
550806826,34900.918,223.57185,1536,38377,7542,8192,0,3,153
551807246,35120.0,223.5427,1548,38706,2667,8192,0,3,153
552807728,35332.082,223.46953,1562,39042,6609,8192,0,3,153
553808415,35540.84,223.37608,1578,39372,5486,8192,0,3,153
554808774,35757.086,223.33105,1590,39701,1406,8192,0,3,153
555809238,35964.25,223.23006,1603,40030,4349,8192,0,3,153
557810031,36396.14,223.13966,1624,40689,2402,8192,0,3,153
558810540,36612.293,223.09637,1636,41014,4469,8192,0,3,153
559810815,36828.125,223.052,1647,41351,3091,8192,0,3,153
560811016,37045.7,223.01875,1656,41680,3625,8192,0,3,153
561811598,37260.363,222.96799,1664,42009,4555,8192,0,3,153
562812044,37492.28,223.02065,1671,42170,6333,8192,0,3,153
563812438,37740.15,223.16704,1684,42170,518,8192,0,3,153
564812621,37991.816,223.33435,1696,42170,636,8192,0,3,153
565813259,38232.0,223.43198,1705,42170,3544,8192,0,3,153
566813671,38485.18,223.60428,1712,42170,6374,8192,0,3,153
567814201,38700.223,223.55415,1732,42485,4354,8192,0,3,153
568814919,38920.0,223.53152,1741,42815,2475,8192,0,3,153
569815586,39136.0,223.48769,1751,43143,6870,8192,0,3,153
570815657,39356.688,223.47166,1763,43487,3292,8192,0,3,153
571815855,39568.0,223.40277,1778,43818,3740,8192,0,3,153
572816377,39781.36,223.34573,1784,44147,3156,8192,0,3,153
573816859,40000.0,223.31886,1792,44476,4763,8192,0,3,153
574817124,40212.297,223.25735,1802,44812,7405,8192,0,3,153
576818117,40644.023,223.17493,1830,45464,6285,8192,0,3,153
577818306,40856.0,223.11354,1839,45793,7787,8192,0,3,153
578818843,41077.258,223.1028,1848,46122,518,8192,0,3,153
579819121,41288.0,223.0357,1860,46451,4159,8192,0,3,153
580819645,41508.812,223.02313,1867,46780,3703,8192,0,3,153
581819856,41716.32,222.93999,1882,47102,4959,8192,0,3,153
582820395,41936.0,222.92198,1890,47438,6551,8192,0,3,153
583821011,42156.32,222.90752,1906,47767,2309,8192,0,3,153
584821312,42372.227,222.87035,1916,48096,4117,8192,0,3,153
585821571,42588.31,222.83452,1925,48425,1256,8192,0,3,153
586822112,42804.273,222.79813,1941,48748,2958,8192,0,3,153
587822301,43016.0,222.74059,1952,49077,4238,8192,0,3,153
588822787,43228.42,222.68687,1966,49406,556,8192,0,3,153
589823068,43440.0,222.62962,1981,49743,5622,8192,0,3,153
590823846,43652.625,222.57773,1993,50073,5396,8192,0,3,153
591823908,43872.0,222.56142,2002,50402,4805,8192,0,3,153
592824423,44072.0,222.44695,2014,50740,3557,8192,0,3,153
593824658,44288.0,222.41432,2025,51071,4199,8192,0,3,153
594825336,44444.047,222.08191,2032,51401,5635,8192,0,3,153
595825932,44608.0,221.79225,2037,51732,5850,8192,0,3,153
596826263,44816.0,221.72366,2048,52072,6382,8192,0,3,153
597826940,45037.055,221.71962,2056,52394,3594,8192,0,3,153
598827071,45246.547,221.65958,2071,52716,4124,8192,0,3,153
599827653,45469.344,221.6645,2081,53046,1247,8192,0,3,153
600827720,45684.22,221.63148,2092,53375,6218,8192,0,3,153
601828017,45901.414,221.60976,2099,53704,7592,8192,0,3,153
602828776,46125.53,221.62097,2115,54035,1256,8192,0,3,153
603829192,46340.16,221.58711,2127,54364,518,8192,0,3,153
604829256,46557.195,221.56538,2136,54686,6177,8192,0,3,153
605829938,46772.07,221.53297,2149,55022,3703,8192,0,3,153
606830249,46984.0,221.48737,2162,55344,5626,8192,0,3,153
607830737,47192.0,221.42358,2176,55674,5077,8192,0,3,153
608831123,47408.0,221.39787,2186,56003,5256,8192,0,3,153
609831631,47620.6,221.35645,2193,56340,6696,8192,0,3,153
610831934,47844.4,221.36757,2198,56670,2402,8192,0,3,153
611832395,48062.17,221.35042,2206,56999,2732,8192,0,3,153
612832710,48277.844,221.32407,2215,57328,1736,8192,0,3,153
613833181,48494.523,221.30238,2224,57657,1806,8192,0,3,153
614833580,48704.0,221.24826,2233,57989,6827,8192,0,3,153
615834115,48920.0,221.224,2246,58325,5095,8192,0,3,153
616834701,49160.0,221.30794,2257,58383,4643,8192,0,3,153
617834982,49412.3,221.44656,2262,58383,5579,8192,0,3,153
618835172,49668.504,221.60146,2265,58384,5473,8192,0,3,153
619835679,49888.0,221.5916,2276,58603,5166,8192,0,3,153
620836332,50132.27,221.69124,2279,58787,518,8192,0,3,153
621836666,50380.344,221.80707,2293,58788,3185,8192,0,3,153
622837153,50636.383,221.95665,2299,58788,518,8192,0,3,153
623837933,50892.688,222.10579,2306,58788,559,8192,0,3,153
624838063,51144.0,222.23257,2310,58788,5407,8192,0,3,153
625838763,51396.13,222.36124,2317,58788,2474,8192,0,3,153
626838980,51653.074,222.51003,2321,58789,3791,8192,0,3,153
627839633,51909.035,222.65288,2330,58789,2465,8192,0,3,153
628840028,52168.0,222.80759,2334,58791,2247,8192,0,3,153
629840362,52416.0,222.9144,2341,58793,3055,8192,0,3,153
630841229,52660.01,223.00293,2346,58794,5645,8192,0,3,153
631841921,52916.637,223.14407,2351,58799,3897,8192,0,3,153
632841938,53176.0,223.29614,2356,58799,1947,8192,0,3,153
633842352,53432.0,223.43251,2363,58800,2780,8192,0,3,153
634842831,53688.0,223.56767,2370,58802,3332,8192,0,3,153
635843591,53936.0,223.66829,2379,58806,8139,8192,0,3,153
636843830,54188.08,223.7854,2391,58806,3868,8192,0,3,153
637844401,54440.0,223.9006,2397,58811,3245,8192,0,3,153
638844724,54692.434,224.01717,2401,58813,2650,8192,0,3,153
639845200,54936.0,224.09647,2413,58816,4694,8192,0,3,153
640845932,55196.06,224.2419,2420,58817,2506,8192,0,3,153
641846255,55444.066,224.33778,2434,58817,5086,8192,0,3,153
642846888,55701.047,224.46873,2441,58817,4270,8192,0,3,153
644847719,56204.16,224.68459,2454,58820,1765,8192,0,3,153
645848408,56460.42,224.8097,2457,58820,3171,8192,0,3,153
646849004,56708.246,224.90045,2466,58820,3684,8192,0,3,153
647849405,56964.617,225.0244,2472,58820,2436,8192,0,3,153
649850495,57477.043,225.26791,2480,58820,3830,8192,0,3,153
650851041,57724.266,225.35313,2495,58820,3900,8192,0,3,153
651851669,57980.16,225.47137,2501,58820,5115,8192,0,3,153
652852449,58228.426,225.55898,2512,58821,4309,8192,0,3,153
653852598,58484.016,225.67473,2520,58821,4386,8192,0,3,153
654853157,58744.0,225.80614,2522,58821,2785,8192,0,3,153
655853837,59000.0,225.92116,2530,58821,2633,8192,0,3,153
656854278,59256.0,226.03552,2535,58821,2182,8192,0,3,153
657854861,59500.91,226.10674,2539,58822,3762,8192,0,3,153
658855313,59756.01,226.21611,2545,58824,4415,8192,0,3,153
659855675,60012.47,226.32986,2554,58825,1218,8192,0,3,153
660856341,60269.055,226.44298,2559,58825,1218,8192,0,3,153
661856768,60516.094,226.5197,2569,58825,5600,8192,0,3,153
662857469,60776.0,226.64362,2579,58825,1832,8192,0,3,153
663857977,61028.7,226.74,2587,58825,5633,8192,0,3,153
664858646,61284.56,226.84721,2596,58826,1365,8192,0,3,153
665859037,61536.0,226.9376,2604,58826,3878,8192,0,3,153
666859627,61792.0,227.04388,2615,58826,1248,8192,0,3,153
667860474,62036.527,227.1072,2627,58826,3791,8192,0,3,153
668860832,62280.0,227.16656,2644,58829,4792,8192,0,3,153
669861297,62533.152,227.26064,2651,58836,1366,8192,0,3,153
670862032,62784.0,227.34544,2660,58837,2707,8192,0,3,153
671862278,63024.0,227.39088,2669,58838,4335,8192,0,3,153
672862898,63280.0,227.49324,2677,58841,4899,8192,0,3,153
673863570,63540.453,227.61076,2681,58845,2621,8192,0,3,153
674863859,63800.0,227.72452,2686,58845,2869,8192,0,3,153
675864595,64052.523,227.81212,2694,58845,3180,8192,0,3,153
676865286,64304.0,227.89542,2703,58848,3240,8192,0,3,153
677866088,64564.47,228.00981,2705,58850,1427,8192,0,3,153
678866411,64816.0,228.09233,2711,58850,6386,8192,0,3,153
679867057,65072.0,228.18968,2717,58850,4951,8192,0,3,153
680867686,65332.88,228.3034,2720,58850,2686,8192,0,3,153
681868337,65588.625,228.39845,2728,58850,1798,8192,0,3,153
682868919,65840.0,228.47774,2735,58850,4219,8192,0,3,153
683869226,66100.18,228.58711,2742,58850,1318,8192,0,3,153
684869985,66340.06,228.62543,2746,58856,5148,8192,0,3,153
685870754,66600.0,228.73238,2753,58857,2018,8192,0,3,153
686870981,66852.59,228.81386,2760,58858,1218,8192,0,3,153
687871980,67104.0,228.89014,2769,58858,4359,8192,0,3,153
689873312,67620.125,229.08678,2778,58858,1247,8192,0,3,153
690873613,67869.17,229.15395,2784,58858,3942,8192,0,3,153
691874349,68125.04,229.24327,2791,58858,3754,8192,0,3,153
692874739,68380.07,229.32945,2795,58860,4460,8192,0,3,153
693875805,68632.0,229.40419,2803,58861,3194,8192,0,3,153
694876074,68892.23,229.50665,2809,58861,1888,8192,0,3,153
695876629,69144.0,229.58017,2817,58862,3129,8192,0,3,153
696877185,69396.94,229.65703,2823,58862,2612,8192,0,3,153
697878135,69636.04,229.68747,2835,58868,6326,8192,0,3,153
