timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
396410837,396408538,0,nan,nan,-0.0028846145,-0.0048195194,-0.258824,0.0,0.0,0.0,-0.0043565226,-0.011384515,0.14146517,0.0838741,-0.00071485934,-0.0009356753,0.0,-0.009696689,-0.057285015,-0.026774686,-0.22120692,-2.2562287,nan,0.1,0.07901469,0.48232177,0.09010256,0.11332657,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
396510700,396508608,0,nan,nan,-0.0028220597,-0.0052179135,-0.25206694,0.0,0.0,0.0,-0.006644524,-0.009800611,0.14249517,0.08360126,-0.00071485934,-0.0009356753,0.0,-0.03041741,0.11505596,0.027014125,-0.22116384,-2.2562287,nan,0.1,0.08613032,0.48168314,0.09486322,0.11323962,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
396610467,396608703,0,nan,nan,-0.0030488141,-0.0052668406,-0.24610734,0.0,0.0,0.0,-0.00344084,-0.0036815805,0.14073895,0.07997485,-0.00071485934,-0.0009356753,0.0,0.03719883,-0.0426201,0.0043457192,-0.22045769,-2.2562287,nan,0.1,0.09309243,0.48566243,0.09913682,0.11377778,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
396710754,396708770,0,nan,nan,-0.0032338044,-0.0057151304,-0.24042392,0.0,0.0,0.0,-0.0057614925,-0.010922281,0.13954459,0.076849185,-0.00071485934,-0.0009356753,0.0,-0.05464886,-0.014451675,0.011808329,-0.2213793,-2.2562287,nan,0.1,0.10134632,0.48500687,0.103949726,0.11368786,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
396811008,396808852,0,nan,nan,-0.0037919853,-0.006763147,-0.23664448,0.0,0.0,0.0,-0.0049460162,-0.013367997,0.13757375,0.07151164,-0.00071485934,-0.0009356753,0.0,0.061853264,0.04927158,0.05740182,-0.22053164,-2.2562287,nan,0.1,0.10894903,0.48436058,0.10796371,0.113600075,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
396910733,396908940,0,nan,nan,-0.0041893674,-0.007741119,-0.23253743,0.0,0.0,0.0,-0.0052755405,-0.010763925,0.13831311,0.06953821,-0.00071485934,-0.0009356753,0.0,-0.044847876,-0.033080157,0.04742854,-0.21986784,-2.2562287,nan,0.1,0.118250616,0.48370695,0.112838626,0.11351037,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
397010760,397009020,0,nan,nan,-0.004968782,-0.008724482,-0.22928207,0.0,0.0,0.0,-0.00797833,-0.011546124,0.1370018,0.064962834,-0.00071485934,-0.0009356753,0.0,0.04120131,-0.055654738,0.035872005,-0.22098522,-2.2562287,nan,0.1,0.12618251,0.48306236,0.11645463,0.1134225,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
397111344,397109127,0,nan,nan,-0.005661555,-0.009992702,-0.22737376,0.0,0.0,0.0,-0.004607012,-0.013403618,0.13551801,0.05944327,-0.00071485934,-0.0009356753,0.0,0.0066290493,-0.003204842,0.051941536,-0.22076754,-2.2562287,nan,0.1,0.13644375,0.48241046,0.121389434,0.11333297,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
397211511,397209178,0,nan,nan,-0.006385766,-0.011299491,-0.22519732,0.0,0.0,0.0,-0.007931404,-0.013362097,0.13474126,0.05541662,-0.00071485934,-0.0009356753,0.0,-0.0098783495,-0.012562912,0.051172845,-0.2208373,-2.2562287,nan,0.1,0.14433514,0.4817677,0.124479026,0.11324496,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
397311066,397309268,0,nan,nan,-0.007241431,-0.0126656415,-0.22284554,0.0,0.0,0.0,-0.0063499683,-0.01496349,0.13194807,0.050061863,-0.00071485934,-0.0009356753,0.0,0.02001602,0.01082305,0.011275482,-0.22120343,-2.2562287,nan,0.1,0.1554678,0.48574543,0.12947528,0.11378271,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
397711364,397709593,0,nan,nan,-0.010476056,-0.018874535,-0.21037087,0.0,0.0,0.0,-0.0095755905,-0.018753523,0.12646636,0.041339055,-0.00071485934,-0.0009356753,0.0,-0.014796146,-0.036810808,-0.042770386,-0.22117415,-2.2562287,nan,0.1,0.19390595,0.48316133,0.14359139,0.11343159,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
397811725,397809676,0,nan,nan,-0.009984202,-0.01830559,-0.20419765,0.0,0.0,0.0,-0.008882327,-0.019275522,0.12571853,0.04303763,-0.00071485934,-0.0009356753,0.0,-0.04587692,-0.020212233,-0.030529223,-0.2208277,-2.2562287,nan,0.1,0.118862435,0.48252138,0.101207145,0.11334424,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1,0
