timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
396710893,396708770,1.2211018e-09,1.643082e-05,0.00025789082,8.098667e-05,0.0023906366,0.009661899,131603,0,0.10134632,0.48500687,0.005208592,0.0,0.0,0.024503162,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
396910812,396908940,1.2329765e-09,1.530505e-05,0.0002679904,6.4767446e-05,0.0030208684,0.013436342,131603,0,0.118250616,0.48370695,0.0010401997,0.0,0.0,0.028506486,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
397111432,397109127,9.301411e-10,1.3574195e-05,0.0002872045,0.00012776992,0.0031680746,0.014660056,131603,0,0.13644375,0.48241046,0.028612912,0.0,0.0,0.008170603,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
397311149,397309268,7.7470147e-10,1.34025595e-05,0.0002956774,2.7691758e-05,0.0022980776,0.008758591,131603,0,0.1554678,0.48574543,0.006655343,0.0,0.0,0.007262983,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
397711462,397709593,6.361795e-10,1.2200005e-05,0.00030192116,4.991389e-05,0.0013444533,0.0025223654,67240467,0,0.19390595,0.48316133,0.0013441484,0.0,0.0,0.0063846875,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
397912489,397909753,6.2733535e-10,1.1735869e-05,0.00027989337,0.00022428166,0.0043113963,0.008819523,67240467,0,0.12690939,0.4818741,0.0014133451,0.0,0.0,0.018974757,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
398111873,398109921,5.8963256e-10,1.17165455e-05,0.00025444117,0.000109466004,0.0025981045,0.0052797473,67240467,0,0.105936825,0.48520297,0.00014654381,0.0,0.0,0.0012125385,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
398312498,398310081,6.016341e-10,1.1331308e-05,0.0002517795,0.0001039934,0.0010881451,0.0027733948,67240467,0,0.09594804,0.4839024,0.0012022436,0.0,0.0,0.006762983,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
398512421,398510251,5.691788e-10,1.1507829e-05,0.0002533939,0.0001318889,0.00080181,0.003830328,67240467,0,0.09070702,0.48260552,0.004953285,0.0,0.0,0.0009059498,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
398713098,398710409,5.628491e-10,1.1885253e-05,0.00024784287,9.8311764e-05,0.00094021606,0.0044044456,67240467,0,0.08802428,0.4859456,0.0077947145,0.0,0.0,0.014335488,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
398912754,398910573,7.552474e-10,1.3019239e-05,0.00025677562,6.876443e-05,0.001030626,0.005009297,67240467,0,0.086823516,0.48465145,0.0032335268,0.0,0.0,0.00730364,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
399112891,399110737,7.4119894e-10,1.3249742e-05,0.00025924412,8.677913e-05,0.0014121544,0.0077222073,67240467,0,0.086461104,0.48337644,0.00026399645,0.0,0.0,0.020735009,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
399513548,399511064,1.7263678e-09,1.609867e-05,0.00027670304,0.00018927739,0.00076442445,0.0038756947,131603,0,0.0867407,0.485421,0.0121250665,0.0,0.0,0.014489882,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
399713397,399711228,1.6181277e-09,1.708123e-05,0.00030503477,0.00015902943,0.0018546463,0.0069999094,131603,0,0.10255527,0.48411852,0.0048207464,0.0,0.0,0.007964204,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
399913797,399911407,2.0232411e-09,1.8658875e-05,0.0003232915,0.0001649275,0.0023216333,0.008211205,131603,0,0.12016864,0.48281994,0.0023899185,0.0,0.0,0.0037714478,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
400513761,400511894,2.7829334e-09,2.060748e-05,0.00033699232,0.0002037707,0.0017845582,0.005089574,131603,0,0.17878231,0.4835912,0.007314106,0.0,0.0,0.023048488,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
400714431,400712048,2.969591e-09,2.275644e-05,0.00032415288,0.00018603243,0.0016873915,0.0065112216,131603,0,0.19834638,0.4823007,0.004809827,0.0,0.0,0.0072534825,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
401114388,401112395,2.423495e-09,2.2281543e-05,0.0003087951,0.000108534136,0.0018083813,0.009739866,131603,0,0.23404339,0.4843346,0.019276135,0.0,0.0,0.0025019406,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
401315083,401312553,1.9846096e-09,2.0054431e-05,0.00031666603,6.288271e-05,0.0038652585,0.022051593,131603,0,0.24927448,0.4830345,0.004333545,0.0,0.0,0.012785849,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
401515288,401512712,1.7851306e-09,1.8841318e-05,0.00034317674,6.90493e-05,0.0007701054,0.004884858,131603,0,0.2624005,0.48175412,0.011944664,0.0,0.0,0.020345433,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
401714979,401712873,1.4593681e-09,1.685396e-05,0.0003299058,8.235657e-05,0.0012991149,0.0076954234,131603,0,0.27335197,0.48510218,0.011615614,0.0,0.0,0.0013040886,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
401915701,401913030,1.1342063e-09,1.5823123e-05,0.00031272945,9.807285e-05,0.0006765887,0.0039273202,68289043,0,0.28220394,0.48380703,0.0061721248,0.0,0.0,0.0032238937,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
402115574,402113194,1.1927159e-09,1.5403271e-05,0.00029966494,0.00021933191,0.005334438,0.012100633,68289043,0,0.13697736,0.4825153,0.0027478116,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
402316056,402313357,9.641011e-10,1.4321168e-05,0.00028416034,6.180669e-05,0.0022187813,0.0070776083,68289043,0,0.108441845,0.4858578,0.005208951,0.0,0.0,0.015339948,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
402515835,402513553,1.0524943e-09,1.4529089e-05,0.00028248454,3.8049824e-05,0.00040480815,0.001411241,68289043,0,0.09645708,0.4845521,0.0007918548,0.0,0.0,0.009847905,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
402716790,402713689,9.1517893e-10,1.4155673e-05,0.00031049526,6.3267566e-05,0.0012763317,0.003416279,68289043,0,0.09088065,0.4832663,0.0050972835,0.0,0.0,0.0129321255,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
402916167,402913854,8.1728824e-10,1.3994814e-05,0.00034337133,0.00010000761,0.0016447298,0.003323513,68289043,0,0.08853342,0.48198348,2.0004918e-05,0.0,0.0,0.008600828,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
403116573,403114024,9.676928e-10,1.4829165e-05,0.00032994867,5.6484576e-05,0.0021912707,0.008195849,68289043,0,0.087877356,0.4853193,0.0013073827,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
403316829,403314175,1.2093554e-09,1.5761505e-05,0.00032924316,2.3008744e-05,0.0022253948,0.008640813,68289043,0,0.08800483,0.4840221,0.0009663639,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
403516570,403514339,1.1598303e-09,1.5547888e-05,0.0003137194,2.915282e-05,0.0024808624,0.01078461,68289043,0,0.088370845,0.48272854,0.0033883343,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
403716895,403714502,1.1598694e-09,1.5209447e-05,0.00029250688,2.3304156e-05,0.001964051,0.0070067835,68289043,0,0.0886832,0.48607534,0.0021002886,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
403917462,403914666,1.0042382e-09,1.42025165e-05,0.00028169685,5.1313145e-05,0.0018346047,0.007013928,68289043,0,0.08882177,0.4847679,0.0020590383,0.0,0.0,0.008415944,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
404116998,404114835,9.2770447e-10,1.3529481e-05,0.00028197686,5.1030616e-05,0.0014054453,0.0032588274,68289043,0,0.08877001,0.48348045,7.912256e-05,0.0,0.0,0.023578862,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
404307149,404304985,7.823936e-10,1.31116385e-05,0.0002713924,0.00012124735,0.0014188025,0.0044850498,68289043,0,0.087776266,0.4859561,0.0028243589,0.0,0.0,0.00455913,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
404507276,404505148,7.44844e-10,1.28970105e-05,0.0002672564,0.00013045943,0.0013351119,0.0038468514,68289043,0,0.087482505,0.48465717,0.0027678742,0.0,0.0,0.0025338624,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
404707165,404705311,6.8164024e-10,1.2797996e-05,0.00026503982,8.2961495e-05,0.0017873972,0.008035433,68289043,0,0.087140776,0.48336175,0.00960402,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
404907796,404905475,6.7561295e-10,1.2857723e-05,0.00026147556,7.7227596e-05,0.0012375104,0.0040475964,68289043,0,0.086792305,0.48205376,4.4782e-05,0.0,0.0,0.011740067,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
405107587,405105649,7.327378e-10,1.3579542e-05,0.00029056703,6.786708e-05,0.0013695348,0.0059502814,68289043,0,0.08646699,0.48538366,0.023811944,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
405307672,405305839,7.2689404e-10,1.3257319e-05,0.00029575595,2.9957053e-05,0.0009977272,0.0033602002,68289043,0,0.08618302,0.48409542,0.002950533,0.0,0.0,0.005693977,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
405507857,405505968,7.0846506e-10,1.3123979e-05,0.000320825,7.5599055e-05,0.0011952838,0.0055319206,68289043,0,0.08594865,0.4827941,0.012223604,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
405708592,405706127,6.841538e-10,1.2961404e-05,0.0003058788,5.1977797e-05,0.0009437277,0.004080563,68289043,0,0.085765354,0.48151276,0.00091642677,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
405908326,405906291,6.6296507e-10,1.338366e-05,0.0002896571,2.4312607e-05,0.00092562014,0.0041724825,68289043,0,0.08562925,0.48483667,0.0023400777,0.0,0.0,0.005428679,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
406108642,406106461,9.314153e-10,1.3464228e-05,0.0002676691,6.462118e-05,0.0006178497,0.0018398395,68289043,0,0.08553425,0.4835418,0.0011987482,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
406308822,406306623,1.1858936e-09,1.614837e-05,0.0002738061,4.1613206e-05,0.0006576109,0.0021673003,68289043,0,0.08547281,0.4822345,0.0023072646,0.0,0.0,0.008141298,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
406509226,406506787,1.5183994e-09,1.8019115e-05,0.00028837883,6.9126334e-05,0.00088435854,0.0023690523,1180179,0,0.10057193,0.48557022,0.0073117577,0.0,0.0,0.0111398185,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
406708901,406706943,1.5252389e-09,1.9185461e-05,0.00031178017,4.3576863e-05,0.0012513815,0.0045052394,1180179,0,0.11737107,0.4842824,0.004570684,0.0,0.0,0.0035719876,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
406909319,406907106,1.5633139e-09,1.8986446e-05,0.00033026963,5.5320204e-05,0.0010019947,0.0023378367,1180179,0,0.13547054,0.48298156,0.0017284974,0.0,0.0,0.007991929,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
407309610,407307443,1.2722117e-09,1.7295564e-05,0.0002920951,6.6325214e-05,0.00072292815,0.0017534316,1180179,0,0.17367883,0.48503047,0.00664904,0.0,0.0,0.00070127344,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
407509782,407507596,1.4146763e-09,1.7462215e-05,0.0002790812,0.00019803364,0.004236432,0.006986994,68289043,0,0.12216516,0.48371962,0.010859868,0.0,0.0,0.008946271,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
407710021,407707778,1.4601589e-09,1.7381139e-05,0.000266656,0.00012349192,0.003053457,0.0062446063,68289043,0,0.10390343,0.48242941,0.006171711,0.0,0.0,0.011829248,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
407910002,407907922,1.734246e-09,1.7623215e-05,0.0002538108,0.00012208261,0.0017153982,0.0039009845,68289043,0,0.09484039,0.4857711,0.015928466,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
408110228,408108084,1.6298363e-09,1.6907226e-05,0.0002534278,0.00016331708,0.00101775,0.004202826,68289043,0,0.08994228,0.48446706,0.008231208,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
408310157,408308248,1.3453707e-09,1.5790692e-05,0.00024964876,0.00012531105,0.0009870699,0.005402717,68289043,0,0.08734297,0.483183,0.0034762197,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
408510748,408508410,1.2240369e-09,1.533818e-05,0.00024697083,7.613226e-05,0.0010954159,0.0060811373,68289043,0,0.086103834,0.4818859,0.0015637255,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
408710903,408708573,1.1087079e-09,1.5185024e-05,0.00026473682,4.548175e-05,0.001128524,0.006173113,68289043,0,0.08565772,0.4852215,0.00023150737,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
408910688,408908745,1.1303221e-09,1.4791459e-05,0.00027452788,4.7969406e-05,0.0008564115,0.004327087,68289043,0,0.08563345,0.48391122,0.0025884428,0.0,0.0,0.005371694,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
409111298,409108917,9.976333e-10,1.40910415e-05,0.00025949584,0.00010315118,0.00093320356,0.0048524844,68289043,0,0.08578962,0.4826211,0.0074946713,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
409311418,409309062,8.449234e-10,1.3227887e-05,0.00026420545,5.9058082e-05,0.00042987664,0.00096680043,68289043,0,0.085980326,0.48135045,0.0048838155,0.0,0.0,0.013377006,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
409511226,409509225,8.3805446e-10,1.305731e-05,0.0002781752,7.0887916e-05,0.00060276734,0.002772881,68289043,0,0.08612866,0.48468006,0.015890531,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
409711585,409709402,7.196953e-10,1.3391e-05,0.000279045,0.0001242376,0.00057507714,0.0029121204,68289043,0,0.08620637,0.483395,0.017714074,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
409911734,409909558,7.786765e-10,1.2813542e-05,0.00025392536,0.0001861277,0.00065974257,0.0035874234,68289043,0,0.08621235,0.48209703,0.009782981,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
410111818,410109714,7.204252e-10,1.25866345e-05,0.0002553597,0.0001776091,0.0006727557,0.0037477394,68289043,0,0.08616096,0.48542145,0.024624769,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
410312034,410309877,6.718605e-10,1.2085888e-05,0.0002568139,0.00019772629,0.00057025655,0.0030362385,68289043,0,0.08607099,0.4841269,0.030501217,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
410512136,410510039,5.971774e-10,1.20557515e-05,0.00026230718,0.00011329373,0.0006222993,0.0032527647,68289043,0,0.08596098,0.48283577,0.00076095096,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
410712545,410710202,6.05129e-10,1.2430364e-05,0.0002638166,5.0564577e-05,0.00058692443,0.0027982066,68289043,0,0.085846424,0.4815639,0.0039602513,0.0,0.0,0.0013170482,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
410912424,410910365,6.3458294e-10,1.3054425e-05,0.00027365892,5.6970024e-05,0.0006679065,0.002905651,68289043,0,0.08573916,0.4848986,0.0018500558,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
411112534,411110528,6.2590927e-10,1.2341041e-05,0.00025982442,3.6575042e-05,0.0006782392,0.0024170973,68289043,0,0.08564521,0.48359615,0.005370066,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
411312905,411310691,6.081836e-10,1.23160125e-05,0.00024279406,6.332903e-05,0.00061859196,0.0012744324,68289043,0,0.08556755,0.4822974,0.0018390217,0.0,0.0,0.004572829,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
411512979,411510861,6.028595e-10,1.23045e-05,0.00025168413,5.8454105e-05,0.0007221225,0.0019382015,68289043,0,0.085507,0.485627,0.0035378542,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
411713289,411711017,6.2427685e-10,1.2418463e-05,0.00024911115,4.1036626e-05,0.0008387456,0.0022480374,68289043,0,0.08546262,0.48433164,0.0053677894,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
411913236,411911180,6.256459e-10,1.2495246e-05,0.0002498846,4.0331903e-05,0.00089466927,0.0023413408,68289043,0,0.08543234,0.48305583,0.0020704903,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
412113776,412111343,6.256408e-10,1.23725285e-05,0.000267194,3.745333e-05,0.000887068,0.0013055117,68289043,0,0.08541328,0.48176646,0.0013833939,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
412313554,412311506,7.0706874e-10,1.3014406e-05,0.00026874596,0.000117494244,0.0009172454,0.0016679046,68289043,0,0.08540269,0.48510617,0.009388801,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
412513867,412511672,7.608713e-10,1.2919567e-05,0.00025751308,0.00021108634,0.0009307764,0.0019606485,68289043,0,0.08539804,0.48380288,0.010216505,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
412713834,412711832,9.2035923e-10,1.412531e-05,0.00025873614,0.00015068006,0.0009725492,0.0020667708,68289043,0,0.085397206,0.48250356,0.0042000646,0.0,0.0,0.0,0.0,0.0,0.0,0.005004,2162698,2162698,3997706,1114122,32,0,229,1,0,1,0,2,0,0,0,0,0,0,0
