timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
404396287,404391123,1114122,0.18570799,0.038193032,0.35210872,2
404417191,404411817,1114122,0.18570855,0.039629754,0.35181534,2
404438725,404433087,1114122,0.18546727,0.039207805,0.3531909,2
404460199,404454842,1114122,0.18395162,0.037714176,0.35504043,2
404481462,404476183,1114122,0.18398885,0.03887187,0.3564369,2
404502198,404496840,1114122,0.18490878,0.037361227,0.35392356,2
404523791,404518145,1114122,0.18531239,0.034719273,0.35081536,2
404545255,404539901,1114122,0.18550539,0.036844626,0.35409623,2
404567290,404561724,1114122,0.18515138,0.03735157,0.35182947,2
404588807,404583200,1114122,0.18351735,0.036195487,0.3531484,2
404609255,404603963,1114122,0.18435857,0.037483647,0.35013634,2
404630308,404624951,1114122,0.18320718,0.035445474,0.34863734,2
404651370,404646255,1114122,0.18443635,0.03769139,0.35111958,2
404672307,404666941,1114122,0.18375969,0.03897657,0.35117948,2
404693975,404688287,1114122,0.18306345,0.032688964,0.3401791,2
404715402,404710007,1114122,0.18498865,0.039090097,0.3537678,2
404736617,404731404,1114122,0.18562809,0.038888708,0.35229582,2
404757306,404751999,1114122,0.18523294,0.03890885,0.35073566,2
404779018,404773318,1114122,0.18463288,0.03855577,0.35246795,2
404799301,404794067,1114122,0.18467022,0.038648695,0.35380608,2
404820356,404814990,1114122,0.18578723,0.036573783,0.35231075,2
404841500,404836417,1114122,0.18542916,0.040211752,0.35226798,2
404862303,404856989,1114122,0.1838319,0.03870374,0.35523129,2
404884155,404878385,1114122,0.1833179,0.037551824,0.35338837,2
404904304,404899164,1114122,0.18490759,0.03687502,0.3545857,2
404925333,404920030,1114122,0.18522684,0.037138514,0.3540995,2
404946577,404941500,1114122,0.18586513,0.03924396,0.35323665,2
404967305,404961991,1114122,0.1850296,0.038657352,0.3531384,2
404989148,404983379,1114122,0.18417217,0.033531442,0.34322226,2
