timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
442641590,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0096540805,0.0004468399,1.3696846e-06,2.6085138,-3.0946317,-8.94074,0.9795616,0.3130367,0.10454854,46.788822,46.788822
443652268,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008717851,0.00039916005,1.6611917e-06,1.9787043,1.8131967,-16.828356,0.14470446,0.48208132,0.29863578,46.318233,46.318233
444667300,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009829431,0.0003791225,1.0747068e-06,1.1524881,-0.13745892,-12.332946,0.7071875,0.17631966,0.08359232,46.224117,46.224117
445693433,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.01113095,0.000483899,5.979186e-07,1.8039591,-0.7797785,-8.415692,-0.2613089,-0.06409895,0.056411013,45.847652,45.847652
446614658,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009943332,0.00046503192,5.5167743e-07,1.8458414,-0.3295823,-11.161063,0.20339192,-0.0236809,-0.17616025,45.565304,45.565304
447639111,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008778498,0.0003644291,3.6621395e-07,1.3588437,-0.5392266,-11.346286,0.00031002177,0.1069635,0.22839424,45.377068,45.377068
448675369,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.01015953,0.00037672798,3.7114964e-07,0.9533208,0.10648058,-10.0664625,-0.0029667567,0.088356875,0.22631413,45.047634,45.047634
449695835,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009289213,0.00039496756,5.6697144e-07,0.6904446,0.66529554,-10.717224,0.09159051,0.06766647,-0.026694795,44.81237,44.81237
450710846,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009779592,0.00038239537,3.489516e-07,0.37826362,-0.577937,-10.382944,-0.29361808,-0.037079398,0.12658247,44.53002,44.53002
451631476,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008885009,0.00040367382,3.323862e-07,0.15307023,0.3209152,-9.297712,0.18964687,0.020229382,0.070633166,44.34177,44.34177
452652077,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010845952,0.00041490447,2.4280075e-07,0.2218323,-0.5948685,-10.275338,-0.007122964,-0.020288559,0.034071364,44.05942,44.05942
453678330,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011589558,0.00047150312,3.3967e-07,0.15210593,0.3149309,-8.733189,0.13459241,0.008503713,0.07035043,43.72999,43.72999
454693200,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0112114055,0.00045784315,4.8480763e-07,0.3508487,-0.18713202,-9.703885,0.17825812,0.039413944,0.10511889,43.682957,43.682957
455713782,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011492795,0.0004997626,7.8906004e-07,0.8567429,-1.3718064,-12.532215,-0.086125575,0.044689793,0.09688066,43.400604,43.400604
456634280,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010312754,0.00039566375,5.2103513e-07,-0.23560522,-0.06247024,-9.00402,-0.17903818,-0.02462327,0.35971364,43.21237,43.21237
457654820,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010983284,0.0004053602,6.674572e-07,0.39732504,0.4106592,-20.802917,0.39366218,0.46767426,0.12009556,43.118256,43.118256
458680489,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012248878,0.00054341165,1.9823174e-06,1.8057665,-1.8294554,-22.358799,-1.3705848,0.2527169,0.44724864,43.02414,43.02414
459701006,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012330039,0.00047566983,1.4125418e-06,-0.7410701,1.160025,-5.0340147,-0.2670506,-0.117214695,0.4220713,42.788822,42.788822
460622655,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012310582,0.0005019002,8.587356e-07,-0.7894039,0.29752964,-8.499339,-0.11570147,-0.13733049,0.28834412,42.64767,42.64767
461642133,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011082441,0.0006270494,1.2701391e-06,-1.8007991,-0.36738503,-14.272502,0.47082752,0.15648727,0.5746378,42.5535,42.5535
462657600,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0108477315,0.0007431895,2.1175294e-06,-1.2544739,-0.7994662,-20.672215,0.1512377,0.5561804,0.35340938,42.365273,42.365273
463668297,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009895201,0.00063052744,1.1049129e-06,-1.6261814,-0.2886351,-7.174731,-0.3477558,-0.16472116,0.38085097,42.271156,42.271156
464694492,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009545166,0.000641808,8.7764624e-07,-1.5749927,0.29900435,-7.083736,0.436027,0.12197251,0.26898897,42.13,42.13
465709327,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012460327,0.0005726466,6.954925e-07,-0.7309733,0.50765765,-19.346302,-0.21008986,-0.043122273,0.21627584,42.17704,42.17704
466625842,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012581864,0.00058401574,1.1166624e-06,-0.7396751,0.70842683,-14.470946,-0.39684072,0.3955801,-0.052650716,41.894688,41.894688
467645358,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.013262881,0.000695586,3.1830675e-06,-1.3511257,-2.9590662,-2.9749808,0.47314933,0.005448844,-0.8039456,41.800568,41.800568
469691696,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0097382255,0.0005170457,2.214752e-06,-1.9196316,0.9735891,-4.1490602,-0.04255354,-0.30713466,0.75149715,41.70645,41.70645
471632426,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010489259,0.0005805705,2.6373611e-06,-5.729257e-05,-2.4366405,-11.753775,-1.0230119,0.13723984,-0.31564543,41.706455,41.706455
473673459,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009545468,0.00043784396,1.2334187e-06,-0.56141335,-0.18628433,-3.3657694,-0.75923866,-0.220993,0.271465,41.612335,41.612335
475714491,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010926383,0.00051882636,1.1735443e-06,-1.1967262,-0.4657482,-17.288961,-0.16190146,0.72914284,-0.21719785,41.61234,41.61234
476635180,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010947912,0.00049281324,9.129226e-07,0.38194388,-0.6989314,-12.453238,-0.4678511,0.114519835,0.07011637,41.753536,41.753536
478696029,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010010977,0.00043530422,7.637409e-07,3.3022897,-0.58320445,-8.410935,0.31981897,-0.20501679,-0.2841727,41.51822,41.51822
479712228,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010877396,0.0004215234,5.544507e-07,2.0225596,0.069682755,-5.13729,0.0026818719,-0.2711504,0.14077511,41.329987,41.329987
480637136,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011754359,0.00043892273,6.2980905e-07,1.2916601,-1.5789801,-9.615079,-0.2918704,0.012176905,0.25528434,41.14175,41.14175
481657576,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010724302,0.00043722615,9.764497e-07,1.3310685,0.39409605,-17.06035,-0.10067389,0.2500509,0.4406384,41.047634,41.047634
482683134,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010725661,0.00043629383,8.683243e-07,1.6246127,-0.19190606,-17.079485,-0.26191562,0.33601895,0.21855123,40.95352,40.95352
483704309,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012596471,0.00048371623,9.2155597e-07,2.0649261,-1.1668925,-6.342071,-0.5415223,-0.50935626,-0.049483653,40.859406,40.859406
484629044,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011333114,0.0004501803,8.889165e-07,2.5299485,0.028784081,-7.247309,0.00890444,-0.17312396,-0.0059356783,40.76529,40.76529
486670070,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011338861,0.00044948154,5.2495227e-07,1.7299694,-0.03327468,-12.712319,0.3707181,0.11577721,0.07688121,40.482918,40.482918
487690581,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011602089,0.00044121995,5.491592e-07,1.9946595,-0.81225544,-11.634072,-0.13843955,0.036621254,0.20941544,40.3888,40.3888
488701153,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012075815,0.00046894624,6.872746e-07,2.272058,0.12753633,-9.67792,-0.2741884,0.10816991,0.24222101,40.294685,40.294685
489617483,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011695179,0.00045462954,7.056342e-07,2.5312364,-0.6788401,-9.206187,-0.19993797,0.0841185,0.35270876,40.294685,40.294685
490632017,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012053405,0.00045324548,6.38688e-07,2.0178633,-0.42888647,-8.082392,-0.24907103,0.07974616,0.31932878,40.106453,40.106453
492678693,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012639012,0.00046381366,7.6809584e-07,1.4132931,0.31838554,-9.544364,0.3960706,0.20180221,-0.14392816,39.91822,39.91822
493693549,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012187229,0.00047305654,5.451943e-07,1.3278273,-0.53967184,-9.660029,-0.17790993,0.009252865,0.19947647,39.91822,39.91822
494719746,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011674796,0.0004669449,4.5216024e-07,1.089183,-0.20755212,-10.197644,-0.20345879,-0.0032782778,0.13796608,39.871185,39.871185
495634375,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011699846,0.0004421996,4.2674526e-07,0.38529968,0.2033544,-10.1156,-0.28909516,-0.05049699,0.107543804,39.635868,39.635868
496654960,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.011606298,0.00044162295,3.4679283e-07,0.115848765,-0.48388198,-9.287882,0.033438317,-0.0007549685,-0.032560132,39.72999,39.72999
500632313,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010940665,0.0003893391,8.217765e-07,0.31716698,0.19625673,-17.491943,-0.42423546,0.31833738,0.15504862,39.07117,39.07117
501653199,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0116176875,0.00046961635,8.4025237e-07,1.1538663,0.17068826,-16.047865,0.69944143,0.25107262,-0.10120345,39.165287,39.165287
502667766,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0129655525,0.0005804123,1.2225078e-06,2.0435479,-0.97686493,-10.615583,-0.4672897,-0.07511172,0.234107,39.07117,39.07117
503703188,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.013254319,0.00055939157,9.693887e-07,2.0149407,0.15998092,-6.067566,-0.2899482,-0.1715461,0.035993032,38.977055,38.977055
505649050,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.013770381,0.00059670745,1.0217636e-06,-0.8259541,-0.7018697,-8.583432,0.3418848,0.09583083,0.04759503,38.88294,38.88294
506669563,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012806727,0.0005643774,9.786058e-07,-1.1771964,-0.50095034,-17.339375,-0.24997015,0.32691982,0.1933136,38.788822,38.788822
507689927,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.012161392,0.00065789133,1.2000153e-06,-2.1083565,-0.72995245,-16.755276,0.352366,0.37886366,0.04892805,38.694706,38.694706
508700489,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010829738,0.00074636843,1.539364e-06,-0.8704159,-0.442434,-17.406937,0.20857319,0.42742544,0.1881111,38.694706,38.694706
509620873,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009127281,0.00052337546,1.0980727e-06,-2.3787472,0.086431,-6.708624,0.35358495,0.21831469,0.2644875,38.694706,38.694706
510651325,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010616564,0.0005041948,1.1933535e-06,-1.0501153,-0.10523396,-9.825936,-0.27454072,0.119331926,0.46000007,38.788822,38.788822
511676833,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008721171,0.0004609396,8.6589114e-07,-1.0148042,-0.33752596,-7.1188235,-0.19127716,-0.12348659,0.37802082,38.88294,38.88294
512698218,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009351297,0.0004487988,7.6141686e-07,-0.7881633,-0.19166021,-8.284072,-0.3161494,-0.12965205,0.20148817,38.88294,38.88294
513622662,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009901586,0.0005380604,1.0633984e-06,0.67016494,-0.07578797,-17.510443,-0.09184362,0.4317718,-0.05080693,38.977055,38.977055
514633079,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008264273,0.0004957798,6.0929176e-07,0.99053633,-0.3611978,-8.847265,-0.08594745,-0.10872424,0.18401603,38.977055,38.977055
515653556,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009452582,0.000594379,6.6458125e-07,1.2739879,-0.16682859,-6.544657,-0.050053403,-0.24421023,0.14572418,38.88294,38.88294
516669597,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009525548,0.00057876116,6.7643094e-07,-0.57981837,-0.19811614,-4.134934,-0.21994866,-0.23816259,0.04289537,38.788822,38.788822
517680184,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0072928797,0.0006998161,9.653609e-07,-1.4066207,-0.2250659,-12.736361,-0.21092133,0.16790736,-0.044563845,38.8359,38.8359
518714947,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008197671,0.0007235853,9.720328e-07,-2.0174968,-1.9391004,-12.321631,0.33872384,0.23526104,-0.09014802,38.741783,38.741783
519631032,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.008121064,0.00068574783,1.2093205e-06,-1.1500105,-1.8255061,-13.635658,-1.0197502,0.13301563,0.31587577,38.694706,38.694706
520651094,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0066096974,0.0006368769,8.285279e-07,-1.2296507,-0.51251096,-6.4154716,-0.5932363,-0.15840748,0.21934551,38.741783,38.741783
521666213,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0064157182,0.00066358625,6.530339e-07,-0.8715718,0.46726176,-9.561739,0.56621885,-0.026421437,-0.2924214,38.600586,38.600586
522682475,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.01105996,0.0007095598,9.044045e-07,-1.030515,-0.32257292,-7.053879,0.23430619,-0.010092154,-0.018252697,38.55351,38.55351
523702212,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010111975,0.0007896783,1.1484652e-06,-0.75344276,-0.80351305,-16.208168,-0.39514694,0.20014523,-0.15917946,38.600586,38.600586
524623367,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.009370068,0.00057633227,7.419589e-07,-1.2915888,-0.10771286,-11.420413,-0.39503595,-0.22634259,-0.043071195,38.600586,38.600586
525637998,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.010015965,0.00049625797,1.0821369e-06,-2.2390094,-2.0098288,-8.411861,-0.8274891,0.033025045,-0.20733634,38.45943,38.45943
528715095,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0076509453,0.0004770147,8.8029907e-07,-0.50108856,-0.92157656,-4.8625846,0.21361113,-0.25189656,0.28585547,38.600586,38.600586
529639813,2162698,2162698,0,0,0,0,0,399.68027,399.68027,1027.7493,7993.605,0.0058056084,0.00037292426,9.031818e-07,1.0965472,0.27060074,-12.863062,-0.49672842,0.35510367,0.36655408,38.88294,38.88294
