timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
396636706,396636617,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396662413,396662351,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396686910,396686812,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396706993,396706932,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396732572,396732515,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396757085,396757027,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396788184,396788128,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396806761,396806704,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396832606,396832552,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396857106,396857052,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396877112,396877058,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396923307,396923253,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396943459,396943354,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
396986975,396986893,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397006966,397006909,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397026961,397026904,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397052773,397052719,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397072838,397072771,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397092866,397092803,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397112864,397112807,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397137004,397136935,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397157196,397157142,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397183180,397183124,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397202908,397202854,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397227127,397227070,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397247289,397247234,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397272949,397272894,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397297132,397297044,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397317472,397317418,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397337479,397337424,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397363804,397363747,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397387202,397387141,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397667423,397667360,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397693276,397693172,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397717476,397717417,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397737647,397737586,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397783624,397783569,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397813495,397813441,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397833558,397833457,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397853513,397853409,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397877551,397877475,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397903505,397903395,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397927781,397927724,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397953523,397953422,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397974473,397974415,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397997545,397997490,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398017713,398017659,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398038047,398037993,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398063757,398063703,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398087990,398087935,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398128179,398128118,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398174517,398174350,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398197879,398197817,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398218010,398217903,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398238203,398238148,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398283749,398283660,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398303741,398303685,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398327951,398327897,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398347972,398347917,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398393940,398393832,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398414349,398414295,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398438394,398438329,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398464065,398464011,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398484086,398484031,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398504610,398504544,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398528311,398528243,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398654678,398654518,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398678512,398678412,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398698372,398698290,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398718353,398718284,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398738660,398738466,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398764080,398764023,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398788357,398788279,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398808428,398808358,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398834453,398834290,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398934947,398934867,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
398979448,398979339,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399004444,399004372,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399024347,399024245,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399044334,399044277,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399068669,399068615,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399108730,399108666,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399134429,399134357,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399199599,399199493,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399219489,399219422,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399239539,399239429,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399264547,399264493,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399304735,399304649,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399324619,399324565,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399344635,399344581,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399365364,399365307,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399388963,399388906,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399409008,399408905,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399429070,399429005,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399454785,399454678,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399475244,399475190,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399499032,399498978,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399519854,399519373,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399568947,399568893,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399588985,399588924,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399615491,399615437,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399659068,399658988,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399679403,399679336,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399704970,399704912,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399729285,399729198,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399755083,399754979,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399795883,399795803,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399819296,399819241,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399845096,399845039,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399859453,399859388,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399905105,399905050,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400199431,400199366,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400219507,400219446,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400244889,400244835,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400265638,400265490,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400285538,400285484,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400325617,400325531,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400369958,400369903,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400395839,400395784,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400419709,400419646,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400439778,400439714,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400459761,400459703,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400479924,400479870,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400500125,400500068,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400525787,400525686,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400595714,400595657,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400619893,400619835,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400639845,400639790,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400659982,400659893,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400705819,400705752,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400725833,400725765,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400746006,400745916,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401076780,401076699,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401097007,401096889,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401160399,401160334,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401180611,401180557,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401206388,401206323,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401226373,401226319,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401246325,401246271,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401296340,401296286,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401316926,401316866,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401340561,401340504,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401366394,401366331,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401386435,401386360,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401410694,401410640,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401436453,401436399,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401460744,401460690,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401480700,401480641,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401506630,401506562,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401526465,401526283,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401550666,401550572,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401577224,401577170,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401600609,401600555,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401650995,401650941,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401676783,401676726,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401700814,401700722,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401726715,401726661,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401750740,401750685,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401796765,401796706,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401846238,401846178,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401870942,401870879,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401891131,401891027,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401917616,401917558,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401937405,401937343,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401961088,401961022,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401981912,401981858,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402006744,402006688,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402030945,402030891,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402051188,402051134,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402076960,402076906,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402101199,402101102,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402167444,402167374,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402191073,402190983,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402211092,402211038,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402231352,402231298,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402257617,402257563,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402277609,402277523,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402301477,402301378,0.1758794,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
402351439,402351332,0.17336683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
