timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
608948797,inf,0,0,0,0,0,0,0,0,0,0
609959253,inf,0,0,0,0,0,0,0,0,0,0
610959455,inf,0,0,0,0,0,0,0,0,0,0
611969988,inf,0,0,0,0,0,0,0,0,0,0
612970335,inf,0,0,0,0,0,0,0,0,0,0
614971330,inf,0,0,0,0,0,0,0,0,0,0
615972281,inf,0,0,0,0,0,0,0,0,0,0
616017709,inf,0,0,0,1,0,0,0,0,0,0
616557661,inf,0,0,0,0,0,0,0,0,0,0
617558176,inf,0,0,0,0,0,0,0,0,0,0
618558724,inf,0,0,0,0,0,0,0,0,0,0
619558728,inf,0,0,0,0,0,0,0,0,0,0
620384371,inf,0,0,0,1,0,0,0,0,0,0
621389480,inf,0,0,0,1,0,0,0,0,0,0
622390340,inf,0,0,0,1,0,0,0,0,0,0
623390598,inf,0,0,0,1,0,0,0,0,0,0
624390794,inf,0,0,0,1,0,0,0,0,0,0
625391304,inf,0,0,0,1,0,0,0,0,0,0
626392025,inf,0,0,0,1,0,0,0,0,0,0
627392772,inf,0,0,0,1,0,0,0,0,0,0
628393530,inf,0,0,0,1,0,0,0,0,0,0
629403176,inf,0,0,0,1,0,0,0,0,0,0
630403785,inf,0,0,0,1,0,0,0,0,0,0
631404668,inf,0,0,0,1,0,0,0,0,0,0
632404896,inf,0,0,0,1,0,0,0,0,0,0
633405415,inf,0,0,0,1,0,0,0,0,0,0
634406061,inf,0,0,0,1,0,0,0,0,0,0
635406152,inf,0,0,0,1,0,0,0,0,0,0
636406810,inf,0,0,0,1,0,0,0,0,0,0
637407441,inf,0,0,0,1,0,0,0,0,0,0
638407545,inf,0,0,0,1,0,0,0,0,0,0
639408027,inf,0,0,0,1,0,0,0,0,0,0
640408984,inf,0,0,0,1,0,0,0,0,0,0
641409120,inf,0,0,0,1,0,0,0,0,0,0
642409545,inf,0,0,0,1,0,0,0,0,0,0
643410784,inf,0,0,0,1,0,0,0,0,0,0
644410959,inf,0,0,0,1,0,0,0,0,0,0
645411179,inf,0,0,0,1,0,0,0,0,0,0
646412030,inf,0,0,0,1,0,0,0,0,0,0
647412557,inf,0,0,0,1,0,0,0,0,0,0
648413030,inf,0,0,0,1,0,0,0,0,0,0
649413656,inf,0,0,0,1,0,0,0,0,0,0
650414007,inf,0,0,0,1,0,0,0,0,0,0
651414340,inf,0,0,0,1,0,0,0,0,0,0
652415109,inf,0,0,0,1,0,0,0,0,0,0
653415498,inf,0,0,0,1,0,0,0,0,0,0
654416344,inf,0,0,0,1,0,0,0,0,0,0
655416531,inf,0,0,0,1,0,0,0,0,0,0
656417300,inf,0,0,0,1,0,0,0,0,0,0
657417531,inf,0,0,0,1,0,0,0,0,0,0
658418782,inf,0,0,0,1,0,0,0,0,0,0
659418797,inf,0,0,0,1,0,0,0,0,0,0
660419414,inf,0,0,0,1,0,0,0,0,0,0
661419939,inf,0,0,0,1,0,0,0,0,0,0
662420154,inf,0,0,0,1,0,0,0,0,0,0
663420963,inf,0,0,0,1,0,0,0,0,0,0
664421743,inf,0,0,0,1,0,0,0,0,0,0
665422269,inf,0,0,0,1,0,0,0,0,0,0
666422326,inf,0,0,0,1,0,0,0,0,0,0
667423339,inf,0,0,0,1,0,0,0,0,0,0
668424073,inf,0,0,0,1,0,0,0,0,0,0
669424299,inf,0,0,0,1,0,0,0,0,0,0
670424713,inf,0,0,0,1,0,0,0,0,0,0
671425292,inf,0,0,0,1,0,0,0,0,0,0
672425786,inf,0,0,0,1,0,0,0,0,0,0
673426777,inf,0,0,0,1,0,0,0,0,0,0
674427467,inf,0,0,0,1,0,0,0,0,0,0
675437689,inf,0,0,0,1,0,0,0,0,0,0
677438685,inf,0,0,0,1,0,0,0,0,0,0
678439151,inf,0,0,0,1,0,0,0,0,0,0
679445129,inf,0,0,0,1,0,0,0,0,0,0
680445562,inf,0,0,0,1,0,0,0,0,0,0
681446033,inf,0,0,0,1,0,0,0,0,0,0
682447045,inf,0,0,0,1,0,0,0,0,0,0
683452467,inf,0,0,0,1,0,0,0,0,0,0
684452969,inf,0,0,0,1,0,0,0,0,0,0
685453681,inf,0,0,0,1,0,0,0,0,0,0
686454435,inf,0,0,0,1,0,0,0,0,0,0
687454460,inf,0,0,0,1,0,0,0,0,0,0
688455228,inf,0,0,0,1,0,0,0,0,0,0
689455991,inf,0,0,0,1,0,0,0,0,0,0
690456778,inf,0,0,0,1,0,0,0,0,0,0
691457037,inf,0,0,0,1,0,0,0,0,0,0
692457836,inf,0,0,0,1,0,0,0,0,0,0
693458411,inf,0,0,0,1,0,0,0,0,0,0
694459294,inf,0,0,0,1,0,0,0,0,0,0
695459483,inf,0,0,0,1,0,0,0,0,0,0
696465369,inf,0,0,0,1,0,0,0,0,0,0
697465940,inf,0,0,0,1,0,0,0,0,0,0
