timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
394666263,800000.0,0.05,0.0,1005.2583,54,8626,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396178165,800000.0,0.05,0.0,855.6067,54,8663,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396926192,800000.0,0.05,0.0,937.2156,54,8681,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397684620,800000.0,0.05,0.0,896.20044,54,8696,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398443223,800000.0,0.05,0.0,883.7641,54,8714,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399193942,800000.0,0.05,0.0,883.7641,54,8732,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400709504,800000.0,0.05,0.0,936.97864,54,8763,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401460868,800000.0,0.05,0.0,939.337,54,8782,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402217355,800000.0,0.05,0.0,939.337,54,8800,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402967912,800000.0,0.05,0.0,946.72363,54,8819,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404470546,800000.0,0.05,0.0,935.08813,54,8853,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405222480,800000.0,0.05,0.0,935.08813,54,8872,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405981550,800000.0,0.05,0.0,896.2863,54,8888,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407484787,800000.0,0.05,0.0,816.3648,54,8919,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408232590,800000.0,0.05,0.0,816.3648,54,8939,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408992709,800000.0,0.05,0.0,936.1735,54,8956,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410513708,800000.0,0.05,0.0,886.201,54,8990,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411275006,800000.0,0.05,0.0,886.201,54,9008,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412028685,800000.0,0.05,0.0,857.8676,54,9027,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413540117,800000.0,0.05,0.0,906.63464,54,9059,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414292129,800000.0,0.05,0.0,906.63464,54,9077,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415046201,800000.0,0.05,0.0,886.97815,54,9094,0.0,0,0,0,0,0,0.0,3,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416192666,800000.0,0.05,0.0,817.0057,58,9120,0.0,1,0,0,0,0,0.0,3,5,0,0,0,1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417172849,800000.0,0.9070901,6823.195,698.8744,1082,9120,110.03554,4,0,0,0,0,0.0,3,5,0,0,0,1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
418181554,800000.0,1.0,32441.129,0.0,1425,9120,57.928802,6,0,0,0,0,0.0,3,5,0,0,0,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
419195062,800000.0,1.0,13858.108,0.0,1773,9120,16.994001,7,0,0,0,0,0.0,3,5,0,0,0,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
