timestamp,load,ram_usage
394476323,0.74026614,0.8705499
394976548,0.89877707,0.87143147
395475636,0.8423811,0.87143147
395975723,0.82887304,0.87143147
396975817,0.8350399,0.87143147
397977508,0.81722903,0.87143147
398475648,0.8365627,0.87143147
398975687,0.8324633,0.87143147
399475829,0.82914746,0.87143147
400475917,0.81739306,0.87143147
401475807,0.83073646,0.87143147
401976919,0.8283858,0.87143147
402477237,0.8301172,0.87143147
402977673,0.82234216,0.87143147
403478407,0.8328759,0.87143147
403978983,0.8212162,0.87143147
404475658,0.83097625,0.87143147
404975845,0.8299736,0.87143147
405475768,0.8270383,0.87143147
405975808,0.8316703,0.87143147
406475720,0.8235099,0.87143147
406976428,0.82864153,0.87143147
407475855,0.8236087,0.87143147
407975754,0.818965,0.87143147
408475750,0.8363147,0.87143147
408975735,0.8308249,0.87143147
409476031,0.8357922,0.87143147
409976708,0.83113664,0.87143147
410475666,0.825812,0.87143147
410975673,0.831666,0.87143147
411475784,0.8279373,0.87143147
411975622,0.8288095,0.87143147
412475962,0.830582,0.87143147
412976039,0.82711524,0.87143147
413475708,0.83258116,0.87143147
413975667,0.8174087,0.87143147
414477293,0.83017635,0.87143147
414977466,0.82245666,0.87143147
415476742,0.83483803,0.87143147
415977355,0.8284956,0.87143147
416475645,0.87666184,0.87312675
416975633,0.96017104,0.87312675
417475651,0.88190025,0.8733302
417975816,0.8499367,0.8733302
418475728,0.8452405,0.8733302
418976077,0.8366367,0.8733302
419476035,0.8503822,0.8733302
419975641,0.83672404,0.8733302
420475617,0.8518672,0.8733302
420975777,0.8528781,0.8733302
421976510,0.8484424,0.8733302
422476687,0.8422275,0.8733302
422975652,0.8448627,0.8733302
423475763,0.8492881,0.8733302
423975650,0.8454119,0.8733302
424475708,0.8536217,0.8733302
424975724,0.84269863,0.8733302
425476036,0.85026443,0.8733302
425975645,0.8426043,0.8733302
426476702,0.84162796,0.8733302
426976402,0.8495272,0.8733302
427476674,0.8517717,0.8746186
427977162,0.85771817,0.8746186
428477371,0.8569456,0.8746186
428975650,0.8488956,0.8746186
429475662,0.86842734,0.8746186
429975687,0.9122063,0.8746186
430475681,0.9129077,0.8746186
430975682,0.91513085,0.8746186
431476065,0.9200162,0.8746186
431976067,0.91272223,0.8746186
432475685,0.9112633,0.8746186
432975784,0.90771204,0.8746186
433477351,0.9164705,0.8746186
433976768,0.9189612,0.8746186
434475915,0.91622925,0.8746186
434976533,0.9152807,0.8746186
435477953,0.9162868,0.8746186
435975639,0.91974515,0.8746186
436475792,0.9264059,0.8746186
436979701,0.91112,0.8746186
437479263,0.9143943,0.8746186
437979654,0.9117264,0.8746186
438476140,0.91499984,0.8746186
438976135,0.9197732,0.8746186
439480677,0.9169075,0.8746186
439976798,0.91120654,0.8746186
440475957,0.8692199,0.8746186
440976525,0.85124445,0.8746186
441476743,0.8471358,0.8746186
441977256,0.8519743,0.8746186
442477199,0.8902275,0.8746186
442975611,0.9161181,0.8746186
443475612,0.9117187,0.8746186
443975702,0.9150153,0.8746186
444475916,0.91348165,0.8746186
444975683,0.91529894,0.8746186
445475672,0.92135245,0.8746186
445975871,0.9098539,0.8746186
446476020,0.9086658,0.8746186
446975644,0.9163381,0.8746186
447475644,0.9073071,0.8746186
447975701,0.9159111,0.8746186
448475687,0.91639817,0.8746186
448976652,0.9141811,0.8746186
449475894,0.9088318,0.8746186
449976465,0.9188171,0.8746186
450477734,0.91212016,0.8746186
450977761,0.91021293,0.8746186
451475652,0.9216957,0.8746186
451975782,0.92102647,0.8746186
452478425,0.9077283,0.8746186
452979135,0.9118755,0.8746186
453475715,0.91868997,0.8746186
453979690,0.9101376,0.8746186
454475934,0.91326225,0.8746186
454981344,0.92218685,0.8746186
455480707,0.9163184,0.8746186
455975859,0.91119295,0.8746186
456475750,0.9163188,0.8746186
456981429,0.91857404,0.8746186
457481636,0.9170092,0.8746186
457976597,0.90943974,0.8746186
458482277,0.9190034,0.8746186
458982583,0.92082417,0.8746186
459482753,0.9052794,0.8746186
459975662,0.9090955,0.8746186
460475677,0.9174973,0.8746186
460975707,0.9164117,0.8746186
461475813,0.90880877,0.8746186
461975602,0.91642225,0.8746186
462475650,0.915164,0.8746186
462975748,0.91412354,0.8746186
463476136,0.9109775,0.8746186
463976130,0.91590154,0.8746186
464475658,0.91108555,0.8746186
464975683,0.9114752,0.8746186
465475884,0.91358715,0.8746186
465976493,0.90972215,0.8746186
466975708,0.91524893,0.8746186
467476067,0.9166692,0.8746186
467976571,0.9155996,0.8746186
468477547,0.91778433,0.8746186
468976711,0.91308177,0.8746186
469478158,0.9216845,0.8746186
469975667,0.91750616,0.8746186
470479734,0.91467947,0.8746186
470975959,0.9120688,0.8746186
471475980,0.9220307,0.8746186
471979979,0.91848785,0.8746186
472476557,0.9109248,0.8746186
472979851,0.91281587,0.8746186
473481354,0.9136345,0.8746186
473975642,0.91528827,0.8746186
474480787,0.9174356,0.8746186
474981165,0.91833436,0.8746186
475481326,0.9178941,0.8746186
475981696,0.9118011,0.8746186
476482037,0.91123855,0.8746186
476976831,0.9150758,0.8746186
477483255,0.9199681,0.8746186
477977506,0.9125238,0.8746186
478477538,0.9064748,0.8746186
478975643,0.9137168,0.8746186
479475657,0.9145112,0.8746186
479975681,0.90540695,0.8746186
480475727,0.9180808,0.8746186
480975642,0.91308993,0.8746186
481475725,0.9168623,0.8746186
481975804,0.9165547,0.8746186
482475796,0.90687954,0.8746186
482975987,0.91273767,0.8746186
483475966,0.9181808,0.8746186
483975647,0.9093027,0.8746186
484475646,0.91722065,0.8746186
484975914,0.91698366,0.8746186
485475711,0.91633403,0.8746186
485976677,0.9088606,0.8746186
486476720,0.9160286,0.8746186
486975929,0.91642076,0.8746186
487476914,0.9142138,0.8746186
487976803,0.9142478,0.8746186
488477523,0.91217643,0.8746186
488975647,0.923112,0.8746186
489475655,0.9276211,0.8746186
489975687,0.9192564,0.8746186
490475761,0.9179869,0.8746186
490979175,0.9110077,0.8746186
491475984,0.9186933,0.8746186
491979757,0.9131253,0.8746186
492475784,0.90621465,0.8746186
492976081,0.9113457,0.8746186
493476684,0.91680235,0.8746186
493980554,0.9122313,0.8746186
494480934,0.910506,0.8746186
494981180,0.9101887,0.8746186
495482115,0.91423863,0.8746186
495981498,0.9183056,0.8746186
496476639,0.9136337,0.8746186
496976535,0.9125836,0.8746186
497482196,0.9168779,0.8746186
497977475,0.9175147,0.8746186
498477324,0.91730654,0.8746186
498982953,0.91132146,0.8746186
499475748,0.91294295,0.8746186
499975682,0.9187645,0.8746186
500475697,0.9129388,0.8746186
500975604,0.9087456,0.8746186
501475709,0.9160996,0.8746186
501976040,0.9081162,0.8746186
502475794,0.91406727,0.8746186
502975731,0.90522593,0.8746186
503475928,0.9122546,0.8746186
503976087,0.9154466,0.8746186
504475647,0.91666067,0.8746186
504975725,0.91267014,0.8746186
505476054,0.90583193,0.8746186
505976011,0.91915655,0.8746186
506475692,0.9177675,0.8746186
506976565,0.92058665,0.8746186
507475880,0.91097736,0.8746186
507976854,0.91957724,0.8746186
508477261,0.9242907,0.8746186
508976400,0.9181915,0.8746186
509477653,0.9148701,0.8746186
509976611,0.9138136,0.8746186
510478292,0.920214,0.8746186
510979037,0.9225168,0.8746186
511478407,0.91799766,0.8746186
511978738,0.91527563,0.8746186
512475641,0.9171168,0.8746186
512979193,0.9170791,0.8746186
513480173,0.9157957,0.8746186
513975634,0.9131832,0.8746186
514476439,0.9143315,0.8746186
514976545,0.91177833,0.8746186
515476391,0.9160575,0.8746186
515975650,0.9117613,0.8746186
516480629,0.9039496,0.8746186
516975786,0.91481423,0.8746186
517475967,0.9225607,0.8746186
517981432,0.9107707,0.8746186
518482269,0.9094743,0.8746186
518976576,0.914424,0.8746186
519482199,0.9238316,0.8746186
519977465,0.9177962,0.8746186
520477433,0.9140111,0.8746186
520977313,0.9056364,0.8746186
521475638,0.9150665,0.8746186
521975655,0.9180103,0.8746186
522475733,0.9138907,0.8746186
522975793,0.9062154,0.8746186
523475698,0.9145627,0.8746186
523975644,0.9134872,0.8746186
524475654,0.9186755,0.8746186
524975684,0.9149698,0.8746186
525475986,0.9091721,0.8746186
525976020,0.9150438,0.8746186
526475953,0.917735,0.8746186
526975684,0.9109708,0.8746186
527475642,0.9180645,0.8746186
527975958,0.9072626,0.8746186
528476185,0.9183429,0.8746186
528975720,0.9158644,0.8746186
529475863,0.9112814,0.8746186
529975917,0.91462106,0.8746186
530477691,0.91669375,0.8746186
530977478,0.9165132,0.8746186
531476396,0.92091537,0.8746186
531976603,0.9112009,0.8746186
532477774,0.91832894,0.8746186
532975655,0.9234562,0.8746186
533475685,0.92475486,0.8746186
533979993,0.91602683,0.8746186
534478994,0.9099733,0.8746186
535475776,0.9215721,0.8746186
535979742,0.9099676,0.8746186
536475991,0.91656774,0.8746186
536976144,0.91088086,0.8746186
537480334,0.9198381,0.8746186
537976147,0.91802794,0.8746186
538476445,0.9138618,0.8746186
538980941,0.9118621,0.8746186
539475924,0.9203407,0.8746186
539981412,0.91419476,0.8746186
540482477,0.9185009,0.8746186
540976470,0.90922433,0.8746186
541476693,0.91695356,0.8746186
541982262,0.9146,0.8746186
542477286,0.9179117,0.8746186
542982801,0.9098477,0.8746186
543477442,0.9076645,0.8746186
543975657,0.9115616,0.8746186
544475659,0.92027926,0.8746186
544975652,0.91035,0.8746186
545475648,0.9163075,0.8746186
545975745,0.8912311,0.8746186
546475641,0.8496039,0.8746186
546975792,0.8522774,0.8746186
547475729,0.84593487,0.8746186
547975730,0.8403346,0.8746186
548475925,0.8391577,0.8746186
548976128,0.8519801,0.8746186
549475654,0.8906312,0.8746186
549975648,0.9074838,0.8746186
550475835,0.9123672,0.8746186
550976077,0.91203535,0.8746186
551476474,0.91625035,0.8746186
551975706,0.9149107,0.8746186
552476925,0.90961224,0.8746186
552976791,0.914668,0.8746186
553476034,0.91678685,0.8746186
553977464,0.9176476,0.8746186
554477649,0.9129829,0.8746186
554976584,0.9073627,0.8746186
555478105,0.9163461,0.8746186
555975688,0.9171018,0.8746186
556478400,0.9161125,0.8746186
556978886,0.91257,0.8746186
557475747,0.9164486,0.8746186
557979235,0.9144523,0.8746186
558479990,0.9134472,0.8746186
559480730,0.9090449,0.8746186
559979955,0.91137254,0.8746186
560476169,0.9195685,0.8746186
560980571,0.9180169,0.8746186
561475638,0.9161203,0.8746186
561975680,0.9023822,0.8746186
562476029,0.8911913,0.8746186
562976412,0.8512553,0.8746186
563475968,0.8539949,0.8746186
563976659,0.84716403,0.8746186
564476727,0.846822,0.8746186
564976735,0.85371315,0.8746186
565477516,0.85888636,0.8746186
565977303,0.85040146,0.8746186
566477548,0.84913385,0.8746186
566975642,0.8591278,0.8746186
567475643,0.9084002,0.8746186
567975717,0.916955,0.8746186
568475694,0.90954566,0.8746186
568975643,0.9094395,0.8746186
569475701,0.90805995,0.8746186
569975671,0.9071704,0.8746186
570475696,0.9158929,0.8746186
570975802,0.91041046,0.8746186
571476065,0.916106,0.8746186
571975793,0.9078659,0.8746186
572476133,0.91668266,0.8746186
572975647,0.91304696,0.8746186
573475733,0.91091526,0.8746186
573975599,0.9128872,0.8746186
574476776,0.91553134,0.8746186
574975609,0.9146007,0.8746186
575477505,0.92190766,0.8746186
575976647,0.91000813,0.8746186
576476034,0.91537726,0.8746186
576977220,0.9120575,0.8746186
577476092,0.920679,0.8746186
577977532,0.91538566,0.8746186
578476825,0.91316724,0.8746186
578977618,0.9140748,0.8746186
579479231,0.9216731,0.8746186
579975660,0.9186718,0.8746186
580479602,0.9168632,0.8746186
580978779,0.9114732,0.8746186
581475772,0.92065084,0.8746186
581979120,0.91637677,0.8746186
582475785,0.9212346,0.8746186
582975723,0.91303724,0.8746186
583480623,0.9125688,0.8746186
583980056,0.9075206,0.8746186
584480861,0.9184138,0.8746186
584975974,0.9140417,0.8746186
585475742,0.9146142,0.8746186
585975657,0.9039291,0.8746186
586482094,0.91406214,0.8746186
587477658,0.92199343,0.8746186
587981457,0.9125535,0.8746186
588476967,0.9132937,0.8746186
588983000,0.9074836,0.8746186
589483183,0.92078745,0.8746186
589978729,0.91425073,0.8746186
590483977,0.9140782,0.8746186
590982829,0.91332555,0.8746186
591475715,0.9130914,0.8746186
591975627,0.9158184,0.8746186
592475704,0.9167488,0.8746186
592975745,0.90994895,0.8746186
593475646,0.90854067,0.8746186
593975888,0.9105998,0.8746186
594975681,0.9095986,0.8746186
595475993,0.902872,0.8746186
595975744,0.9082749,0.8746186
596476157,0.9136019,0.8746186
596976322,0.9129841,0.8746186
597476792,0.9070993,0.8746186
597975846,0.90996796,0.8746186
598475734,0.90833396,0.8746186
598975696,0.91114694,0.8746186
599476165,0.9196166,0.8746186
599975766,0.91386175,0.8746186
600476981,0.91143566,0.8746186
600975800,0.9123806,0.8746186
601476894,0.91794735,0.8746186
601976528,0.91968125,0.8746186
602476654,0.91790473,0.8746186
