timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
10507531,10506019,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10512580,10511057,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10517351,10516046,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10522266,10521033,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10527359,10526066,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10532299,10531046,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10537522,10536040,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10542294,10541045,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10587403,10586112,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10592410,10591101,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10597346,10596091,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10602447,10601072,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10607331,10606078,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10612451,10611119,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10617567,10616078,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10622337,10621083,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10627341,10626076,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10632425,10631082,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10637520,10636086,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10642419,10641082,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10647682,10646086,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10682399,10681099,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10687363,10686101,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10692545,10691113,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10697501,10696130,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10702369,10701107,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10707381,10706113,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10712618,10711112,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10967638,10966237,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10972649,10971237,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10977798,10976229,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10982649,10981228,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11032656,11031252,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11037699,11036251,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11042693,11041254,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11047789,11046263,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11052636,11051256,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11057788,11056289,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11062611,11061263,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11077760,11076277,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11082731,11081279,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11087667,11086281,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11092685,11091291,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11162739,11161315,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11167834,11166308,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11172624,11171307,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11177746,11176311,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11182733,11181319,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11188179,11186332,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11192724,11191315,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11197729,11196320,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11202733,11201320,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11207944,11206324,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11212807,11211324,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11217843,11216335,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11248054,11246349,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11252821,11251341,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11257751,11256346,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11262827,11261345,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11267863,11266351,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11272751,11271368,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11297684,11296363,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11302715,11301362,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11307936,11306367,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11312773,11311372,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11317890,11316371,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11322703,11321381,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11347961,11346383,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11352720,11351383,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11357759,11356388,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11362729,11361407,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11367876,11366392,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11372714,11371397,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11408100,11406410,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11413087,11411418,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11417808,11416436,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11422783,11421417,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11428043,11426417,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11468013,11466435,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11472769,11471434,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11477830,11476442,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11482839,11481442,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11488130,11486443,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11492808,11491442,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11517810,11516455,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11522838,11521486,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11527862,11526460,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11532769,11531460,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11537797,11536468,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11577893,11576482,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11582729,11581485,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11588134,11586493,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11592740,11591485,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11597738,11596490,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11602763,11601493,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11627994,11626506,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11632895,11631504,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11637745,11636507,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11642907,11641510,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11647752,11646511,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11672909,11671519,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11677788,11676521,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11682804,11681527,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11688024,11686528,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11692837,11691548,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11697861,11696531,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11737866,11736554,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11742795,11741543,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11748276,11746561,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11752797,11751548,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11757860,11756550,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11762806,11761568,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11792820,11791582,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11797882,11796597,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11802882,11801594,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11808148,11806600,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11812911,11811649,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11817911,11816619,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11822897,11821612,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11868149,11866622,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11872932,11871604,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11877880,11876626,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11882881,11881608,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11888154,11886621,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11908234,11906619,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11913000,11911621,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11918045,11916627,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11922960,11921625,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11928258,11926635,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11932936,11931629,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11957907,11956644,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11962907,11961642,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11968047,11966648,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11973106,11971646,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11978039,11976652,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11983035,11981651,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12013250,12011664,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12018089,12016670,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12023263,12021677,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12028117,12026679,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12033097,12031692,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12037914,12036678,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12043188,12041695,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12068168,12066687,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12073089,12071689,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12078376,12076703,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12083336,12081693,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12088171,12086698,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12093018,12091698,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12118438,12116718,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12123186,12121710,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12128057,12126712,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12133095,12131728,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12138094,12136734,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12143145,12141719,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12148147,12146721,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12158009,12156729,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12163127,12161730,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12168161,12166729,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12173120,12171732,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12178206,12176738,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12183134,12181745,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12198100,12196745,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12203168,12201745,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12208180,12206753,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12213162,12211749,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12218281,12216751,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12223086,12221782,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12228290,12226759,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12238110,12236760,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12243176,12241776,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12248262,12246764,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12253157,12251766,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12258160,12256768,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12263162,12261770,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12318476,12316794,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12323206,12321795,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12328198,12326798,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12333130,12331806,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12338201,12336802,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12343196,12341804,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12403139,12401830,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12408288,12406841,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12413277,12411841,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12418794,12416836,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12423406,12421838,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12443243,12441847,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12448164,12446850,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12453240,12451855,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12458414,12456863,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12463130,12461855,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12468322,12466863,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12488424,12486866,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12493285,12491872,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12498385,12496907,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12503242,12501872,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12508210,12506875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12513217,12511886,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12533306,12531889,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12538297,12536888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12543371,12541890,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12548408,12546892,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12553461,12551914,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12588366,12586905,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12593307,12591918,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12598444,12596931,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12603349,12601915,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12608470,12606917,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12613398,12611930,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12618566,12616922,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12628426,12626926,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12633411,12631928,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12638405,12636930,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12643354,12641934,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12648512,12646934,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12653432,12651936,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12673422,12671947,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12678683,12676949,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12683370,12681949,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12688289,12686951,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12693379,12691954,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12698272,12696956,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12723296,12721966,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12728303,12726979,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12733362,12731971,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12738625,12736972,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12743323,12741975,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12748416,12746999,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12753425,12751986,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12778677,12776990,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12783318,12781992,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12788328,12787001,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12793305,12792000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12798369,12796998,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12803327,12802012,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12863282,12862028,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12868304,12867032,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12873292,12872041,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12878460,12877025,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12883416,12882051,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12888310,12887040,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12893310,12892039,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12898727,12897045,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12903425,12902043,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12908301,12907047,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12913325,12912066,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12918352,12917051,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12958352,12957067,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12963352,12962071,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12968499,12967091,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12973335,12972077,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12978682,12977079,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12983358,12982078,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12993307,12992077,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12998832,12997085,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13003339,13002090,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13008585,13007083,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13013621,13012107,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13048396,13047119,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13053458,13052127,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13058761,13057132,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13063447,13062142,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13068388,13067141,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13073677,13072145,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13078756,13077148,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13093535,13092132,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13098539,13097133,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13103394,13102135,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13108418,13107138,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13158915,13157165,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13163516,13162154,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13168427,13167169,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13173453,13172168,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13178810,13177161,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13183501,13182162,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13188424,13187165,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13193496,13192167,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13198511,13197169,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13203634,13202182,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13208519,13207173,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13279181,13277203,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13283717,13282209,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13288632,13287208,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13293723,13292210,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13298939,13297212,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13303724,13302239,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13308615,13307216,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13313664,13312218,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13318621,13317220,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13323550,13322283,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13328530,13327234,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13333618,13332231,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13373672,13372254,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13379083,13377258,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
