timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
107248540,107248523,2228234,0.017104229,0.028099803,0.028099803,38.0,0
107447131,107447115,2228234,0.017104229,0.026878074,0.029321535,38.0,0
107548704,107548688,2228234,0.010995575,0.026878074,0.030543266,38.0,0
107948917,107948901,2228234,0.02199115,0.023212882,0.028099803,38.0,0
108043963,108043947,2228234,0.006108653,0.024434611,0.031764995,38.0,0
108446697,108446681,2228234,0.0085521145,0.018325958,0.028099803,38.0,0
108547518,108547499,2228234,0.031764995,0.03543019,0.03543019,38.0,0
108647627,108647611,2228234,0.012217306,0.04031711,0.028099803,38.0,0
108745575,108745559,2228234,0.0024434612,0.025656343,0.029321535,38.0,0
108947919,108947903,2228234,0.01954769,0.037873648,0.034208458,38.0,0
109049544,109049525,2228234,0.014660767,0.03909538,0.030543266,38.0,0
109948207,109948187,2228234,0.0073303836,0.026878074,0.04031711,38.0,0
110248504,110248488,2228234,0.034208458,0.03909538,0.030543266,38.0,0
