timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
52757049,0.35426113,0.032002777,-0.06935983
52767584,0.3544289,0.031154778,-0.06847074
52778684,0.3550022,0.03194695,-0.068933204
52822146,0.35344422,0.031169018,-0.06812579
52832687,0.3550901,0.03112386,-0.06744682
52843730,0.35541752,0.030741457,-0.06777386
52853753,0.3544289,0.031154778,-0.06847074
52874663,0.35509264,0.03196231,-0.06679836
52885149,0.35401326,0.031914912,-0.06969693
52896205,0.35434768,0.031386357,-0.0682238
53021643,0.3536886,0.03173673,-0.06866303
53032163,0.35443985,0.030904077,-0.065641016
53042653,0.35426712,0.03177233,-0.06781243
53074180,0.35590968,0.031912472,-0.06799552
53084666,0.3548394,0.03078304,-0.06854226
53137140,0.35443336,0.032161854,-0.06731673
53147645,0.3537739,0.032729566,-0.06785047
53158831,0.35393906,0.032073975,-0.06765287
53179143,0.35352927,0.031642854,-0.067376986
53189649,0.35360977,0.031625055,-0.06780373
53222207,0.35426718,0.03125689,-0.06779092
53232703,0.35410202,0.032059737,-0.067994654
53243971,0.35500813,0.03223193,-0.06740732
53254747,0.3545145,0.03222481,-0.067575976
53276355,0.35385588,0.03221057,-0.06791455
53286426,0.35525903,0.031689133,-0.06627499
53580242,0.35394338,0.03197299,-0.06653804
53591507,0.3540231,0.032684408,-0.06716608
53601577,0.3536968,0.032341164,-0.06655245
53611744,0.35369477,0.032467067,-0.0670703
53664123,0.35304177,0.030668935,-0.06596751
53674204,0.35402766,0.033323325,-0.0659967
53684219,0.35500395,0.031449314,-0.06848527
53694694,0.35427347,0.031545434,-0.06617974
53705194,0.35369754,0.03175921,-0.0663573
53716749,0.35394073,0.031870876,-0.06721724
53759134,0.35287622,0.03176277,-0.06626882
53769149,0.35410315,0.031260453,-0.06770499
53779754,0.35459608,0.03177589,-0.067728415
53790259,0.35418364,0.031242652,-0.06813173
53801655,0.35345387,0.032822125,-0.06563181
53812310,0.35410944,0.033393387,-0.066085376
53854310,0.35419405,0.03246107,-0.065448746
53864794,0.35410783,0.031015754,-0.06649873
53906795,0.35393938,0.032151174,-0.06757067
53917321,0.35459912,0.031366117,-0.06694242
