timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
2938777,2937873,2162698,-0.14963761,-0.16160862,-9.91439,37.000587,1,0,0,0
2941274,2940374,2162698,-0.13966176,-0.16200764,-9.915188,37.000587,1,0,0,0
3038814,3037912,2162698,-0.1400608,-0.14963761,-9.932345,37.329998,0,0,0,0
3138906,3137954,2162698,-0.16759412,-0.16879122,-9.908403,37.329998,0,0,0,0
3338933,3338033,2162698,-0.16160862,-0.19273324,-9.916783,37.329998,0,0,0,0
3539024,3538117,2162698,-0.18674773,-0.18195933,-9.937134,37.329998,0,0,0,0
3739119,3738201,2162698,-0.19991584,-0.17238252,-9.945514,37.329998,0,0,0,0
3839163,3838248,2162698,-0.17357962,-0.17357962,-9.870096,37.329998,0,0,0,0
3939192,3938294,2162698,-0.15801731,-0.16759412,-9.908403,37.329998,0,0,0,0
4039218,4038324,2162698,-0.16400282,-0.14604631,-9.94312,37.518234,0,0,0,0
4339358,4338454,2162698,-0.21308395,-0.18195933,-9.910798,37.518234,0,0,0,0
4739522,4738611,2162698,-0.16998832,-0.12928689,-9.903615,37.518234,0,0,0,0
4839546,4838652,2162698,-0.17357962,-0.15682021,-9.923966,37.518234,0,0,0,0
4939645,4938693,2162698,-0.22984336,-0.12210429,-9.937134,37.518234,0,0,0,0
5039649,5038755,2162698,-0.21547815,-0.1592144,-9.909601,37.565292,0,0,0,0
5139691,5138776,2162698,-0.20470424,-0.18435353,-9.886856,37.565292,0,0,0,0
5439808,5438901,2162698,-0.19393034,-0.12449849,-9.871294,37.565292,0,0,0,0
5539858,5538943,2162698,-0.1592144,-0.1436521,-9.940725,37.565292,0,0,0,0
5639930,5639010,2162698,-0.18076223,-0.18435353,-9.953894,37.565292,0,0,0,0
5839977,5839071,2162698,-0.15083471,-0.1340753,-9.938332,37.565292,0,0,0,0
5940019,5939109,2162698,-0.18315643,-0.17118542,-9.908403,37.565292,0,0,0,0
6140100,6139192,2162698,-0.19752164,-0.16519992,-9.901221,37.70647,0,0,0,0
6437714,6436819,2162698,-0.18834387,-0.18994,-9.92636,37.70647,0,0,0,0
6537798,6536871,2162698,-0.110133275,-0.15881538,-9.927956,37.70647,0,0,0,0
6637800,6636903,2162698,-0.177969,-0.18914193,-9.896034,37.70647,0,0,0,0
6937921,6937029,2162698,-0.16360378,-0.16998832,-9.883265,37.70647,0,0,0,0
7037968,7037070,2162698,-0.1731806,-0.16519992,-9.915985,37.61235,0,0,0,0
7138001,7137111,2162698,-0.15801731,-0.18834387,-9.940725,37.61235,0,0,0,0
7438140,7437242,2162698,-0.19552647,-0.14445017,-9.925562,37.61235,0,0,0,0
7738298,7737365,2162698,-0.20350714,-0.16440184,-9.92636,37.61235,0,0,0,0
7838348,7837405,2162698,-0.1851516,-0.16120958,-9.935937,37.61235,0,0,0,0
7938354,7937447,2162698,-0.15083471,-0.19313227,-9.880871,37.61235,0,0,0,0
8138484,8137529,2162698,-0.17876706,-0.15402699,-9.875283,37.70647,0,0,0,0
8238466,8237573,2162698,-0.16759412,-0.1364695,-9.865706,37.70647,0,0,0,0
8438577,8437663,2162698,-0.18435353,-0.18914193,-9.844957,37.70647,0,0,0,0
8738720,8737798,2162698,-0.18435353,-0.16360378,-9.941524,37.70647,0,0,0,0
8938765,8937867,2162698,-0.15083471,-0.14764245,-9.915188,37.70647,0,0,0,0
9138851,9137954,2162698,-0.16120958,-0.12529655,-9.991004,37.70647,0,0,0,0
9338926,9338036,2162698,-0.1923342,-0.12529655,-9.858524,37.70647,0,0,0,0
9438964,9438074,2162698,-0.177969,-0.19073807,-9.868899,37.70647,0,0,0,0
9539019,9538116,2162698,-0.20590134,-0.1604115,-9.876881,37.70647,0,0,0,0
9639073,9638160,2162698,-0.18834387,-0.14205596,-9.875283,37.70647,0,0,0,0
9839151,9838246,2162698,-0.1827574,-0.1436521,-9.883265,37.70647,0,0,0,0
9939221,9938312,2162698,-0.20590134,-0.12050815,-9.923966,37.70647,0,0,0,0
10239309,10238404,2162698,-0.21068975,-0.15003665,-9.91359,37.894703,0,0,0,0
10339372,10338458,2162698,-0.17956513,-0.14923857,-9.949504,37.894703,0,0,0,0
11039651,11038760,2162698,-0.19552647,-0.19712262,-9.915985,37.988823,0,0,0,0
11239737,11238844,2162698,-0.18036321,-0.20191102,-9.864111,37.988823,0,0,0,0
11339802,11338878,2162698,-0.18355545,-0.17637286,-9.842564,37.988823,0,0,0,0
11739965,11739058,2162698,-0.21388203,-0.17956513,-9.907207,37.988823,0,0,0,0
11940035,11939143,2162698,-0.19792067,-0.16120958,-9.877678,37.988823,0,0,0,0
12137636,12136734,2162698,-0.19033903,-0.14963761,-9.981427,37.988823,0,0,0,0
12237665,12236760,2162698,-0.18794483,-0.1592144,-9.849746,37.988823,0,0,0,0
12437738,12436845,2162698,-0.17836803,-0.1448492,-9.853337,37.988823,0,0,0,0
12537788,12536888,2162698,-0.19033903,-0.12330139,-9.959879,37.988823,0,0,0,0
12637824,12636930,2162698,-0.16879122,-0.17118542,-9.909601,37.988823,0,0,0,0
12938020,12937058,2162698,-0.17836803,-0.19632454,-9.858126,37.988823,0,0,0,0
13038063,13037112,2162698,-0.16400282,-0.16759412,-9.93474,37.988823,0,0,0,0
13138076,13137150,2162698,-0.19752164,-0.16280572,-9.900024,37.988823,0,0,0,0
13438199,13437282,2162698,-0.142455,-0.18315643,-9.879673,37.988823,0,0,0,0
13838423,13837447,2162698,-0.1436521,-0.1412579,-9.9550905,37.988823,0,0,0,0
13938411,13937493,2162698,-0.18914193,-0.19273324,-9.921572,37.988823,0,0,0,0
14038489,14037536,2162698,-0.16400282,-0.12330139,-9.931149,38.08294,0,0,0,0
14138480,14137578,2162698,-0.17597382,-0.12689269,-9.921572,38.08294,0,0,0,0
14238582,14237632,2162698,-0.1604115,-0.16280572,-9.970653,38.08294,0,0,0,0
14338640,14337677,2162698,-0.17956513,-0.15801731,-9.877279,38.08294,0,0,0,0
14438693,14437713,2162698,-0.19991584,-0.17597382,-9.8916445,38.08294,0,0,0,0
14638723,14637810,2162698,-0.1448492,-0.15682021,-9.925163,38.08294,0,0,0,0
15239010,15238046,2162698,-0.22026655,-0.1400608,-9.94312,38.17706,0,0,0,0
15339057,15338095,2162698,-0.15562311,-0.16160862,-9.848549,38.17706,0,0,0,0
15439067,15438144,2162698,-0.15442601,-0.17357962,-9.913192,38.17706,0,0,0,0
