timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
4073338,32767,32767,32767,-13,-37,32767
4078341,-7,32767,32767,32767,32767,32767
4098349,10,32767,32767,32767,32767,32767
4103348,32767,32767,32767,32767,-15,32767
4108353,32767,32767,32767,32767,32767,32767
4113355,-32,32767,32767,32767,-14,32767
4118357,32767,32767,32767,32767,32767,32767
4123359,-24,32767,32767,32767,-13,32767
4128380,32767,32767,32767,32767,32767,32767
4133363,-15,32767,32767,-9,-8,32767
4138364,32767,32767,32767,32767,32767,32767
4163376,11,32767,32767,32767,10,32767
4168378,32767,32767,32767,32767,32767,32767
4173388,32767,32767,32767,32767,12,32767
4178383,-31,32767,32767,32767,32767,32767
4183384,32767,32767,32767,-6,32767,32767
4188383,-24,32767,32767,32767,-33,32767
4193404,32767,32767,32767,32767,32767,32767
4198389,-15,32767,32767,32767,-28,32767
4203392,32767,32767,32767,32767,32767,32767
4208394,-7,32767,32767,32767,-15,32767
4213440,32767,32767,32767,32767,32767,32767
4218406,0,32767,32767,32767,-16,32767
4223401,32767,32767,32767,32767,32767,32767
4228403,10,32767,32767,32767,-14,32767
4233415,32767,32767,32767,-4,32767,32767
4238407,32767,32767,32767,32767,-8,32767
4243408,-32,32767,32767,32767,32767,32767
4248411,32767,32767,32767,32767,-4,32767
4253414,-24,32767,32767,32767,32767,32767
4308435,-33,32767,32767,32767,32767,32767
4313488,32767,32767,32767,32767,-15,32767
4318469,-24,32767,32767,32767,32767,32767
4323442,32767,32767,32767,32767,-8,32767
