timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
12526888,0,0.0,0.0,0.0,0.0,-1.7115365,3.2243716e-07,3.31982e-07,0.0,-0.0027972942,0.0019470792,-0.24409834,-0.22280678,6.448743e-05,6.63964e-05,0.0,0.0055961045,0.0041075954,-0.008181452,-0.12472059,0.0002478313,0.0,0.17892992,0.45882633,0.7404549,0.52446985,0.33917218,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
12626926,0,0.0,0.0,0.0,0.0,-1.7233651,3.2243716e-07,3.31982e-07,0.0,-0.0024462733,0.0019105007,-0.24109176,-0.21072708,6.448743e-05,6.63964e-05,0.0,-0.015208461,0.009895107,-0.010103685,-0.12470923,0.0002478313,0.0,0.17194164,0.41267118,0.735883,0.4722134,0.33516636,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
12726979,0,0.0,0.0,0.0,0.0,-1.7363172,3.2243716e-07,3.31982e-07,0.0,-0.0025608733,0.0013989663,-0.23797299,-0.20101266,6.448743e-05,6.63964e-05,0.0,-0.0074446974,-0.0138095785,-0.020232715,-0.12470643,0.0002478313,0.0,0.17426145,0.4539504,0.7314358,0.49412334,0.33124593,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
13327234,0,0.0,0.0,0.0,0.0,-1.82159,3.2243716e-07,3.31982e-07,0.0,-0.0017882001,0.0011065225,-0.22684082,-0.17090994,6.448743e-05,6.63964e-05,0.0,0.012469953,-0.0022613837,-0.01718673,-0.124717034,0.0002478313,0.0,0.17490709,0.4324793,0.7203169,0.40963933,0.31324896,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
13527313,0,0.0,0.0,0.0,0.0,-1.8446058,3.2243716e-07,3.31982e-07,0.0,-0.0013962983,0.0011052166,-0.22092725,-0.15789665,6.448743e-05,6.63964e-05,0.0,-0.032671917,-0.009522238,-0.0029611392,-0.12463374,0.0002478313,0.0,0.15257561,0.4245855,0.7266563,0.38759345,0.31053856,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
13627356,0,0.0,0.0,0.0,0.0,-1.8581368,3.2243716e-07,3.31982e-07,0.0,-0.0013538643,0.0004499829,-0.21862972,-0.15487316,6.448743e-05,6.63964e-05,0.0,-0.0051028393,0.005443861,0.043872815,-0.12457791,0.0002478313,0.0,0.15077376,0.3860097,0.7220986,0.35454938,0.30684978,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
13727398,0,0.0,0.0,0.0,0.0,-1.872536,3.2243716e-07,3.31982e-07,0.0,-0.001015493,0.0005424925,-0.2168546,-0.15349452,6.448743e-05,6.63964e-05,0.0,-0.02379034,-0.008708662,0.0010375328,-0.124542,0.0002478313,0.0,0.14349055,0.41691947,0.71766907,0.36985725,0.30324656,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
13927484,0,0.0,0.0,0.0,0.0,-1.9030913,3.2243716e-07,3.31982e-07,0.0,-0.00049794244,0.001362778,-0.21480794,-0.15395984,6.448743e-05,6.63964e-05,0.0,-0.0044011446,0.0059553306,-0.022404794,-0.124534704,0.0002478313,0.0,0.14003444,0.40976423,0.70897055,0.35695878,0.29620054,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
14027524,0,0.0,0.0,0.0,0.0,-1.9195266,3.2243716e-07,3.31982e-07,0.0,-8.883956e-05,0.00090303726,-0.213551,-0.15481885,6.448743e-05,6.63964e-05,0.0,0.013083552,0.02130283,-0.008491529,-0.12452945,0.0002478313,0.0,0.1424371,0.3750095,0.7046986,0.3326618,0.29275608,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
14127573,0,0.0,0.0,0.0,0.0,-1.9355723,3.2243716e-07,3.31982e-07,0.0,0.001100041,0.0007084908,-0.21206032,-0.15490936,6.448743e-05,6.63964e-05,0.0,0.009412698,-0.018069025,0.011081144,-0.12453164,0.0002478313,0.0,0.14494681,0.40338185,0.7005407,0.34919947,0.28938922,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
14227606,0,0.0,0.0,0.0,0.0,-1.9511063,3.2243716e-07,3.31982e-07,0.0,0.0008515372,0.00062012987,-0.21057412,-0.15445726,6.448743e-05,6.63964e-05,0.0,-0.015349391,-0.0071325907,-0.046171043,-0.124558486,0.0002478313,0.0,0.1406802,0.37038204,0.69649184,0.32885817,0.28609732,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
14527746,0,0.0,0.0,0.0,0.0,-2.0045125,3.2243716e-07,3.31982e-07,0.0,0.0011619234,0.00070565566,-0.2105709,-0.1630141,6.448743e-05,6.63964e-05,0.0,0.021259606,-8.6401036e-05,0.00088027556,-0.124619685,0.0002478313,0.0,0.12953186,0.39389187,0.69816697,0.34893978,0.28040427,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
14727829,0,0.0,0.0,0.0,0.0,-2.0458064,3.2243716e-07,3.31982e-07,0.0,0.0018084164,0.0010703887,-0.21180402,-0.1732864,6.448743e-05,6.63964e-05,0.0,0.011776926,-0.035054326,-0.028643224,-0.12463554,0.0002478313,0.0,0.12759316,0.391201,0.6900684,0.35569578,0.27408683,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
14827883,0,0.0,0.0,0.0,0.0,-2.0674088,3.2243716e-07,3.31982e-07,0.0,0.0014068607,0.0009768041,-0.21246395,-0.17849116,6.448743e-05,6.63964e-05,0.0,-0.021627212,-0.049026627,-0.02463565,-0.12464144,0.0002478313,0.0,0.12976468,0.36231434,0.68612796,0.34369433,0.27101538,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,1
