timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
76954665,0,47.365093,48.86685,27.038443,4663305
77951843,0,47.050873,51.488777,27.034155,4663305
78949029,0,52.20674,50.465523,27.032726,4663305
80954104,0,49.1456,47.469597,27.06274,4663305
82948577,0,46.10824,47.530167,27.021292,4663305
83956578,0,52.102013,51.12775,27.031296,4663305
84953604,0,50.321476,48.608776,27.006998,4663305
86948200,0,45.584557,47.29704,27.014145,4663305
89950463,0,54.330013,46.61369,26.975555,4663305
93949994,0,2.1911736,-0.5330658,27.021292,4663305
95955255,0,-4.5357437,0.6620445,27.001282,4663305
96952269,0,-3.4883804,-1.4852982,27.015574,4663305
97949614,0,-3.6978378,0.21064758,27.012716,4663305
101949159,0,-1.107975,-0.96082306,27.134203,4663305
103954452,0,4.471607,2.3018456,27.124197,4663305
107953971,0,27.094574,24.057693,27.117052,4663305
108951092,0,27.094574,27.12661,27.117052,4663305
109948486,0,28.665619,27.898392,27.13849,4663305
115953263,0,32.488457,28.273186,26.935022,4663305
117947788,0,25.861511,28.813751,26.930735,4663305
121947478,0,55.711296,52.5195,27.022205,4663305
123952641,0,66.23725,65.98374,27.007914,4663305
124949742,0,60.867165,70.01684,27.11848,4663305
126955044,0,89.72192,87.32069,26.940739,4663305
127952446,0,102.447334,96.453865,26.95646,4663305
137956802,0,50.47448,45.73033,26.755335,4663305
139951609,0,34.583183,32.215683,26.670494,4663305
141956805,0,25.756783,28.343254,26.636192,4663305
142954205,0,28.165726,25.442345,26.669065,4663305
147951236,0,4.8095818,3.9472504,26.666206,4663305
148948313,0,-1.4983826,2.1840324,26.651915,4663305
149956412,0,6.4853554,-0.36647415,26.689075,4663305
151950987,0,-3.5931091,-0.23893356,26.62333,4663305
153956152,0,4.6810684,-0.2228508,26.73624,4663305
156947927,0,2.505394,0.98496246,26.634764,4663305
157956058,0,-1.1841621,-0.3787651,26.656202,4663305
158953234,0,6.066437,0.44692612,26.683357,4663305
159950550,0,-3.6978378,-0.293293,26.6219,4663305
160947782,0,3.9717102,0.09654999,26.654774,4663305
168947302,0,-1.0794296,-0.6585617,26.755335,4663305
169955422,0,-3.5931091,0.42640686,26.721033,4663305
171950069,0,-4.4309807,-0.49225998,26.7096,4663305
173955193,0,-2.755207,-1.3585701,26.732468,4663305
174952488,0,1.6674919,0.3725891,26.721033,4663305
176946929,0,-1.3936539,0.5538635,26.751047,4663305
177955143,0,-3.0694275,-1.2913246,26.825884,4663305
189954559,0,-2.0220642,-1.4547844,27.035583,4663305
191949164,0,-3.4883804,0.054519653,27.015574,4663305
192957257,0,-5.82111,-1.0129929,26.972181,4663305
194951850,0,1.5627632,1.6612053,27.012716,4663305
206951251,0,-2.4410172,-1.1270752,27.127571,4663305
207948609,0,-2.755207,-1.3813362,27.123283,4663305
208956711,0,-7.496887,-1.4083099,27.144722,4663305
209953941,0,4.2859,-1.0485992,27.147581,4663305
210951182,0,-2.755207,-1.7244377,27.123283,4663305
213953724,0,2.9005623,-0.964344,27.298166,4663305
214951077,0,-3.5931091,-1.8372192,27.209553,4663305
218950931,0,-1.9982796,0.2543831,27.159529,4663305
219948283,0,4.495392,0.5444107,27.345846,4663305
221953548,0,-9.591614,-0.06969452,27.311544,4663305
222950923,0,0.28215408,-2.352806,27.36014,4663305
224956333,0,-1.1841621,0.3034668,27.34013,4663305
226950742,0,3.2385368,-2.3370628,27.328695,4663305
227948049,0,-0.7652092,-1.8130684,27.345846,4663305
230950611,0,-1.2888908,0.5602379,27.338701,4663305
231948092,0,-2.5457458,-0.2335968,27.419254,4663305
232956105,0,0.07266235,-2.932743,27.454985,4663305
233953257,0,3.7622185,-1.9788208,27.433546,4663305
236955595,0,3.2385368,-2.2550735,27.4264,4663305
238950243,0,-3.5931091,-0.7536392,27.40496,4663305
239948712,0,4.076439,-0.20821762,27.437834,4663305
240956855,0,-3.0694275,-0.91534424,27.412107,4663305
241954261,0,-2.5457458,-3.2054024,27.419254,4663305
242951325,0,-2.67902,-1.9330788,27.503578,4663305
243948923,0,-3.4883804,-1.8543091,27.40639,4663305
244955664,0,-3.0694275,-2.179287,27.412107,4663305
245953054,0,-7.3921547,-0.8972626,27.439262,4663305
