timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
9843350,-2.8535612,-2.9298887,26.929304,1.0
9854276,-2.8765764,-2.9535618,26.93788,1.0
9865065,-2.900897,-2.9785118,26.933592,1.0
9875932,-2.9223292,-3.0005333,26.930735,1.0
9886838,-2.939199,-3.0178905,26.93788,1.0
9897606,-2.951745,-3.030751,26.933592,1.0
9908354,-2.9602256,-3.0394945,26.940739,1.0
9919309,-2.9649568,-3.0443163,26.933592,1.0
9940856,-2.973462,-3.0530517,26.93788,1.0
9951823,-2.97897,-3.0587072,26.93788,1.0
9962628,-2.987048,-3.0669358,26.925016,1.0
9973376,-2.9996524,-3.079943,26.93788,1.0
9984376,-3.0157428,-3.096471,26.942167,1.0
9995123,-3.0341392,-3.115382,26.946455,1.0
10092632,-3.2705958,-3.3581274,26.933592,1.0
10103426,-3.2997375,-3.3880572,26.935022,1.0
10114377,-3.3270686,-3.416079,26.927876,1.0
10125216,-3.3509521,-3.4406672,26.93931,1.0
10135978,-3.3731012,-3.4633846,26.935022,1.0
10168750,-3.4162972,-3.5077238,26.933592,1.0
10179566,-3.4187646,-3.5102987,26.940739,1.0
10190328,-3.4159133,-3.507397,26.945026,1.0
10201099,-3.407844,-3.4991322,26.947886,1.0
10211941,-3.3953316,-3.4861684,26.927876,1.0
10255236,-3.3214695,-3.4103754,26.933592,1.0
10266019,-3.3019156,-3.3902657,26.927876,1.0
10276953,-3.2804167,-3.3682475,26.93788,1.0
10287782,-3.2568095,-3.3440244,26.940739,1.0
10298527,-3.2310574,-3.3175666,26.93788,1.0
10341955,-3.1186748,-3.2020988,26.923588,1.0
10352788,-3.0906787,-3.1733844,26.929304,1.0
10363557,-3.0604928,-3.1424294,26.930735,1.0
10439562,-2.7148619,-2.7877643,26.9779,1.0
10450330,-2.647457,-2.7183228,26.927876,1.0
10482779,-2.502281,-2.5694897,26.983616,1.0
10493584,-2.477921,-2.5441606,26.909294,1.0
10504521,-2.4625819,-2.5285318,26.93788,1.0
10515377,-2.4519482,-2.5178473,26.99362,1.0
10526132,-2.4430685,-2.5087957,27.003626,1.0
10537050,-2.4387717,-2.5039957,26.910725,1.0
10591244,-2.5240936,-2.5918694,26.980757,1.0
10602074,-2.5542338,-2.6224568,26.897861,1.0
10612840,-2.590589,-2.6598907,26.92216,1.0
10623645,-2.6324492,-2.7029672,26.943598,1.0
10634570,-2.6800451,-2.7517784,26.9193,1.0
10645327,-2.73305,-2.8065963,27.003626,1.0
10677884,-2.8744104,-2.9511645,26.892145,1.0
10688666,-2.9214265,-2.9995787,26.920729,1.0
10699605,-2.9699087,-3.0495179,26.952173,1.0
10710355,-3.0169044,-3.0977657,26.950743,1.0
10970505,-3.6793406,-3.7772028,26.830172,1.0
10981327,-3.688405,-3.7864635,26.823025,1.0
11035549,-3.7261736,-3.825463,26.856413,1.0
11046398,-3.732015,-3.8321083,26.95789,1.0
11057348,-3.738437,-3.838586,26.930735,1.0
11078893,-3.7547064,-3.8547955,26.853554,1.0
11089889,-3.7681925,-3.8690836,26.92216,1.0
11165602,-3.8106942,-3.9126525,26.913584,1.0
11176370,-3.8101408,-3.9124386,26.967894,1.0
11187466,-3.8089614,-3.91092,26.920729,1.0
11198314,-3.8055818,-3.907112,26.868761,1.0
11209058,-3.797737,-3.8986022,26.798727,1.0
11252358,-3.7353404,-3.8346033,26.807304,1.0
11263240,-3.7213879,-3.8205626,26.85161,1.0
11295745,-3.6812487,-3.779873,26.93788,1.0
11306502,-3.6728578,-3.7710598,26.906437,1.0
11317441,-3.6683989,-3.7663202,26.88071,1.0
11349899,-3.6716485,-3.7700384,26.940739,1.0
11360646,-3.6689215,-3.7670588,26.912153,1.0
11371448,-3.6645403,-3.7628117,26.952173,1.0
11404037,-3.6517177,-3.7491987,26.88071,1.0
11415042,-3.648218,-3.745989,26.942167,1.0
11425892,-3.6418736,-3.7394745,26.942167,1.0
11469000,-3.585902,-3.6820214,26.942167,1.0
11479981,-3.5624301,-3.6577024,26.906437,1.0
11490751,-3.5389276,-3.633296,26.856413,1.0
11523277,-3.4885874,-3.5822613,26.965036,1.0
11534098,-3.478928,-3.571909,26.892145,1.0
11577495,-3.436033,-3.5280921,26.93788,1.0
11588262,-3.417399,-3.508792,26.909294,1.0
11631565,-3.2764006,-3.3642418,26.953602,1.0
11642510,-3.2338984,-3.3205528,26.945026,1.0
11675083,-3.1188455,-3.2021708,26.892145,1.0
11685837,-3.0958261,-3.1783924,26.864988,1.0
11696607,-3.078184,-3.1606936,26.943598,1.0
11740131,-3.0159638,-3.0967026,26.92216,1.0
11750908,-3.0126476,-3.093195,26.90215,1.0
11761654,-3.0163882,-3.0972574,26.942167,1.0
11794297,-3.0358107,-3.1171412,26.930735,1.0
11805079,-3.044868,-3.1266053,26.962177,1.0
11815907,-3.0504725,-3.1322057,26.93788,1.0
11870106,-3.05418,-3.1357262,26.877851,1.0
11880874,-3.0552034,-3.1369414,26.909294,1.0
11913414,-3.064667,-3.1464932,26.877851,1.0
11924188,-3.0704117,-3.1527247,26.945026,1.0
11956896,-3.0754745,-3.15775,26.912153,1.0
11967703,-3.0805795,-3.1631653,26.945026,1.0
12010915,-3.1090462,-3.1921911,26.900719,1.0
12021727,-3.1308599,-3.2146106,26.906437,1.0
12032699,-3.158783,-3.2434504,26.93788,1.0
12065207,-3.2215347,-3.3077817,26.9193,1.0
12075990,-3.2183192,-3.304614,26.943598,1.0
12086769,-3.20591,-3.2916155,26.903578,1.0
12119280,-3.1570413,-3.2417724,26.965036,1.0
12130255,-3.1285782,-3.2124,26.93788,1.0
12141060,-3.0934873,-3.1763966,26.93788,1.0
12162735,-3.0468585,-3.1285036,26.935022,1.0
12173589,-3.038703,-3.120085,26.926447,1.0
12195252,-3.0435586,-3.125287,26.963606,1.0
12206091,-3.0538955,-3.1356032,26.906437,1.0
12216873,-3.0680802,-3.150385,26.947886,1.0
12227788,-3.0842113,-3.1670923,26.97504,1.0
12238593,-3.1004446,-3.1835642,26.93788,1.0
12249335,-3.116786,-3.2005162,26.980757,1.0
12260393,-3.133712,-3.217514,26.909294,1.0
12314360,-3.2098453,-3.2958462,26.946455,1.0
12325313,-3.2243967,-3.3107877,26.946455,1.0
12336067,-3.2385817,-3.3251944,26.91787,1.0
12401109,-3.2544267,-3.3416924,26.949314,1.0
12411919,-3.2558627,-3.3432157,26.953602,1.0
12422842,-3.2586427,-3.3460627,26.952173,1.0
12444430,-3.2689652,-3.356654,26.950743,1.0
12455358,-3.2762513,-3.3641398,26.950743,1.0
12466100,-3.2840493,-3.3722029,26.960749,1.0
12487918,-3.2994165,-3.3879504,26.95503,1.0
12498658,-3.306848,-3.395638,26.965036,1.0
12531165,-3.338342,-3.4279494,26.959318,1.0
12541965,-3.3427353,-3.4324195,26.952173,1.0
12552950,-3.3383477,-3.4279473,26.95789,1.0
12585460,-3.2789145,-3.3668044,26.945026,1.0
12596199,-3.2512274,-3.3383117,26.933592,1.0
12606987,-3.221591,-3.3079839,26.952173,1.0
12618015,-3.1894197,-3.27505,26.960749,1.0
12628758,-3.1548252,-3.23938,26.933592,1.0
12639551,-3.1230273,-3.2068062,26.947886,1.0
12650465,-3.0996852,-3.1828833,26.95646,1.0
12672008,-3.0738895,-3.1562634,26.933592,1.0
12682949,-3.069157,-3.1515088,26.953602,1.0
12693787,-3.0685723,-3.1507735,26.927876,1.0
12726306,-3.0671105,-3.14925,26.923588,1.0
12737040,-3.0680974,-3.1503835,26.945026,1.0
12748022,-3.072774,-3.1552155,26.950743,1.0
12780510,-3.1228697,-3.206698,26.95789,1.0
12791266,-3.1455667,-3.2298193,26.923588,1.0
12802065,-3.169856,-3.2547903,26.929304,1.0
12867117,-3.3064725,-3.3951144,26.936451,1.0
12878054,-3.3136177,-3.4023943,26.926447,1.0
12888916,-3.3119493,-3.4007542,26.93931,1.0
12899672,-3.3046722,-3.393121,26.915012,1.0
12910714,-3.2947478,-3.383068,26.93931,1.0
12921480,-3.27983,-3.3677342,26.936451,1.0
12953862,-3.2324808,-3.3190258,26.916441,1.0
12964732,-3.2275841,-3.3141563,26.945026,1.0
12975632,-3.2263007,-3.3128302,26.943598,1.0
12997245,-3.2325704,-3.3191495,26.92216,1.0
13008114,-3.2410624,-3.327877,26.923588,1.0
13051461,-3.2888865,-3.3770344,26.933592,1.0
13062217,-3.294157,-3.3823388,26.923588,1.0
13073211,-3.2958214,-3.3840156,26.91787,1.0
